
[00:00:00.000 --> 00:00:02.000]  (主持人:大家好!)
[00:00:02.000 --> 00:00:16.000]  (主持人:最近不時有教會邀請我分享港獨)
[00:00:16.000 --> 00:00:18.000]  (主持人:通常那些題目都是)
[00:00:18.000 --> 00:00:22.000]  (主持人:黑暗中的光明)
[00:00:22.000 --> 00:00:25.000]  (主持人:逆境之中如何自強)
[00:00:25.000 --> 00:00:29.000]  (主持人:但是貴教會是比較有文化的)
[00:00:31.000 --> 00:00:33.000]  (主持人:所以牧師就選了一個)
[00:00:33.000 --> 00:00:39.000]  (主持人:行到水窮處這麼有意思的題目給我)
[00:00:39.000 --> 00:00:42.000]  (主持人:並且做了一個很好的海報)
[00:00:42.000 --> 00:00:44.000]  (主持人:我唯一不滿的地方就是)
[00:00:44.000 --> 00:00:46.000]  (主持人:他拿了我這張很胖的相片)
[00:00:46.000 --> 00:00:50.000]  (主持人:自己就拿了一張很瘦的相片)
[00:00:58.000 --> 00:01:00.000]  (主持人:所以牧師這是不公平的)
[00:01:00.000 --> 00:01:06.000]  (主持人:其實我做了校長兩年半)
[00:01:06.000 --> 00:01:08.000]  (主持人:我減了35磅)
[00:01:08.000 --> 00:01:10.000]  (主持人:所以我以前是)
[00:01:10.000 --> 00:01:13.000]  (主持人:我以前和Eugene差不多的份量)
[00:01:13.000 --> 00:01:15.000]  (主持人:多謝你)
[00:01:15.000 --> 00:01:19.000]  (主持人:但是說回來就是)
[00:01:19.000 --> 00:01:21.000]  (主持人:我覺得這個題目很有趣很好)
[00:01:21.000 --> 00:01:25.000]  (主持人:也是我很喜歡的一首王維的詩)
[00:01:25.000 --> 00:01:27.000]  (主持人:大家認不認識《行到水窮處》)
[00:01:28.000 --> 00:01:30.000]  (主持人:下一句是什麼呢)
[00:01:30.000 --> 00:01:35.000]  (主持人:我以為你們很有文化)
[00:01:35.000 --> 00:01:39.000]  (主持人:《行到水窮處》的下一句是)
[00:01:39.000 --> 00:01:41.000]  (主持人:坐看雲起時)
[00:01:41.000 --> 00:01:46.000]  (主持人:你又裝懂了)
[00:01:46.000 --> 00:01:51.000]  (主持人:其實我做了大學校長之後)
[00:01:51.000 --> 00:01:53.000]  (主持人:尤其是中文大學校長之後)
[00:01:53.000 --> 00:01:55.000]  (主持人:我的中國文化的修養)
[00:01:55.000 --> 00:01:57.000]  (主持人:也是突然之間好了)
[00:01:57.000 --> 00:02:00.000]  (主持人:因為我當中有學書法)
[00:02:00.000 --> 00:02:04.000]  (主持人:我其實曾經是很喜歡寫這句話)
[00:02:04.000 --> 00:02:06.000]  (主持人:《行到水窮處》)
[00:02:06.000 --> 00:02:08.000]  (主持人:坐看雲起時)
[00:02:08.000 --> 00:02:10.000]  (主持人:其實王維呢)
[00:02:10.000 --> 00:02:14.000]  (主持人:當然是唐朝當代一個很出名的詩人)
[00:02:14.000 --> 00:02:17.000]  (主持人:唐詩三百首你總聽過了吧)
[00:02:17.000 --> 00:02:19.000]  (主持人:三百首裡面有二十九首)
[00:02:19.000 --> 00:02:22.000]  (主持人:即是十分之一是王維的詩)
[00:02:22.000 --> 00:02:24.000]  (主持人:這個人是做什麼的呢)
[00:02:24.000 --> 00:02:28.000]  (主持人:他當然在當年是一個很厲害的文人)
[00:02:28.000 --> 00:02:31.000]  (主持人:出自山西一個名門望族)
[00:02:31.000 --> 00:02:35.000]  (主持人:他就去考狀元)
[00:02:35.000 --> 00:02:37.000]  (主持人:成為了進士)
[00:02:37.000 --> 00:02:39.000]  (主持人:進士即是什麼呢)
[00:02:39.000 --> 00:02:40.000]  (主持人:其實我想了一輪)
[00:02:40.000 --> 00:02:42.000]  (主持人:進士即是等於AO)
[00:02:42.000 --> 00:02:45.000]  (主持人:當年他一考就考進AO)
[00:02:45.000 --> 00:02:51.000]  (主持人:並且做了運政事務局局長)
[00:02:51.000 --> 00:02:52.000]  (主持人:專管文化)
[00:02:52.000 --> 00:02:55.000]  (主持人:因為他的文化水平很高)
[00:02:55.000 --> 00:02:58.000]  (主持人:所以他無論是寫詩、畫畫)
[00:02:58.000 --> 00:03:01.000]  (主持人:甚至是音樂都是很高的)
[00:03:01.000 --> 00:03:04.000]  (主持人:但可惜當他做官做了不久)
[00:03:04.000 --> 00:03:06.000]  (主持人:就因為有一次的事件)
[00:03:06.000 --> 00:03:11.000]  (主持人:當時他預備了一個台上的表演)
[00:03:11.000 --> 00:03:13.000]  (主持人:有音樂)
[00:03:13.000 --> 00:03:15.000]  (主持人:但沒有了一隻獅子)
[00:03:15.000 --> 00:03:17.000]  (主持人:那隻是黃色的獅子)
[00:03:17.000 --> 00:03:19.000]  (主持人:於是就被貶了)
[00:03:19.000 --> 00:03:21.000]  (主持人:所以顏色是很重要的)
[00:03:21.000 --> 00:03:23.000]  (主持人:我其實也不明白)
[00:03:23.000 --> 00:03:26.000]  (主持人:為何沒有了一隻黃色的獅子會被貶)
[00:03:26.000 --> 00:03:30.000]  (主持人:但於是他被貶了之後)
[00:03:30.000 --> 00:03:33.000]  (主持人:就一直降級降級降到很低)
[00:03:33.000 --> 00:03:36.000]  (主持人:並且他再倒霉的地方就是)
[00:03:36.000 --> 00:03:39.000]  (主持人:在安祿山之亂的時候他被擄)
[00:03:39.000 --> 00:03:42.000]  (主持人:成為了階下囚)
[00:03:42.000 --> 00:03:45.000]  (主持人:後來放出來的時候)
[00:03:45.000 --> 00:03:47.000]  (主持人:他已經差不多一年多)
[00:03:47.000 --> 00:03:50.000]  (主持人:於是他就住在一些山澗的地方)
[00:03:50.000 --> 00:03:55.000]  (主持人:有人給了他一個很偏遠的別墅)
[00:03:55.000 --> 00:03:57.000]  (主持人:他非常喜歡)
[00:03:57.000 --> 00:04:01.000]  (主持人:於是他就在那裏創作了很多首詩)
[00:04:01.000 --> 00:04:06.000]  (主持人:其中一首就是這句說話的由來)
[00:04:06.000 --> 00:04:08.000]  (主持人:他說:中歲頗好渡)
[00:04:08.000 --> 00:04:11.000]  (主持人:當我去到中年的時候)
[00:04:11.000 --> 00:04:14.000]  (主持人:我都相當喜歡一些道理)
[00:04:14.000 --> 00:04:17.000]  (主持人:一些哲學的思想)
[00:04:17.000 --> 00:04:19.000]  (主持人:晚加南山垂)
[00:04:19.000 --> 00:04:21.000]  (主持人:他說他住在中南山)
[00:04:21.000 --> 00:04:23.000]  (主持人:中南山其實不是一個人)
[00:04:23.000 --> 00:04:26.000]  (主持人:中南山是一個山)
[00:04:26.000 --> 00:04:29.000]  (主持人:真的有一個山叫中南山)
[00:04:29.000 --> 00:04:34.000]  (主持人:他住在中南山上的一個別墅)
[00:04:34.000 --> 00:04:36.000]  (主持人:興來每獨往)
[00:04:36.000 --> 00:04:40.000]  (主持人:有時候突然間意氣興趣來到)
[00:04:40.000 --> 00:04:42.000]  (主持人:意興風發的時候)
[00:04:42.000 --> 00:04:44.000]  (主持人:他自己走進山裏面)
[00:04:44.000 --> 00:04:46.000]  (主持人:聲是空自知)
[00:04:46.000 --> 00:04:49.000]  (主持人:很開心見到一些山水)
[00:04:49.000 --> 00:04:52.000]  (主持人:見到一些很美麗的景色)
[00:04:52.000 --> 00:04:54.000]  (主持人:只是自己一個人)
[00:04:54.000 --> 00:04:56.000]  (主持人:懂得在這裏欣賞空自知)
[00:04:56.000 --> 00:04:58.000]  (主持人:因為沒有人和他一起)
[00:04:58.000 --> 00:05:00.000]  (主持人:學習一個獨處)
[00:05:00.000 --> 00:05:02.000]  (主持人:但你想想一個AO)
[00:05:02.000 --> 00:05:03.000]  (主持人:做到副局長)
[00:05:03.000 --> 00:05:05.000]  (主持人:然後突然間變了一個)
[00:05:05.000 --> 00:05:08.000]  (主持人:住在山上的一個老人)
[00:05:08.000 --> 00:05:10.000]  (主持人:然後他就說這句說話)
[00:05:10.000 --> 00:05:12.000]  (主持人:行到水窮處)
[00:05:12.000 --> 00:05:14.000]  (主持人:坐看雲起時)
[00:05:14.000 --> 00:05:19.000]  (主持人:當時他在山澗那裏一直走)
[00:05:19.000 --> 00:05:22.000]  (主持人:走到瀑布)
[00:05:22.000 --> 00:05:25.000]  (主持人:或者是水的源頭)
[00:05:25.000 --> 00:05:26.000]  (主持人:沒得走了)
[00:05:26.000 --> 00:05:28.000]  (主持人:他就坐下)
[00:05:28.000 --> 00:05:30.000]  (主持人:坐看雲起時)
[00:05:30.000 --> 00:05:32.000]  (主持人:看見那些雲升上來)
[00:05:32.000 --> 00:05:34.000]  (主持人:變化萬千)
[00:05:34.000 --> 00:05:36.000]  (主持人:非常之美麗)
[00:05:36.000 --> 00:05:40.000]  (主持人:那種心境其實是很禪的)
[00:05:40.000 --> 00:05:43.000]  (主持人:所以王維叫做師佛)
[00:05:43.000 --> 00:05:47.000]  (主持人:是一個很禪的一個意境)
[00:05:47.000 --> 00:05:50.000]  (主持人:一邊講一邊跌下來)
[00:05:50.000 --> 00:05:52.000]  (主持人:不要緊)
[00:05:52.000 --> 00:05:53.000]  (主持人:坐看雲起時)
[00:05:53.000 --> 00:05:56.000]  (主持人:但麥克風就一直下墜時)
[00:05:56.000 --> 00:05:59.000]  (主持人:偶然直臨手)
[00:05:59.000 --> 00:06:01.000]  (主持人:偶然之間見到一個)
[00:06:01.000 --> 00:06:04.000]  (主持人:在樹林那裏突然見到一個老伯)
[00:06:04.000 --> 00:06:06.000]  (主持人:談笑無還其)
[00:06:06.000 --> 00:06:09.000]  (主持人:跟他聊天聊到開心到不得了)
[00:06:09.000 --> 00:06:11.000]  (主持人:連回家都忘記了)
[00:06:11.000 --> 00:06:15.000]  (主持人:整首詩其實不是那麼淒軟)
[00:06:15.000 --> 00:06:17.000]  (主持人:不是那麼灰暗)
[00:06:17.000 --> 00:06:20.000]  (主持人:其實當他跌下來之後)
[00:06:20.000 --> 00:06:23.000]  (主持人:他發現原來另一個境界)
[00:06:23.000 --> 00:06:26.000]  (主持人:另一種的景色)
[00:06:26.000 --> 00:06:30.000]  (主持人:然後回首他當年所做的事)
[00:06:30.000 --> 00:06:32.000]  (主持人:好像今天山窮水盡)
[00:06:32.000 --> 00:06:34.000]  (主持人:行到水窮處)
[00:06:34.000 --> 00:06:38.000]  (主持人:但其實當你坐下再看的時候)
[00:06:38.000 --> 00:06:42.000]  (主持人:你又見到前面豁然開朗)
[00:06:42.000 --> 00:06:46.000]  (主持人:很多的雲彩在你面前)
[00:06:46.000 --> 00:06:48.000]  (主持人:然後坐看雲起時)
[00:06:48.000 --> 00:06:50.000]  (主持人:其實這種境界)
[00:06:50.000 --> 00:06:52.000]  (主持人:這種心境)
[00:06:52.000 --> 00:06:54.000]  (主持人:在很多當來的)
[00:06:54.000 --> 00:06:56.000]  (主持人:以前的古人之中)
[00:06:56.000 --> 00:06:59.000]  (主持人:很出名的詩人或者詞人)
[00:06:59.000 --> 00:07:01.000]  (主持人:都往往出現的)
[00:07:01.000 --> 00:07:04.000]  (主持人:大家記不記得蘇東坡其中有一首詩)
[00:07:04.000 --> 00:07:07.000]  (主持人:他說回首向來消失處)
[00:07:07.000 --> 00:07:09.000]  (主持人:無風雨也無晴)
[00:07:09.000 --> 00:07:11.000]  (主持人:不是無晴刀的無晴)
[00:07:11.000 --> 00:07:13.000]  (主持人:是無晴天的無晴)
[00:07:13.000 --> 00:07:15.000]  (主持人:晴字是日字邊的)
[00:07:15.000 --> 00:07:17.000]  (主持人:他說當他被貶的時候)
[00:07:17.000 --> 00:07:21.000]  (主持人:當他人生去到最幽暗的時候)
[00:07:21.000 --> 00:07:23.000]  (主持人:以前可以有馬坐的)
[00:07:23.000 --> 00:07:26.000]  (主持人:現在是要自己)
[00:07:26.000 --> 00:07:29.000]  (主持人:穿著一件竹的衣服)
