
[00:00:00.000 --> 00:00:02.680]  很高興大家又見到面
[00:00:02.680 --> 00:00:04.800]  和大家一起敬拜神
[00:00:04.800 --> 00:00:06.980]  好,可以高一點
[00:00:06.980 --> 00:00:09.320]  遮住肚腩,剛剛好
[00:00:09.320 --> 00:00:15.220]  我兒子都長大了,所以我都長大過我兒子
[00:00:15.220 --> 00:00:18.880]  他最近考牌,考車牌
[00:00:18.880 --> 00:00:20.600]  兩次都不行
[00:00:20.600 --> 00:00:24.380]  作為爸爸的心裏面都有難過
[00:00:24.380 --> 00:00:26.880]  希望他快點考好
[00:00:26.880 --> 00:00:31.060]  多個人開車等等,大家開心點
[00:00:31.060 --> 00:00:34.260]  但另一方面我覺得,不行就不行
[00:00:34.260 --> 00:00:37.820]  不行就要學練習到好
[00:00:37.820 --> 00:00:40.440]  然後去考到合格
[00:00:40.440 --> 00:00:43.080]  沒理由要求說
[00:00:43.080 --> 00:00:46.660]  不行都應該讓他成功
[00:00:46.660 --> 00:00:51.920]  如果香港的考牌官
[00:00:51.920 --> 00:00:55.060]  不行都說成功,沒什麼要求
[00:00:55.420 --> 00:00:57.800]  那就勸大家多數不要出街
[00:00:57.800 --> 00:01:00.220]  太危險了,全部戒嚴
[00:01:00.220 --> 00:01:05.380]  但很明顯,有要求是正確的
[00:01:05.380 --> 00:01:10.020]  如果父母對子女沒有要求,是有問題的
[00:01:10.020 --> 00:01:12.060]  任由他來
[00:01:12.060 --> 00:01:15.260]  你做父母,都不會這樣做
[00:01:15.260 --> 00:01:20.200]  辦教會的主人,上帝
[00:01:20.200 --> 00:01:24.140]  在地上道成肉身
[00:01:24.140 --> 00:01:26.940]  讓他看見天父上帝是誰的主耶穌
[00:01:26.940 --> 00:01:32.240]  由他的教導記載在聖經裏面
[00:01:32.240 --> 00:01:35.400]  舊約是看著耶穌
[00:01:35.400 --> 00:01:38.040]  大概舊主是這樣才明白
[00:01:38.040 --> 00:01:40.920]  預備人明白,如果真的來
[00:01:40.920 --> 00:01:44.260]  而來了之後,今天再寫上關於耶穌
[00:01:44.260 --> 00:01:46.600]  代表上帝的教導
[00:01:46.600 --> 00:01:49.400]  今天我們回望,從聖經看見上帝
[00:01:49.400 --> 00:01:53.740]  沒理由對我們辦教會沒有要求的
[00:01:54.540 --> 00:01:55.800]  一定有要求
[00:01:55.800 --> 00:01:58.680]  他不理我們,不愛我們,如果他不是上帝的話
[00:01:58.680 --> 00:02:00.140]  他應該是沒有要求的
[00:02:00.140 --> 00:02:04.000]  但如果他是一個慈愛又關心我們
[00:02:04.000 --> 00:02:05.720]  又叫我們幸在幸福的
[00:02:05.720 --> 00:02:07.920]  道路上高,又不會跌落一個坑
[00:02:07.920 --> 00:02:10.740]  又不會跌落一個山崖,不會撞板的
[00:02:10.740 --> 00:02:12.320]  一定有要求
[00:02:12.320 --> 00:02:14.380]  對我們個人人生有要求
[00:02:14.380 --> 00:02:16.360]  對我們辦教會
[00:02:16.360 --> 00:02:19.340]  辦這個堂會的事業有要求
[00:02:19.340 --> 00:02:23.020]  我今天就是在這方面說一下要求
[00:02:23.300 --> 00:02:26.340]  主耶穌對我們的要求
[00:02:26.340 --> 00:02:28.100]  下一章
[00:02:28.100 --> 00:02:33.260]  剛才已經讀了,再下一章
[00:02:33.260 --> 00:02:35.000]  就是這樣
[00:02:35.000 --> 00:02:37.460]  耶穌的要求
[00:02:37.460 --> 00:02:39.580]  耶穌第一個要求
[00:02:39.580 --> 00:02:41.200]  就是說
[00:02:41.200 --> 00:02:45.420]  上帝是教會的老闆
[00:02:45.420 --> 00:02:46.980]  很簡單
[00:02:46.980 --> 00:02:51.140]  在這個故事,耶穌的比喻
[00:02:51.140 --> 00:02:53.680]  在前文第十一章
[00:02:53.680 --> 00:03:00.060]  就是耶穌去賭了他們在聖殿門外
[00:03:00.060 --> 00:03:02.760]  敬拜上帝的買賣
[00:03:02.760 --> 00:03:04.560]  然後就有人挑戰
[00:03:04.560 --> 00:03:06.340]  你憑什麼呢?
[00:03:06.340 --> 00:03:08.960]  如果我在德聖堂的話
[00:03:08.960 --> 00:03:10.240]  何德何能
[00:03:10.240 --> 00:03:12.780]  賭博我們的生意
[00:03:12.780 --> 00:03:16.720]  接著第十二章就記載耶穌
[00:03:16.720 --> 00:03:18.580]  再向這群人
[00:03:18.580 --> 00:03:21.720]  這群宗教領袖去挑戰
[00:03:21.720 --> 00:03:23.700]  就說了一個比喻
[00:03:23.700 --> 00:03:26.940]  有一個葡萄園
[00:03:26.940 --> 00:03:29.500]  就是榨酒的園主
[00:03:29.500 --> 00:03:32.340]  就弄好了四周有泥巴
[00:03:32.340 --> 00:03:33.740]  挖好了榨酒池
[00:03:33.740 --> 00:03:36.100]  又有一個瞭望台等等
[00:03:36.100 --> 00:03:39.760]  然後就租給一些租客
[00:03:39.760 --> 00:03:43.860]  然後他應該在收割的時候
[00:03:43.860 --> 00:03:46.940]  這個主人雖然去了遠方
[00:03:46.940 --> 00:03:50.620]  對這些園戶有要求
[00:03:50.620 --> 00:03:53.920]  有果子、有修成
[00:03:53.920 --> 00:03:56.080]  是當時完全明白的
[00:03:56.080 --> 00:03:59.140]  誰知道叫一個人來
[00:03:59.140 --> 00:04:00.200]  打他一身
[00:04:00.200 --> 00:04:02.440]  第二次再來
[00:04:02.440 --> 00:04:03.400]  侮辱他
[00:04:03.400 --> 00:04:04.640]  扔穿他的頭
[00:04:04.640 --> 00:04:07.700]  然後又殺了一些
[00:04:07.700 --> 00:04:09.140]  又趕走一些
[00:04:09.140 --> 00:04:11.340]  然後繼續多方多設
[00:04:11.340 --> 00:04:13.600]  然後去到最後那一個
[00:04:13.600 --> 00:04:15.300]  只有獨一的兒子
[00:04:15.300 --> 00:04:17.200]  這個很明顯是在說主耶穌
[00:04:17.200 --> 00:04:19.640]  這個在舊約的時候
[00:04:19.640 --> 00:04:23.460]  以塞瓦的先知已經說過這件事
[00:04:23.460 --> 00:04:26.800]  這個葡萄園的事
[00:04:26.800 --> 00:04:28.340]  然後他甚至殺了他
[00:04:28.340 --> 00:04:29.460]  在想什麼呢?
[00:04:29.460 --> 00:04:31.600]  他只有一個兒子
[00:04:31.600 --> 00:04:32.300]  大家都知道
[00:04:32.300 --> 00:04:33.400]  殺了他
[00:04:33.400 --> 00:04:34.560]  無人繼承
[00:04:34.560 --> 00:04:36.100]  我們拿走所有的
[00:04:36.100 --> 00:04:38.560]  我說是為所欲為
[00:04:38.560 --> 00:04:40.100]  做我喜歡的事情
[00:04:40.100 --> 00:04:44.720]  然後當時的宗教領袖耶穌
[00:04:44.720 --> 00:04:46.500]  對著宗教領袖說
[00:04:46.500 --> 00:04:47.800]  上帝對你有要求
[00:04:47.800 --> 00:04:50.120]  但是你全部亂來
[00:04:50.120 --> 00:04:51.860]  自己說了算
[00:04:51.860 --> 00:04:54.060]  他們明白嗎?
[00:04:54.060 --> 00:04:55.700]  有時候
[00:04:55.700 --> 00:04:58.700]  上帝叫耶穌說的比喻是使人不明白的
[00:04:58.700 --> 00:05:00.560]  審判你不用你明白了
[00:05:00.560 --> 00:05:02.320]  但是這次他們很聰明
[00:05:02.320 --> 00:05:03.200]  一聽就明白
[00:05:03.200 --> 00:05:04.260]  就是說你罵我吧
[00:05:04.260 --> 00:05:07.000]  當然心裡面很生氣
[00:05:07.000 --> 00:05:08.860]  但是說怎麼剷除耶穌
[00:05:08.860 --> 00:05:10.000]  不過那時候人多
[00:05:10.000 --> 00:05:14.600]  不方便下手去剷除耶穌
[00:05:14.600 --> 00:05:16.220]  暫時忍耐
[00:05:16.220 --> 00:05:20.260]  不過心裡面一直想著怎麼殺了耶穌
[00:05:20.260 --> 00:05:22.660]  最後有耶穌登在十字架上
[00:05:22.660 --> 00:05:24.260]  今天就不是說這件事
[00:05:24.260 --> 00:05:27.460]  但是這裡他一聽就知道
[00:05:27.460 --> 00:05:28.860]  耶穌對他的要求
[00:05:28.860 --> 00:05:30.820]  在當時以塞俄舊約的時候
[00:05:30.820 --> 00:05:31.860]  就說
[00:05:31.860 --> 00:05:35.660]  屬於上帝的子民以色列和猶大
[00:05:35.660 --> 00:05:40.760]  我完全交這個地上的事給你去生活的見證
[00:05:40.760 --> 00:05:42.220]  應該有公義
[00:05:42.220 --> 00:05:44.600]  但是你們沒有公義就流人的血
[00:05:44.600 --> 00:05:49.400]  你怎麼代表我啊?
[00:05:49.400 --> 00:05:51.400]  怎麼做領導啊?
[00:05:51.400 --> 00:05:53.760]  就在新約的時候
[00:05:53.760 --> 00:05:56.000]  耶穌拿回這個舊約
[00:05:56.000 --> 00:05:58.000]  套用在宗教領袖
[00:05:58.000 --> 00:05:59.900]  你應該代表我的
[00:05:59.900 --> 00:06:03.060]  你應該代表我可以是我作主
[00:06:03.060 --> 00:06:04.000]  我去指揮
[00:06:04.000 --> 00:06:06.600]  但是你拿了我的主權
[00:06:06.600 --> 00:06:11.800]  你亂來說一個宗教引導人群擁護你
[00:06:12.800 --> 00:06:15.300]  而沒有在人群當中
[00:06:15.300 --> 00:06:18.500]  說上帝是人生的主權
[00:06:18.500 --> 00:06:21.000]  那麼
[00:06:21.000 --> 00:06:22.400]  我們今天的應用就是
[00:06:22.400 --> 00:06:24.100]  莫牧師你說什麼?
