
[00:00:00.000 --> 00:00:02.380]  感謝主讓我們一齊
[00:00:02.380 --> 00:00:06.600]  今天早上由主所賜的生命氣息
[00:00:06.600 --> 00:00:11.520]  在這裡來讚美主
[00:00:11.520 --> 00:00:16.120]  去獻上我們的感謝
[00:00:16.120 --> 00:00:21.740]  在當中我們能夠體會上主的同在
[00:00:21.740 --> 00:00:24.200]  和祂的恩典
[00:00:24.200 --> 00:00:26.480]  也在崇拜裡面
[00:00:26.480 --> 00:00:28.880]  我們能夠從主的話語
[00:00:28.880 --> 00:00:31.640]  得著生命的指引
[00:00:31.640 --> 00:00:34.720]  請祈禱
[00:00:34.720 --> 00:00:37.520]  天父願我口中的言語
[00:00:37.520 --> 00:00:40.280]  眾人的心思意念
[00:00:40.280 --> 00:00:41.680]  都能夠在祢面前
[00:00:41.680 --> 00:00:44.600]  蒙完立奉耶穌基督的名而求
[00:00:44.600 --> 00:00:48.080]  阿們
[00:00:48.080 --> 00:00:49.800]  願恩惠平安
[00:00:49.800 --> 00:00:51.640]  從我們的父上帝
[00:00:51.640 --> 00:00:56.320]  和主耶穌基督歸於你們
[00:00:56.320 --> 00:00:59.080]  這句文安語
[00:00:59.080 --> 00:01:02.240]  是來自《已忽所書》一章第二節
[00:01:02.240 --> 00:01:06.640]  即是剛才我們聽經文
[00:01:06.640 --> 00:01:13.040]  《已忽所書》一章三節開始之前的那一節
[00:01:13.040 --> 00:01:19.640]  這句文安語是保羅在他的書信裡面經常用的
[00:01:19.640 --> 00:01:23.200]  對於生活在公元一世紀的基督徒來說
[00:01:23.200 --> 00:01:27.440]  他們大多數是一無所有的人
[00:01:27.440 --> 00:01:28.520]  但對於他們來說
[00:01:28.520 --> 00:01:34.880]  最重要的並非是財富和權位
[00:01:34.880 --> 00:01:38.760]  乃是恩惠和平安
[00:01:38.760 --> 00:01:41.240]  我相信
[00:01:41.240 --> 00:01:49.320]  經歷了2019年各種衝擊和挑戰的香港基督徒
[00:01:49.320 --> 00:01:53.200]  包括今日在這裡的你和我
[00:01:53.200 --> 00:01:57.920]  也都會認同恩惠和平安的重要性
[00:01:57.920 --> 00:01:59.360]  首先
[00:01:59.360 --> 00:02:03.760]  我認為恩惠能夠使我們知道
[00:02:03.760 --> 00:02:06.640]  無論順逆
[00:02:06.640 --> 00:02:09.240]  只要全心仰賴上帝
[00:02:09.240 --> 00:02:12.840]  總有出路
[00:02:12.840 --> 00:02:17.040]  我辦公的地方是太子道西
[00:02:17.040 --> 00:02:21.600]  很接近港鐵太子站
[00:02:21.600 --> 00:02:28.760]  以及很接近旺角警署
[00:02:28.760 --> 00:02:32.040]  幾分鐘就走過去
[00:02:32.040 --> 00:02:34.280]  過去幾個月
[00:02:34.280 --> 00:02:38.920]  不知有多少個下午黃昏或者晚上
[00:02:38.920 --> 00:02:45.080]  在太子道西和彌敦道交界旺角警署旁
[00:02:45.080 --> 00:02:49.440]  發生示威、集會、堵路
[00:02:49.440 --> 00:02:54.920]  激烈的衝突、封站等
[00:02:54.920 --> 00:02:56.720]  然而
[00:02:56.720 --> 00:03:00.360]  就算因為晚上有會議
[00:03:00.360 --> 00:03:03.280]  即是我辭放工
[00:03:03.280 --> 00:03:07.360]  最終我都能夠平安歸家
[00:03:07.360 --> 00:03:14.200]  因為旺角太子區還有其他的道路
[00:03:14.200 --> 00:03:18.000]  例如花墟一帶的洗衣街、界限街等
[00:03:18.000 --> 00:03:22.200]  仍有路可走
[00:03:22.200 --> 00:03:23.520]  為此我堅信一件事
[00:03:23.520 --> 00:03:27.160]  就是那些為上帝做事的人
[00:03:27.160 --> 00:03:32.240]  縱使遇上困境仍有出路
[00:03:32.240 --> 00:03:34.040]  另一方面
[00:03:34.040 --> 00:03:39.920]  平安教我們要實踐與人和睦
[00:03:39.920 --> 00:03:43.640]  為所居之誠求平安
[00:03:43.640 --> 00:03:46.000]  當然平安並非簡單的
[00:03:46.000 --> 00:03:50.240]  指人與人之間和平相處、平安無事
[00:03:50.240 --> 00:03:56.840]  乃是以平等、公義、真理、彼此守望、互相關心
[00:03:56.840 --> 00:04:01.040]  和諧共處等來實現
[00:04:01.040 --> 00:04:07.200]  也就是說得著平安的福氣的基督徒
[00:04:07.200 --> 00:04:10.600]  同時領受了平安的使命
[00:04:10.600 --> 00:04:19.800]  為傳遞得享合乎上帝國標準的圓滿平安而努力
[00:04:19.800 --> 00:04:22.880]  今天我的講道是
[00:04:22.880 --> 00:04:30.480]  主要集中在《已忽所書》第一章三到十四節這段經文
[00:04:30.480 --> 00:04:33.240]  在進入講解今天的經課
[00:04:33.240 --> 00:04:39.240]  即是《已忽所書》第一章這段經文的內容之前
[00:04:39.240 --> 00:04:44.920]  我想提有關這段經文的兩點特別之處
[00:04:44.920 --> 00:04:49.960]  第一的特點是一氣呵成
[00:04:49.960 --> 00:04:57.800]  第二的特點就是在基督裡的重要性
[00:04:57.800 --> 00:04:59.640]  第一方面是一氣呵成
[00:04:59.640 --> 00:05:02.440]  《已忽所書》一章三到十四節
[00:05:02.440 --> 00:05:11.280]  整段內容的文法、句式和用語非常特別
[00:05:11.280 --> 00:05:14.360]  當然我們看中文翻譯
[00:05:14.360 --> 00:05:19.800]  即是和合本或和合本修訂版
[00:05:19.800 --> 00:05:24.480]  你會看到在中文的表達上有句號
[00:05:24.480 --> 00:05:28.120]  但事實上
[00:05:28.120 --> 00:05:36.960]  原文本身三到十四節是連成一句一氣呵成的整段
[00:05:36.960 --> 00:05:43.960]  即是從第三節到十四節的結束是一句說話
[00:05:43.960 --> 00:05:50.480]  這表明在保羅的心中實在有很豐富的一段話要講
[00:05:50.480 --> 00:05:53.800]  當中的內容雖然涉及不同的範疇
[00:05:53.800 --> 00:06:02.120]  卻環環緊扣,全是關乎甚麼福音信仰
[00:06:02.120 --> 00:06:06.480]  當中亦包括了上帝的奧妙旨意
[00:06:06.480 --> 00:06:09.200]  生命怎樣可以成為聖潔
[00:06:09.200 --> 00:06:11.760]  宇宙萬物的終極走向等等
[00:06:11.760 --> 00:06:18.320]  這些都是在內容裡提及
[00:06:18.320 --> 00:06:23.320]  但是是一句說話
[00:06:23.320 --> 00:06:28.760]  這段說話可以視為保羅蟬息上帝救贖計劃的總論
[00:06:28.760 --> 00:06:34.800]  對何謂基督福音的概要介紹
[00:06:34.800 --> 00:06:40.320]  第二個特別的地方就是「在基督裡」
[00:06:40.320 --> 00:06:43.160]  按中文翻譯十二節經文裡
[00:06:43.160 --> 00:06:48.840]  共有六次提到「在」或「直」基督裡
[00:06:48.840 --> 00:06:55.360]  分別在第三、第五、第九、第十、第十一、第十二節
[00:06:55.360 --> 00:07:00.800]  換言之即是當保羅寫這一句說話時
