
[00:00:00.000 --> 00:00:03.600]  上星期我們開始跟大家思想過
[00:00:03.600 --> 00:00:04.920]  按照聖經
[00:00:04.920 --> 00:00:07.320]  我們怎樣去量度一個基督徒
[00:00:07.320 --> 00:00:10.220]  是不是一個成熟的基督徒呢?
[00:00:10.220 --> 00:00:12.020]  是不是成熟的指標呢?
[00:00:12.020 --> 00:00:14.520]  就是彼此相愛
[00:00:14.520 --> 00:00:18.560]  而不是一個人對聖經有多熟悉
[00:00:18.560 --> 00:00:22.560]  其實有些神學院裡面教聖經的人
[00:00:22.560 --> 00:00:24.400]  都不一定是基督徒
[00:00:24.400 --> 00:00:29.200]  更加說不上是成熟的基督徒
[00:00:29.200 --> 00:00:32.900]  也不是看他是否樂意奉獻
[00:00:32.900 --> 00:00:36.400]  成熟的基督徒是會樂意奉獻
[00:00:36.400 --> 00:00:38.800]  但是慷慨奉獻的人
[00:00:38.800 --> 00:00:42.700]  就不一定是成熟的基督徒
[00:00:42.700 --> 00:00:47.300]  但是一位願意愛主內的弟兄的基督徒
[00:00:47.300 --> 00:00:49.800]  就是一位成熟的基督徒
[00:00:49.800 --> 00:00:53.300]  但是用愛作為標準
[00:00:53.300 --> 00:00:56.400]  是有聖經的根據的
[00:00:56.400 --> 00:01:00.200]  司徒保羅在哥倫多前書十三章
[00:01:00.200 --> 00:01:03.700]  第一至第三節是這麼說的
[00:01:03.700 --> 00:01:07.700]  他說:我即使會講人間各種話
[00:01:07.700 --> 00:01:10.400]  甚至於天使的話
[00:01:10.400 --> 00:01:12.000]  要是沒有愛
[00:01:12.000 --> 00:01:18.000]  我的話就像吵鬧的鑼和響亮的筆一樣
[00:01:18.000 --> 00:01:21.100]  我即使有講道的才能
[00:01:21.100 --> 00:01:24.800]  也能夠洞悉各種知識
[00:01:24.800 --> 00:01:26.800]  各種傲備
[00:01:26.800 --> 00:01:29.800]  甚至有堅強的信心
[00:01:29.800 --> 00:01:32.500]  能夠移山倒海
[00:01:32.500 --> 00:01:34.100]  要是沒有愛
[00:01:34.100 --> 00:01:37.300]  就算不了什麼
[00:01:37.300 --> 00:01:40.800]  我即使把所有的財產捐給人
[00:01:40.800 --> 00:01:45.500]  甚至犧牲自己的身體被人焚燒
[00:01:45.500 --> 00:01:47.500]  要是沒有愛
[00:01:47.500 --> 00:01:51.900]  我所做的仍然沒有益處
[00:01:51.900 --> 00:01:56.300]  故此我們基督徒一定要學習彼此相愛
[00:01:56.300 --> 00:01:59.800]  尤其是主內的弟兄姊妹
[00:01:59.800 --> 00:02:02.600]  上個星期有一位弟兄
[00:02:02.600 --> 00:02:05.800]  散會之後就來和我討論
[00:02:05.800 --> 00:02:07.300]  他說:聖經中提到
[00:02:07.300 --> 00:02:13.000]  誡命的總綱是愛人如己
[00:02:13.000 --> 00:02:16.300]  這樣和耶穌的誡命
[00:02:16.300 --> 00:02:18.800]  要我們彼此相愛
[00:02:18.800 --> 00:02:21.400]  有沒有矛盾呢?
[00:02:21.400 --> 00:02:25.000]  尤其是在應用方面
[00:02:25.000 --> 00:02:27.600]  就好像我上次舉了一個例子
[00:02:27.600 --> 00:02:30.600]  如果兩個人掉了在大海當中
[00:02:30.600 --> 00:02:31.900]  一位是基督徒
[00:02:31.900 --> 00:02:34.900]  一位是真正的基督徒
[00:02:34.900 --> 00:02:37.400]  另一位就不是基督徒
[00:02:37.400 --> 00:02:41.800]  那你有一艘小的船
[00:02:41.800 --> 00:02:43.200]  只能夠救一個人
[00:02:43.200 --> 00:02:46.100]  那你會救哪一個呢?
[00:02:46.100 --> 00:02:49.100]  我就說按照聖經的誡命
[00:02:49.100 --> 00:02:52.700]  就應該救那位主內的人
[00:02:52.700 --> 00:02:55.100]  那位基督徒
[00:02:55.100 --> 00:03:00.300]  但是如果說我們要愛人如己
[00:03:00.300 --> 00:03:01.900]  我們要愛人如己
[00:03:01.900 --> 00:03:04.200]  那我們又不想落地獄
[00:03:04.200 --> 00:03:06.500]  也不想別人落地獄
[00:03:06.500 --> 00:03:10.900]  我們似乎就應該救那位未信主的人
[00:03:10.900 --> 00:03:14.600]  所以我們要詳細地想一想
[00:03:14.600 --> 00:03:17.700]  愛人如己和彼此相愛
[00:03:17.700 --> 00:03:19.300]  究竟有沒有矛盾呢?
[00:03:19.300 --> 00:03:21.900]  在應用上有沒有矛盾呢?
[00:03:21.900 --> 00:03:25.000]  首先我多謝提出這個問題的弟兄
[00:03:25.000 --> 00:03:27.300]  這個是一個很好的問題
[00:03:27.300 --> 00:03:31.100]  是值得我們去想清楚一點的
[00:03:31.100 --> 00:03:34.100]  或者先讓我們看看在舊約中
[00:03:34.100 --> 00:03:37.100]  愛人如己這個出處
[00:03:37.100 --> 00:03:39.900]  其實在整本的舊約裏面
[00:03:39.900 --> 00:03:42.400]  這句話只出現過一次
[00:03:42.400 --> 00:03:46.700]  就在利未記十九章十八節
[00:03:46.700 --> 00:03:50.500]  這條誡命既然這麼重要
[00:03:50.500 --> 00:03:53.300]  為什麼不會在十誡中去記載
[00:03:53.300 --> 00:03:56.800]  而是去到利未記那裏記載呢?
[00:03:56.800 --> 00:04:00.600]  事實上十誡的後五條誡命
[00:04:00.600 --> 00:04:05.200]  可以說是被包裹在這條誡命裏面的
[00:04:05.200 --> 00:04:07.800]  如果先讓我們看看利未記的誡命
[00:04:07.800 --> 00:04:10.900]  我們要由第十七節開始看
[00:04:10.900 --> 00:04:14.300]  利未記十九章十七節
[00:04:14.300 --> 00:04:17.500]  你們不可懷恨親人
[00:04:17.500 --> 00:04:20.900]  要坦白指責你同胞的錯誤
[00:04:20.900 --> 00:04:23.500]  免得自己陷入罪過
[00:04:23.500 --> 00:04:24.900]  不可報仇
[00:04:24.900 --> 00:04:27.700]  也不可埋怨本國的同胞
[00:04:27.700 --> 00:04:29.700]  要愛自己的鄰人
[00:04:29.700 --> 00:04:31.700]  就愛自己一樣
[00:04:31.700 --> 00:04:33.700]  我是上主
[00:04:33.700 --> 00:04:36.500]  這個愛人如己是和諧本的翻譯
[00:04:36.500 --> 00:04:38.500]  所以我特別打出來
[00:04:38.500 --> 00:04:41.500]  現中的翻譯就是說
[00:04:41.500 --> 00:04:43.700]  愛自己的鄰人就愛自己
[00:04:43.700 --> 00:04:45.900]  和諧本才將它簡化為
[00:04:45.900 --> 00:04:47.900]  愛人如己
[00:04:47.900 --> 00:04:54.900]  或者我首先交代一下
[00:04:54.900 --> 00:04:56.900]  「我是上主」這句說話
[00:04:56.900 --> 00:04:59.900]  在利未記第十九章裏面
