
[00:00:00.000 --> 00:00:02.000]  早晨,弟兄姊妹
[00:00:02.000 --> 00:00:04.000]  早晨
[00:00:04.000 --> 00:00:06.000]  我們今天講
[00:00:06.000 --> 00:00:08.000]  蛻變之旅
[00:00:08.000 --> 00:00:10.000]  第四講
[00:00:10.000 --> 00:00:12.000]  今天的主題
[00:00:12.000 --> 00:00:14.000]  破繭而出
[00:00:14.000 --> 00:00:16.000]  蛻變是
[00:00:16.000 --> 00:00:18.000]  需要
[00:00:18.000 --> 00:00:20.000]  我第一次講
[00:00:20.000 --> 00:00:22.000]  蛻變
[00:00:22.000 --> 00:00:24.000]  是一種什麼狀態
[00:00:24.000 --> 00:00:26.000]  就是
[00:00:26.000 --> 00:00:28.000]  由原本
[00:00:28.000 --> 00:00:30.000]  從地上爬的蟲
[00:00:30.000 --> 00:00:32.000]  可以變成
[00:00:32.000 --> 00:00:34.000]  從天上飛的蝴蝶
[00:00:34.000 --> 00:00:36.000]  它是一個
[00:00:36.000 --> 00:00:38.000]  完全不同的狀態
[00:00:38.000 --> 00:00:40.000]  我
[00:00:40.000 --> 00:00:42.000]  很想給這個系列
[00:00:42.000 --> 00:00:44.000]  一個蛻變之旅
[00:00:44.000 --> 00:00:46.000]  就是因為
[00:00:46.000 --> 00:00:48.000]  我們看到
[00:00:48.000 --> 00:00:50.000]  從地上爬的蟲
[00:00:50.000 --> 00:00:52.000]  可以變成
[00:00:52.000 --> 00:00:54.000]  從地上爬的蝴蝶
[00:00:54.000 --> 00:00:56.000]  可以變成
[00:00:56.000 --> 00:00:58.000]  因為
[00:00:58.000 --> 00:01:00.000]  我們看到路德
[00:01:00.000 --> 00:01:02.000]  看到拿奧米
[00:01:02.000 --> 00:01:04.000]  他們的生命是有一個
[00:01:04.000 --> 00:01:06.000]  很大的不同的改變
[00:01:06.000 --> 00:01:08.000]  你想不想你的生命
[00:01:08.000 --> 00:01:10.000]  有一個蛻變的狀態
[00:01:10.000 --> 00:01:12.000]  想不想
[00:01:12.000 --> 00:01:14.000]  想不想我們的生命
[00:01:14.000 --> 00:01:16.000]  可以有一個蛻變的狀態
[00:01:16.000 --> 00:01:18.000]  想的話
[00:01:18.000 --> 00:01:20.000]  我們必經一個階段
[00:01:20.000 --> 00:01:22.000]  就叫做破繭的階段
[00:01:22.000 --> 00:01:24.000]  如果
[00:01:24.000 --> 00:01:26.000]  一隻毛蟲
[00:01:26.000 --> 00:01:28.000]  牠結了繭
[00:01:28.000 --> 00:01:30.000]  但是牠不經過
[00:01:30.000 --> 00:01:32.000]  一個破繭而出的階段
[00:01:32.000 --> 00:01:34.000]  牠的結局是什麼
[00:01:34.000 --> 00:01:36.000]  死
[00:01:36.000 --> 00:01:38.000]  就會死在繭裡面
[00:01:38.000 --> 00:01:40.000]  我小時候有養過蠶蟲
[00:01:40.000 --> 00:01:42.000]  有沒有人養過蠶蟲
[00:01:42.000 --> 00:01:46.000]  厲害喔
[00:01:46.000 --> 00:01:48.000]  Ryan算是年輕的代表
[00:01:48.000 --> 00:01:50.000]  年輕很少人養蠶蟲
[00:01:50.000 --> 00:01:52.000]  我們小時候
[00:01:52.000 --> 00:01:54.000]  小時候
[00:01:54.000 --> 00:01:56.000]  會很喜歡養不同的小動物
[00:01:56.000 --> 00:01:58.000]  養雞仔
[00:01:58.000 --> 00:02:00.000]  鴨仔
[00:02:00.000 --> 00:02:02.000]  有沒有人養過
[00:02:02.000 --> 00:02:04.000]  雞仔鴨仔
[00:02:04.000 --> 00:02:06.000]  不是很多
[00:02:06.000 --> 00:02:08.000]  後面
[00:02:08.000 --> 00:02:10.000]  幸好有些人跟我共鳴
[00:02:10.000 --> 00:02:12.000]  有養
[00:02:12.000 --> 00:02:14.000]  雞仔鴨仔
[00:02:14.000 --> 00:02:16.000]  一些比較容易養的東西
[00:02:16.000 --> 00:02:18.000]  我還養過蠶蟲
[00:02:18.000 --> 00:02:20.000]  我記得
[00:02:20.000 --> 00:02:22.000]  那時候小時候
[00:02:22.000 --> 00:02:24.000]  養蠶蟲的時候
[00:02:24.000 --> 00:02:26.000]  放在一個盒子裡
[00:02:26.000 --> 00:02:28.000]  給牠吃一些桑葉
[00:02:28.000 --> 00:02:30.000]  就是
[00:02:30.000 --> 00:02:32.000]  在店鋪裡
[00:02:32.000 --> 00:02:34.000]  在蠶蟲季節
[00:02:34.000 --> 00:02:36.000]  可以買的
[00:02:36.000 --> 00:02:38.000]  買一些桑葉回來
[00:02:38.000 --> 00:02:40.000]  是不是
[00:02:40.000 --> 00:02:42.000]  開始有點記憶
[00:02:42.000 --> 00:02:44.000]  然後
[00:02:44.000 --> 00:02:46.000]  到牠開始
[00:02:46.000 --> 00:02:48.000]  不動的時候
[00:02:48.000 --> 00:02:50.000]  我真的見過那個狀態
[00:02:50.000 --> 00:02:52.000]  就是牠開始吐絲
[00:02:52.000 --> 00:02:54.000]  開始自己吐絲
[00:02:54.000 --> 00:02:56.000]  然後就變成一個繭
[00:02:56.000 --> 00:02:58.000]  那麼
[00:02:58.000 --> 00:03:00.000]  到繭的時候
[00:03:00.000 --> 00:03:02.000]  那時候我很興奮地
[00:03:02.000 --> 00:03:04.000]  在那裡等牠
[00:03:04.000 --> 00:03:06.000]  等牠什麼時候
[00:03:06.000 --> 00:03:08.000]  會變成蝴蝶
[00:03:08.000 --> 00:03:10.000]  不是 變成飛蛾
[00:03:10.000 --> 00:03:12.000]  因為蠶蟲是變飛蛾
[00:03:12.000 --> 00:03:14.000]  變成飛蛾
[00:03:14.000 --> 00:03:16.000]  走出來
[00:03:16.000 --> 00:03:18.000]  但是我很多次都失敗
[00:03:18.000 --> 00:03:20.000]  我也不知道為什麼
