
[00:00:00.000 --> 00:00:07.000]  很開心,一年一開始,第一個星期可以在這裏講到
[00:00:07.000 --> 00:00:12.000]  去年結尾的時候,聖誕節是我的心願
[00:00:12.000 --> 00:00:18.000]  聖誕節一定要講一次到,開年的時候也要講一次到
[00:00:18.000 --> 00:00:28.000]  在年初的時候,馬上有人問我們今年的大計是什麼
[00:00:28.000 --> 00:00:33.000]  說我們剛剛先過完2024
[00:00:33.000 --> 00:00:39.000]  2024剛剛過完,我們是一個很難過的一個年
[00:00:39.000 --> 00:00:42.000]  因為很多東西我們有變動
[00:00:42.000 --> 00:00:48.000]  我說我們應該回去或者看看2024的時候
[00:00:48.000 --> 00:00:56.000]  再想2025應該要做些什麼,或者有些什麼想法
[00:00:56.000 --> 00:01:06.000]  在去年年底的時候,我收到一份生日的禮物
[00:01:06.000 --> 00:01:11.000]  很少有的,通常我生日沒有人送
[00:01:11.000 --> 00:01:23.000]  這是一本書,從9月的時候開始送
[00:01:23.000 --> 00:01:29.000]  我10月走,生日不是在這裏,生日那天是在水上過的
[00:01:29.000 --> 00:01:36.000]  是一本Billy Graham的一本,不是很舊
[00:01:36.000 --> 00:01:43.000]  是他93歲的時候寫的,合作一本書
[00:01:43.000 --> 00:01:48.000]  我找不到題目,他的書名是什麼
[00:01:48.000 --> 00:01:56.000]  但是我看到一個小標題,就是Faith Life Finishing Well
[00:01:56.000 --> 00:02:00.000]  這是他93歲的時候寫的
[00:02:00.000 --> 00:02:06.000]  Faith就是我們的信,Life就是我們的生命
[00:02:06.000 --> 00:02:11.000]  Finishing Well,我就翻譯為我們怎樣賣尾
[00:02:11.000 --> 00:02:22.000]  因為那本書特別是給年長的朋友
[00:02:22.000 --> 00:02:30.000]  那本書我就拿上船,在船上看
[00:02:30.000 --> 00:02:33.000]  12月的時候我就拿上船看
[00:02:33.000 --> 00:02:43.000]  我送給我的朋友,他跟我說,這本書你看完
[00:02:43.000 --> 00:02:47.000]  可以幫你講到很多題材在裏面
[00:02:47.000 --> 00:02:55.000]  我問他為什麼,我想我要再看看那本書
[00:02:55.000 --> 00:03:01.000]  我上到10月的時候,大家知道我出去了
[00:03:01.000 --> 00:03:08.000]  那時候我想著一樣東西,就是看完啟示錄
[00:03:08.000 --> 00:03:13.000]  因為已經到年底了,我想如果要回來告訴大家
[00:03:13.000 --> 00:03:18.000]  今年我們要看完聖經,我想要快點看啟示錄
[00:03:18.000 --> 00:03:24.000]  啟示錄,我打開最開始的時候
[00:03:24.000 --> 00:03:27.000]  第一個訊息給我看到的時候
[00:03:27.000 --> 00:03:35.000]  是神給那七個教會的一個訊息,很特別的
[00:03:35.000 --> 00:03:42.000]  是七個在小亞細亞,都在土耳其的教會
[00:03:42.000 --> 00:03:51.000]  第一個就是伊弗索,我看完第一個就有一點不舒服
[00:03:51.000 --> 00:04:01.000]  伊弗索當時是教會的一個帶頭,是一個中心
[00:04:01.000 --> 00:04:10.000]  因為尤薩蘭城那裏最後被羅馬王毀滅了
[00:04:10.000 --> 00:04:16.000]  聖殿也被毀了,信徒就被逃出去了
[00:04:16.000 --> 00:04:22.000]  一直走到伊弗索,特別是使徒約翰
[00:04:22.000 --> 00:04:29.000]  帶著耶穌母親瑪利亞走到那裏,那條路是很遠的
[00:04:29.000 --> 00:04:34.000]  他們不在敘利亞,一直走到土耳其
[00:04:34.000 --> 00:04:40.000]  伊弗索就是土耳其的西南邊一個地方
[00:04:40.000 --> 00:04:46.000]  在新的聖經裏面,我們知道有一本伊弗索書
[00:04:46.000 --> 00:04:53.000]  講到保羅日後在伊弗索的教會跟他們聯絡很多事情
[00:04:53.000 --> 00:05:02.000]  但是最後在啟示錄,約翰的信息,神給他的信息
[00:05:02.000 --> 00:05:07.000]  告訴伊弗索的教會的時候,是有很多的責備
[00:05:07.000 --> 00:05:15.000]  特別是最後一句,他們如果不得聖的話
[00:05:15.000 --> 00:05:22.000]  他們是不得到生命樹的果子
[00:05:22.000 --> 00:05:24.000]  大家可以回去看看
[00:05:24.000 --> 00:05:32.000]  生命樹的果子,我想我們要回去啟示錄
[00:05:32.000 --> 00:05:38.000]  我想我們今年只會開始看舊約
[00:05:38.000 --> 00:05:42.000]  我想我們可以回去,回去再看看那裏
[00:05:42.000 --> 00:05:48.000]  但是我想到那次聖經神告訴伊弗索教會的時候
[00:05:48.000 --> 00:05:57.000]  看不到說,將來他們得不到生命樹的果子的時候
[00:05:57.000 --> 00:06:03.000]  我心裏面是有一點不太舒服
[00:06:03.000 --> 00:06:09.000]  因為伊弗索教會不是給一些未信徒
[00:06:09.000 --> 00:06:11.000]  而是給教會的信徒
[00:06:11.000 --> 00:06:21.000]  而教會信徒為甚麼要告訴他們將來不得到生命樹的果子呢
[00:06:21.000 --> 00:06:27.000]  這個事情我們可以將來再思考一下
[00:06:27.000 --> 00:06:36.000]  在過去的日子裏面,已經有很多人問
[00:06:36.000 --> 00:06:46.000]  我們有沒有甚麼計劃去看聖地
[00:06:46.000 --> 00:06:53.000]  我想現在以後的日子裏面,不會很容易
[00:06:53.000 --> 00:06:55.000]  以色列的情形
[00:06:55.000 --> 00:07:02.000]  但是伊弗索是另外一個地方可以考慮
[00:07:02.000 --> 00:07:09.000]  伊弗索是很早很早的時候,我曾經去過一次
[00:07:09.000 --> 00:07:12.000]  而去過一次是很特別的
[00:07:12.000 --> 00:07:18.000]  去到那裏的時候,我看到那裏是爛石
[00:07:18.000 --> 00:07:24.000]  那裏是一些遺址
[00:07:24.000 --> 00:07:29.000]  因為現代裏面已經有很多東西倒塌了
[00:07:29.000 --> 00:07:40.000]  但是我看到有人走到那裏做崇拜、聚會、守聖餐
[00:07:40.000 --> 00:07:45.000]  而且那團是說廣東話的中外人
[00:07:45.000 --> 00:07:48.000]  我不知道他們是來自香港還是其他地方
[00:07:48.000 --> 00:07:50.000]  要走到那裏
[00:07:50.000 --> 00:07:56.000]  那時候讓我想起,要走到伊弗索聚會
[00:07:56.000 --> 00:08:01.000]  是否比較接近神呢
[00:08:01.000 --> 00:08:03.000]  我就不知道
[00:08:03.000 --> 00:08:09.000]  那團我相信是天主教的一個團
[00:08:09.000 --> 00:08:12.000]  因為那個帶領是一個神父
[00:08:12.000 --> 00:08:17.000]  但是那次給我一個很深刻的印象
[00:08:17.000 --> 00:08:19.000]  就是要走到那裏
[00:08:19.000 --> 00:08:26.000]  讓我想到另外一樣東西
[00:08:26.000 --> 00:08:32.000]  我們經常會想到我們要去看一些地方
[00:08:32.000 --> 00:08:43.000]  但是我們有時候沒有想到
[00:08:43.000 --> 00:08:51.000]  有沒有想過要去看看那個生命樹在哪裏
[00:08:51.000 --> 00:08:57.000]  我想大家知道生命樹在《創世紀》裏面
[00:08:57.000 --> 00:09:02.000]  記載在伊甸園裏面的時候
[00:09:02.000 --> 00:09:13.000]  但是我很少聽到有人說要去伊甸園看看那裏
[00:09:13.000 --> 00:09:20.000]  最近我跟另外一位弟兄聊天的時候
[00:09:20.000 --> 00:09:31.000]  他在幾十年前就特地走到伊拉克做短宣
[00:09:31.000 --> 00:09:36.000]  但是那時候伊拉克都是打仗打得不清楚
[00:09:36.000 --> 00:09:41.000]  他就特地走去做後勤補足的時候
[00:09:41.000 --> 00:09:43.000]  每天都在那裏
[00:09:43.000 --> 00:09:47.000]  我問他你去到伊拉克的時候
[00:09:47.000 --> 00:09:55.000]  有沒有想過要去看伊甸園在哪裏
[00:09:55.000 --> 00:09:58.000]  他沒有回答我
[00:09:58.000 --> 00:10:02.000]  他就說當時他是在北邊
[00:10:02.000 --> 00:10:06.000]  他不是在南邊
[00:10:06.000 --> 00:10:19.000]  但是這是一個當時想到神當日在伊甸園設立
[00:10:19.000 --> 00:10:24.000]  但是人離開了神的時候
[00:10:24.000 --> 00:10:34.000]  我們怎樣想回日後神給我們的生命樹是怎樣
[00:10:34.000 --> 00:10:42.000]  我們今天想繼續看撒瑪麗亞夫人這個故事
[00:10:42.000 --> 00:10:50.000]  我們再一次去考慮我們對神的敬拜應該是怎樣
[00:10:50.000 --> 00:10:52.000]  我們一起禱告
[00:10:52.000 --> 00:10:57.000]  我們都用謙卑的心來到你面前
[00:10:57.000 --> 00:11:02.000]  我們知道你是創造我們的主
[00:11:02.000 --> 00:11:05.000]  主你是我們拯救我們的主
[00:11:05.000 --> 00:11:09.000]  主你要我們來到你面前
[00:11:09.000 --> 00:11:11.000]  我們是敬拜你
[00:11:11.000 --> 00:11:13.000]  你是我們的神
[00:11:13.000 --> 00:11:16.000]  主讓我們今天在你的話語裏面
[00:11:16.000 --> 00:11:19.000]  我們得到主你自己的詛咒
[00:11:19.000 --> 00:11:24.000]  讓我們在你裏面藉著你的靈教導我們
[00:11:24.000 --> 00:11:27.000]  主我們今天都恭敬在這裏
[00:11:27.000 --> 00:11:32.000]  求主你自己在我們當中來帶領我們
[00:11:32.000 --> 00:11:37.000]  我們禱告奉主耶穌基督名求 阿們
[00:11:37.000 --> 00:11:39.000]  約翰福音第四章
[00:11:39.000 --> 00:11:47.000]  我們早上開始耶穌和尼哥底姆說重生的事情
[00:11:47.000 --> 00:11:57.000]  下面四章大部份是去到和撒瑪麗亞夫人的交往的商談
[00:11:57.000 --> 00:12:06.000]  在耶穌去到撒瑪麗亞的地方的時候
[00:12:06.000 --> 00:12:10.000]  當日他要回到他家
[00:12:10.000 --> 00:12:13.000]  回到他向北走的時候
[00:12:13.000 --> 00:12:17.000]  去到撒瑪麗亞碰到這個夫人
[00:12:17.000 --> 00:12:19.000]  開始的時候
[00:12:19.000 --> 00:12:22.000]  前面說到要問她拿水
[00:12:22.000 --> 00:12:25.000]  去到沒有水喝
[00:12:25.000 --> 00:12:27.000]  拿完水之後
[00:12:27.000 --> 00:12:30.000]  藉著水的話題
[00:12:30.000 --> 00:12:34.000]  說到生命的問題
[00:12:34.000 --> 00:12:43.000]  撒瑪麗亞和猶太人是有一些歷史的關節在後面
[00:12:43.000 --> 00:12:50.000]  耶穌跟著下去還有很多的話題
[00:12:50.000 --> 00:12:58.000]  特別提到撒瑪麗亞夫人的家人的事情
[00:12:58.000 --> 00:13:00.000]  她私人的事情
[00:13:00.000 --> 00:13:05.000]  撒瑪麗亞夫人都感受到耶穌是不同
[00:13:05.000 --> 00:13:11.000]  她走回去告訴她的家人
[00:13:11.000 --> 00:13:15.000]  然後回到耶穌那裡
[00:13:15.000 --> 00:13:18.000]  再跟耶穌有一些交談
[00:13:18.000 --> 00:13:22.000]  就是我們今天開始十九節那裡
[00:13:22.000 --> 00:13:27.000]  耶穌跟她談的時候
[00:13:27.000 --> 00:13:30.000]  是轉了一個話題
[00:13:30.000 --> 00:13:32.000]  當夫人說
[00:13:32.000 --> 00:13:35.000]  她知道她是先知
[00:13:35.000 --> 00:13:38.000]  但是二十節那裡說
[00:13:38.000 --> 00:13:41.000]  我們的祖宗在這個山上禮拜
[00:13:41.000 --> 00:13:44.000]  你到說敬拜的地方
[00:13:44.000 --> 00:13:47.000]  應該是耶路撒冷
[00:13:47.000 --> 00:13:50.000]  耶穌說夫人你當信我
[00:13:50.000 --> 00:13:52.000]  時候將到
[00:13:52.000 --> 00:13:57.000]  你們拜父也不在這山上也不在耶路撒冷
[00:13:57.000 --> 00:14:00.000]  你們所拜的你們不知道
[00:14:00.000 --> 00:14:02.000]  我們所拜的我們知道
[00:14:02.000 --> 00:14:08.000]  因為救恩是從猶太人出來的
[00:14:08.000 --> 00:14:10.000]  撒瑪麗亞人的背景
[00:14:10.000 --> 00:14:12.000]  我想我們要稍為知道
[00:14:12.000 --> 00:14:19.000]  她事實上是一個很雜的歷史背景
[00:14:19.000 --> 00:14:22.000]  是當年北角亡了之後
[00:14:22.000 --> 00:14:24.000]  被巴比倫亡了之後
[00:14:24.000 --> 00:14:27.000]  是將一些外邦人引渡到裡面
[00:14:27.000 --> 00:14:31.000]  跟猶太人有一些的交集
[00:14:31.000 --> 00:14:35.000]  所以撒瑪麗亞人是很多不是
[00:14:35.000 --> 00:14:37.000]  完全是當日猶太人
[00:14:37.000 --> 00:14:39.000]  那十二個支派的人
[00:14:39.000 --> 00:14:45.000]  但是他們對神的信
[00:14:45.000 --> 00:14:51.000]  仍然是有一些的堅守
[00:14:51.000 --> 00:14:56.000]  他們對摩西五經是很尊重
[00:14:56.000 --> 00:15:02.000]  但是整本舊約他們只是看摩西五經
[00:15:02.000 --> 00:15:08.000]  他們也都想去耶路撒冷那裡敬拜
[00:15:08.000 --> 00:15:10.000]  但是猶太人不給他們
[00:15:10.000 --> 00:15:13.000]  猶太人不是很歡迎他們
[00:15:13.000 --> 00:15:18.000]  因為覺得他們不是他們的族類
[00:15:18.000 --> 00:15:21.000]  這個是當年的一些背景
[00:15:21.000 --> 00:15:24.000]  所以他們是不受歡迎
[00:15:24.000 --> 00:15:28.000]  那撒瑪麗亞人他們自己
[00:15:28.000 --> 00:15:31.000]  回去在他們自己的地方
[00:15:31.000 --> 00:15:35.000]  建他們自己的殿
[00:15:35.000 --> 00:15:37.000]  有些不是他自己建的
[00:15:37.000 --> 00:15:39.000]  有些是當年北角的時候
[00:15:39.000 --> 00:15:43.000]  在那裡一度憲制
[00:15:43.000 --> 00:15:48.000]  在事件的地方
[00:15:48.000 --> 00:15:52.000]  事件當然就是在耶路撒冷的北邊
[00:15:52.000 --> 00:15:55.000]  不是很遠
[00:15:55.000 --> 00:15:58.000]  但是北角就是在那裡
[00:15:58.000 --> 00:16:02.000]  叫那些猶太人在那裡敬拜
[00:16:02.000 --> 00:16:04.000]  不要去耶路撒冷
[00:16:04.000 --> 00:16:07.000]  結果就出了大事
[00:16:07.000 --> 00:16:09.000]  所以那些撒瑪麗亞人
[00:16:09.000 --> 00:16:12.000]  就沒有去到有撒冷的時候
[00:16:12.000 --> 00:16:14.000]  猶太人不給他們
[00:16:14.000 --> 00:16:17.000]  不幾歡迎他們
[00:16:17.000 --> 00:16:19.000]  那撒瑪麗亞人就上去
[00:16:19.000 --> 00:16:23.000]  在上面他們自己有建他們的殿
[00:16:23.000 --> 00:16:26.000]  有他們自己的敬拜
[00:16:26.000 --> 00:16:30.000]  但是當耶穌跟他們說的時候
[00:16:30.000 --> 00:16:32.000]  很有趣
[00:16:32.000 --> 00:16:38.000]  耶穌說日後你們不是在耶路撒冷
[00:16:38.000 --> 00:16:48.000]  也都不是在他們的山上面
[00:16:48.000 --> 00:16:50.000]  我不剪了一張
[00:16:50.000 --> 00:16:57.000]  如果今天我們看耶路撒冷城的時候
[00:16:57.000 --> 00:17:00.000]  我們看不到那裡有什麼殿
[00:17:00.000 --> 00:17:02.000]  那個殿不在那裡
[00:17:02.000 --> 00:17:03.000]  右手邊那裡
[00:17:03.000 --> 00:17:07.000]  下面我找到一幅照片
[00:17:07.000 --> 00:17:16.000]  那幅照片是撒瑪麗亞當日的殿的位置
[00:17:16.000 --> 00:17:25.000]  那個殿事實是跟當日在耶路撒冷城的殿
[00:17:25.000 --> 00:17:27.000]  幾乎一模一樣
[00:17:27.000 --> 00:17:30.000]  這個我沒有辦法求證
[00:17:30.000 --> 00:17:35.000]  但是又說兩個殿是幾乎一樣
[00:17:35.000 --> 00:17:38.000]  但是我們今天能夠看到的
[00:17:38.000 --> 00:17:43.000]  兩個地方都沒有一個殿在那裡
[00:17:43.000 --> 00:17:45.000]  耶穌來到的時候
[00:17:45.000 --> 00:17:50.000]  有一件事是告訴他們
[00:17:50.000 --> 00:17:56.000]  那個殿日後不要緊
[00:17:56.000 --> 00:18:01.000]  他們敬拜神不是在乎在那個殿那裡
[00:18:01.000 --> 00:18:04.000]  那個殿日後是毀壞
[00:18:04.000 --> 00:18:07.000]  因為耶穌去到又撒冷的時候
[00:18:07.000 --> 00:18:10.000]  最後都是清理那個殿
