
[00:00:00.000 --> 00:00:03.400]  我們上個禮拜談到得勝者
[00:00:03.400 --> 00:00:04.800]  我們問了一個問題就是
[00:00:04.800 --> 00:00:08.600]  你清楚你自己得救嗎
[00:00:08.600 --> 00:00:10.900]  其實這是一個基本的問題
[00:00:10.900 --> 00:00:17.100]  我們今天要繼續的來思想這個問題
[00:00:17.100 --> 00:00:20.900]  剛才宇康傳道帶我們禱告的時候
[00:00:20.900 --> 00:00:25.300]  他提到目前這個新冠狀病毒的
[00:00:25.300 --> 00:00:30.300]  確診的這個病例
[00:00:30.300 --> 00:00:32.700]  就是我剛才看到的
[00:00:32.700 --> 00:00:37.400]  全球的話現在是有1785萬
[00:00:37.400 --> 00:00:41.100]  那麼死亡是68.5萬
[00:00:41.100 --> 00:00:44.800]  美國確診的人數是462萬
[00:00:44.800 --> 00:00:47.400]  死亡是15.4萬
[00:00:47.400 --> 00:00:50.500]  可能你看這些數據的時候
[00:00:50.500 --> 00:00:54.500]  慢慢的已經感覺好像
[00:00:54.500 --> 00:00:57.200]  但是我希望這種無感
[00:00:57.200 --> 00:01:00.300]  不要變成是我們的感覺
[00:01:00.300 --> 00:01:03.200]  丁無尊你知道這些數據就代表著
[00:01:03.200 --> 00:01:06.800]  有許多的人他離開了這個世界
[00:01:06.800 --> 00:01:08.200]  代表許多的人
[00:01:08.200 --> 00:01:11.700]  他的家庭陷在一個悲傷的中間
[00:01:11.700 --> 00:01:14.600]  這些數據代表著全世界
[00:01:14.600 --> 00:01:18.100]  有許多的人現在正在苦難的中間
[00:01:18.100 --> 00:01:20.700]  那丁無尊但是這個數據
[00:01:20.700 --> 00:01:23.500]  我今天要問的一件事情就是說
[00:01:23.500 --> 00:01:31.400]  人活著的目的是什麼
[00:01:31.400 --> 00:01:33.400]  當你面臨到人生當中
[00:01:33.400 --> 00:01:36.800]  有許多的人可能就在你的旁邊
[00:01:36.800 --> 00:01:40.000]  他走向這個地獄裡
[00:01:40.000 --> 00:01:43.300]  你可能會心中開始思想這個問題
[00:01:43.300 --> 00:01:48.300]  人活著到底是為什麼
[00:01:48.300 --> 00:01:50.500]  那跟著這一個問題來的就是
[00:01:50.500 --> 00:01:53.300]  可能對我們基督徒來講
[00:01:53.300 --> 00:01:55.200]  我們進一步要問
[00:01:55.200 --> 00:02:01.100]  你為什麼要信耶穌
[00:02:01.100 --> 00:02:11.900]  在有一個北京大學的警衛
[00:02:11.900 --> 00:02:14.500]  我不曉得這個真實性如何
[00:02:14.500 --> 00:02:19.700]  但是有一個人在他的Facebook上面
[00:02:19.700 --> 00:02:23.700]  就提到說他說他每一次到北京大學
[00:02:23.700 --> 00:02:30.100]  警衛都要問他三個問題
[00:02:30.100 --> 00:02:33.100]  第一個問題就是
[00:02:33.100 --> 00:02:36.300]  你是誰
[00:02:36.300 --> 00:02:38.300]  第二個問題就是
[00:02:38.300 --> 00:02:41.500]  你從哪裡來
[00:02:41.500 --> 00:02:47.800]  第三個問題就是你去哪裡
[00:02:47.800 --> 00:02:50.700]  這三個問題其實
[00:02:50.700 --> 00:02:55.300]  是人生的一個終極的三個問題
[00:02:55.300 --> 00:02:59.900]  也可以說是一個很哲學性的三個問題
[00:02:59.900 --> 00:03:04.500]  這三個問題我沒有時間今天通通講
[00:03:04.500 --> 00:03:08.300]  但是丁無尊這個三個問題當中問說
[00:03:08.300 --> 00:03:12.100]  你要去哪裡
[00:03:12.100 --> 00:03:13.900]  我想這個問題
[00:03:13.900 --> 00:03:18.000]  也就是今天我們要再一次的來思想
[00:03:18.000 --> 00:03:21.800]  到底你活著是為什麼
[00:03:21.800 --> 00:03:25.700]  到底我們人生活著的目的是什麼
[00:03:25.700 --> 00:03:28.200]  為什麼我們談活著的目的是什麼
[00:03:28.200 --> 00:03:30.900]  因為我們沒有一個人喜歡死
[00:03:30.900 --> 00:03:37.500]  我想大多數的人都怕死
[00:03:37.500 --> 00:03:39.500]  所以有一個新冠狀病毒的人
[00:03:39.500 --> 00:03:40.700]  就在你旁邊的時候
[00:03:40.700 --> 00:03:43.300]  你第一個就是怕什麼
[00:03:43.300 --> 00:03:46.800]  怕會不會他傳染了我
[00:03:46.800 --> 00:03:47.600]  所以你會發現
[00:03:47.600 --> 00:03:52.200]  現在我們這是碰到人都有一種恐慌症
[00:03:52.200 --> 00:03:58.400]  那天我們在我們家的外面去走路
[00:03:58.400 --> 00:04:01.700]  出去走路的時候看到有人
[00:04:01.700 --> 00:04:04.800]  雖然大家都是戴著口罩
[00:04:04.800 --> 00:04:08.900]  但是看到有人從遠遠的地方要過來
[00:04:08.900 --> 00:04:11.600]  我們很自然的就想說
[00:04:11.600 --> 00:04:14.100]  我們就走到旁邊
[00:04:14.100 --> 00:04:17.100]  要不然就是那邊的人想說
[00:04:17.100 --> 00:04:18.300]  他看我們繼續走
[00:04:18.300 --> 00:04:20.700]  他們也往旁邊走
[00:04:20.700 --> 00:04:23.200]  好像人跟人之間就開始了
[00:04:23.200 --> 00:04:25.000]  很自然的有了距離
[00:04:25.000 --> 00:04:27.200]  因為深怕彼此的接觸
[00:04:27.200 --> 00:04:30.300]  不知道對方是誰會被對方傳染
[00:04:30.300 --> 00:04:32.800]  丁無尊我想這些的事情發生
[00:04:32.800 --> 00:04:34.600]  要讓我們去思想一個問題
[00:04:34.600 --> 00:04:39.500]  就是到底我們人生活著的目標是什麼
[00:04:39.500 --> 00:04:41.500]  你要去哪裡
[00:04:41.500 --> 00:04:42.700]  你得救了嗎
[00:04:42.700 --> 00:04:46.500]  上個禮拜我們在問這個問題
[00:04:46.500 --> 00:04:48.800]  好像丁無尊跟我講說
[00:04:48.800 --> 00:04:52.700]  幫助他們澄清了很多的觀念
[00:04:52.700 --> 00:04:54.100]  丁無尊這個問題
[00:04:54.100 --> 00:04:56.300]  我必須要常常的問
[00:04:56.300 --> 00:04:58.700]  你也必須要常常問你自己
[00:04:58.700 --> 00:05:00.600]  你一定要確定一件事情
[00:05:00.600 --> 00:05:02.800]  就是你是清楚知道
[00:05:02.800 --> 00:05:05.900]  你重生得救的
[00:05:05.900 --> 00:05:09.100]  所以在三福一個傳福音的方法
[00:05:09.100 --> 00:05:12.700]  叫做三福號叫三元福音背景法
[00:05:12.700 --> 00:05:14.700]  他裡面也問兩個問題
