
[00:00:00.000 --> 00:00:04.340]  我們在聆聽神的話語之先
[00:00:04.340 --> 00:00:06.340]  我們同心祈禱
[00:00:06.340 --> 00:00:09.340]  願僕人口中的言語
[00:00:09.340 --> 00:00:12.340]  領姊妹的心思意念
[00:00:12.340 --> 00:00:13.840]  蒙聖靈的啟迪
[00:00:13.840 --> 00:00:15.340]  蒙主的月立
[00:00:15.340 --> 00:00:18.340]  禱告藉主耶穌基督的聖名而求
[00:00:18.340 --> 00:00:20.340]  阿門
[00:00:20.340 --> 00:00:25.340]  我相信大家都不會懷疑一件事
[00:00:25.340 --> 00:00:28.340]  就在我們的均衡飲食裡面
[00:00:28.340 --> 00:00:32.340]  水果佔了一個很重要的位置
[00:00:32.340 --> 00:00:37.340]  因為水果提供了維他命、纖維
[00:00:37.340 --> 00:00:40.340]  對我們的健康是十分重要的
[00:00:40.340 --> 00:00:43.340]  所以從小到大我們可能都聽過一句話
[00:00:43.340 --> 00:00:46.340]  叫做一日一蘋果
[00:00:46.340 --> 00:00:48.340]  醫生遠離我
[00:00:48.340 --> 00:00:51.340]  不過當然我們未必每天都會吃
[00:00:51.340 --> 00:00:54.340]  但我相信都會有不同的水果
[00:00:54.340 --> 00:01:00.340]  來讓我們在我們吃飯之後去享受
[00:01:00.340 --> 00:01:02.340]  除了健康的緣故
[00:01:02.340 --> 00:01:05.340]  是因為水果本身的味道
[00:01:05.340 --> 00:01:07.340]  都應該是頗吸引人的
[00:01:07.340 --> 00:01:11.340]  雖然有些水果你覺得味道不太好
[00:01:11.340 --> 00:01:13.340]  但總會有人喜歡吃的
[00:01:13.340 --> 00:01:17.340]  你不喜歡但人家會覺得很好的
[00:01:17.340 --> 00:01:19.340]  這是其中之一
[00:01:19.340 --> 00:01:21.340]  水果我們不是不吃其他東西
[00:01:21.340 --> 00:01:23.340]  水果我們都會吃的
[00:01:23.340 --> 00:01:27.340]  因為真的對我們的健康有幫助
[00:01:27.340 --> 00:01:30.340]  能夠種植好的水果
[00:01:30.340 --> 00:01:34.340]  大致上陽光、水分、溫度等等
[00:01:34.340 --> 00:01:38.340]  這些客觀的條件都是很重要
[00:01:38.340 --> 00:01:41.340]  而且在種植過程當中
[00:01:41.340 --> 00:01:43.340]  還有很多很多的功夫
[00:01:43.340 --> 00:01:48.340]  才能夠讓水果樹生長得很好
[00:01:48.340 --> 00:01:51.340]  在耶穌這麼多的比喻裡面
[00:01:51.340 --> 00:01:55.340]  其中有一個是很多信徒都熟悉
[00:01:55.340 --> 00:01:57.340]  就是我們今天所看的
[00:01:57.340 --> 00:02:00.340]  真葡萄樹的比喻
[00:02:00.340 --> 00:02:02.340]  而這個比喻也是說
[00:02:02.340 --> 00:02:07.340]  信徒和主耶穌之間的關係
[00:02:07.340 --> 00:02:09.340]  這個比喻所說的情況
[00:02:09.340 --> 00:02:12.340]  對於當時的以色列人來說
[00:02:12.340 --> 00:02:15.340]  是一個非常熟悉的情景
[00:02:15.340 --> 00:02:17.340]  因為他們有相當多的人
[00:02:17.340 --> 00:02:20.340]  都是在葡萄園裡面工作
[00:02:20.340 --> 00:02:23.340]  就算不在葡萄園工作
[00:02:23.340 --> 00:02:26.340]  有關於種植葡萄樹的情況
[00:02:26.340 --> 00:02:29.340]  對他們來說也是非常輕易就知道
[00:02:29.340 --> 00:02:33.340]  是他們隨時都會接觸到的
[00:02:33.340 --> 00:02:35.340]  耶穌用最生活化的例子
[00:02:35.340 --> 00:02:38.340]  來提醒信徒
[00:02:38.340 --> 00:02:41.340]  跟他們之間的關係
[00:02:41.340 --> 00:02:44.340]  應該怎樣建立起來
[00:02:44.340 --> 00:02:47.340]  這個是非常有意思
[00:02:47.340 --> 00:02:51.340]  在約翰福音第十五章一至十節裡面
[00:02:51.340 --> 00:02:54.340]  我們看到耶穌提出
[00:02:54.340 --> 00:02:57.340]  祂是真葡萄樹
[00:02:57.340 --> 00:02:58.340]  祂是葡萄樹
[00:02:58.340 --> 00:03:01.340]  而我們就是枝子
[00:03:01.340 --> 00:03:05.340]  枝子一個很重要的作用是什麼呢
[00:03:05.340 --> 00:03:07.340]  就是去結出果子
[00:03:07.340 --> 00:03:10.340]  才顯出它的作用
[00:03:10.340 --> 00:03:14.340]  所謂果子是什麼意思呢
[00:03:14.340 --> 00:03:18.340]  如果我們從這段經文來看
[00:03:18.340 --> 00:03:23.340]  或者我們在聽學習的過程中
[00:03:23.340 --> 00:03:27.340]  就知道基督徒要去傳福音
[00:03:27.340 --> 00:03:30.340]  這個就是它的果子
[00:03:30.340 --> 00:03:33.340]  就是說你越帶多人信主
[00:03:33.340 --> 00:03:36.340]  你結的果子就更加多
[00:03:36.340 --> 00:03:41.340]  不過如果你再仔細認真去看一看這段經文
[00:03:41.340 --> 00:03:45.340]  其實不單單是說傳福音是一個果子
[00:03:45.340 --> 00:03:49.340]  還有另外的兩個方面
[00:03:49.340 --> 00:03:52.340]  就是說一共有三個方面
[00:03:52.340 --> 00:03:54.340]  作為信徒我們可以結出果子
[00:03:54.340 --> 00:03:58.340]  第一個就是我們一直聽到的福音的果子
[00:03:58.340 --> 00:04:03.340]  第二方面就是我們由聖靈的能力
[00:04:03.340 --> 00:04:08.340]  讓我們活出一個美好有質素的生命
[00:04:08.340 --> 00:04:11.340]  那種聖靈的果子
[00:04:11.340 --> 00:04:18.340]  第三方面就是上帝要求我們結出一個公義公平的果子
[00:04:18.340 --> 00:04:23.340]  為什麼在這段經文會提到這三方面的果子呢
[00:04:23.340 --> 00:04:26.340]  我們可以一起來看一看
[00:04:26.340 --> 00:04:29.340]  由第一節到第十節
[00:04:29.340 --> 00:04:32.340]  我們讀這段經文的時候
[00:04:32.340 --> 00:04:38.340]  我們可以看到一些直接或者間接的地方
[00:04:38.340 --> 00:04:42.340]  提到關於傳福音就是結果子
[00:04:42.340 --> 00:04:44.340]  其實是找不到的
[00:04:44.340 --> 00:04:48.340]  是要去到再後一點的經文才會見到
[00:04:48.340 --> 00:04:53.340]  去到第十六節的上半節我們就找到了
[00:04:53.340 --> 00:04:55.340]  在第十六節的上半節
[00:04:55.340 --> 00:04:56.340]  如果大家有聖經的話
[00:04:56.340 --> 00:04:58.340]  你打開看一下就知道了
[00:04:58.340 --> 00:05:01.340]  在第十六節的上半節怎麼說呢
[00:05:01.340 --> 00:05:05.340]  它說不是你們揀選了我
[00:05:05.340 --> 00:05:08.340]  而是我揀選了你們
[00:05:08.340 --> 00:05:11.340]  並且派你們去結果子
[00:05:11.340 --> 00:05:14.340]  這個就讓我們想起
[00:05:14.340 --> 00:05:17.340]  耶穌將他的門徒分開
[00:05:17.340 --> 00:05:19.340]  兩個兩個一個小隊
[00:05:19.340 --> 00:05:21.340]  來將福音傳開
[00:05:21.340 --> 00:05:27.340]  這個就是耶穌讓他們去記起這個情景
[00:05:27.340 --> 00:05:29.340]  耶穌派他們出去結果子
[00:05:29.340 --> 00:05:32.340]  將福音傳開
[00:05:32.340 --> 00:05:35.340]  為什麼基督徒傳福音
[00:05:35.340 --> 00:05:39.340]  和果子可以作一個類比呢
[00:05:39.340 --> 00:05:43.340]  我們嘗試一下從果子開始
[00:05:43.340 --> 00:05:46.340]  當我們看見一棵樹
[00:05:46.340 --> 00:05:48.340]  樹上有蘋果
[00:05:48.340 --> 00:05:50.340]  我相信大家不會說
[00:05:50.340 --> 00:05:52.340]  這一棵是橙樹
[00:05:52.340 --> 00:05:54.340]  這一棵是荔枝樹
[00:05:54.340 --> 00:05:56.340]  這一棵一定是蘋果樹
[00:05:56.340 --> 00:05:59.340]  因為它是果子
[00:05:59.340 --> 00:06:02.340]  我們就知道它是一個什麼樣的樹
[00:06:02.340 --> 00:06:05.340]  憑著果子來辨認
[00:06:05.340 --> 00:06:08.340]  究竟它是一棵什麼樣的樹
[00:06:08.340 --> 00:06:11.340]  我們去看見一棵樹可以結出果子
[00:06:11.340 --> 00:06:14.340]  即代表著它是健康的
[00:06:14.340 --> 00:06:15.340]  是正常的
[00:06:15.340 --> 00:06:18.340]  如果那棵樹不能夠結果的話
[00:06:18.340 --> 00:06:20.340]  很可能這一棵樹病了
[00:06:20.340 --> 00:06:24.340]  有問題甚至可能已經死了
[00:06:24.340 --> 00:06:29.340]  同樣基督徒向人傳福音
[00:06:29.340 --> 00:06:31.340]  靠的是什麼呢
[00:06:31.340 --> 00:06:33.340]  我們不是靠自己的口才
[00:06:33.340 --> 00:06:35.340]  而是靠聖靈的能力
[00:06:35.340 --> 00:06:37.340]  和聖靈給我們的能力
[00:06:37.340 --> 00:06:39.340]  來作出見證
[00:06:39.340 --> 00:06:41.340]  才會說服一個人
[00:06:41.340 --> 00:06:45.340]  來接受或認同你的信仰是真實的
[00:06:45.340 --> 00:06:46.340]  換句話來說
[00:06:46.340 --> 00:06:50.340]  我們能否引領人認識耶穌基督
[00:06:50.340 --> 00:06:53.340]  能否幫助人來信主
[00:06:53.340 --> 00:06:57.340]  去證實我是不是一個基督徒
[00:06:57.340 --> 00:07:02.340]  是不是一個有聖靈的能力和見證的基督徒
[00:07:02.340 --> 00:07:07.340]  所以如果我能夠帶領到人認識耶穌
[00:07:07.340 --> 00:07:10.340]  令到帶領人去到主的面前
[00:07:10.340 --> 00:07:11.340]  即是說我知道
[00:07:11.340 --> 00:07:16.340]  我不是一個沒了生命或者死了的信徒
[00:07:16.340 --> 00:07:18.340]  我是有基督的生命在裏面
[00:07:18.340 --> 00:07:21.340]  我是帶著聖靈的能力
[00:07:21.340 --> 00:07:25.340]  所以憑著果子知道我的狀況
[00:07:25.340 --> 00:07:27.340]  可能聽到這裡
