
[00:00:00.000 --> 00:00:03.580]  不知大家有沒有試過失眠呢?
[00:00:03.580 --> 00:00:06.280]  這個禮拜我有一天
[00:00:06.280 --> 00:00:10.280]  好像是我們那晚11點、12點睡
[00:00:10.280 --> 00:00:13.140]  我睡到3點多就醒了
[00:00:13.140 --> 00:00:18.980]  然後就眼光光一直到7點、8點都一直睡不著
[00:00:18.980 --> 00:00:21.060]  不知大家有沒有試過失眠
[00:00:21.060 --> 00:00:24.440]  我是沒有什麼原因
[00:00:24.440 --> 00:00:27.980]  但不知為什麼就3點醒了就睡不著
[00:00:27.980 --> 00:00:30.040]  沒有什麼原因的失眠
[00:00:30.040 --> 00:00:35.600]  但大家有沒有試過不是因為沒有什麼原因的失眠
[00:00:35.600 --> 00:00:40.500]  而是因為可能明天有一件事令你非常的害怕
[00:00:40.500 --> 00:00:44.440]  又卻是不可以不面對的事情呢?
[00:00:44.440 --> 00:00:47.680]  可能是等待一份醫療報告的結果
[00:00:47.680 --> 00:00:55.480]  可能是要向老闆承認剛剛這個星期你做了一件很嚴重的錯誤
[00:00:55.480 --> 00:01:03.100]  又或者可能是要見一個很久以前你得罪過、傷害過的朋友
[00:01:03.100 --> 00:01:06.620]  可能那種焦慮就好像一塊大石一樣
[00:01:06.620 --> 00:01:12.060]  壓在你自己的心頭裏面令你透不過氣
[00:01:12.060 --> 00:01:16.980]  今天我們來到《雅各之爭故事》的最後章
[00:01:16.980 --> 00:01:21.840]  過去一個月我們見到雅各前半生的奮鬥史
[00:01:21.840 --> 00:01:26.880]  在第一部曲他在家裏和哥哥耳掃到爭
[00:01:26.880 --> 00:01:32.200]  結果家庭破碎流亡異鄉
[00:01:32.200 --> 00:01:37.520]  在第二部曲他在職場和舅父拉班到爭
[00:01:37.520 --> 00:01:41.860]  在被欺壓當中他學會到盡忠
[00:01:41.860 --> 00:01:47.960]  最終他帶著妻兒、財富逃離哈拿
[00:01:47.960 --> 00:01:54.120]  去到今天第三部曲正正雅各處於一個前無去路
[00:01:54.120 --> 00:01:56.540]  後有追兵的狹縫之中
[00:01:56.540 --> 00:01:59.400]  他徹夜未眠
[00:01:59.400 --> 00:02:07.240]  後面我們上一講講到他和拉班和他的叔叔互相已經納了約
[00:02:07.240 --> 00:02:10.660]  不再互相侵犯、不再互相打擾
[00:02:10.660 --> 00:02:13.320]  所以他不可以再回去那裏
[00:02:13.320 --> 00:02:20.860]  但是前面就是他二十年前徹底得罪了的哥哥耳掃
[00:02:20.860 --> 00:02:25.880]  在這時候僕人回來報告了一個壞消息
[00:02:25.880 --> 00:02:29.960]  他說這個哥哥耳掃快要來了
[00:02:29.960 --> 00:02:35.460]  但他來的時候他帶了四百人
[00:02:35.460 --> 00:02:40.460]  我猜當時沒有任何一個可能性可以說服雅各
[00:02:40.460 --> 00:02:43.780]  但他的哥哥耳掃不是想要他的性命
[00:02:43.780 --> 00:02:47.620]  耳掃叫四百人做什麼呢?
[00:02:47.620 --> 00:02:53.520]  叫四百人一齊來這裏難道是拜年嗎?
[00:02:53.520 --> 00:02:57.860]  吃團年飯、吃盤菜、花車巡遊
[00:02:57.860 --> 00:03:04.780]  四百人的陣容我想在雅各眼中很明顯不是來歡迎派對
[00:03:04.780 --> 00:03:09.380]  而是一支討伐他的軍隊
[00:03:09.380 --> 00:03:12.380]  哥哥耳掃在二十年前那句
[00:03:12.380 --> 00:03:17.580]  等我爸爸死了 一死了我就馬上殺了你 雅各
[00:03:17.580 --> 00:03:23.200]  這句話彷彿在雅各的耳邊再一次響起
[00:03:23.200 --> 00:03:27.300]  雅各的一生都在找 都在計算
[00:03:27.300 --> 00:03:30.380]  他以為自己可以掌控一切
[00:03:30.380 --> 00:03:34.980]  但此刻死亡的陰影籠罩著他
[00:03:34.980 --> 00:03:39.840]  就是我們剛才讀經說雅博渡口的河邊
[00:03:39.840 --> 00:03:42.660]  這個在最黑暗的一夜
[00:03:42.660 --> 00:03:44.460]  雅各將要面對的
[00:03:44.460 --> 00:03:48.040]  不再是他和其他人的爭
[00:03:48.040 --> 00:03:51.880]  而是他生命徹底的轉化
[00:03:51.880 --> 00:03:55.720]  今日就讓我們透過雅各在雅博渡口的經歷
[00:03:55.720 --> 00:03:59.040]  反思我們的真實信仰生命
[00:03:59.040 --> 00:04:04.940]  和我們看看神究竟是怎樣叫人的生命徹底轉化
[00:04:04.940 --> 00:04:07.500]  和成長
[00:04:07.500 --> 00:04:12.360]  雅各面對著耳掃的四百大軍 雅各就怕得要死
[00:04:12.360 --> 00:04:15.180]  聖經形容他是心事懼怕
[00:04:15.180 --> 00:04:17.740]  而且他受煩
[00:04:17.740 --> 00:04:22.340]  上一講我們先講到其實雅各剛剛經歷完一個的靈性突破
[00:04:22.340 --> 00:04:23.880]  其實他終於明白
[00:04:23.880 --> 00:04:29.780]  原來生命的高低不在乎自己用多用力去抓住 多用力去爭
[00:04:29.780 --> 00:04:33.860]  而是在乎那個掌權的神
[00:04:33.860 --> 00:04:35.140]  不過
[00:04:35.140 --> 00:04:37.440]  不過今天來到在恐懼裏面
[00:04:37.440 --> 00:04:38.980]  我們再次見到雅各
[00:04:38.980 --> 00:04:41.540]  那個精打細算的老鵝
[00:04:41.540 --> 00:04:45.900]  再一次啟動了他的防禦機制
[00:04:45.900 --> 00:04:48.960]  第一我們見到雅各仍然都是很醒目的
[00:04:48.960 --> 00:04:53.320]  他就將他隨行的人口
[00:04:53.320 --> 00:04:56.640]  羊群牛群全部分作兩隊
[00:04:56.640 --> 00:05:01.000]  他心想如果他哥哥耳掃真的要來殺我
[00:05:01.000 --> 00:05:05.360]  整支軍隊 他殺了一隊 我還有另外一隊
[00:05:05.360 --> 00:05:08.940]  這個很聰明 叫做分散投資
[00:05:08.940 --> 00:05:13.280]  不要將所有的雞蛋放在同一個籃子裏面
[00:05:13.280 --> 00:05:15.840]  接著雅各做了什麼呢
[00:05:15.840 --> 00:05:19.440]  接著雅各做了一件很熟悉的事情
[00:05:19.440 --> 00:05:20.960]  他祈禱
[00:05:20.960 --> 00:05:24.560]  他彷彿這個是雅各的生命裏面記載
[00:05:24.560 --> 00:05:27.360]  他最謙卑最謙卑的一次禱告
[00:05:27.360 --> 00:05:31.200]  他說 耶和華神啊 我雖然是很不配
[00:05:31.200 --> 00:05:37.340]  但是祢仍然將一切的恩典慈愛誠實
[00:05:37.340 --> 00:05:40.420]  賜予給我
[00:05:40.420 --> 00:05:41.960]  神啊 我是不配
[00:05:41.960 --> 00:05:43.740]  但祢仍然賜給我
[00:05:43.740 --> 00:05:46.300]  眼前有一個很大很大的難關
[00:05:46.300 --> 00:05:50.140]  主啊 求祢去救我
[00:05:50.140 --> 00:05:54.500]  這個禱告我們見到彷彿都是一個不斷的篇幅
[00:05:54.500 --> 00:05:57.060]  讓我們可能看到的時候我們都會想
[00:05:57.060 --> 00:06:03.460]  這個禱告聽起來真的是一個很全然的交託 是不是
[00:06:03.460 --> 00:06:05.000]  不過很諷刺的是
[00:06:05.000 --> 00:06:08.060]  當雅各一做完這個祈禱
[00:06:08.060 --> 00:06:09.600]  他做了什麼呢
[00:06:09.600 --> 00:06:10.880]  他祈完禱之後
[00:06:10.880 --> 00:06:16.520]  他又馬上回到他自己的籌算裏面
[00:06:16.520 --> 00:06:19.320]  他預備了極其豐厚的禮物
[00:06:19.320 --> 00:06:24.440]  很多羊 很多牛 很多駱駝
[00:06:24.440 --> 00:06:28.540]  並且他將這些禮物全部分成一批一批
[00:06:28.540 --> 00:06:31.100]  他說我預備這麼多禮物不夠
[00:06:31.100 --> 00:06:33.140]  我還要一次過送去
[00:06:33.140 --> 00:06:34.680]  我送完一批
[00:06:34.680 --> 00:06:35.960]  送完羊
[00:06:35.960 --> 00:06:39.020]  再送牛 再送駱駝
[00:06:39.020 --> 00:06:42.100]  等哥哥見到我的誠意
[00:06:42.100 --> 00:06:46.200]  等哥哥去消氣
[00:06:46.200 --> 00:06:47.480]  親愛的弟兄姊妹
[00:06:47.480 --> 00:06:54.380]  這個豈不是我們信仰裏面很真實的寫照嗎
[00:06:54.380 --> 00:06:57.960]  可能我們上個星期才剛剛經歷完
[00:06:57.960 --> 00:07:00.520]  神對我們的保守
[00:07:00.520 --> 00:07:03.340]  可能我們剛剛才在讀經裏面
[00:07:03.340 --> 00:07:06.420]  早兩天在靈修裏面 讀經裏面 詩歌裏面
[00:07:06.420 --> 00:07:09.220]  被神激勵 提醒
[00:07:09.220 --> 00:07:11.020]  當頭棒喝
[00:07:11.020 --> 00:07:13.320]  可能我們早兩天
[00:07:13.320 --> 00:07:15.380]  我們才經歷完這些事
[00:07:15.380 --> 00:07:18.440]  但是當我們再次面對困難
[00:07:18.440 --> 00:07:19.980]  面對恐懼
[00:07:19.980 --> 00:07:25.860]  我們內心的小信又再一次偷偷跑出來
[00:07:25.860 --> 00:07:28.180]  我們一面向神禱告
[00:07:28.180 --> 00:07:29.980]  我們求神掌權
[00:07:29.980 --> 00:07:32.520]  我們就說 主啊 我交託給你
[00:07:32.520 --> 00:07:34.060]  但一祈園禱轉頭
[00:07:34.060 --> 00:07:36.360]  我們就繼續用自己的方法
[00:07:36.360 --> 00:07:41.480]  用自己的手段 瘋狂向四周圍去找
[00:07:41.480 --> 00:07:43.280]  因為我們心底裏面
[00:07:43.280 --> 00:07:45.840]  我們仍然都相信不過
[00:07:45.840 --> 00:07:49.420]  神最後會保護我們
[00:07:49.420 --> 00:07:50.940]  我們雖然祈禱
[00:07:50.940 --> 00:07:53.000]  但我們又好像雅各一樣
[00:07:53.000 --> 00:08:00.420]  其實最後只是把神當作是最後的保險
[00:08:00.420 --> 00:08:07.600]  雖然我們有祈禱 但我們仍然最後很想靠自己的方法
[00:08:07.600 --> 00:08:10.660]  雅各以為只要禮物夠多
[00:08:10.660 --> 00:08:13.480]  只要送禮的策略夠好
[00:08:13.480 --> 00:08:16.300]  就可以買通這場危機
[00:08:16.300 --> 00:08:18.860]  保住自己的性命
[00:08:18.860 --> 00:08:20.400]  但他忘記了
[00:08:20.400 --> 00:08:21.940]  其實20年前
[00:08:21.940 --> 00:08:27.060]  正正就是因為他想用紅湯去買長子的命婚
[00:08:27.060 --> 00:08:29.620]  用羊皮的藝妝去買祝福
[00:08:29.620 --> 00:08:32.420]  他才能獲得這個田地
[00:08:32.420 --> 00:08:33.700]  到今天
[00:08:33.700 --> 00:08:39.860]  難道雅各還要用相同的方法去解決問題嗎?
[00:08:39.860 --> 00:08:42.420]  又或者不是雅各以為
[00:08:42.420 --> 00:08:44.460]  又或者是我們以為
[00:08:44.460 --> 00:08:47.780]  我們以為自己只要有夠多的錢財
[00:08:47.780 --> 00:08:51.360]  以為自己疏通得夠多的人脈關係
[00:08:51.360 --> 00:08:54.180]  又或者我們以為自己懂得夠多的知識
[00:08:54.180 --> 00:08:55.960]  個人的技巧技術
[00:08:55.960 --> 00:08:59.040]  我們就可以在人生裏面得著安全感
[00:08:59.040 --> 00:09:02.360]  什麼困境都難不倒我們
[00:09:02.360 --> 00:09:04.920]  所以不是雅各忘記了
[00:09:04.920 --> 00:09:07.740]  而是我們忘記了
[00:09:07.740 --> 00:09:09.280]  20年前
[00:09:09.280 --> 00:09:10.300]  10年前
[00:09:10.300 --> 00:09:11.580]  1年前
[00:09:11.580 --> 00:09:13.120]  2天之前
[00:09:13.120 --> 00:09:18.240]  正正是我們單單想靠著自己去找去爭取
[00:09:18.240 --> 00:09:21.060]  卻碰到焦頭爛額
[00:09:21.060 --> 00:09:23.360]  到今天
[00:09:23.360 --> 00:09:28.220]  難道我們還要繼續重蹈覆轍嗎?
[00:09:28.220 --> 00:09:31.300]  面對著充滿著人性軟弱的我們
[00:09:31.300 --> 00:09:35.900]  面對著容讓恐懼主導決策的雅各
[00:09:35.900 --> 00:09:40.520]  我想神很清楚知道如果不徹底去打破
[00:09:40.520 --> 00:09:45.380]  去拆毀這種靠自己掌握一切的安全感
[00:09:45.380 --> 00:09:47.680]  神很清楚知道如果無論是我們
[00:09:47.680 --> 00:09:49.480]  無論是雅各
[00:09:49.480 --> 00:09:54.080]  都永遠沒有辦法真正的成長
[00:09:54.080 --> 00:09:55.360]  去到夜間
[00:09:55.360 --> 00:10:00.240]  雅各將所有的妻兒家當都打發過河
[00:10:00.240 --> 00:10:04.840]  剩下他自己一個留在雅各渡口
[00:10:04.840 --> 00:10:07.400]  這是雅各一生最孤單
[00:10:07.400 --> 00:10:11.500]  也是他最赤裸最真實的時刻
[00:10:11.500 --> 00:10:15.340]  就正正在這個四周面黑漆黑一片
