
[00:00:00.000 --> 00:00:02.000]  好 頂姐妹早晨
[00:00:02.000 --> 00:00:07.240]  近排就喺網上面呢就
[00:00:07.240 --> 00:00:11.560]  即係我都會有做下啲follow下IG呀或者睇下Facebook咁樣嘅
[00:00:11.560 --> 00:00:15.960]  咁呢喺IG嗰度呢就有個叫做低聲道嘅Channel
[00:00:15.960 --> 00:00:17.600]  唔知大家有冇follow到啦
[00:00:17.600 --> 00:00:19.080]  咁低聲道係咩嚟㗎呢
[00:00:19.080 --> 00:00:21.200]  就係其實係時代論壇
[00:00:21.200 --> 00:00:26.600]  咁呢佢哋呢就開咗個Channel專係畀啲年輕人去睇嘅咁樣
[00:00:26.600 --> 00:00:29.680]  咁近排呢呢個Channel呢低聲道嘅Channel呢
[00:00:29.680 --> 00:00:31.200]  就出咗個post
[00:00:31.200 --> 00:00:32.400]  咁呢個post係咩呢
[00:00:32.400 --> 00:00:33.280]  就係呢
[00:00:33.280 --> 00:00:35.760]  中學生應否
[00:00:35.760 --> 00:00:39.360]  大家可能第一下諗下談戀愛
[00:00:39.360 --> 00:00:41.120]  但其實呢佢個post就唔係
[00:00:41.120 --> 00:00:44.240]  就係中學生應否信耶穌
[00:00:44.240 --> 00:00:48.400]  咁呢點解會出呢個post嘅原因係因為呢
[00:00:48.400 --> 00:00:51.760]  有一個中學生就喺上網上面發問
[00:00:51.760 --> 00:00:54.400]  自己應唔應該信耶穌
[00:00:54.400 --> 00:00:59.520]  原因係呢其實佢自己係一個基督教學校啦
[00:00:59.520 --> 00:01:04.800]  亦都每一次上宗教堂嘅時候呢就會聽好多嘅聖經故事
[00:01:04.800 --> 00:01:08.800]  咁甚至乎聽到耶穌嘅故事嘅時候呢佢都深受感動
[00:01:08.800 --> 00:01:10.880]  好想信耶穌
[00:01:10.880 --> 00:01:14.160]  但係呢當中呢就有好多嘅掙扎
[00:01:14.160 --> 00:01:15.920]  個掙扎係咩呢就係
[00:01:15.920 --> 00:01:19.440]  自己嘅屋企人呢其實就唔係基督徒
[00:01:19.440 --> 00:01:24.800]  甚至乎呢係有少少唔鍾意教會唔鍾意基督教
[00:01:24.800 --> 00:01:28.720]  就叫呢個同學就你要遠離基督教呀
[00:01:28.720 --> 00:01:31.600]  咁就唔準佢信耶穌咁樣
[00:01:31.600 --> 00:01:34.800]  而佢自己呢亦都有啲擔心
[00:01:34.800 --> 00:01:40.560]  擔心係佢同學如果知道佢係信耶穌嘅話呢
[00:01:40.560 --> 00:01:43.440]  成為咗基督徒呢就會笑佢
[00:01:43.440 --> 00:01:44.400]  笑佢咩呢
[00:01:44.400 --> 00:01:48.480]  就可能係笑佢成為一個耶L啦
[00:01:48.480 --> 00:01:51.520]  咁可能呢我哋年長啲嘅頂姐妹呢
[00:01:51.520 --> 00:01:55.760]  可能有聽過一個名叫做耶穌仔耶穌妹呀
[00:01:55.760 --> 00:01:57.520]  有冇聽過呀
[00:01:57.520 --> 00:01:59.840]  昨日呢我就喺爭會敬拜嘅時候呢
[00:01:59.840 --> 00:02:03.920]  就啲頂姐妹就冇聽過呢個terms嘅
[00:02:03.920 --> 00:02:06.480]  即係呢一個字眼耶穌仔耶穌妹
[00:02:06.480 --> 00:02:07.760]  咁但係其實呢我知道
[00:02:07.760 --> 00:02:09.920]  教為年長嘅頂姐妹都知道嘅
[00:02:09.920 --> 00:02:11.600]  就係耶穌仔耶穌妹呢
[00:02:11.600 --> 00:02:14.160]  就係可能舊時呢
[00:02:14.160 --> 00:02:16.960]  係笑啲人呢信耶穌嘅後生嘅
[00:02:16.960 --> 00:02:19.280]  咁其實而家其實每代都有嘅
[00:02:19.280 --> 00:02:22.720]  只不過今時今日用嗰個字眼已經唔同咗
[00:02:22.720 --> 00:02:25.680]  所以呢佢就好擔心呢個中學生好擔心
[00:02:25.680 --> 00:02:27.600]  如果我信咗耶穌之後呢
[00:02:27.600 --> 00:02:29.760]  會俾人笑喎俾啲同學笑
[00:02:29.760 --> 00:02:32.960]  所以佢就喺網上面留言
[00:02:32.960 --> 00:02:36.880]  就期望可以搵到一啲意見
[00:02:36.880 --> 00:02:39.120]  信耶穌難唔難呢
[00:02:39.120 --> 00:02:42.560]  我諗呢可能好多人有唔同嘅答案
[00:02:42.560 --> 00:02:44.240]  有啲人就會覺得我信咗耶穌之後呢
[00:02:44.240 --> 00:02:45.920]  就充滿咗喜樂
[00:02:45.920 --> 00:02:47.280]  咁但係呢亦都可能有啲
[00:02:47.280 --> 00:02:48.720]  頂兄姐妹就覺得
[00:02:48.720 --> 00:02:51.280]  其實信耶穌都好難
[00:02:51.280 --> 00:02:54.480]  因為呢有好多事情要面對
[00:02:54.480 --> 00:02:56.320]  有好多嘅困難
[00:02:56.320 --> 00:02:58.960]  有好多嘅掙扎喺當中
[00:02:58.960 --> 00:03:01.520]  甚至乎如果我哋睇聖經裏面
[00:03:01.520 --> 00:03:03.120]  耶穌都話
[00:03:03.120 --> 00:03:04.960]  我哋每一個相信佢嘅人
[00:03:04.960 --> 00:03:08.960]  係要天天背起自己嘅十字架
[00:03:08.960 --> 00:03:10.560]  去到跟隨佢
[00:03:10.560 --> 00:03:12.240]  咁我哋就知道
[00:03:12.240 --> 00:03:16.960]  相信耶穌跟從耶穌並唔容易
[00:03:16.960 --> 00:03:18.480]  因為耶穌照我哋
[00:03:18.480 --> 00:03:23.120]  係要我哋參與喺佢嘅受苦嘅當中
[00:03:23.120 --> 00:03:24.720]  十字架係咩
[00:03:24.720 --> 00:03:27.600]  十字架係代表住當其時
[00:03:27.600 --> 00:03:29.920]  耶穌時代嘅凝聚
[00:03:29.920 --> 00:03:31.440]  但係對於我哋基督徒嚟講
[00:03:31.440 --> 00:03:34.800]  十字架係一個救贖嘅象徵
[00:03:34.800 --> 00:03:36.080]  但係同一時間
[00:03:36.080 --> 00:03:42.320]  亦都係上帝畀每一個人嘅照明
[00:03:42.320 --> 00:03:45.600]  十字架係上帝畀耶穌嘅照明
[00:03:45.600 --> 00:03:48.960]  而我哋天天背起返自己嘅十字架
[00:03:48.960 --> 00:03:52.160]  其實就係我哋要做返上帝
[00:03:52.160 --> 00:03:55.600]  要我哋託付畀我哋嘅使命
[00:03:55.600 --> 00:03:58.080]  但當我哋話我哋堅持擔起
[00:03:58.080 --> 00:03:59.520]  上帝畀我哋嘅照明
[00:03:59.520 --> 00:04:01.440]  我哋使命嘅時候
[00:04:01.440 --> 00:04:03.840]  只要人有一啲嘅堅持
[00:04:03.840 --> 00:04:06.160]  特別對信仰有堅持
[00:04:06.160 --> 00:04:09.040]  就必定係會有掙扎
[00:04:09.040 --> 00:04:10.960]  同埋有好多困難
[00:04:10.960 --> 00:04:14.480]  原因係上帝畀我哋嘅使命
[00:04:14.480 --> 00:04:18.640]  我哋要記住上帝係一位超越嘅上帝
[00:04:18.640 --> 00:04:22.080]  而我哋對呢位超越上帝嘅信仰
[00:04:22.080 --> 00:04:25.200]  往往就係同呢一個現世嘅價值
[00:04:25.200 --> 00:04:27.040]  充滿著張力
[00:04:27.040 --> 00:04:29.120]  就好似嗰位中學生咁樣
[00:04:29.120 --> 00:04:30.560]  佢驚信耶穌
[00:04:30.560 --> 00:04:33.360]  因為佢覺得佢信咗耶穌之後
[00:04:33.360 --> 00:04:36.080]  係會畀屋企人責備
[00:04:36.080 --> 00:04:39.280]  甚至乎係畀同學取笑
[00:04:39.280 --> 00:04:41.040]  可能呢啲都係我哋
[00:04:41.040 --> 00:04:44.160]  可能中學生會面對嘅情境
[00:04:44.160 --> 00:04:45.440]  而我哋可能係
[00:04:45.440 --> 00:04:47.920]  一啲年長啲嘅弟兄姊妹
[00:04:47.920 --> 00:04:49.520]  或者我哋已經過咗中學生啦
[00:04:49.520 --> 00:04:50.720]  可能係大學生
[00:04:50.720 --> 00:04:51.920]  可能係成年人
[00:04:51.920 --> 00:04:53.520]  或者係長者
[00:04:53.520 --> 00:04:54.560]  我哋每一個人
[00:04:54.560 --> 00:04:57.360]  喺我哋嘅生活嘅崗位上面
[00:04:57.360 --> 00:05:00.800]  我哋都會面對住好多唔同嘅難題
[00:05:00.800 --> 00:05:04.880]  信仰亦都可能會畀我哋有好多嘅掙扎
[00:05:04.880 --> 00:05:06.480]  到底我哋係選擇
[00:05:06.480 --> 00:05:09.520]  放棄一啲信仰嘅原則
[00:05:09.520 --> 00:05:13.600]  去向某一啲嘅現世價值去到妥協
[00:05:13.600 --> 00:05:16.160]  定還是我哋可能要面對住
[00:05:16.160 --> 00:05:18.800]  一啲現世價值對我哋嘅衝擊嘅時候
[00:05:18.800 --> 00:05:21.680]  我哋堅持信仰而受苦
[00:05:21.680 --> 00:05:23.360]  可能我哋呢啲問題
[00:05:23.360 --> 00:05:26.400]  都會不斷喺我哋嘅信仰生命裏面
[00:05:26.400 --> 00:05:29.040]  不斷係咁發生
[00:05:29.040 --> 00:05:30.640]  而今日嘅經課呢
[00:05:30.640 --> 00:05:32.720]  其實呢係正正回應緊
[00:05:32.720 --> 00:05:34.480]  我哋喺信仰裏面
[00:05:34.480 --> 00:05:35.840]  可能有好多掙扎
[00:05:35.840 --> 00:05:37.120]  有困難
[00:05:37.120 --> 00:05:40.080]  但係我哋仍然係有力量
[00:05:40.080 --> 00:05:43.760]  有動力去到堅持我哋嘅信仰
[00:05:43.760 --> 00:05:47.600]  而呢種動力往往就係幫助緊我哋
[00:05:47.600 --> 00:05:51.120]  去到克服緊我哋而家現有嘅困難
[00:05:51.120 --> 00:05:53.040]  同埋掙扎
[00:05:53.040 --> 00:05:57.520]  唔知呢個特定節目有冇係睇過啟示錄
[00:05:57.520 --> 00:06:01.360]  咁呢或者係覺得啟示錄都好得意
[00:06:01.360 --> 00:06:04.160]  就會特登走去淨係睇啟示錄
[00:06:04.160 --> 00:06:07.280]  咁呢我喺中學嘅時期啱啱初初信住呢
[00:06:07.280 --> 00:06:11.040]  我就係其實成本聖經呢都冇乜興趣嘅
[00:06:11.040 --> 00:06:12.400]  最有興趣係咩呢
[00:06:12.400 --> 00:06:13.920]  就係睇啟示錄喇
[00:06:13.920 --> 00:06:17.680]  原因係因為覺得啟示錄話講啟示喎
[00:06:17.680 --> 00:06:20.080]  係咪先即係對未來嘅嘢啦
[00:06:20.080 --> 00:06:22.080]  咁呢所以就特別有興趣
[00:06:22.080 --> 00:06:28.880]  咁另外呢其實呢有好多嘅動漫呀電影呀小說呀
[00:06:28.880 --> 00:06:30.640]  特別係西方呀西方小說
[00:06:30.640 --> 00:06:35.920]  都會用咗好多啟示錄嘅元素去到做一啲主題
[00:06:35.920 --> 00:06:39.280]  對於我哋嚟講啟示錄
[00:06:39.280 --> 00:06:41.840]  往往畀一種我哋一種感受就係
[00:06:41.840 --> 00:06:44.880]  講未來嘅事講末日嘅事
[00:06:44.880 --> 00:06:47.760]  然後甚至乎裏面呢有好多嘅異象
[00:06:47.760 --> 00:06:51.360]  而令到呢一卷好充滿神秘色彩嘅書
[00:06:51.360 --> 00:06:55.120]  所以呢就有啲有好多人呢就用啟示錄嘅內容
[00:06:55.120 --> 00:06:59.600]  裏面呢有好多嘅故事去到作好多嘅故事
[00:06:59.600 --> 00:07:03.360]  又或者呢嗱呢啲故事呢可能係娛樂用嘅
[00:07:03.360 --> 00:07:06.960]  譬如呢電影呢即係可能有一段時間啲西片呢
