
[00:00:00.000 --> 00:00:02.600]  大家好,又和大家一起讀聖經
[00:00:02.600 --> 00:00:04.360]  《生命說書教網絡》
[00:00:04.360 --> 00:00:05.960]  聖經人、聖經事
[00:00:05.960 --> 00:00:07.600]  又和大家見面
[00:00:07.600 --> 00:00:11.800]  一起認識聖經人與事後面的上帝是怎樣的
[00:00:11.800 --> 00:00:14.000]  讀聖經最重要是認識上帝
[00:00:14.000 --> 00:00:15.240]  就是
[00:00:15.240 --> 00:00:17.400]  眨眼一日
[00:00:17.400 --> 00:00:18.200]  嘩,又來
[00:00:18.200 --> 00:00:20.800]  這次是十二續章
[00:00:20.800 --> 00:00:24.200]  大家記得我們上次一直說
[00:00:24.200 --> 00:00:28.400]  阿伯拉罕這個人和他的事
[00:00:28.400 --> 00:00:31.000]  阿伯拉罕已經過去了
[00:00:31.000 --> 00:00:37.400]  終於有一天他離開了世界
[00:00:37.400 --> 00:00:40.000]  歸到列祖那裡
[00:00:40.000 --> 00:00:43.800]  然後這次看十二續章
[00:00:43.800 --> 00:00:46.400]  十二個續,有續章
[00:00:46.400 --> 00:00:49.400]  哦,即是以色列十二支派
[00:00:49.400 --> 00:00:50.800]  留意一下
[00:00:50.800 --> 00:00:53.600]  《創世紀》二十五章
[00:00:53.600 --> 00:00:56.400]  《創世紀》挺好的
[00:00:56.400 --> 00:00:58.200]  挺有次序的
[00:00:58.200 --> 00:00:59.600]  是周到的
[00:00:59.600 --> 00:01:00.800]  說完阿伯拉罕
[00:01:00.800 --> 00:01:02.000]  就開始說
[00:01:02.000 --> 00:01:04.000]  他的兒子以實瑪利
[00:01:04.000 --> 00:01:06.400]  先說阿伯拉罕,再說以薩
[00:01:06.400 --> 00:01:08.400]  以薩然後他又要處理一下
[00:01:08.400 --> 00:01:11.400]  以實瑪利怎樣下去
[00:01:11.400 --> 00:01:12.400]  交代一下
[00:01:12.400 --> 00:01:14.200]  不是處理,是交代一下
[00:01:14.200 --> 00:01:17.600]  在他的寫作上處理好以實瑪利
[00:01:17.600 --> 00:01:21.200]  第十二節是撒拉的侍女
[00:01:21.200 --> 00:01:24.000]  撒拉是阿伯拉罕的太太
[00:01:24.000 --> 00:01:27.200]  她的侍女,即是他的婢女
[00:01:27.200 --> 00:01:29.800]  或者是買回來的奴隸
[00:01:29.800 --> 00:01:33.200]  由她的名字就知道了
[00:01:33.200 --> 00:01:38.200]  撒拉的侍女是一個埃及裔人
[00:01:38.200 --> 00:01:43.200]  下甲給阿伯拉罕所生的兒子
[00:01:43.200 --> 00:01:45.200]  就是以實瑪利
[00:01:45.200 --> 00:01:49.200]  撒拉是阿伯拉罕的太太
[00:01:49.200 --> 00:01:50.800]  就是元配
[00:01:50.800 --> 00:01:54.200]  這個侍女很有可能是一個婢女
[00:01:54.200 --> 00:01:55.800]  或者是女的奴隸
[00:01:55.800 --> 00:01:59.200]  買回來服侍主母
[00:01:59.200 --> 00:02:01.000]  什麼人士來的?
[00:02:01.000 --> 00:02:02.400]  埃及人
[00:02:02.400 --> 00:02:05.600]  埃及趁這個機會和大家解釋一下
[00:02:05.600 --> 00:02:08.400]  埃及這個字是有意思的
[00:02:08.400 --> 00:02:11.000]  Mithrae
[00:02:11.000 --> 00:02:12.400]  Mithrae呢
[00:02:12.400 --> 00:02:14.800]  TS是讀J
[00:02:14.800 --> 00:02:17.600]  Mithrae
[00:02:17.600 --> 00:02:21.200]  Mithrae是兩個海峽
[00:02:21.200 --> 00:02:25.200]  很有可能埃及去到出海的地方附近
[00:02:25.200 --> 00:02:28.600]  像兩個海峽對著
[00:02:28.600 --> 00:02:29.800]  Mithrae
[00:02:29.800 --> 00:02:31.000]  兩個海峽
[00:02:31.000 --> 00:02:32.600]  他是埃及人
[00:02:32.600 --> 00:02:36.600]  而他的名字本身就是下甲
[00:02:36.600 --> 00:02:39.800]  下甲這個字很有意思
[00:02:39.800 --> 00:02:42.000]  是逃跑的意思
[00:02:42.000 --> 00:02:46.000]  因此推測他可能在埃及
[00:02:46.000 --> 00:02:48.800]  不知道發生什麼事
[00:02:48.800 --> 00:02:50.800]  就逃跑了出來
[00:02:50.800 --> 00:02:53.600]  就改了這個名字叫逃跑下甲
[00:02:53.600 --> 00:02:57.600]  沒理由家人自己改他的名字叫逃跑
[00:02:57.600 --> 00:02:59.400]  逃跑
[00:02:59.400 --> 00:03:01.000]  或者可能他小時候很頑皮
[00:03:01.000 --> 00:03:02.200]  經常到處跑
[00:03:02.200 --> 00:03:05.000]  一說他就跑了出去
[00:03:05.000 --> 00:03:05.800]  可能是這樣
[00:03:05.800 --> 00:03:08.800]  所以他的名字叫做肯加拿逃跑
[00:03:08.800 --> 00:03:12.800]  這個下甲是給阿伯拉罕生了一個兒子
[00:03:12.800 --> 00:03:15.200]  叫做以實瑪利
[00:03:15.200 --> 00:03:19.800]  埃及人開始在阿伯拉罕的家
[00:03:19.800 --> 00:03:21.600]  服侍撒拉的時候
[00:03:21.600 --> 00:03:23.800]  開始認識神
[00:03:23.800 --> 00:03:25.800]  認識耶和華神
[00:03:25.800 --> 00:03:29.600]  於是阿伯拉罕跟他改了一個名字
[00:03:29.600 --> 00:03:32.000]  可能叫做以實瑪利
[00:03:32.000 --> 00:03:33.600]  Ishmael
[00:03:33.600 --> 00:03:35.000]  這個名字以前出現過
[00:03:35.000 --> 00:03:36.600]  我都介紹過了
[00:03:36.600 --> 00:03:37.800]  Ishmael
[00:03:37.800 --> 00:03:39.000]  Ishmael
[00:03:39.000 --> 00:03:41.600]  其實這個L有一張EL
[00:03:41.600 --> 00:03:42.400]  Ishmael
[00:03:42.400 --> 00:03:44.200]  L就是神
[00:03:44.200 --> 00:03:45.400]  Ishma
[00:03:45.400 --> 00:03:46.800]  Ishmael
[00:03:46.800 --> 00:03:50.400]  Ishmael的意思是神會聽見
[00:03:50.400 --> 00:03:51.600]  神會聽到的
[00:03:51.600 --> 00:03:54.600]  大家一定要知道
[00:03:54.600 --> 00:03:57.400]  神是會聽你的禱告的
[00:03:57.400 --> 00:04:00.200]  亦都會聽你說話的
[00:04:00.200 --> 00:04:01.800]  所以小心說
[00:04:01.800 --> 00:04:03.200]  神是聽到的
[00:04:03.200 --> 00:04:04.600]  不要以為祂不知道
[00:04:04.600 --> 00:04:05.400]  不要迷倒
[00:04:05.400 --> 00:04:06.200]  不是的
[00:04:06.200 --> 00:04:09.400]  神雖然是你肉眼看不到
[00:04:09.400 --> 00:04:11.400]  但是你說的話神聽到
[00:04:11.400 --> 00:04:13.600]  甚至你心裏面說的話
[00:04:13.600 --> 00:04:14.600]  神都聽到
[00:04:14.600 --> 00:04:16.200]  Ishmael
[00:04:16.200 --> 00:04:18.600]  就是以實瑪利
[00:04:18.600 --> 00:04:19.400]  好名字
[00:04:19.400 --> 00:04:21.400]  第十三節
[00:04:21.400 --> 00:04:22.800]  還沒說
[00:04:22.800 --> 00:04:23.600]  第一點
[00:04:23.600 --> 00:04:24.600]  我想說的是
[00:04:24.600 --> 00:04:27.200]  有一個螢光的第一點
[00:04:27.200 --> 00:04:29.000]  以實瑪利其實是
[00:04:29.000 --> 00:04:32.200]  上帝是聽到的
[00:04:32.200 --> 00:04:34.200]  而且上帝是
[00:04:34.200 --> 00:04:36.000]  很信實
[00:04:36.000 --> 00:04:37.200]  很有信用
[00:04:37.200 --> 00:04:38.800]  跟阿伯拉罕說過
[00:04:38.800 --> 00:04:41.400]  你要出的後面成為大俗
[00:04:41.400 --> 00:04:46.400]  當時以撒拉就沒那麼
[00:04:46.400 --> 00:04:48.000]  信心不夠
[00:04:48.000 --> 00:04:51.200]  明明都說會生兒子的
[00:04:51.200 --> 00:04:52.600]  但是不會的
[00:04:52.600 --> 00:04:54.000]  我老公一百歲
