
[00:00:00.000 --> 00:00:01.960]  親愛的弟兄姐妹們,
[00:00:01.960 --> 00:00:04.360]  要是你們做了一件好事,
[00:00:04.360 --> 00:00:08.520]  有多少人都很想別人知道的,
[00:00:08.520 --> 00:00:10.360]  好不好舉手。
[00:00:10.360 --> 00:00:12.800]  你做了一件好事,善事,
[00:00:12.800 --> 00:00:15.560]  非常有益於社會的事,
[00:00:15.560 --> 00:00:17.280]  在你的心底裏,
[00:00:17.280 --> 00:00:19.560]  你非常希望別人都知道的,
[00:00:19.560 --> 00:00:23.000]  好不好舉手,舉高一點好嗎?
[00:00:23.000 --> 00:00:25.240]  那麼少嗎?真的。
[00:00:25.240 --> 00:00:28.760]  好像不太像現在這個世界。
[00:00:28.760 --> 00:00:31.160]  好,第二,
[00:00:31.160 --> 00:00:34.480]  要是你做了一件壞事,
[00:00:34.480 --> 00:00:36.880]  不榮譽的事,
[00:00:36.880 --> 00:00:40.040]  有多少人是很怕別人提,
[00:00:40.040 --> 00:00:42.040]  很怕別人知道的,
[00:00:42.040 --> 00:00:43.680]  好不好舉手?
[00:00:43.680 --> 00:00:45.760]  多一點了是嗎?
[00:00:45.760 --> 00:00:48.440]  全部人都舉了。
[00:00:48.440 --> 00:00:50.440]  弟兄姐妹,
[00:00:50.440 --> 00:00:52.760]  早一段時間,
[00:00:52.760 --> 00:00:54.600]  有個中國出來的富翁,
[00:00:54.600 --> 00:00:56.680]  到了臺灣去旅行,
[00:00:56.680 --> 00:00:59.240]  派錢,他派了多少呢?
[00:00:59.240 --> 00:01:03.880]  派了兩億人民幣,
[00:01:03.880 --> 00:01:08.120]  到臺灣到處去,
[00:01:08.120 --> 00:01:10.600]  衆人聚集的地方就派錢,
[00:01:10.600 --> 00:01:13.160]  衆人聚集的地方就派錢,
[00:01:13.160 --> 00:01:14.560]  帶來的結果,
[00:01:14.560 --> 00:01:17.400]  引起了一種非常大的鬨動,
[00:01:17.400 --> 00:01:20.600]  整個的臺灣把這個當作一個焦點,
[00:01:20.600 --> 00:01:23.400]  一個焦點的報道。
[00:01:23.400 --> 00:01:24.800]  有人就問我,
[00:01:24.800 --> 00:01:26.680]  你的看法怎麼樣?
[00:01:26.680 --> 00:01:30.360]  我當時已經立刻想到,
[00:01:30.360 --> 00:01:34.840]  耶穌基督在登山寶訓所教導的,
[00:01:34.840 --> 00:01:40.560]  幾件不要給人知道的好行爲。
[00:01:40.560 --> 00:01:42.640]  我們今天就來看看,
[00:01:42.640 --> 00:01:46.240]  到底這幾種不讓人知道,
[00:01:46.240 --> 00:01:48.640]  不希望給人知道的好行爲,
[00:01:48.640 --> 00:01:50.640]  是什麼的行爲呢?
[00:01:50.640 --> 00:01:54.040]  我們一起來看看今天的經文。
[00:01:54.040 --> 00:01:57.760]  這個經文記載在馬太福音的第六章,
[00:01:57.760 --> 00:02:00.520]  一到四節,
[00:02:00.520 --> 00:02:03.160]  然後跟着下來五到第六節,
[00:02:03.160 --> 00:02:05.920]  跟十六到十八節。
[00:02:05.920 --> 00:02:10.760]  請各位首先來讀讀我們今天的聖經。
[00:02:10.760 --> 00:02:15.720]  首先,我們先來看看,
[00:02:15.720 --> 00:02:19.440]  找到的,請一起來讀出來。
[00:02:19.440 --> 00:02:23.120]  第一到第四節馬太福音,一起來。
[00:02:23.120 --> 00:02:24.880]  你們要小心,
[00:02:24.880 --> 00:02:28.240]  不可將善事行在人的面前,
[00:02:28.240 --> 00:02:30.600]  故意叫他們看見。
[00:02:30.600 --> 00:02:31.840]  若是這樣,
[00:02:31.840 --> 00:02:35.080]  就不能得你們天父的賞賜。
[00:02:35.080 --> 00:02:37.560]  所以你們施捨的時候,
[00:02:37.560 --> 00:02:40.160]  不可在你面前吹號,
[00:02:40.160 --> 00:02:42.360]  向那假冒爲善的人,
[00:02:42.360 --> 00:02:45.600]  在會堂裏和街道上所行的,
[00:02:45.600 --> 00:02:48.240]  故意要給得人的榮耀。
[00:02:48.240 --> 00:02:49.960]  我實在告訴你們,
[00:02:49.960 --> 00:02:52.600]  他們已得了他們的賞賜,
[00:02:52.600 --> 00:02:54.240]  你施捨的時候,
[00:02:54.240 --> 00:02:57.360]  不要叫左手知道右手所做的,
[00:02:57.360 --> 00:03:00.320]  要叫你施捨的事行在暗中,
[00:03:00.320 --> 00:03:02.600]  你父在暗中觀察看,
[00:03:02.600 --> 00:03:04.320]  必然報答你。
[00:03:04.320 --> 00:03:06.960]  各位親愛的弟兄弟妹,
[00:03:06.960 --> 00:03:13.160]  這是登山寶聖一段非常非常特別的一個經文。
[00:03:13.160 --> 00:03:16.400]  這個經文的本身,第一到第四節,
[00:03:16.400 --> 00:03:19.480]  其實是講同一個主題。
[00:03:19.480 --> 00:03:22.120]  我非常喜歡在讀經的時間,
[00:03:22.120 --> 00:03:24.920]  用一些不同的顏色,
[00:03:24.920 --> 00:03:27.200]  把它來畫一些的記號。
[00:03:27.200 --> 00:03:29.200]  有嗎?
[00:03:29.200 --> 00:03:32.480]  可不可以把那個...
[00:03:32.480 --> 00:03:34.880]  這是我讀經得來那些東西,
[00:03:34.880 --> 00:03:39.280]  我平常我都非常喜歡做這些。
[00:03:39.280 --> 00:03:43.920]  其實,第一節"賞賜"這兩個字,
[00:03:43.920 --> 00:03:46.160]  "Eleemosyne",
[00:03:46.160 --> 00:03:48.600]  這個希臘文很難讀,
[00:03:48.600 --> 00:03:51.000]  "Eleemosyne"這個字,
[00:03:51.000 --> 00:03:53.400]  跟第二節"施捨",
[00:03:53.400 --> 00:03:55.240]  第三節"施捨",
[00:03:55.240 --> 00:03:57.680]  第四節"施捨",
[00:03:57.680 --> 00:04:01.280]  完全是同一個希臘字。
[00:04:01.280 --> 00:04:02.720]  因爲這個緣故,
[00:04:02.720 --> 00:04:05.080]  從第一節一直去到第四節,
[00:04:05.080 --> 00:04:07.920]  其實都是講同一樣的東西,
[00:04:07.920 --> 00:04:12.040]  就是做善事,施捨。
[00:04:12.040 --> 00:04:14.040]  然後在這個善事的本身,
[00:04:14.040 --> 00:04:16.920]  到底我們應該來得怎麼樣來得行,
[00:04:16.920 --> 00:04:18.680]  應該怎麼樣來得做,
[00:04:18.680 --> 00:04:23.120]  耶穌基督把當時一般的人所做的,
[00:04:23.120 --> 00:04:26.400]  完全相反來得提出來。
[00:04:26.400 --> 00:04:28.120]  其實做善事,
[00:04:28.120 --> 00:04:30.520]  對整個世界的人來講,
[00:04:30.520 --> 00:04:32.600]  都是一件非常好的事。
[00:04:32.600 --> 00:04:34.080]  同不同意啊?
[00:04:34.080 --> 00:04:35.760]  有多少人認爲,
[00:04:35.760 --> 00:04:37.040]  今天在這個社會,
[00:04:37.040 --> 00:04:38.760]  無論在哪一個的國家,
[00:04:38.760 --> 00:04:41.920]  都非常喜歡提到人要做善事的?
[00:04:41.920 --> 00:04:42.640]  好不好,舉手。
[00:04:42.640 --> 00:04:43.560]  多少人認爲,
[00:04:43.560 --> 00:04:46.080]  每一個政府都希望人做善事的?
[00:04:46.080 --> 00:04:47.920]  舉手好嗎?舉高一點。
[00:04:47.920 --> 00:04:49.080]  非常好。
[00:04:49.080 --> 00:04:50.240]  猶太人說,
[00:04:50.240 --> 00:04:53.960]  善行、施捨乃是公義的化身,
[00:04:53.960 --> 00:04:56.880]  是道德的至高境界,
[00:04:56.880 --> 00:05:00.680]  因爲施比受更爲有福。
[00:05:00.680 --> 00:05:01.600]  另外一個人,
[00:05:01.600 --> 00:05:03.040]  呂金漢他說,
[00:05:03.040 --> 00:05:04.880]  世間第一件的好事,
[00:05:04.880 --> 00:05:07.600]  莫如救難濟貧。
[00:05:07.600 --> 00:05:09.320]  俗語也有說,
[00:05:09.320 --> 00:05:12.160]  待有餘而後濟人,
[00:05:12.160 --> 00:05:14.880]  就必無濟人之日。
[00:05:14.880 --> 00:05:20.640]  待有暇,有閒暇而後讀書,
[00:05:20.640 --> 00:05:23.560]  就必無讀書之時。
[00:05:23.560 --> 00:05:27.000]  就是說,待我有空我就讀書,
[00:05:27.000 --> 00:05:31.160]  這個人就永遠不會有讀書的時候。
[00:05:31.160 --> 00:05:32.800]  也有人說,
[00:05:32.800 --> 00:05:35.720]  稀善之家,必有什麼?
[00:05:35.720 --> 00:05:37.120]  必有什麼?
[00:05:37.120 --> 00:05:39.360]  餘慶。
[00:05:39.360 --> 00:05:42.320]  稀惡之家,必有什麼?
[00:05:42.320 --> 00:05:44.080]  必有餘殃。
[00:05:44.080 --> 00:05:44.920]  換句話說,
[00:05:44.920 --> 00:05:48.280]  當我們繼續不斷來得積善、行善的時間,
[00:05:48.280 --> 00:05:49.400]  你就發現,
[00:05:49.400 --> 00:05:54.560]  他的家以後的經歷是充滿着喜樂。
[00:05:54.560 --> 00:05:56.320]  別人對他也會好,
[00:05:56.320 --> 00:05:58.400]  他們的家也會高興。
[00:05:58.400 --> 00:06:02.440]  但繼續不斷行惡、積惡這個家庭,
[00:06:02.440 --> 00:06:04.720]  一定會有很多的災殃,
[00:06:04.720 --> 00:06:06.440]  會連到他們的身上。
[00:06:06.440 --> 00:06:07.520]  因爲這個緣故,
[00:06:07.520 --> 00:06:09.760]  無論是國內我們中國人也好,
[00:06:09.760 --> 00:06:10.600]  外國人也好,
[00:06:10.600 --> 00:06:11.720]  猶太人也好,
[00:06:11.720 --> 00:06:12.960]  外邦人也好,
[00:06:12.960 --> 00:06:19.440]  對行善、施捨都是高度重視,
[00:06:19.440 --> 00:06:21.960]  非常非常注重。
[00:06:21.960 --> 00:06:23.760]  但是我們看見,
[00:06:23.760 --> 00:06:26.280]  在當時耶穌的時代,
[00:06:26.280 --> 00:06:29.520]  我相信也是現在這個社會的時代,
[00:06:29.520 --> 00:06:31.560]  一般人行善的時間,
[00:06:31.560 --> 00:06:34.680]  就唯恐人不知道。
[00:06:34.680 --> 00:06:36.760]  他們要在公衆的地方,
[00:06:36.760 --> 00:06:38.520]  很多人的地方,
[00:06:38.520 --> 00:06:40.080]  甚至是賣廣告,
[00:06:40.080 --> 00:06:41.800]  來得給人知道,
[00:06:41.800 --> 00:06:44.120]  啊,我現在有錢派了,
[00:06:44.120 --> 00:06:45.640]  我現在做這個了。
[00:06:45.640 --> 00:06:46.800]  舉個例子吧,
[00:06:46.800 --> 00:06:47.760]  香港,
[00:06:47.760 --> 00:06:49.280]  久不久你看見有很多人,
[00:06:49.280 --> 00:06:52.840]  有些機構有派米的行動,
[00:06:52.840 --> 00:06:54.200]  有留意嗎?
[00:06:54.200 --> 00:06:55.720]  當他們派米的時間,
[00:06:55.720 --> 00:06:57.440]  會怎麼樣派的?
[00:06:57.440 --> 00:06:58.760]  不是暗中,
[00:06:58.760 --> 00:07:00.120]  黑夜的時間,
[00:07:00.120 --> 00:07:01.720]  一袋一袋的米,
