
[00:00:00.000 --> 00:00:04.500]  《錄音或錄影》
[00:00:04.500 --> 00:00:06.500]  此錄音或錄影的版權
[00:00:06.500 --> 00:00:09.500]  是屬於基督教宣導會北角堂所有
[00:00:09.500 --> 00:00:11.500]  我們的屬靈傳統之一
[00:00:11.500 --> 00:00:13.500]  是以真理教導為本
[00:00:13.500 --> 00:00:16.500]  歡迎您將此錄音或錄影的連結
[00:00:16.500 --> 00:00:17.500]  傳給親友
[00:00:17.500 --> 00:00:19.000]  懇請注意
[00:00:19.000 --> 00:00:20.500]  未經授權
[00:00:20.500 --> 00:00:23.500]  請勿轉錄或剪輯本錄音或錄影
[00:00:23.500 --> 00:00:28.500]  甚願好像《仕途行傳》20章32節下所說
[00:00:28.500 --> 00:00:30.500]  這道能建立你們
[00:00:30.500 --> 00:00:32.500]  叫你們和一切誠誠的人
[00:00:32.500 --> 00:00:34.500]  同得基業
[00:00:34.500 --> 00:00:40.500]  讓我們再次禱告
[00:00:40.500 --> 00:00:44.500]  我們的主當我們打開您的話語的時候
[00:00:44.500 --> 00:00:48.500]  求主您以您的聖靈去幫助我們
[00:00:48.500 --> 00:00:51.500]  當我們去到聆聽您的教訓的時候
[00:00:51.500 --> 00:00:55.500]  特別對我們的生活有提醒
[00:00:55.500 --> 00:00:57.500]  有指導的時候
[00:00:57.500 --> 00:01:00.500]  求主讓我們的心開啟
[00:01:00.500 --> 00:01:03.500]  好讓我們的心樂意去到聆聽
[00:01:03.500 --> 00:01:05.500]  而且去到願意跟從
[00:01:05.500 --> 00:01:08.500]  求主帶領我們禱告奉耶穌基督的名字
[00:01:08.500 --> 00:01:09.500]  阿們
[00:01:09.500 --> 00:01:15.500]  哥林多前書是保羅回應教會裏面很多很多的問題
[00:01:15.500 --> 00:01:17.500]  相信當他寫的時候
[00:01:17.500 --> 00:01:21.500]  他是就著每一個需要回應的問題
[00:01:21.500 --> 00:01:23.500]  去到嘗試作答
[00:01:23.500 --> 00:01:25.500]  當這本書寫完之後
[00:01:25.500 --> 00:01:28.500]  在哥林多教會裏面是公讀的
[00:01:28.500 --> 00:01:32.500]  雖然好像每一個話題都是對某一類的情況
[00:01:32.500 --> 00:01:37.500]  或者某一群的弟兄姊妹的情況去到講
[00:01:37.500 --> 00:01:39.500]  但其實當公讀的時候
[00:01:39.500 --> 00:01:41.500]  大家是一起學習的
[00:01:41.500 --> 00:01:43.500]  今天我們去聆聽的時候
[00:01:43.500 --> 00:01:46.500]  都會聽到這段聖經特別多不同的情況
[00:01:46.500 --> 00:01:52.500]  但都是我們今天需要一同整體的去到學習
[00:01:53.500 --> 00:01:58.500]  我們之前是讀到哥林多前書裏面不同的問題
[00:01:58.500 --> 00:02:00.500]  在第六章裏面
[00:02:00.500 --> 00:02:05.500]  保羅跟哥林多教會討論到關於聖潔的問題
[00:02:05.500 --> 00:02:12.500]  特別是針對信徒應該怎樣去處理自己身體的慾望
[00:02:12.500 --> 00:02:15.500]  他就提醒信徒
[00:02:15.500 --> 00:02:17.500]  在第六章之前就說
[00:02:17.500 --> 00:02:21.500]  跟娼妓結合是得罪自己的身體
[00:02:21.500 --> 00:02:24.500]  他強調說這個是最邁進的身體
[00:02:24.500 --> 00:02:26.500]  其他的罪好像是身外的事
[00:02:26.500 --> 00:02:31.500]  但是與娼妓結合就是得罪自己的身體
[00:02:31.500 --> 00:02:35.500]  而他們的身體應該是用來榮耀神的
[00:02:35.500 --> 00:02:38.500]  不是在罪裏面的
