
[00:00:00.000 --> 00:00:03.680]  「大風大浪」
[00:00:03.680 --> 00:00:05.280]  各位親愛的弟兄姊妹
[00:00:05.280 --> 00:00:06.920]  平安在我們人生裏面
[00:00:06.920 --> 00:00:10.960]  有時突然之間大風大浪就蓋過來了
[00:00:10.960 --> 00:00:15.760]  我錄這段影片的時候是1月23日
[00:00:15.760 --> 00:00:17.640]  剛剛昨天
[00:00:17.640 --> 00:00:21.800]  香港的股票突然之間大跌
[00:00:21.800 --> 00:00:27.000]  我想很多人在股票市場會損手爛腳
[00:00:27.000 --> 00:00:29.000]  我們的生命就是這樣
[00:00:29.000 --> 00:00:31.320]  突然之間我的女兒
[00:00:31.320 --> 00:00:34.160]  她說要移民英國
[00:00:34.160 --> 00:00:36.640]  孫兒又跟著她走
[00:00:36.640 --> 00:00:38.560]  對於一個長者來說
[00:00:38.560 --> 00:00:40.800]  好像驚慌失措
[00:00:40.800 --> 00:00:43.480]  她本來想著有兒孫陪伴
[00:00:43.480 --> 00:00:45.640]  可以安享晚年
[00:00:45.640 --> 00:00:49.080]  誰知道子女為了孫兒的緣故
[00:00:49.080 --> 00:00:52.080]  是需要離開香港
[00:00:52.080 --> 00:00:55.200]  我想很多人生命裏面
[00:00:55.200 --> 00:00:58.320]  都會經歷各樣不同的衝擊
[00:00:58.320 --> 00:01:00.720]  各樣不同的打擊
[00:01:00.720 --> 00:01:02.480]  原來我們的人生
[00:01:02.480 --> 00:01:08.200]  是從來不斷會遇到暴風
[00:01:08.200 --> 00:01:10.040]  甚至有時我們形容
[00:01:10.040 --> 00:01:14.040]  我們是一個暴風眼的當中
[00:01:14.040 --> 00:01:15.080]  我想問你
[00:01:15.080 --> 00:01:18.160]  當你在暴風眼裏面的時候
[00:01:18.160 --> 00:01:20.440]  你靠什麼呢?
[00:01:20.440 --> 00:01:22.400]  我就想起小時候
[00:01:22.400 --> 00:01:26.760]  我最喜歡聽主學老師說的一個聖經故事是什麼?
[00:01:26.760 --> 00:01:30.120]  但是你被釘到獅子坑
[00:01:30.120 --> 00:01:32.520]  小時候我聽到
[00:01:32.520 --> 00:01:34.920]  獅子是百獸之王
[00:01:34.920 --> 00:01:36.440]  很威風的
[00:01:36.440 --> 00:01:38.960]  可惜香港沒有動物園
[00:01:38.960 --> 00:01:41.000]  沒有地方看到獅子
[00:01:41.000 --> 00:01:43.080]  只能夠看圖片
[00:01:43.080 --> 00:01:44.960]  後來開始有電視
[00:01:44.960 --> 00:01:49.120]  我很喜歡看野生動物的節目
[00:01:49.120 --> 00:01:50.800]  看獅子多威風
[00:01:50.800 --> 00:01:53.200]  有時獅子一敲叫的時候
[00:01:53.200 --> 00:01:56.680]  那種敲叫聲很震撼人心
[00:01:56.680 --> 00:01:58.480]  原來譚耀利
[00:01:58.480 --> 00:02:00.920]  他因為向神祈禱
[00:02:00.920 --> 00:02:03.080]  就被那些人作弄
[00:02:03.080 --> 00:02:05.240]  叫王立一條條例
[00:02:05.240 --> 00:02:06.880]  30天之內
[00:02:06.880 --> 00:02:08.800]  你不可以向其他的神明
[00:02:08.800 --> 00:02:11.080]  不可以向其他人跪拜
[00:02:11.080 --> 00:02:13.640]  但是譚耀利真的很勇敢
[00:02:13.640 --> 00:02:18.720]  他仍然一天三次打開他的窗
[00:02:18.720 --> 00:02:22.960]  跪在神面前向神祈禱
[00:02:22.960 --> 00:02:25.920]  各位這個真的給我一個很大的激勵
[00:02:25.920 --> 00:02:28.480]  如果有人下了一條條例
[00:02:28.480 --> 00:02:30.400]  你不准回教會
[00:02:30.400 --> 00:02:32.000]  你不准敬拜神
[00:02:32.000 --> 00:02:35.080]  甚至你在家裡也不准祈禱
[00:02:35.080 --> 00:02:37.040]  請問你會不會聽話呢?
[00:02:37.040 --> 00:02:40.160]  有時我們都會乖乖做一個訊問
[00:02:40.160 --> 00:02:42.240]  聽一下話就算了
[00:02:42.240 --> 00:02:45.640]  但是譚耀利堅持他的立場
[00:02:45.640 --> 00:02:47.520]  堅持他的信仰
[00:02:47.520 --> 00:02:51.080]  一天三次打開窗
[00:02:51.080 --> 00:02:55.160]  讓人看到他雙膝跪下
[00:02:55.160 --> 00:02:57.480]  向他的神明祈禱
[00:02:57.480 --> 00:03:00.920]  結果就被扔下獅子坑
[00:03:00.920 --> 00:03:03.640]  由於皇帝很疼他
[00:03:03.640 --> 00:03:06.520]  皇帝就很憂愁
[00:03:06.520 --> 00:03:09.360]  看看如何可以幫助譚耀利
[00:03:09.360 --> 00:03:10.440]  但是沒辦法了
[00:03:10.440 --> 00:03:11.560]  時候到了
[00:03:11.560 --> 00:03:13.720]  那些大臣就說
[00:03:13.720 --> 00:03:14.400]  不行了
[00:03:14.400 --> 00:03:19.320]  皇帝一定要扔譚耀利下獅子坑
[00:03:19.320 --> 00:03:22.160]  聖經有很精彩的記載
[00:03:22.160 --> 00:03:24.800]  這個王就對譚耀利說
[00:03:24.800 --> 00:03:27.560]  相信你的神明
[00:03:27.560 --> 00:03:29.920]  會保護你
[00:03:29.920 --> 00:03:31.880]  保佑你的
[00:03:31.880 --> 00:03:35.440]  結果譚耀利就被扔下獅子坑
[00:03:35.440 --> 00:03:40.160]  那一晚皇帝睡不著覺
[00:03:40.160 --> 00:03:42.520]  他整晚睡不著
[00:03:42.520 --> 00:03:44.440]  第二天清晨起來
[00:03:44.440 --> 00:03:46.920]  他就跑去獅子坑了
[00:03:46.920 --> 00:03:48.240]  他大聲喊
[00:03:48.240 --> 00:03:50.080]  他說譚耀利啊
[00:03:50.080 --> 00:03:51.120]  譚耀利啊
[00:03:51.120 --> 00:03:52.800]  你平不平安呢?
[00:03:52.800 --> 00:03:57.240]  怎知道譚耀利在獅子坑裡面應他
[00:03:57.240 --> 00:04:00.400]  他說王啊王啊願王萬歲
[00:04:00.400 --> 00:04:04.720]  他說那位我所信奉的神
[00:04:04.720 --> 00:04:07.720]  祂保護我
[00:04:07.720 --> 00:04:12.760]  他差遣使者來封住獅子的口
[00:04:12.760 --> 00:04:15.560]  所以獅子完全沒有傷害我
[00:04:15.560 --> 00:04:18.000]  這個王馬上吩咐人
[00:04:18.000 --> 00:04:21.840]  將譚耀利在獅子坑裡面吊出來
[00:04:21.840 --> 00:04:28.240]  他發覺譚耀利的衣物全部無損
[00:04:28.240 --> 00:04:30.800]  你知道如果獅子吊過來
[00:04:30.800 --> 00:04:33.120]  你的衣服都會破了
[00:04:33.120 --> 00:04:35.920]  譚耀利真是很奇妙
[00:04:35.920 --> 00:04:39.040]  絲毫無損傷
[00:04:39.040 --> 00:04:41.000]  請大家想像一下
[00:04:41.000 --> 00:04:43.960]  古代人將人扔下獅子坑
[00:04:43.960 --> 00:04:46.240]  是一個很殘忍的方法
[00:04:46.240 --> 00:04:49.920]  你知道有些獅子會不餵食物給他吃嗎?
[00:04:49.920 --> 00:04:51.760]  讓那些獅子很餓
[00:04:51.760 --> 00:04:53.760]  無論你扔什麼下去
[00:04:53.760 --> 00:04:55.800]  他都飛撲過來
[00:04:55.800 --> 00:04:58.320]  大家就在那裡開餐
[00:04:58.320 --> 00:05:02.040]  如果你將一個人扔下獅子坑
[00:05:02.040 --> 00:05:05.840]  一定連骨頭都被人吃光
[00:05:05.840 --> 00:05:09.960]  但是神就是這麼奇妙的一個神
[00:05:09.960 --> 00:05:14.360]  但以他觸犯了周圍的大神
[00:05:14.360 --> 00:05:18.440]  在王吳國義立了他的命令之下
[00:05:18.440 --> 00:05:22.760]  他就遇到一個這樣的結局
[00:05:22.760 --> 00:05:24.920]  這個聖經的記載
[00:05:24.920 --> 00:05:29.960]  教導我們一個很重要的功課
[00:05:29.960 --> 00:05:34.280]  就是如果你人生落在一些困難
[00:05:34.280 --> 00:05:38.480]  難處艱難裡面的時候
[00:05:38.480 --> 00:05:43.120]  你需要好像在暴風雨當中的樹
[00:05:43.120 --> 00:05:45.840]  有一個茅
[00:05:45.840 --> 00:05:48.320]  我記得青年人的時候
[00:05:48.320 --> 00:05:51.080]  我也很喜歡唱一首聖詩
[00:05:51.080 --> 00:05:56.520]  叫做《基督的茅》
[00:05:56.520 --> 00:05:58.320]  好像一艘船
[00:05:58.320 --> 00:06:01.200]  它只要將茅扔下海
[00:06:01.200 --> 00:06:03.680]  由於茅很重很大
[00:06:03.680 --> 00:06:05.480]  就會一直沉沉沉沉
[00:06:05.480 --> 00:06:07.120]  沉到海底
[00:06:07.120 --> 00:06:10.600]  就有一些岩石抓住
[00:06:10.600 --> 00:06:15.080]  所以由於有一條鏈一直連著船
[00:06:15.080 --> 00:06:18.600]  雖然上面的船會飄來飄去
[00:06:18.600 --> 00:06:21.400]  但它不會撞到其他地方
[00:06:21.400 --> 00:06:24.440]  它仍然牢固地
[00:06:24.440 --> 00:06:28.320]  在它要停泊的那個地方
[00:06:28.320 --> 00:06:31.400]  不會說被大浪吹了出大海
[00:06:31.400 --> 00:06:34.400]  被大浪吹到其他地方
[00:06:34.400 --> 00:06:36.840]  撞到岩石上
[00:06:36.840 --> 00:06:40.040]  所以茅很重要
[00:06:40.040 --> 00:06:43.480]  我請問你在暴風雨
[00:06:43.480 --> 00:06:46.320]  在暴風眼當中
[00:06:46.320 --> 00:06:51.040]  什麼是你生命的茅呢?
[00:06:51.040 --> 00:06:54.800]  這個就是我們基督徒在生活準則裡面
[00:06:54.800 --> 00:06:59.200]  很需要掌握的一個原則
[00:06:59.200 --> 00:07:02.360]  原來神的話
[00:07:02.360 --> 00:07:06.600]  神永恆不變的話
[00:07:06.600 --> 00:07:10.240]  是我們生命的茅
[00:07:10.240 --> 00:07:16.720]  我想引用的是文數記23章第19節
[00:07:16.720 --> 00:07:20.200]  我想請你打開本聖經
[00:07:20.200 --> 00:07:22.240]  或者用你的手機看一下
[00:07:22.240 --> 00:07:26.240]  文數記23章19節
[00:07:26.240 --> 00:07:29.440]  我們比較少聽到的一節聖經
[00:07:29.440 --> 00:07:35.160]  它說神非人必不自說謊
[00:07:35.160 --> 00:07:38.880]  就是神不會說謊
[00:07:38.880 --> 00:07:44.160]  神非人子必不自後悔
[00:07:44.160 --> 00:07:48.560]  神又不是人的兒子會後悔的
[00:07:48.560 --> 00:07:50.960]  我們每一個人都要承認
[00:07:50.960 --> 00:07:53.080]  你一定說過謊
[00:07:53.080 --> 00:07:54.960]  你一定會後悔
[00:07:54.960 --> 00:07:56.240]  但是我們的神
[00:07:56.240 --> 00:07:58.560]  不是人又不是人子
[00:07:58.560 --> 00:08:00.240]  祂又不說謊
[00:08:00.240 --> 00:08:04.480]  祂又不會後悔
[00:08:04.480 --> 00:08:09.360]  祂說話豈不照著行
[00:08:09.360 --> 00:08:13.200]  祂豈不要成就
[00:08:13.200 --> 00:08:16.960]  祂說豈不要成就
[00:08:16.960 --> 00:08:18.640]  這裡就是告訴我們
[00:08:18.640 --> 00:08:21.120]  聖經所說的
[00:08:21.120 --> 00:08:23.520]  神所有的說話
[00:08:23.520 --> 00:08:28.000]  每一句說話都一定會成就
[00:08:28.000 --> 00:08:30.320]  耶穌也曾經說過
[00:08:30.320 --> 00:08:33.280]  天地雖變
[00:08:33.280 --> 00:08:35.600]  但是神的說話
[00:08:35.600 --> 00:08:38.400]  永不改變
[00:08:38.400 --> 00:08:41.600]  我們知道一間房子建得很漂亮
[00:08:41.600 --> 00:08:45.200]  過了20年 40年 60年
[00:08:45.200 --> 00:08:49.280]  就會變成很殘舊的房子
[00:08:49.280 --> 00:08:51.440]  你需要維修
[00:08:51.440 --> 00:08:54.320]  有些房子外牆會掉下來
[00:08:54.320 --> 00:08:56.480]  電線會舊
[00:08:56.480 --> 00:08:58.880]  甚至有時候要全座大廈
[00:08:58.880 --> 00:09:01.280]  重新鋪過電線
[00:09:01.280 --> 00:09:04.160]  因為太落後了 太殘舊了
[00:09:04.160 --> 00:09:07.360]  現在有很多新的產品
[00:09:07.360 --> 00:09:10.240]  天地終變
[00:09:10.240 --> 00:09:12.640]  大地都會改變
[00:09:12.640 --> 00:09:14.080]  但是神的話
[00:09:14.080 --> 00:09:16.880]  是永不動搖
[00:09:16.880 --> 00:09:18.880]  永恆不變
[00:09:18.880 --> 00:09:20.880]  所以各位親愛的弟兄姊妹
[00:09:20.880 --> 00:09:23.680]  我們要學這個功課
[00:09:23.680 --> 00:09:26.560]  沒錯 我們都會聽很多聖經
[00:09:26.560 --> 00:09:27.920]  但是老實說
