
[00:00:00.000 --> 00:00:02.720]  各位遛熊姐妹早上平安
[00:00:02.720 --> 00:00:06.000]  網路上的遛熊姐妹很高興再一次能夠進到你的家中
[00:00:06.000 --> 00:00:10.120]  和你一同敬拜大美主一同來分享深的懷疑
[00:00:10.120 --> 00:00:14.680]  最近在美國發生許多種的槍擊事件
[00:00:14.680 --> 00:00:17.880]  還有加上匪徒到處搶劫
[00:00:17.880 --> 00:00:21.200]  使許多人的心中感到惶恐不安
[00:00:21.200 --> 00:00:23.400]  加上媒體不斷的報導
[00:00:23.400 --> 00:00:27.600]  更是使許多人陷入到恐懼這樣的陰影當中
[00:00:27.600 --> 00:00:29.800]  我想許多基督徒也不例外
[00:00:29.800 --> 00:00:32.440]  但是我們的神要我們知道說
[00:00:32.440 --> 00:00:34.680]  答案就在於我們的耶穌基督
[00:00:34.680 --> 00:00:37.960]  我們要把我們的眼目注目在耶穌基督身上
[00:00:37.960 --> 00:00:41.200]  而不是注目在仇敵的工作身上
[00:00:41.200 --> 00:00:45.640]  因此耶穌基督在約翰福音第十章第十節告訴我們說
[00:00:45.640 --> 00:00:49.320]  盜賊來無非是要偷竊殺害和毀壞
[00:00:49.320 --> 00:00:51.040]  但是耶穌說我來了
[00:00:51.040 --> 00:00:56.560]  是要叫羊叫你得生命並且得德更豐盛
[00:00:56.560 --> 00:01:00.160]  仇敵的工作是要我們把我們的眼目放在祂的身上
[00:01:00.160 --> 00:01:04.080]  但是耶穌基督要我們專注在祂自己的身上
[00:01:04.080 --> 00:01:05.120]  阿們
[00:01:05.120 --> 00:01:08.360]  有一個神學院在畢業考試的時候
[00:01:08.360 --> 00:01:12.120]  教授為學生們出了兩個討論問題
[00:01:12.120 --> 00:01:13.720]  第一個問題是
[00:01:13.720 --> 00:01:15.760]  什麼是魔鬼撒旦
[00:01:15.760 --> 00:01:18.840]  和你對魔鬼撒旦經歷的分享
[00:01:18.840 --> 00:01:20.080]  第二個題目是
[00:01:20.080 --> 00:01:21.760]  你認識神嗎
[00:01:21.760 --> 00:01:23.440]  分析神是甚麼
[00:01:23.440 --> 00:01:26.400]  第二個題目是你認識神嗎
[00:01:26.400 --> 00:01:28.640]  分享你與神的經歷
[00:01:28.640 --> 00:01:30.320]  學生們拿到這個考卷以後
[00:01:30.320 --> 00:01:34.360]  就大家埋頭苦幹就寫下魔鬼撒旦
[00:01:34.360 --> 00:01:39.280]  它就是帶領我們犯罪的情慾試探
[00:01:39.280 --> 00:01:42.520]  他們也寫了很多關於經歷了魔鬼撒旦
[00:01:42.520 --> 00:01:45.720]  在你們生命當中所謂的試探捆綁
[00:01:45.720 --> 00:01:48.800]  埋頭苦幹寫了以後一分一秒就過去了
[00:01:48.800 --> 00:01:51.000]  結果就沒有時間寫第二題
[00:01:51.000 --> 00:01:52.320]  就草草寫了幾句
[00:01:52.320 --> 00:01:54.800]  就交了這個考卷
[00:01:54.800 --> 00:01:56.760]  不久以後成績公佈了
[00:01:56.760 --> 00:02:00.240]  幾乎所有的學生的分數都不及格
[00:02:00.240 --> 00:02:02.960]  只有一個人的分數是滿分
[00:02:02.960 --> 00:02:04.240]  大家都非常好奇
[00:02:04.240 --> 00:02:07.880]  過來看看到底他寫的有甚麼不一樣
[00:02:07.880 --> 00:02:11.080]  看了之下才發現他寫的跟他們也一樣
[00:02:11.080 --> 00:02:14.560]  只不過是他先從第二題開始
[00:02:14.560 --> 00:02:16.480]  寫的關於他對神的認識
[00:02:16.480 --> 00:02:19.040]  和他所經歷神的許多的經歷
[00:02:19.040 --> 00:02:22.520]  寫滿滿的寫了兩頁
[00:02:22.520 --> 00:02:25.200]  當他寫第一題的時候
[00:02:25.200 --> 00:02:27.080]  他只寫了四個字
[00:02:27.080 --> 00:02:31.200]  沒有時間
[00:02:31.200 --> 00:02:33.800]  是的神要我們把我們的眼目
[00:02:33.800 --> 00:02:36.440]  專目在耶穌基督的工作
[00:02:36.440 --> 00:02:39.360]  而不是仇敵魔鬼撒旦的工作
[00:02:39.360 --> 00:02:42.160]  史魯保羅是一個非常專注的人
[00:02:42.160 --> 00:02:43.360]  他在他的服飾當中
[00:02:43.360 --> 00:02:45.040]  遇到許多的考驗
[00:02:45.040 --> 00:02:46.600]  許多的磨練
[00:02:46.600 --> 00:02:49.480]  但是他的眼目總是盯在耶穌基督
[00:02:49.480 --> 00:02:51.000]  和他的工作上
[00:02:51.000 --> 00:02:53.120]  因此在羅馬書第一章十六節
[00:02:53.120 --> 00:02:55.080]  我們今天早上一起思想的經文
[00:02:55.080 --> 00:02:56.440]  羅馬書第一章十六節
[00:02:56.440 --> 00:02:57.360]  保羅如此說
[00:02:57.360 --> 00:02:59.880]  他說我不以福音為恥
[00:02:59.880 --> 00:03:02.400]  這福音本是神的大能
[00:03:02.400 --> 00:03:04.160]  要就一切相信的
[00:03:04.160 --> 00:03:08.160]  先是猶太人後是悉尼利人
[00:03:08.160 --> 00:03:10.360]  所以保羅說我不以福音為恥
[00:03:10.360 --> 00:03:12.880]  因為當時很多這些猶太人背景的
[00:03:12.880 --> 00:03:15.720]  他們都覺得福音是給余濁的人
[00:03:15.720 --> 00:03:17.600]  但保羅說我不以福音為恥
[00:03:17.600 --> 00:03:19.840]  因為他深深的相信
[00:03:19.840 --> 00:03:23.120]  這福音本來就是神的大能
[00:03:23.120 --> 00:03:25.680]  而且要就一切相信的人
[00:03:25.680 --> 00:03:28.760]  所以他如此衷心的傳揚
[00:03:28.760 --> 00:03:30.280]  耶穌基督的福音
[00:03:30.280 --> 00:03:31.520]  那今天我們來思想
[00:03:31.520 --> 00:03:33.560]  耶穌基督大能的福音
[00:03:33.560 --> 00:03:36.960]  如何能夠彰顯出神的能力呢
[00:03:36.960 --> 00:03:39.680]  為什麼我們要傳揚大能的福音呢
[00:03:39.680 --> 00:03:41.680]  我們從三方面來思想
[00:03:41.680 --> 00:03:43.520]  首先我們從神的愛
[00:03:43.520 --> 00:03:45.640]  第二我們要從耶穌基督的到來
[00:03:45.640 --> 00:03:49.840]  第三要思想聖靈的工作和能力
[00:03:49.840 --> 00:03:52.000]  我們先來思想神的愛
[00:03:52.000 --> 00:03:54.360]  這大能的福音因為什麼
[00:03:54.360 --> 00:03:56.440]  神愛世人
[00:03:56.440 --> 00:03:57.000]  Amen
[00:03:57.000 --> 00:03:58.080]  我們一起來講一遍
[00:03:58.080 --> 00:03:59.360]  神愛世人
[00:03:59.360 --> 00:04:03.960]  讓人人都有得救的機會
[00:04:03.960 --> 00:04:06.480]  這乃是大好的福音
[00:04:06.480 --> 00:04:07.960]  大好的消息
[00:04:07.960 --> 00:04:09.920]  神愛世人
[00:04:09.920 --> 00:04:11.960]  大能福音最重要的一點
[00:04:11.960 --> 00:04:15.000]  乃是因為神愛世上每一個人
[00:04:15.000 --> 00:04:17.360]  不論是白人、黃種人、黑種人
[00:04:17.360 --> 00:04:19.160]  神都愛世上每一個人
[00:04:19.160 --> 00:04:19.960]  每一國的人
[00:04:19.960 --> 00:04:21.600]  每一個民族的人
[00:04:21.600 --> 00:04:23.680]  實在非常出名的一節聖經
[00:04:23.680 --> 00:04:24.960]  約翰福音第三章十六節
[00:04:24.960 --> 00:04:26.960]  我們大家都會背一起來讀好不好
[00:04:26.960 --> 00:04:28.480]  三章十六節說什麼呢
[00:04:28.480 --> 00:04:30.560]  神愛世人
[00:04:30.560 --> 00:04:33.120]  甚至將祂的獨生子賜給他們
[00:04:33.120 --> 00:04:36.040]  叫一切信他的不自滅亡
[00:04:36.040 --> 00:04:38.960]  反德永生
[00:04:38.960 --> 00:04:41.440]  這節聖經乃是可以把整本聖經
[00:04:41.440 --> 00:04:43.720]  從創世紀到啟示錄裡面
[00:04:43.720 --> 00:04:47.400]  綜合起來最重要的一個中心思想
[00:04:47.400 --> 00:04:51.240]  也把神的心意向世人來敞開
[00:04:51.240 --> 00:04:53.200]  神愛世人
[00:04:53.200 --> 00:04:56.280]  因此讓每一個人都有機會得救
[00:04:56.280 --> 00:04:58.560]  每一個人都有機會聽聞福音
[00:04:58.560 --> 00:05:02.120]  所以福音可以說是最偉大的好消息
[00:05:02.120 --> 00:05:03.000]  阿們
[00:05:03.000 --> 00:05:05.280]  所以說福音是最偉大的好消息
[00:05:05.280 --> 00:05:06.800]  哪些方面的偉大呢
[00:05:06.800 --> 00:05:07.960]  太偉大了
[00:05:07.960 --> 00:05:10.680]  他說有這位神最偉大的愛人
[00:05:10.680 --> 00:05:12.480]  創造宇宙天地萬物的主宰
[00:05:12.480 --> 00:05:14.240]  這位上帝這位神
[00:05:14.240 --> 00:05:16.280]  然後祂做出了最偉大的行動
[00:05:16.280 --> 00:05:17.200]  什麼行動
[00:05:17.200 --> 00:05:19.240]  就是愛世人
[00:05:19.240 --> 00:05:20.680]  無條件的愛世人
[00:05:20.680 --> 00:05:22.520]  永不改變的愛世人
[00:05:22.520 --> 00:05:25.280]  然後給予這個最偉大的對象是誰呢
[00:05:25.280 --> 00:05:27.000]  事實上的每一個人
[00:05:27.000 --> 00:05:28.800]  我們都是神所愛的對象
[00:05:28.800 --> 00:05:29.680]  阿們
[00:05:29.680 --> 00:05:32.440]  萬國萬民都是神所愛的對象
[00:05:32.440 --> 00:05:33.280]  不但是如此
[00:05:33.280 --> 00:05:35.960]  神也給世人一個最偉大的機會
[00:05:35.960 --> 00:05:37.240]  叫一切什麼
[00:05:37.240 --> 00:05:39.000]  信他的人
[00:05:39.000 --> 00:05:40.800]  所以我們要求一個人要先悔改
[00:05:40.800 --> 00:05:43.200]  先改變他所有的壞習慣
[00:05:43.200 --> 00:05:44.280]  才能夠領受神的愛
