
[00:00:00.000 --> 00:00:01.280]  弟兄姊妹,早晨!
[00:00:01.280 --> 00:00:06.640]  今天我想和大家分享生命的旅程
[00:00:06.640 --> 00:00:08.560]  最後一講的講道
[00:00:08.560 --> 00:00:09.800]  我們生命的旅程
[00:00:09.800 --> 00:00:11.200]  我們第一講在這裡
[00:00:11.200 --> 00:00:12.760]  就聽到Pastor Anders講
[00:00:12.760 --> 00:00:15.240]  講有關怎樣做父母的年輕人
[00:00:15.240 --> 00:00:17.800]  跟著梁牧師就講他的
[00:00:17.800 --> 00:00:21.080]  這個「夕陽無限好」
[00:00:21.080 --> 00:00:22.440]  跟著Pastor Jackie
[00:00:22.440 --> 00:00:25.720]  就講他的「日中必疾」
[00:00:25.720 --> 00:00:27.680]  如果你記得那個字,OK?
[00:00:27.680 --> 00:00:29.040]  跟著我講的
[00:00:29.040 --> 00:00:31.200]  今天所講的人生的階段
[00:00:31.200 --> 00:00:33.080]  OK,我們有老中青都講過
[00:00:33.080 --> 00:00:35.480]  今天我們要講一講的是
[00:00:35.480 --> 00:00:36.960]  「單身」
[00:00:36.960 --> 00:00:37.840]  OK,又叫
[00:00:37.840 --> 00:00:39.080]  或者有些人會喜歡講
[00:00:39.080 --> 00:00:40.360]  「單身」是「獨身」
[00:00:40.360 --> 00:00:43.120]  那究竟是什麼是「單身」?
[00:00:43.120 --> 00:00:44.840]  什麼是「獨身」呢?
[00:00:44.840 --> 00:00:47.040]  其實人生真的有很多不同的階段
[00:00:47.040 --> 00:00:47.680]  OK?
[00:00:47.680 --> 00:00:49.240]  剛才我講的那些都是
[00:00:49.240 --> 00:00:51.080]  但是今天我講的「單身」
[00:00:51.080 --> 00:00:53.920]  你不要以為其實我有家庭
[00:00:53.920 --> 00:00:56.000]  或者我結了婚就不是「單身」
[00:00:56.000 --> 00:00:57.080]  其實不是
[00:00:57.080 --> 00:01:00.560]  其實人生不同的時候
[00:01:00.560 --> 00:01:05.280]  都有不同「單身」的階段
[00:01:05.280 --> 00:01:08.840]  好,我們看看人生不同的階段
[00:01:08.840 --> 00:01:12.080]  這個是剛才我們所講的人生
[00:01:12.080 --> 00:01:15.840]  成長時期、步入社會、成家立室
[00:01:15.840 --> 00:01:17.480]  OK,黃金歲月,各種
[00:01:17.480 --> 00:01:19.120]  但是「單身」的階段
[00:01:19.120 --> 00:01:20.560]  其實有很多的
[00:01:20.560 --> 00:01:21.680]  如果你想一想
[00:01:21.680 --> 00:01:24.760]  你出生到你拍拖
[00:01:24.760 --> 00:01:26.680]  其實你是不是「單身」呢?
[00:01:26.680 --> 00:01:27.680]  其實是的
[00:01:27.680 --> 00:01:30.400]  由出生那一刻到你拍拖的時候
[00:01:30.400 --> 00:01:31.920]  其實這段時間你都是「單身」
[00:01:31.920 --> 00:01:33.560]  因為沒有人牽著女朋友
[00:01:33.560 --> 00:01:35.440]  我牽著老徒出生的,對不對?
[00:01:35.440 --> 00:01:39.480]  就是最近我妹妹一兩年前生了一對Twins
[00:01:39.480 --> 00:01:41.000]  OK,Franco也是
[00:01:41.000 --> 00:01:42.440]  在我們教會的Franco也是
[00:01:42.440 --> 00:01:44.000]  其實他們出生
[00:01:44.000 --> 00:01:45.880]  雖然說他們兩個嬰兒
[00:01:45.880 --> 00:01:47.840]  兩個小朋友一起在肚子裡
[00:01:47.840 --> 00:01:49.120]  但是他們出生的時候
[00:01:49.120 --> 00:01:51.000]  都是個別一個個體
[00:01:51.000 --> 00:01:53.040]  所以其實他們都是「單身」,對不對?
[00:01:53.040 --> 00:01:56.360]  那為什麼我會用「拍拖」去做一個分界呢?
[00:01:56.360 --> 00:01:57.880]  其實很多人「拍拖」覺得
[00:01:57.880 --> 00:02:00.440]  我「拍拖」的時候應該要找一個伴侶
[00:02:00.440 --> 00:02:02.520]  所以我都當你「拍拖」的時候
[00:02:02.520 --> 00:02:03.640]  是有人去陪伴
[00:02:03.640 --> 00:02:05.280]  這樣也不是「單身」
[00:02:05.280 --> 00:02:07.720]  接著
[00:02:07.720 --> 00:02:08.560]  結婚之後
[00:02:08.560 --> 00:02:09.760]  你說結了婚就不是「單身」
[00:02:09.760 --> 00:02:11.320]  沒錯,結了婚就不是「單身」
[00:02:11.320 --> 00:02:12.640]  但是結婚之後
[00:02:12.640 --> 00:02:16.760]  我們會有一些所謂的假「單身」的象徵
[00:02:16.760 --> 00:02:20.920]  尤其是現今在這個大世界裡面
[00:02:20.920 --> 00:02:22.720]  很多移民的情況
[00:02:22.720 --> 00:02:25.640]  也有很多不同工作環境的情況
[00:02:25.640 --> 00:02:27.320]  譬如我有一個朋友
[00:02:27.320 --> 00:02:29.440]  他在香港過了英國
[00:02:29.440 --> 00:02:32.360]  過了英國一年
[00:02:32.360 --> 00:02:33.360]  然後他才生育
[00:02:33.360 --> 00:02:34.480]  才跟子女過去
[00:02:34.480 --> 00:02:35.360]  其實他一年
[00:02:35.360 --> 00:02:37.080]  這個我們叫「假單身」
[00:02:37.080 --> 00:02:38.600]  他一年都是一個人生活
[00:02:38.600 --> 00:02:39.760]  一個人吃飯
