
[00:00:00.000 --> 00:00:03.080]  因為我們都會查彼得前書
[00:00:03.080 --> 00:00:05.580]  我們是整卷彼得前書看完的
[00:00:05.580 --> 00:00:07.180]  會逐句逐句去看
[00:00:07.180 --> 00:00:08.840]  我們過去有四次
[00:00:08.840 --> 00:00:11.480]  因為今晚我看到都很感恩
[00:00:11.480 --> 00:00:15.840]  有超過80個Windows的大英節目參加
[00:00:15.840 --> 00:00:19.140]  之前那些我已經放上YouTube了
[00:00:19.140 --> 00:00:22.540]  我們一開始就說到彼得寫這卷書信
[00:00:22.540 --> 00:00:25.740]  是被分散在外地的基督徒
[00:00:25.740 --> 00:00:28.000]  因為他們面對政府的逼迫
[00:00:28.000 --> 00:00:30.680]  所以他們都逃離自己的故鄉
[00:00:30.680 --> 00:00:33.840]  是分散在五個很大的城市裏面
[00:00:33.840 --> 00:00:38.180]  彼得就寫這卷書信給這五個城市裏面的基督徒
[00:00:38.180 --> 00:00:41.080]  第一就說到神的救贖
[00:00:41.080 --> 00:00:44.480]  原來神的救贖就是聖父、聖子、聖靈
[00:00:44.480 --> 00:00:47.340]  他都要有那個的位份
[00:00:47.340 --> 00:00:49.580]  或者他有扮演不同的工作
[00:00:49.580 --> 00:00:51.680]  我們在第一堂裏面說了
[00:00:51.680 --> 00:00:53.600]  但是接著我就會說
[00:00:53.600 --> 00:00:55.000]  我們信了主的時候
[00:00:55.000 --> 00:00:56.280]  我們得到什麼東西
[00:00:56.280 --> 00:00:58.200]  我們不只是為了上天堂
[00:00:58.200 --> 00:01:02.140]  聖經反而的焦點不是放在上天堂這件事上
[00:01:02.140 --> 00:01:05.240]  他說到第一我們一上去就立刻會重生
[00:01:05.240 --> 00:01:08.240]  我們今晚都會說重生在這段經文裏面
[00:01:08.240 --> 00:01:10.740]  我們重生是一剎那之間開始
[00:01:10.740 --> 00:01:13.500]  但是生命是要成長不斷要去追求的
[00:01:13.500 --> 00:01:15.500]  我們有活潑的盼望
[00:01:15.500 --> 00:01:17.600]  所以我們在苦難的當中
[00:01:17.600 --> 00:01:18.980]  我們可以忍受
[00:01:18.980 --> 00:01:22.140]  我們更加不會因為眼前的利益
[00:01:22.140 --> 00:01:23.540]  今生其實很短暫
[00:01:23.540 --> 00:01:25.840]  而令到我們彼得失敗
[00:01:25.840 --> 00:01:29.140]  以致影響到我們將來在永恆的天堂裏面
[00:01:29.140 --> 00:01:31.140]  所得到的獎賞
[00:01:31.140 --> 00:01:33.540]  我們有活潑的盼望
[00:01:33.540 --> 00:01:35.540]  所以我們可以面對這個苦楚
[00:01:35.540 --> 00:01:38.040]  接著我們就會看什麼呢
[00:01:38.040 --> 00:01:42.040]  我們是需要去過一個聖潔的生活
[00:01:42.040 --> 00:01:45.040]  好 我就跟大家只是回顧
[00:01:45.040 --> 00:01:50.440]  上次跟大家看的成聖的方法
[00:01:50.440 --> 00:01:52.440]  大家看不看得到啪啪啪
[00:01:52.440 --> 00:01:54.440]  看得到嗎 是不是
[00:01:54.440 --> 00:02:00.340]  好 我們就先去看回上次所看的經文
[00:02:00.340 --> 00:02:02.340]  就是比率前書第一章
[00:02:02.340 --> 00:02:05.840]  第十四到第十六節
[00:02:05.840 --> 00:02:08.840]  我們請二汪和我們讀出這幾節的經文
[00:02:08.840 --> 00:02:11.640]  你們記著信命的兒女
[00:02:11.640 --> 00:02:14.840]  就不要效法從前無慮無知的時候
[00:02:14.840 --> 00:02:16.840]  那放縱私慾的樣子
[00:02:16.840 --> 00:02:19.340]  那照你們的基事聖潔
[00:02:19.340 --> 00:02:22.540]  你們在一切所行的事上也要聖潔
[00:02:22.540 --> 00:02:24.540]  因為經上記著說
[00:02:24.540 --> 00:02:27.540]  你們要聖潔 因為我是聖潔的
[00:02:27.540 --> 00:02:29.540]  你們記清那不偏待人
[00:02:29.540 --> 00:02:32.540]  按各人行為審判人的主為父
[00:02:32.540 --> 00:02:34.040]  就當全敬畏的心
[00:02:34.040 --> 00:02:36.540]  到你們在世寄居的日子
[00:02:36.540 --> 00:02:38.040]  知道你們得贖
[00:02:38.040 --> 00:02:40.040]  脫去你們祖宗所存留
[00:02:40.040 --> 00:02:41.540]  虛妄的行為
[00:02:41.540 --> 00:02:44.540]  不是憑著能壞的金銀等物
[00:02:44.540 --> 00:02:46.540]  乃是憑著基督的保血
[00:02:46.540 --> 00:02:49.540]  如同無瑕疵 無尖烏的羔羊之血
[00:02:49.540 --> 00:02:52.040]  這個是我們上次所看的
[00:02:52.040 --> 00:02:53.040]  我們特別會提到
[00:02:53.040 --> 00:02:55.540]  為什麼我們要聖潔生活呢
[00:02:55.540 --> 00:02:57.040]  因為上面很清楚說
[00:02:57.040 --> 00:02:59.040]  神本身就是聖潔
[00:02:59.040 --> 00:03:00.540]  所以神很清楚說
[00:03:00.540 --> 00:03:02.540]  你們要聖潔 因為我是聖潔的
[00:03:02.540 --> 00:03:05.040]  更加說 照你們的基事聖潔
[00:03:05.040 --> 00:03:07.540]  所以你們在一切所行的事上也要聖潔
[00:03:07.540 --> 00:03:08.540]  我們上次已經說了
[00:03:08.540 --> 00:03:09.540]  我們一信了主
[00:03:09.540 --> 00:03:11.040]  我們立刻是一個聖徒
[00:03:11.040 --> 00:03:13.040]  我們在身份上是一個聖徒
[00:03:13.040 --> 00:03:16.540]  正如一個皇帝和皇后所生的嬰兒
[00:03:16.540 --> 00:03:21.040]  就是公子 皇子 或者是公主
[00:03:21.040 --> 00:03:22.540]  在地位上是這樣的
[00:03:22.540 --> 00:03:24.040]  但不等於他們一定是很英俊
[00:03:24.040 --> 00:03:25.540]  或者是很美女 是吧
[00:03:25.540 --> 00:03:27.540]  我們都會有犯罪的
[00:03:27.540 --> 00:03:30.040]  聖潔真正的意思其實是什麼呢
[00:03:30.040 --> 00:03:32.540]  就是分別出來的意思
[00:03:32.540 --> 00:03:34.040]  我們是分別為聖
[00:03:34.040 --> 00:03:35.540]  跟世人是有不同的
[00:03:35.540 --> 00:03:37.040]  我們就會看到
[00:03:37.040 --> 00:03:39.040]  究竟我們聖潔的時候
[00:03:39.040 --> 00:03:41.540]  那種動力是什麼呢
[00:03:41.540 --> 00:03:43.040]  我們上次看到有幾點
[00:03:43.040 --> 00:03:45.040]  第一就是很懼怕刑罰
[00:03:45.040 --> 00:03:47.040]  因為神說會按各人
[00:03:47.040 --> 00:03:49.540]  行為審判人的主為父
[00:03:49.540 --> 00:03:51.540]  就當全敬畏的心
[00:03:51.540 --> 00:03:54.040]  導你們在世寄居的日子
[00:03:54.040 --> 00:03:57.040]  原來今天我們在世上面很短暫
[00:03:57.040 --> 00:03:59.540]  而我們知道神是會作出最後的審判
[00:03:59.540 --> 00:04:03.040]  而我們不可以逃避神的那個體察
[00:04:03.040 --> 00:04:06.540]  神是每一樣東西都會知道
[00:04:06.540 --> 00:04:09.540]  你想一下現在這個社會
[00:04:09.540 --> 00:04:12.040]  就是很多的CCTV
[00:04:12.040 --> 00:04:14.040]  就是人面辨識
[00:04:14.040 --> 00:04:17.040]  中國甚至說如果你犯了法
[00:04:17.040 --> 00:04:19.540]  就是你一個小時之內就一定可以抓到你
[00:04:19.540 --> 00:04:23.540]  因為所有的地方都有那些錄影
[00:04:23.540 --> 00:04:25.540]  可以追蹤到你
[00:04:25.540 --> 00:04:27.040]  主要是你的電話的時候
[00:04:27.040 --> 00:04:30.540]  你想一下原來人都可以這樣做
[00:04:30.540 --> 00:04:33.040]  但是其實聖經在很多年之前
[00:04:33.040 --> 00:04:34.540]  在耶穌年代已經說
[00:04:34.540 --> 00:04:38.040]  今天人是不可以逃避神那個監察的
[00:04:38.040 --> 00:04:41.040]  我們都要躬避神去看到
[00:04:41.040 --> 00:04:43.540]  所以縱使你可以騙到人家
[00:04:43.540 --> 00:04:44.540]  騙不了神
[00:04:44.540 --> 00:04:46.540]  神的審判是業力的
[00:04:46.540 --> 00:04:48.540]  所以我們要全敬畏的心
[00:04:48.540 --> 00:04:51.540]  去過這個聖潔的生活
[00:04:51.540 --> 00:04:53.540]  第二方面就是如果你只是害怕
[00:04:53.540 --> 00:04:55.040]  其實是活得很痛苦的
[00:04:55.040 --> 00:04:57.040]  但是原來我們有愛
[00:04:57.040 --> 00:05:00.540]  因為今天我們的得救是憑著耶穌基督的寶血
[00:05:00.540 --> 00:05:03.040]  無瑕無痴無尖污的高揚寶血
