
[00:00:00.000 --> 00:00:03.480]  以色列書46章第三節到第四節
[00:00:03.480 --> 00:00:05.480]  找到之後我們可以一起來練
[00:00:05.480 --> 00:00:07.480]  好 預備 請
[00:00:07.480 --> 00:00:20.680]  自從出胎便蒙我懷踹
[00:00:20.680 --> 00:00:24.680]  直到你們年老 我仍這樣
[00:00:24.680 --> 00:00:28.080]  直到你們髮白 我仍懷踹
[00:00:28.080 --> 00:00:31.080]  我以造作 也必保抱
[00:00:31.080 --> 00:00:35.080]  我必懷抱 也必拯救
[00:00:35.080 --> 00:00:39.080]  在聖經裡面講到母親的愛
[00:00:39.080 --> 00:00:44.080]  我挑出來的以色列書46章跟49章
[00:00:44.080 --> 00:00:45.080]  等一下我們講
[00:00:45.080 --> 00:00:47.080]  可以算是比較經典的了
[00:00:47.080 --> 00:00:49.080]  在舊音裡面講到
[00:00:49.080 --> 00:00:54.080]  神用好像是母親在照顧孩子的樣子
[00:00:54.080 --> 00:00:56.080]  來表達祂的愛
[00:00:57.080 --> 00:00:59.080]  有人說
[00:00:59.080 --> 00:01:04.080]  上帝創造了母親
[00:01:04.080 --> 00:01:08.080]  母親的愛就是上帝愛的表現
[00:01:08.080 --> 00:01:10.080]  有一個故事講到說
[00:01:10.080 --> 00:01:12.080]  有一個人要來到世界以前
[00:01:12.080 --> 00:01:14.080]  他心裡面有很多的不確定
[00:01:14.080 --> 00:01:15.080]  他就問上帝說
[00:01:15.080 --> 00:01:16.080]  他說 上帝啊
[00:01:16.080 --> 00:01:19.080]  我到世界上會看到什麼呢
[00:01:19.080 --> 00:01:21.080]  那麼上帝就跟他說
[00:01:21.080 --> 00:01:25.080]  你會看到藍天碧水 遼闊的海洋
[00:01:25.080 --> 00:01:28.080]  高山草原 美麗的花朵
[00:01:28.080 --> 00:01:30.080]  天上的白雲
[00:01:30.080 --> 00:01:32.080]  接著這個還沒有出生的人
[00:01:32.080 --> 00:01:33.080]  又問上帝說
[00:01:33.080 --> 00:01:35.080]  他說 還有什麼呢
[00:01:35.080 --> 00:01:37.080]  天父說 還有很多啊
[00:01:37.080 --> 00:01:40.080]  你會看到有時候會有漆黑的夜晚
[00:01:40.080 --> 00:01:43.080]  你會看到有刺骨的寒風
[00:01:43.080 --> 00:01:46.080]  他說有時候會有狂風暴雨
[00:01:46.080 --> 00:01:48.080]  有時候會有大麻的煙霧
[00:01:48.080 --> 00:01:50.080]  在瀰漫在洛杉磯
[00:01:50.080 --> 00:01:54.080]  這個還沒有出生的人
[00:01:54.080 --> 00:01:55.080]  就繼續問上帝說
[00:01:55.080 --> 00:01:58.080]  他說 上帝啊 還有什麼呢
[00:01:58.080 --> 00:02:00.080]  這個小子 這還沒有出生的人
[00:02:00.080 --> 00:02:02.080]  聽了這些都嚇壞了
[00:02:02.080 --> 00:02:06.080]  他說 天父 我能不能夠不去啊
[00:02:06.080 --> 00:02:08.080]  天父說 不要怕
[00:02:08.080 --> 00:02:10.080]  我會賜給你一個天使
[00:02:10.080 --> 00:02:12.080]  天天來守護你
[00:02:12.080 --> 00:02:14.080]  那麼這個還沒有出生的人
[00:02:14.080 --> 00:02:15.080]  就問上帝說
[00:02:15.080 --> 00:02:19.080]  他說 天父啊 你得告訴我
[00:02:19.080 --> 00:02:24.080]  到底這一個守護我的天使是誰啊
[00:02:24.080 --> 00:02:28.080]  這時候天父就跟他說
[00:02:28.080 --> 00:02:31.080]  他說 你不需要擔心
[00:02:31.080 --> 00:02:35.080]  我要給你拆敗的這個守護的天使
[00:02:35.080 --> 00:02:38.080]  他會天天的守護在你旁邊
[00:02:38.080 --> 00:02:40.080]  最後這一個還沒有出生的人
[00:02:40.080 --> 00:02:41.080]  就問上帝最後一個問題
[00:02:41.080 --> 00:02:44.080]  他說 天父啊 我可不可以問你
[00:02:44.080 --> 00:02:49.080]  這個守護的天使叫什麼名字啊
[00:02:49.080 --> 00:02:53.080]  答案是
[00:02:53.080 --> 00:02:55.080]  父親 你們現在民主社會
[00:02:55.080 --> 00:02:59.080]  你不會說爸爸嗎
[00:02:59.080 --> 00:03:01.080]  所以答案是什麼
[00:03:01.080 --> 00:03:04.080]  母親
[00:03:04.080 --> 00:03:06.080]  當我們一出生的時候
[00:03:06.080 --> 00:03:09.080]  我們一睜眼就看到了誰
[00:03:09.080 --> 00:03:11.080]  母親
[00:03:11.080 --> 00:03:19.080]  你看到誰 醫生啊
[00:03:19.080 --> 00:03:23.080]  這不太好笑
[00:03:23.080 --> 00:03:27.080]  母親是我們一出生之後
[00:03:27.080 --> 00:03:32.080]  第一個在擁抱我們的人
[00:03:32.080 --> 00:03:34.080]  所以在以色列書46章
[00:03:34.080 --> 00:03:35.080]  這一段聖經裡面
[00:03:35.080 --> 00:03:38.080]  他說 你看他講了多少次抱
[00:03:38.080 --> 00:03:41.080]  他說 自從你們生下就拇我抱抱
[00:03:41.080 --> 00:03:45.080]  自從出胎便拇我懷揣
[00:03:45.080 --> 00:03:48.080]  直到年老我仍懷揣
[00:03:48.080 --> 00:03:49.080]  我與孕座也必抱抱
[00:03:49.080 --> 00:03:53.080]  我必懷抱也必拯救
[00:03:53.080 --> 00:03:56.080]  所以神的愛何等的重要
[00:03:56.080 --> 00:04:00.080]  愛是非常寶貴的事情
[00:04:00.080 --> 00:04:03.080]  有一個孤兒院
[00:04:03.080 --> 00:04:05.080]  他們做了一個實驗
[00:04:05.080 --> 00:04:07.080]  他們做這個實驗當中
[00:04:07.080 --> 00:04:10.080]  就發現說
[00:04:10.080 --> 00:04:12.080]  有一些孤兒
[00:04:12.080 --> 00:04:15.080]  他們因為受到
[00:04:15.080 --> 00:04:18.080]  第二次世界大戰之後的影響
[00:04:18.080 --> 00:04:19.080]  這些很多孤兒
[00:04:19.080 --> 00:04:22.080]  這些孤兒被送到孤兒院去養
[00:04:22.080 --> 00:04:23.080]  結果他們發現說
[00:04:23.080 --> 00:04:27.080]  這些孤兒養了沒多久之後就死掉了
[00:04:27.080 --> 00:04:31.080]  所以最後他們就做了一個防範措施
[00:04:31.080 --> 00:04:34.080]  他們擔心是不是有疾病在那邊傳遞
[00:04:34.080 --> 00:04:36.080]  所以他們就把這些嬰兒的床
[00:04:36.080 --> 00:04:38.080]  都隔了一些床罩
[00:04:38.080 --> 00:04:40.080]  不讓他們之間的
[00:04:40.080 --> 00:04:43.080]  有什麼疾病會彼此傳遞
[00:04:43.080 --> 00:04:46.080]  甚至要求照顧他們的這些修女
[00:04:46.080 --> 00:04:50.080]  要跟他們保持一定的距離
[00:04:50.080 --> 00:04:52.080]  可是後來
[00:04:52.080 --> 00:04:54.080]  發現這樣做的一個結果
[00:04:54.080 --> 00:04:59.080]  這些嬰兒還是死了
[00:04:59.080 --> 00:05:02.080]  結果只有一個修女
[00:05:02.080 --> 00:05:05.080]  她照顧的這個嬰孩
[00:05:05.080 --> 00:05:07.080]  就發現非常的健康
[00:05:07.080 --> 00:05:08.080]  後來就問她說
[00:05:08.080 --> 00:05:11.080]  你怎麼照顧這個孩子的
[00:05:11.080 --> 00:05:14.080]  她說我沒有照著你們的規定
[00:05:14.080 --> 00:05:20.080]  這個修女她常常去抱這個孩子
[00:05:20.080 --> 00:05:22.080]  所以後來他們從這個當中去研究
[00:05:22.080 --> 00:05:25.080]  發現說原來
[00:05:25.080 --> 00:05:28.080]  這個生出來的這些的孩子們
[00:05:28.080 --> 00:05:30.080]  他們非常需要的
[00:05:30.080 --> 00:05:32.080]  不是只是給他喝奶
[00:05:32.080 --> 00:05:40.080]  需要的是愛的這些的關顧
[00:05:40.080 --> 00:05:42.080]  也有一個心理學家
[00:05:42.080 --> 00:05:44.080]  他們做了實驗
[00:05:44.080 --> 00:05:54.080]  我們看下一張好不好
[00:05:54.080 --> 00:05:55.080]  他們把這些
[00:05:55.080 --> 00:05:59.080]  這個猴子不要把它丟掉
[00:05:59.080 --> 00:06:01.080]  他們就用這個猴子來做
[00:06:01.080 --> 00:06:03.080]  這個是一個幼猴
[00:06:03.080 --> 00:06:05.080]  小猴子
[00:06:05.080 --> 00:06:07.080]  那麼右邊你可以看見
[00:06:07.080 --> 00:06:10.080]  是餵奶的奶瓶有沒有
[00:06:10.080 --> 00:06:12.080]  左邊呢
[00:06:12.080 --> 00:06:17.080]  左邊是一個假的母猴
[00:06:17.080 --> 00:06:18.080]  那個頭
[00:06:18.080 --> 00:06:19.080]  看到沒有猴子的頭
[00:06:19.080 --> 00:06:21.080]  但是牠的身體是用那個
[00:06:21.080 --> 00:06:25.080]  好像是毛一樣的絨布做的
[00:06:25.080 --> 00:06:26.080]  那麼他們就發現
[00:06:26.080 --> 00:06:28.080]  他們把這個猴子
[00:06:28.080 --> 00:06:31.080]  這個幼猴放到那個
[00:06:31.080 --> 00:06:35.080]  請問牠吃奶要到哪邊去吃
[00:06:35.080 --> 00:06:36.080]  這兩個牠會去哪邊
[00:06:36.080 --> 00:06:39.080]  牠會選擇去哪邊
[00:06:39.080 --> 00:06:41.080]  牠會到右邊去對不對
[00:06:41.080 --> 00:06:44.080]  可是右邊除了奶瓶之外
[00:06:44.080 --> 00:06:59.080]  牠只有一個用鐵絲做的一個圓柱子
[00:06:59.080 --> 00:07:02.080]  所以牠去吃奶的時候呢
[00:07:02.080 --> 00:07:04.080]  牠吃完牠只是滿足牠身體的需要
[00:07:04.080 --> 00:07:06.080]  可是那個冰冷的
[00:07:06.080 --> 00:07:10.080]  那個圓筒的那個鐵絲做的
[00:07:10.080 --> 00:07:14.080]  牠不會去靠在那邊
[00:07:14.080 --> 00:07:17.080]  然後你會發現牠吃完奶之後呢
[00:07:17.080 --> 00:07:19.080]  牠就跑去哪裡了
[00:07:19.080 --> 00:07:21.080]  牠就跑去這一個左邊
[00:07:21.080 --> 00:07:23.080]  這個有絨毛的
[00:07:23.080 --> 00:07:25.080]  這個假的母猴
[00:07:25.080 --> 00:07:26.080]  跑去那邊
[00:07:26.080 --> 00:07:30.080]  依附在牠的身上
[00:07:30.080 --> 00:07:31.080]  所以他們用了各種的方式
[00:07:31.080 --> 00:07:33.080]  來做這樣的實驗
[00:07:33.080 --> 00:07:35.080]  他們最後有一個結論
[00:07:35.080 --> 00:07:37.080]  就是說
[00:07:37.080 --> 00:07:42.080]  從這個猴子的反應來看
[00:07:42.080 --> 00:07:46.080]  牠不能夠只有奶水喝
[00:07:46.080 --> 00:07:48.080]  牠必須要有什麼
[00:07:48.080 --> 00:07:51.080]  牠必須要有愛的關顧
[00:07:51.080 --> 00:07:55.080]  愛的這種擁抱
[00:07:55.080 --> 00:07:56.080]  所以這些心理學家
[00:07:56.080 --> 00:07:58.080]  最後從這樣子的研究之後呢
[00:07:58.080 --> 00:07:59.080]  就有人做了一個結論
[00:07:59.080 --> 00:08:01.080]  有一個心理學家做了一個結論
[00:08:01.080 --> 00:08:04.080]  他說孩子一出生之後
[00:08:04.080 --> 00:08:07.080]  那個六個月時間
[00:08:07.080 --> 00:08:08.080]  就說越長越好
[00:08:08.080 --> 00:08:10.080]  他們就算了六個月
[00:08:10.080 --> 00:08:11.080]  這六個月時間
[00:08:11.080 --> 00:08:12.080]  如果跟這個孩子
[00:08:12.080 --> 00:08:15.080]  能夠有很多的這種身體的接觸
[00:08:15.080 --> 00:08:17.080]  這個孩子將來心理各方面
[00:08:17.080 --> 00:08:19.080]  會很健康
[00:08:19.080 --> 00:08:20.080]  所以他們就說
[00:08:20.080 --> 00:08:26.080]  最好產假是六個月
[00:08:26.080 --> 00:08:29.080]  我們現在當然不可能六個月
[00:08:29.080 --> 00:08:31.080]  不過這也讓我們看見
[00:08:31.080 --> 00:08:35.080]  其實母親越多的跟孩子的接觸
[00:08:35.080 --> 00:08:39.080]  照顧牠是何等的寶貴
[00:08:39.080 --> 00:08:40.080]  現在的社會
[00:08:40.080 --> 00:08:44.080]  有的媽媽一生了孩子之後
[00:08:44.080 --> 00:08:47.080]  馬上就要去上班了
[00:08:47.080 --> 00:08:49.080]  我們中國人還有產假
[00:08:49.080 --> 00:08:50.080]  美國人呢
[00:08:50.080 --> 00:08:53.080]  生完第二天就上班了
[00:08:53.080 --> 00:08:55.080]  有嗎
[00:08:55.080 --> 00:09:03.080]  沒有喔 對不起 我沒有經驗
[00:09:03.080 --> 00:09:07.080]  美國人也做月子嗎
[00:09:07.080 --> 00:09:09.080]  美國有六個禮拜產假
[00:09:09.080 --> 00:09:12.080]  那也不錯
[00:09:12.080 --> 00:09:14.080]  對不起 因為師母生的時候
[00:09:14.080 --> 00:09:16.080]  她是沒有上班
[00:09:16.080 --> 00:09:22.080]  所以就一直都是產假了
[00:09:22.080 --> 00:09:26.080]  為什麼 上帝說
[00:09:26.080 --> 00:09:30.080]  牠自從我們生下就抱抱我們
[00:09:30.080 --> 00:09:32.080]  牠就懷揣我們
[00:09:32.080 --> 00:09:35.080]  母親的愛是一種養育的愛
[00:09:35.080 --> 00:09:36.080]  照顧的愛
[00:09:36.080 --> 00:09:38.080]  無微不至地在那邊照顧
[00:09:38.080 --> 00:09:39.080]  這樣子的一種愛
[00:09:39.080 --> 00:09:43.080]  神用這樣子母親的愛來比方說
[00:09:43.080 --> 00:09:44.080]  說什麼呢
[00:09:44.080 --> 00:09:48.080]  說神對我們的愛就是這樣子的愛
[00:09:48.080 --> 00:09:51.080]  神照顧我們無微不至
[00:09:51.080 --> 00:09:52.080]  神抱著我們
[00:09:52.080 --> 00:09:53.080]  當然你會說
[00:09:53.080 --> 00:09:56.080]  上帝哪有抱我啊 有沒有抱
[00:09:56.080 --> 00:09:57.080]  好像我們感覺
[00:09:57.080 --> 00:10:00.080]  有的時候我們對神的認識
[00:10:00.080 --> 00:10:02.080]  常常受到我們自己的經驗的影響
[00:10:02.080 --> 00:10:06.080]  我們好像聽到的比較多的都是知識
[00:10:06.080 --> 00:10:07.080]  有一個很有名
[00:10:07.080 --> 00:10:10.080]  有一個十九世紀的一個傳道人
[00:10:10.080 --> 00:10:13.080]  他有一天在這個服事的壓力
[00:10:13.080 --> 00:10:14.080]  非常忙碌的之下
[00:10:14.080 --> 00:10:16.080]  他非常的疲憊
[00:10:16.080 --> 00:10:17.080]  甚至是累的
[00:10:17.080 --> 00:10:19.080]  真是提不起腰來的時候
[00:10:19.080 --> 00:10:23.080]  這時候神就順利提醒他說
[00:10:23.080 --> 00:10:26.080]  神我會照顧你
[00:10:26.080 --> 00:10:28.080]  結果當他聽到這個聲音的時候
[00:10:28.080 --> 00:10:31.080]  他也沒有很特別pay attention
[00:10:31.080 --> 00:10:32.080]  只是覺得說
[00:10:32.080 --> 00:10:36.080]  好像有點不太相信
[00:10:36.080 --> 00:10:40.080]  但是有一天當他回家的時候
[00:10:40.080 --> 00:10:43.080]  他的女兒雙腿癱瘓
[00:10:43.080 --> 00:10:46.080]  是坐在輪椅上面
[00:10:46.080 --> 00:10:50.080]  那時候這個坐在輪椅上面的女兒
[00:10:50.080 --> 00:10:52.080]  就跟他講說
[00:10:52.080 --> 00:10:53.080]  他說Daddy
[00:10:53.080 --> 00:10:55.080]  因為這個爸爸
[00:10:55.080 --> 00:10:58.080]  這個傳道人他想要把一個包裹
[00:10:58.080 --> 00:11:01.080]  拿去給他的太太
[00:11:01.080 --> 00:11:03.080]  他太太在樓上
