
[00:00:00.000 --> 00:00:04.680]  大家記得《紐約時報》每個禮拜有一個欄叫《卜告欄》
[00:00:04.680 --> 00:00:05.760]  轉台
[00:00:05.760 --> 00:00:07.760]  轉台
[00:00:07.760 --> 00:00:11.720]  《紐約時報》每個禮拜都有一個《虎告欄》
[00:00:11.720 --> 00:00:15.720]  《紐約時報》每一周都有一個鋪高的欄目
[00:00:15.720 --> 00:00:21.080]  它上面其實燈的全部都是那些有名的人
[00:00:21.080 --> 00:00:23.080]  它上面燈的都是有名的人
[00:00:23.080 --> 00:00:24.400]  或者有錢的人
[00:00:24.400 --> 00:00:26.000]  或者去世了有錢的人
[00:00:26.000 --> 00:00:31.040]  如果你沒有少少錢你都沒有辦法上那個小小的框框
[00:00:31.040 --> 00:00:34.760]  如果你不是很有錢的話你沒有那個小小的框框
[00:00:34.760 --> 00:00:35.600]  就好像這樣
[00:00:35.600 --> 00:00:37.160]  好像這樣
[00:00:37.160 --> 00:00:41.960]  Peter Pazzo這個人他就寫了一篇文章
[00:00:41.960 --> 00:00:44.240]  Peter Pazzo這個人寫了一個文章
[00:00:44.240 --> 00:00:45.400]  他說什麼呢
[00:00:45.400 --> 00:00:46.680]  他說
[00:00:46.680 --> 00:00:51.160]  是你離開之後才知道你是不是已經抵達了
[00:00:51.160 --> 00:00:54.640]  他說你離開以後才知道你是不是已經抵達了
[00:00:54.640 --> 00:00:55.840]  大家明不明白他的意思
[00:00:55.840 --> 00:00:57.040]  大家明不明白他的意思
[00:00:57.040 --> 00:01:01.840]  You know you've arrived only after you depart
[00:01:01.840 --> 00:01:03.840]  就是說你離開世界的時候
[00:01:03.840 --> 00:01:07.240]  你知道你已經上到那個平台了
[00:01:07.240 --> 00:01:10.800]  就是你離開這個世界你才知道是不是到那個平台了
[00:01:10.800 --> 00:01:14.320]  他就說衡量一個人一生的成就
[00:01:14.320 --> 00:01:18.600]  就是看看你上不上到《紐約時報》那個虎告欄
[00:01:18.600 --> 00:01:22.400]  衡量一生的成就就看你死了過後能不能上那個鋪高的欄目
[00:01:22.400 --> 00:01:30.120]  所以很多人他一生人就是要爭取能夠將來上到那個虎告欄那個榜上
[00:01:30.120 --> 00:01:35.160]  所以很多人就在一生中爭取上這個欄這個榜上面
[00:01:35.160 --> 00:01:38.720]  而大概一平方英寸的空間
[00:01:38.720 --> 00:01:42.560]  大概一平方英寸的空間
[00:01:42.560 --> 00:01:45.440]  你上到去你的地位被肯定
[00:01:45.440 --> 00:01:48.160]  你上去你的地位就被肯定
[00:01:48.160 --> 00:01:50.640]  在五年的抽樣調查裡面
[00:01:50.640 --> 00:01:52.560]  在五年的抽樣調查裡面
[00:01:52.560 --> 00:01:55.560]  你猜什麼人上這個榜最多呢
[00:01:55.560 --> 00:01:58.240]  你猜什麼人上這個榜最多
[00:01:58.240 --> 00:01:59.440]  那些藝人
[00:01:59.440 --> 00:02:00.200]  藝人
[00:02:00.200 --> 00:02:01.560]  那些明星
[00:02:01.560 --> 00:02:02.480]  那些歌星
[00:02:02.480 --> 00:02:04.320]  歌星
[00:02:04.320 --> 00:02:05.480]  第二是什麼呢
[00:02:05.480 --> 00:02:08.000]  第二是什麼呢
[00:02:08.000 --> 00:02:09.000]  政客
[00:02:09.000 --> 00:02:10.080]  政客
[00:02:10.080 --> 00:02:11.120]  政客
[00:02:11.120 --> 00:02:12.560]  然後就是商人
[00:02:12.560 --> 00:02:13.840]  然後就是商人
[00:02:13.840 --> 00:02:16.360]  然後就是神職人員
[00:02:16.360 --> 00:02:18.120]  神職人員都上到
[00:02:18.120 --> 00:02:21.080]  然後神職人員神職人員也能上
[00:02:21.080 --> 00:02:25.560]  他們其實在世間的時候可能都打崩頭
[00:02:25.560 --> 00:02:28.000]  他們在這個事件的時候可能會搶著
[00:02:28.000 --> 00:02:32.960]  要爭取進入方塊的死後哀榮
[00:02:32.960 --> 00:02:36.520]  要爭取經過這個方塊的時候哀榮
[00:02:36.520 --> 00:02:39.480]  他們以為上了去他們就抵達了
[00:02:39.480 --> 00:02:40.240]  Arrived
[00:02:40.240 --> 00:02:42.360]  他們以為能上去就能抵達了
[00:02:42.360 --> 00:02:46.600]  以為上了去他們就躋身在社會的名流的榜上
[00:02:46.600 --> 00:02:50.840]  以為能上去就躋身在世界的社會的名流
[00:02:50.840 --> 00:02:53.760]  頂姐妹你和我可不可以上得去呢
[00:02:53.760 --> 00:02:55.880]  頂姐妹你跟我能不能上去呢
[00:02:55.880 --> 00:02:57.000]  大概沒什麼可能
[00:02:57.000 --> 00:02:58.480]  大概不太可能
[00:02:58.480 --> 00:02:59.440]  沒什麼可能
[00:02:59.440 --> 00:03:00.440]  不太可能
[00:03:00.440 --> 00:03:03.280]  但是頂姐妹你不用擔心
[00:03:03.280 --> 00:03:04.280]  頂姐妹但是你不用擔心
[00:03:04.280 --> 00:03:06.440]  有另外一個榜你可以上到
[00:03:06.440 --> 00:03:08.120]  有另外一個榜你可以上
[00:03:08.120 --> 00:03:08.920]  是什麼呢
[00:03:08.920 --> 00:03:09.760]  是什麼呢
[00:03:09.760 --> 00:03:13.040]  就是信心的風雲榜
[00:03:13.040 --> 00:03:14.880]  就是信心的風雲榜
[00:03:14.880 --> 00:03:19.600]  就是希伯來書第十一章的信心風雲榜
[00:03:19.600 --> 00:03:22.320]  就是希伯來書十一章的信心風雲榜
[00:03:22.320 --> 00:03:25.280]  這個榜上面也有很多不同的人
[00:03:25.280 --> 00:03:27.320]  這個榜上面也有很多不一樣的人
[00:03:27.320 --> 00:03:28.920]  都是已經離開世界的
[00:03:28.920 --> 00:03:30.200]  都是已經離開世界的
[00:03:30.200 --> 00:03:31.560]  他們包括了什麼人呢
[00:03:31.560 --> 00:03:32.640]  他們包括什麼人呢
[00:03:32.640 --> 00:03:33.440]  牧羊人
[00:03:33.440 --> 00:03:34.000]  牧羊人
[00:03:34.000 --> 00:03:34.840]  好像大衛
[00:03:34.840 --> 00:03:36.280]  好像大衛
[00:03:36.280 --> 00:03:38.080]  做船的
[00:03:38.080 --> 00:03:38.880]  做船的
[00:03:38.880 --> 00:03:39.680]  好像誰
[00:03:39.680 --> 00:03:41.120]  好像誰
[00:03:41.120 --> 00:03:43.000]  羅亞
[00:03:43.000 --> 00:03:43.840]  君王
[00:03:43.840 --> 00:03:44.480]  君王
[00:03:44.480 --> 00:03:46.120]  大衛
[00:03:46.120 --> 00:03:49.080]  政治家
[00:03:49.080 --> 00:03:50.760]  摩西
[00:03:50.760 --> 00:03:52.000]  還有一個妓女
[00:03:52.000 --> 00:03:53.600]  還有一個妓女
[00:03:53.600 --> 00:03:55.200]  賴合
[00:03:55.200 --> 00:03:57.160]  這些人他們性別不同
[00:03:57.160 --> 00:03:58.560]  這些人他們性別不同
[00:03:58.560 --> 00:03:59.640]  時代不同
[00:03:59.640 --> 00:04:00.400]  時代不同
[00:04:00.400 --> 00:04:01.200]  地位不同
[00:04:01.200 --> 00:04:01.960]  地位不同
[00:04:01.960 --> 00:04:02.920]  成就不同
[00:04:02.920 --> 00:04:03.640]  成就不同
[00:04:03.640 --> 00:04:06.320]  但是什麼使得他們上到這個榜呢
[00:04:06.320 --> 00:04:08.320]  但是什麼使得他們上到這個榜呢
[00:04:08.320 --> 00:04:10.240]  什麼使得他們上到這個榜呢
[00:04:10.240 --> 00:04:11.800]  什麼使得他們上到這個榜呢
[00:04:11.800 --> 00:04:12.640]  信心
[00:04:12.640 --> 00:04:13.600]  信心
[00:04:13.600 --> 00:04:15.120]  所以你我
[00:04:15.120 --> 00:04:16.800]  我們都可以有信心
[00:04:16.800 --> 00:04:18.560]  所以你我也可以有信心
[00:04:18.560 --> 00:04:21.400]  而我們都可以躋身在這個榜上
[00:04:21.400 --> 00:04:23.600]  而我們都可以躋身在這個榜上面
[00:04:23.600 --> 00:04:27.600]  我們都可以成為一個信心的偉人
[00:04:27.600 --> 00:04:29.760]  我們都可以成為一個信心的偉人
[00:04:29.760 --> 00:04:32.760]  讓我們在神的面前蒙神的喜悅
[00:04:32.760 --> 00:04:35.320]  讓我們在神面前蒙神的喜悅
[00:04:35.320 --> 00:04:35.320]  讓我們在神面前蒙神的喜悅
[00:04:35.320 --> 00:04:35.320]  讓我們在神面前蒙神的喜悅
[00:04:35.320 --> 00:04:35.320]  讓我們在神面前蒙神的喜悅
[00:04:35.320 --> 00:04:35.360]  讓我們在神面前蒙神的喜悅
[00:04:35.360 --> 00:04:35.360]  讓我們在神面前蒙神的喜悅
[00:04:35.360 --> 00:04:35.360]  讓我們在神面前蒙神的喜悅
[00:04:35.360 --> 00:04:35.360]  讓我們在神面前蒙神的喜悅
[00:04:35.360 --> 00:04:52.360]  讓我們在神面前蒙神的喜悅
[00:04:52.360 --> 00:04:52.360]  讓我們在神面前蒙神的喜悅
[00:04:52.360 --> 00:04:52.360]  讓我們在神面前蒙神的喜悅
[00:04:52.360 --> 00:04:52.360]  讓我們在神面前蒙神的喜悅
[00:04:52.360 --> 00:04:53.360]  讓我們在神面前蒙神的喜悅
[00:04:53.360 --> 00:04:53.360]  讓我們在神面前蒙神的喜悅
[00:04:53.360 --> 00:04:53.360]  讓我們在神面前蒙神的喜悅
[00:04:53.360 --> 00:04:53.360]  讓我們在神面前蒙神的喜悅
[00:04:53.360 --> 00:04:53.360]  讓我們在神面前蒙神的喜悅
[00:04:53.360 --> 00:04:53.360]  讓我們在神面前蒙神的喜悅
[00:04:53.360 --> 00:04:53.360]  讓我們在神面前蒙神的喜悅
[00:04:53.360 --> 00:04:53.360]  讓我們在神面前蒙神的喜悅
[00:04:53.360 --> 00:04:53.360]  讓我們在神面前蒙神的喜悅
[00:04:53.360 --> 00:04:53.360]  讓我們在神面前蒙神的喜悅
[00:04:53.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:11.360]  讓我們在神面前蒙神的喜悅
[00:05:11.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
[00:05:29.360 --> 00:05:29.360]  讓我們在神面前蒙神的喜悅
