
[00:00:00.000 --> 00:00:03.680]  各位弟兄姊妹、各位朋友
[00:00:03.680 --> 00:00:05.960]  在開始的時候
[00:00:05.960 --> 00:00:10.440]  我想邀請你想一位跟你一起生活
[00:00:10.440 --> 00:00:14.800]  或者是你非常熟悉的家人
[00:00:14.800 --> 00:00:18.560]  他可能是你的父母
[00:00:18.560 --> 00:00:25.120]  可能是你的丈夫或者太太
[00:00:25.120 --> 00:00:32.000]  他最常表露的情緒是什麼呢?
[00:00:32.000 --> 00:00:36.080]  我又請你想一想自己
[00:00:36.080 --> 00:00:43.760]  你最常感覺到自己的情緒又是什麼呢?
[00:00:43.760 --> 00:00:46.880]  有一位心理學家寫了一本書
[00:00:46.880 --> 00:00:49.720]  叫做《情緒四重奏》
[00:00:49.720 --> 00:00:52.200]  提出了四種主要的情緒
[00:00:52.200 --> 00:00:59.040]  分別是擔憂、憤怒、悲哀、喜樂
[00:00:59.040 --> 00:01:02.600]  簡稱憂怒、哀樂
[00:01:02.600 --> 00:01:06.080]  剛才那兩個問題不知道你有答案沒有呢?
[00:01:06.080 --> 00:01:08.720]  你想起那一位家人
[00:01:08.720 --> 00:01:12.280]  他最常表露的情緒是什麼呢?
[00:01:12.280 --> 00:01:21.040]  有些人會覺得父母最常表露的情緒是擔憂
[00:01:21.040 --> 00:01:22.520]  其實也很合理的
[00:01:22.520 --> 00:01:24.040]  因為俗語說
[00:01:24.040 --> 00:01:30.280]  「養兒一百歲,長憂九十九」
[00:01:30.280 --> 00:01:36.120]  不知道你的父母是不是經常都是這樣呢?
[00:01:36.120 --> 00:01:42.880]  而面對著經常在你面前表露擔憂的父母
[00:01:42.880 --> 00:01:47.120]  因為擔憂所以經常對你喋喋不休
[00:01:47.120 --> 00:01:49.400]  對你凡事過問
[00:01:49.400 --> 00:01:55.640]  對你怎樣怎樣都關心
[00:01:55.640 --> 00:02:00.360]  你的反應會不會是憤怒呢?
[00:02:00.360 --> 00:02:02.920]  或者當你是父母的時候
[00:02:02.920 --> 00:02:07.560]  當你對你的孩子各樣各樣擔憂的時候
[00:02:07.560 --> 00:02:12.080]  他會不會給你一個憤怒的反應呢?
[00:02:12.080 --> 00:02:14.040]  你有沒有留意
[00:02:14.040 --> 00:02:19.160]  原來聖經的作者都用情緒的詞彙來描述上帝
[00:02:19.160 --> 00:02:21.520]  在你的印象裡面
[00:02:21.520 --> 00:02:27.240]  最常用來描述上帝的情緒詞彙又是什麼呢?
[00:02:27.240 --> 00:02:31.400]  今天我們透過經課的幾段經文
[00:02:31.400 --> 00:02:34.480]  進入上帝與我們的情感世界
[00:02:34.480 --> 00:02:40.160]  體會一下上帝與我們的情感交纏
[00:02:40.160 --> 00:02:42.800]  古代有一位屬靈的前輩
[00:02:42.800 --> 00:02:46.720]  他用幾句詩句去描述上帝的情感
[00:02:46.720 --> 00:02:51.560]  這幾句詩句收錄在詩篇103篇8至13節裡面
[00:02:51.560 --> 00:02:55.080]  我想大家翻開聖經
[00:02:55.080 --> 00:02:57.800]  詩篇103篇8至13節
[00:02:57.800 --> 00:03:00.760]  我們剛才讀過的詩篇
[00:03:00.760 --> 00:03:03.840]  讓我們來體會一下
[00:03:03.840 --> 00:03:05.400]  如果你們翻開的時候
[00:03:05.400 --> 00:03:10.840]  讓我們一起看103篇的第8節
[00:03:10.840 --> 00:03:17.240]  這裡說:「耶和華有憐憫有恩典,不輕易發怒。」
[00:03:17.240 --> 00:03:20.040]  即是說耶和華是會發怒的
[00:03:20.040 --> 00:03:22.320]  只是不輕易而已
[00:03:22.320 --> 00:03:25.920]  第9節說:「他不長久責備。」
[00:03:25.920 --> 00:03:28.320]  耶和華原來是會責備的
[00:03:28.320 --> 00:03:31.000]  不過不長久而已
[00:03:31.000 --> 00:03:33.760]  「也不永遠懷怒。」
[00:03:33.760 --> 00:03:35.560]  上帝是會懷怒的
[00:03:35.560 --> 00:03:39.160]  只是不永遠而已
[00:03:39.160 --> 00:03:46.320]  憤怒、發怒、責備、罵人
[00:03:46.320 --> 00:03:49.880]  這些情緒其實都很常見的
[00:03:49.880 --> 00:03:51.760]  有時它可以變成危險
[00:03:51.760 --> 00:03:55.080]  以及變成我們製造困難給自己
[00:03:55.080 --> 00:03:58.000]  新聞報道這樣說
[00:03:58.000 --> 00:04:00.920]  某一天凌晨三點鐘
[00:04:00.920 --> 00:04:03.640]  有一名15歲少女在家裡
[00:04:03.640 --> 00:04:06.120]  不是在睡覺,而是在玩遊戲機
[00:04:06.120 --> 00:04:08.160]  她的爸爸回到家的時候
[00:04:08.160 --> 00:04:10.960]  見到女兒還在玩遊戲機的時候
[00:04:10.960 --> 00:04:12.680]  怒火中燒
[00:04:12.680 --> 00:04:15.560]  初而口角,繼而動武
[00:04:15.560 --> 00:04:18.480]  於是她的女兒被推撞
[00:04:18.480 --> 00:04:21.480]  跌在傢俬上撞傷
[00:04:21.480 --> 00:04:25.680]  於是她的女兒拿起電話報警
[00:04:25.680 --> 00:04:29.680]  警察來到就將受傷的女兒送到醫院治理
[00:04:29.680 --> 00:04:32.040]  然後以…
[00:04:32.040 --> 00:04:34.160]  甚麼罪名呢?
[00:04:34.160 --> 00:04:40.120]  涉嫌襲擊至造成實際身體傷害
[00:04:40.120 --> 00:04:43.880]  拘捕了一個父親
[00:04:43.880 --> 00:04:48.800]  其實發怒的人是會認為自己有道理的
[00:04:48.800 --> 00:04:51.600]  如果不是女兒半夜三更不睡覺在玩遊戲機
[00:04:51.600 --> 00:04:54.840]  爸爸怎麼會生氣呢?
[00:04:54.840 --> 00:04:58.440]  不過無論有道理還是沒有道理
[00:04:58.440 --> 00:05:01.040]  又或者人們總是覺得有道理
[00:05:01.040 --> 00:05:04.520]  所以有沒有道理其實都不是焦點所在
[00:05:04.520 --> 00:05:09.720]  而是怎樣處理那個怒氣
[00:05:09.720 --> 00:05:14.200]  就影響事情的發展和結果
[00:05:14.200 --> 00:05:17.440]  而我說怎樣處理她的憤怒呢?
[00:05:17.440 --> 00:05:21.000]  她是怎樣回應那些令她憤怒的人呢?
[00:05:21.000 --> 00:05:25.360]  我們繼續看這篇詩篇
[00:05:25.360 --> 00:05:28.880]  103篇第十節
[00:05:28.880 --> 00:05:31.880]  「他沒有按我們的罪過來代我們
[00:05:31.880 --> 00:05:35.360]  也沒有照我們的罪孽來報應我們」
[00:05:35.360 --> 00:05:36.560]  即是說
[00:05:36.560 --> 00:05:41.680]  上帝是可以按著我們的罪過來代我們
[00:05:41.680 --> 00:05:46.280]  也可以照著我們的罪孽來報應我們
[00:05:46.280 --> 00:05:48.240]  如果上帝是這樣做的話
[00:05:48.240 --> 00:05:51.120]  其實我們都無話可說
[00:05:51.120 --> 00:05:53.480]  上帝沒有這樣來報應我們
[00:05:53.480 --> 00:05:57.560]  是在顯示上帝對我們的寬恕
[00:05:57.560 --> 00:05:59.280]  你會不會問
[00:05:59.280 --> 00:06:02.560]  到底是甚麼令上帝
[00:06:02.560 --> 00:06:10.360]  饒恕我們這些帶著罪過、罪孽的人呢?
[00:06:10.360 --> 00:06:15.080]  是甚麼情緒和上帝的憤怒在互動中
[00:06:15.080 --> 00:06:17.360]  在上帝的裏面發生作用
[00:06:17.360 --> 00:06:20.040]  以致影響了結果
[00:06:20.040 --> 00:06:24.800]  不是以憤怒來燒我們呢?
[00:06:24.800 --> 00:06:30.680]  你有沒有被饒恕的經驗呢?
[00:06:30.680 --> 00:06:33.000]  當你被饒恕那一刻
[00:06:33.000 --> 00:06:34.680]  你會不會猜一下
[00:06:34.680 --> 00:06:38.520]  究竟對方的心裏面
[00:06:38.520 --> 00:06:40.920]  是甚麼情緒在交戰中
[00:06:40.920 --> 00:06:44.280]  和甚麼情緒在主導中呢?
[00:06:44.280 --> 00:06:47.200]  你有沒有饒恕人的經驗呢?
[00:06:47.200 --> 00:06:49.840]  當你饒恕人的時候
[00:06:49.840 --> 00:06:55.400]  在你的裏面到底是甚麼情緒在主導中
[00:06:55.400 --> 00:07:02.880]  以致他能夠將憤怒化解了呢?
[00:07:02.880 --> 00:07:08.240]  詩人除了提及耶和華會發怒、責備、懷怒之外
[00:07:08.240 --> 00:07:11.880]  他亦指出耶和華有恩典和慈愛
[00:07:11.880 --> 00:07:14.640]  並且以父親對兒女的連述
[00:07:14.640 --> 00:07:17.480]  來描述耶和華對人的感情
[00:07:17.480 --> 00:07:21.040]  《一百零三篇》第十三節我們繼續看
[00:07:21.040 --> 00:07:23.000]  這裏說
[00:07:23.000 --> 00:07:25.520]  父親怎樣連述他的兒女
[00:07:25.520 --> 00:07:30.200]  耶和華也怎樣連述敬畏他的人
[00:07:30.200 --> 00:07:31.920]  你會不會問
[00:07:31.920 --> 00:07:36.200]  一個又發怒、又責備、又懷怒的
[00:07:36.200 --> 00:07:39.480]  同時又有恩典、慈愛和連述
[00:07:39.480 --> 00:07:42.560]  其實是不是很矛盾呢?
[00:07:42.560 --> 00:07:46.480]  是不是很難理解呢?
[00:07:46.480 --> 00:07:50.800]  詩人體會到上帝就是這樣
[00:07:50.800 --> 00:07:54.480]  如果你認識上帝不是這樣的話
[00:07:54.480 --> 00:07:59.280]  可能是你的認識偏差了
[00:07:59.280 --> 00:08:02.000]  其實我們想想自己
[00:08:02.000 --> 00:08:05.400]  難道我們也不是這樣嗎?
[00:08:05.400 --> 00:08:09.080]  你會發怒、你會責備
[00:08:09.080 --> 00:08:15.240]  但同時你又有恩典、你又有憐憫、你又有慈愛
[00:08:15.240 --> 00:08:17.400]  如果你認識的自己不是這樣的話
