
[00:00:00.000 --> 00:00:02.520]  今天跟大家一起來分享一個課題
[00:00:02.520 --> 00:00:04.120]  叫「與主同行」
[00:00:04.120 --> 00:00:06.560]  在聖經裡我們看到
[00:00:06.560 --> 00:00:08.600]  當耶穌在世上的時候
[00:00:08.600 --> 00:00:11.640]  祂有不少的人來跟隨祂
[00:00:11.640 --> 00:00:14.680]  但是有很多人有不同的態度
[00:00:14.680 --> 00:00:19.000]  而這些人也有同樣的表現
[00:00:19.000 --> 00:00:21.480]  是在今天這個世代裡
[00:00:21.480 --> 00:00:25.200]  一樣有些信徒有類似的表現
[00:00:25.200 --> 00:00:28.320]  所以我們會透過這些人
[00:00:28.440 --> 00:00:30.120]  給我們有反省
[00:00:30.120 --> 00:00:31.880]  求神幫助我們
[00:00:31.880 --> 00:00:34.320]  怎樣來中心地跟隨祂
[00:00:34.320 --> 00:00:38.800]  第一種就是半途而廢的信徒
[00:00:38.800 --> 00:00:40.840]  或者我們停一停
[00:00:40.840 --> 00:00:41.680]  想一想
[00:00:41.680 --> 00:00:44.840]  你認不認識一些人
[00:00:44.840 --> 00:00:47.440]  曾經回過教會
[00:00:47.440 --> 00:00:49.160]  甚至很熱心
[00:00:49.160 --> 00:00:52.360]  但是現在可能已經離開了
[00:00:52.360 --> 00:00:53.400]  為什麼呢?
[00:00:53.400 --> 00:00:56.720]  如果你留意主耶穌在地上的時候
[00:00:56.720 --> 00:00:58.520]  祂在全天國的福音
[00:00:58.520 --> 00:00:59.880]  一開始的時候
[00:00:59.880 --> 00:01:03.240]  是有很多很多人去跟隨耶穌
[00:01:03.240 --> 00:01:05.520]  這個可以說是蜜月期
[00:01:05.520 --> 00:01:08.800]  因為耶穌去講道的時候
[00:01:08.800 --> 00:01:09.840]  很有力
[00:01:09.840 --> 00:01:12.760]  但是卻是很顯淺
[00:01:12.760 --> 00:01:14.560]  深入淺出
[00:01:14.560 --> 00:01:17.680]  再加上祂行很多的神蹟
[00:01:17.680 --> 00:01:21.360]  於是吸引了不少人來跟隨祂
[00:01:21.360 --> 00:01:24.400]  《約翰福音》第六章第二節
[00:01:25.160 --> 00:01:31.040]  「有許多人因為看見祂在病人身上所行的神蹟
[00:01:31.040 --> 00:01:32.840]  就跟隨祂」
[00:01:32.840 --> 00:01:36.520]  有很多人見到耶穌所行的神蹟
[00:01:36.520 --> 00:01:37.760]  嘩!很厲害
[00:01:37.760 --> 00:01:39.040]  於是跟隨祂
[00:01:39.040 --> 00:01:44.200]  但是耶穌不單單關心有需要的人
[00:01:44.200 --> 00:01:45.720]  祂也是公義的
[00:01:45.720 --> 00:01:47.480]  祂見到一些法利塞人
[00:01:47.480 --> 00:01:49.920]  一些權貴犯錯的時候
[00:01:49.920 --> 00:01:51.640]  耶穌指責他們
[00:01:51.640 --> 00:01:54.240]  指出他們的錯誤
[00:01:55.040 --> 00:01:57.440]  於是得罪了這群權貴
[00:01:57.440 --> 00:01:59.080]  這群宗教人士
[00:01:59.080 --> 00:02:01.080]  引起他們的反感
[00:02:01.080 --> 00:02:02.920]  於是就挑撥一些人
[00:02:02.920 --> 00:02:08.640]  再加上耶穌也完全沒有欺騙人
[00:02:08.640 --> 00:02:12.640]  祂要求人很認真的來跟隨祂
[00:02:12.640 --> 00:02:14.520]  細算代價
[00:02:14.520 --> 00:02:15.720]  來跟隨祂
[00:02:15.720 --> 00:02:17.920]  一段很熟悉的聖經
[00:02:17.920 --> 00:02:22.320]  《馬福音》第十章二十九到三十節
[00:02:22.840 --> 00:02:25.720]  我希望在鏡頭前的弟兄姊妹
[00:02:25.720 --> 00:02:29.120]  你也是默默地來讀出這段經文
[00:02:29.120 --> 00:02:31.520]  甚至如果你能夠開聲讀出
[00:02:31.520 --> 00:02:33.160]  是更加好的
[00:02:33.160 --> 00:02:36.400]  「我實在告訴你們
[00:02:36.400 --> 00:02:39.120]  人為我和福音撇下房屋
[00:02:39.120 --> 00:02:42.680]  或是弟兄姊妹父母兒女
[00:02:42.680 --> 00:02:46.640]  田地沒有不在今世得百倍的
[00:02:47.080 --> 00:02:53.120]  就是房屋、弟兄姊妹母親兒女田地
[00:02:53.120 --> 00:02:55.080]  並且要受逼迫
[00:02:55.080 --> 00:02:57.920]  在來世必得永生」
[00:02:57.920 --> 00:03:00.720]  原來當我們為主放棄的時候
[00:03:00.720 --> 00:03:02.240]  我們好像是一個損失
[00:03:02.240 --> 00:03:04.200]  但絕對不是一個損失
[00:03:04.200 --> 00:03:06.680]  我們會得到的是更多
[00:03:06.680 --> 00:03:07.880]  但無論如何
[00:03:07.880 --> 00:03:09.760]  人聽到前面這一段的時候
[00:03:09.760 --> 00:03:11.760]  覺得很嚴苛
[00:03:11.760 --> 00:03:14.760]  很難去承擔這個代價
[00:03:15.240 --> 00:03:17.400]  於是有些人是怎樣呢?
[00:03:17.400 --> 00:03:18.840]  他們又害怕
[00:03:18.840 --> 00:03:21.960]  再接著後來耶穌宣告
[00:03:21.960 --> 00:03:25.600]  祂會上耶路撒冷來受害
[00:03:25.600 --> 00:03:28.160]  當聽到這些話的時候
[00:03:28.160 --> 00:03:32.560]  於是有些人心裡感到懼怕
[00:03:32.560 --> 00:03:36.280]  我們一起來看馬福音第十章第三十二節
[00:03:36.280 --> 00:03:38.720]  「他們走路上耶路撒冷去
[00:03:38.720 --> 00:03:41.160]  耶穌在前頭走
[00:03:41.160 --> 00:03:43.320]  門徒就稀奇
[00:03:43.480 --> 00:03:47.480]  跟從他的人也害怕」
[00:03:47.480 --> 00:03:49.960]  耶穌又叫那十二個門徒來
[00:03:49.960 --> 00:03:54.160]  把自己將要遭遇的事
[00:03:54.160 --> 00:03:55.840]  告訴他們
[00:03:55.840 --> 00:03:58.000]  耶穌說的是什麼呢?
[00:03:58.000 --> 00:04:00.480]  接著三十三、三十四兩節
[00:04:00.480 --> 00:04:03.680]  希望大家一起來讀出
[00:04:03.680 --> 00:04:06.080]  「看!我們上耶路撒冷去
[00:04:06.080 --> 00:04:10.080]  人子將要被交給祭司獎和民事
[00:04:10.080 --> 00:04:12.800]  他們要定他死罪
[00:04:13.000 --> 00:04:14.840]  交給外邦人
[00:04:14.840 --> 00:04:16.640]  他們要戲弄他
[00:04:16.640 --> 00:04:18.720]  掏唾沫在他面上
[00:04:18.720 --> 00:04:20.120]  鞭打他
[00:04:20.120 --> 00:04:21.360]  殺害他
[00:04:21.360 --> 00:04:22.680]  過了三天
[00:04:22.680 --> 00:04:24.600]  他要復活」
[00:04:24.600 --> 00:04:27.720]  耶穌很清楚地說
[00:04:27.720 --> 00:04:29.840]  人是要付代價
[00:04:29.840 --> 00:04:32.040]  要背十字架來跟隨他
[00:04:32.040 --> 00:04:34.800]  接著耶穌說他會受苦
[00:04:34.800 --> 00:04:36.040]  被人凌辱
[00:04:36.040 --> 00:04:38.360]  但他同樣宣告他會復活
[00:04:38.360 --> 00:04:40.760]  但人往往是很負面的
[00:04:40.760 --> 00:04:42.920]  聽到這些的時候
[00:04:43.120 --> 00:04:44.360]  他們覺得
[00:04:44.360 --> 00:04:46.480]  不是你來做君王的嗎?
[00:04:46.480 --> 00:04:48.000]  我跟隨你的時候
[00:04:48.000 --> 00:04:50.160]  不是有很多好處嗎?
[00:04:50.160 --> 00:04:53.080]  及後耶穌更加地來分享
[00:04:53.080 --> 00:04:55.880]  說到「我就是生命的糧
[00:04:55.880 --> 00:04:57.520]  你可以吃我的肉
[00:04:57.520 --> 00:04:59.120]  甚至喝我的血」
[00:04:59.120 --> 00:05:02.440]  對他們來說是非常難明白的
[00:05:02.440 --> 00:05:03.640]  於是
[00:05:03.640 --> 00:05:05.560]  這群人難以接受
[00:05:05.560 --> 00:05:08.000]  結果出現的情況是什麼呢?
[00:05:08.000 --> 00:05:09.080]  很特別
[00:05:09.080 --> 00:05:12.080]  約翰福音第六章第六十六節
[00:05:12.200 --> 00:05:13.320]  666
[00:05:13.320 --> 00:05:15.600]  很簡單的一個記載
