
[00:00:00.000 --> 00:00:02.000]  頂智慧平安
[00:00:02.000 --> 00:00:06.000]  古羅馬有個詩人叫賀拉斯
[00:00:06.000 --> 00:00:08.000]  他說過一句話
[00:00:08.000 --> 00:00:12.000]  好的開始是成功的一半
[00:00:12.000 --> 00:00:16.000]  不知你對他這句名言認不認同呢
[00:00:16.000 --> 00:00:20.000]  我不是一個跑的人
[00:00:20.000 --> 00:00:23.000]  但我知道100公尺的短跑
[00:00:23.000 --> 00:00:27.000]  對於那些實力相近的運動員
[00:00:27.000 --> 00:00:30.000]  他們的起跑姿勢
[00:00:30.000 --> 00:00:32.000]  反應的快慢
[00:00:32.000 --> 00:00:38.000]  對結果起了一個很重要的關鍵
[00:00:38.000 --> 00:00:41.000]  當然不一定必然取勝
[00:00:41.000 --> 00:00:44.000]  無論如何我個人認為
[00:00:44.000 --> 00:00:48.000]  做任何事有好的準備
[00:00:48.000 --> 00:00:52.000]  有好的根基是很重要的
[00:00:52.000 --> 00:00:55.000]  正如我們中國萬子的一句詩
[00:00:55.000 --> 00:00:57.000]  大家很熟悉的
[00:00:57.000 --> 00:01:00.000]  天將降大任於斯人也
[00:01:00.000 --> 00:01:02.000]  以前我們經常說斯人也
[00:01:02.000 --> 00:01:04.000]  意思是一樣的
[00:01:04.000 --> 00:01:06.000]  必先苦其心志
[00:01:06.000 --> 00:01:08.000]  勞其筋骨
[00:01:08.000 --> 00:01:10.000]  餓其體膚
[00:01:10.000 --> 00:01:13.000]  我不需要解釋大家都明白
[00:01:13.000 --> 00:01:16.000]  但很多人都很想一步登天
[00:01:16.000 --> 00:01:18.000]  一步成功
[00:01:18.000 --> 00:01:23.000]  以至不惜用任何代價去走捷徑
[00:01:23.000 --> 00:01:25.000]  沒錯,有人因為這樣
[00:01:25.000 --> 00:01:26.000]  真是成功的
[00:01:26.000 --> 00:01:28.000]  但很多都是失敗
[00:01:28.000 --> 00:01:29.000]  就算成功
[00:01:29.000 --> 00:01:32.000]  可能都不能夠長久
[00:01:32.000 --> 00:01:35.000]  今早就讓我們一起從耶穌身上
[00:01:35.000 --> 00:01:37.000]  學習一個屬神
[00:01:37.000 --> 00:01:40.000]  又帶著使命的人
[00:01:40.000 --> 00:01:42.000]  即是你和我
[00:01:42.000 --> 00:01:47.000]  如何能夠有好的使命人生的開始
[00:01:47.000 --> 00:01:48.000]  我甚至會問
[00:01:48.000 --> 00:01:53.000]  什麼是我們人生德性的秘訣呢
[00:01:53.000 --> 00:01:56.000]  耶穌受洗
[00:01:56.000 --> 00:01:58.000]  耶穌受試探
[00:01:58.000 --> 00:02:01.000]  可以說是耶穌出來傳導
[00:02:01.000 --> 00:02:04.000]  兩件很重要的前奏
[00:02:04.000 --> 00:02:06.000]  或者是經歷
[00:02:06.000 --> 00:02:10.000]  看上去叫做耶穌受試探
