
[00:00:00.000 --> 00:00:02.840]  頂姐妹大家好
[00:00:02.840 --> 00:00:07.640]  在預備今天這篇訊息的時候
[00:00:07.640 --> 00:00:10.000]  為了了解一下
[00:00:10.000 --> 00:00:14.480]  究竟坊間怎樣看這個課題
[00:00:14.480 --> 00:00:20.880]  於是我就上互聯網打了幾個字
[00:00:20.880 --> 00:00:22.480]  「世界末日」
[00:00:22.480 --> 00:00:25.800]  我猜猜究竟會出些什麼呢
[00:00:25.800 --> 00:00:30.880]  原來維基百科在這個題目裏面
[00:00:30.880 --> 00:00:35.680]  就說其實世界末日都有幾個層次
[00:00:35.680 --> 00:00:38.960]  包括全球的災難危機
[00:00:38.960 --> 00:00:41.360]  又或者地球的未來
[00:00:41.360 --> 00:00:42.240]  很短的
[00:00:42.240 --> 00:00:48.360]  接著一跳就跳到箭咀裏面寫著大眾文化
[00:00:48.360 --> 00:00:54.040]  原來有很多不同的電影又或者是劇集
[00:00:54.040 --> 00:00:58.640]  基本上就是拿了這個題目作為素材
[00:00:58.640 --> 00:01:01.960]  裏面可能就說到
[00:01:01.960 --> 00:01:05.880]  在不同的處境裏面
[00:01:05.880 --> 00:01:09.320]  可能外面有些星體撞下來
[00:01:09.320 --> 00:01:11.920]  又或者有外星人入侵
[00:01:11.920 --> 00:01:15.800]  生化大戰等等等等
[00:01:15.800 --> 00:01:18.720]  其實這些的看法
[00:01:18.720 --> 00:01:24.200]  畢竟都是給我們帶來一些觀感的刺激
[00:01:24.200 --> 00:01:26.240]  但對於這個題目
[00:01:26.240 --> 00:01:30.440]  其實不是真的很認真去想
[00:01:30.440 --> 00:01:33.040]  究竟那個迫切性在哪裏
[00:01:33.040 --> 00:01:37.440]  還有基本上這個題目究竟想說什麼呢
[00:01:37.440 --> 00:01:41.360]  就不是花太多的心思去思考的
[00:01:41.360 --> 00:01:42.800]  我們的講題
[00:01:42.800 --> 00:01:49.320]  講壇一直以西傑書這樣講,今天就去到第七章
[00:01:49.320 --> 00:01:50.840]  其實這張聖經
[00:01:50.840 --> 00:01:54.840]  正正內容就是要講到這個課題
[00:01:54.840 --> 00:01:56.560]  它要告訴我們知道
[00:01:56.560 --> 00:01:59.320]  原來結局近了
[00:01:59.320 --> 00:02:01.160]  結局到了
[00:02:01.160 --> 00:02:06.320]  這個是一個非常嚴肅的課題
[00:02:06.320 --> 00:02:11.560]  這張聖經基本上可以分成兩個大的部分
[00:02:11.560 --> 00:02:14.640]  頭一個部分是第一至第九節
[00:02:14.640 --> 00:02:16.000]  短一點的
[00:02:16.000 --> 00:02:19.840]  我就想請弟兄姊妹跟我一起來讀
[00:02:19.840 --> 00:02:21.840]  好,預備起
[00:02:21.840 --> 00:02:24.600]  耶和華的話又臨到我說
[00:02:24.600 --> 00:02:29.000]  人子,主耶和華對以色列地如此說
[00:02:29.000 --> 00:02:33.360]  結局到了,結局到了,地的四景
[00:02:33.360 --> 00:02:36.280]  現在你的結局已經臨到
[00:02:36.280 --> 00:02:39.280]  我必使我的怒氣歸於你
[00:02:39.280 --> 00:02:42.480]  也必按你的行為審判你
[00:02:42.480 --> 00:02:46.040]  照你一切可憎的事刑罰你
[00:02:46.040 --> 00:02:48.440]  我眼必不顧惜你
[00:02:48.440 --> 00:02:50.240]  也不可憐你
[00:02:50.240 --> 00:02:53.480]  卻要按你所行的報應你
[00:02:53.480 --> 00:02:57.000]  照你中間可憎的事刑罰你
[00:02:57.000 --> 00:03:00.440]  你就知道我是耶和華
[00:03:00.440 --> 00:03:02.520]  主耶和華如此說
[00:03:02.520 --> 00:03:05.160]  有一災,獨有一災
[00:03:05.160 --> 00:03:07.320]  看啊,臨近了
[00:03:07.320 --> 00:03:10.080]  結局來了,結局來了
[00:03:10.080 --> 00:03:14.000]  向你興起,看啊,來到了
[00:03:14.000 --> 00:03:15.760]  境內的居民啊
[00:03:15.760 --> 00:03:18.080]  鎖定的災臨到你
[00:03:18.080 --> 00:03:21.120]  時候到了,日子近了
[00:03:21.120 --> 00:03:22.680]  乃是洶湧
[00:03:22.680 --> 00:03:26.440]  並非在山上歡呼的日子
[00:03:26.440 --> 00:03:30.520]  我快要將我的憤怒傾在你身上
[00:03:30.520 --> 00:03:33.840]  向你成就我路中所定的
[00:03:33.840 --> 00:03:36.440]  按你的行為審判你
[00:03:36.440 --> 00:03:39.880]  照你一切可憎的事刑罰你
[00:03:39.880 --> 00:03:42.240]  我眼必不顧惜你
[00:03:42.240 --> 00:03:43.800]  也不可憐你
[00:03:43.800 --> 00:03:46.640]  必按你所行的報應你
[00:03:46.640 --> 00:03:50.200]  照你中間可憎的事刑罰你
[00:03:50.200 --> 00:03:55.280]  你就知道擊打你的是我,耶和華
[00:03:55.280 --> 00:03:57.480]  當大家讀完這九節聖經
[00:03:57.480 --> 00:04:02.680]  我相信大家必然不會走漏的字眼
[00:04:02.680 --> 00:04:06.680]  就是結局這個字眼
[00:04:06.680 --> 00:04:12.240]  因為單單在第二至第六節結局這個字
[00:04:12.240 --> 00:04:15.120]  已經出現了五次這麼多
[00:04:15.120 --> 00:04:21.360]  而這個結局正正就是要為以色列的第四至第六章
[00:04:21.360 --> 00:04:23.600]  做一個總結
[00:04:23.600 --> 00:04:27.800]  強調猶大的結局真的到了
[00:04:27.800 --> 00:04:30.120]  逼近未接
[00:04:30.120 --> 00:04:36.960]  兩星期前林姑娘跟我們分享一個題目叫斷捨離
[00:04:36.960 --> 00:04:43.040]  那章聖經基本上是講到偶像或拜偶像的事情
[00:04:43.040 --> 00:04:47.080]  預言猶大因為犯罪的緣故
[00:04:47.080 --> 00:04:51.760]  最終會受到戰爭、瘟疫所傷害
[00:04:51.760 --> 00:04:55.800]  然後最後會被擄
[00:04:55.800 --> 00:05:00.520]  其實類似的警告也不新鮮
[00:05:00.520 --> 00:05:04.880]  因為之前另外一位先知阿摩斯
[00:05:04.880 --> 00:05:11.440]  他也曾經向北國的以色列做出相類似的警告
[00:05:11.440 --> 00:05:14.080]  這裏打了出來第八章第二節
[00:05:14.080 --> 00:05:16.760]  其實那裏是這樣說的
[00:05:16.760 --> 00:05:19.960]  他說:阿摩斯啊,你看見什麼?
[00:05:19.960 --> 00:05:23.160]  我說:看見一腔夏天的果子
[00:05:23.160 --> 00:05:27.040]  而話說:我聞以色列的結局到了
[00:05:27.040 --> 00:05:30.480]  我必不再寬恕他們
[00:05:30.480 --> 00:05:33.480]  這些人還不醒一醒,為什麼?
[00:05:33.480 --> 00:05:35.840]  他們沒有讀過歷史嗎?
[00:05:35.840 --> 00:05:38.680]  其實他們已經見識過
[00:05:38.680 --> 00:05:43.080]  上帝因為他民族的犯罪的緣故
[00:05:43.080 --> 00:05:48.960]  結果令到撒瑪利亞和北國以色列被毀
[00:05:48.960 --> 00:05:50.920]  這個是事實
[00:05:50.920 --> 00:05:57.720]  但很可悲的是他們沒有在過去的錯誤當中
[00:05:57.720 --> 00:06:00.920]  學到他們應該要學的功課
[00:06:00.920 --> 00:06:04.800]  所以這次去到以色列先知
[00:06:04.800 --> 00:06:07.560]  他在第七章的第二節下半節
[00:06:07.560 --> 00:06:10.840]  直到第三節的上半節他就說了
[00:06:10.840 --> 00:06:14.360]  結局到了,結局到了地的四景
[00:06:14.360 --> 00:06:18.520]  現在你的結局已經臨到
[00:06:18.520 --> 00:06:22.360]  其實華本這個譯法
[00:06:22.360 --> 00:06:26.760]  為了遷就中文的語法
[00:06:26.760 --> 00:06:31.080]  其實沒有了那個很強烈的感覺
[00:06:31.080 --> 00:06:36.280]  如果將這一句句子逐個字譯出來
[00:06:36.280 --> 00:06:39.360]  不要理它究竟順不順暢
[00:06:39.360 --> 00:06:42.000]  其實譯出來是這樣的
[00:06:42.000 --> 00:06:46.600]  結局,到了結局在地的四景
[00:06:46.600 --> 00:06:51.040]  現在結局到了,你呀
[00:06:51.040 --> 00:06:55.960]  這個就是原本的譯法
[00:06:55.960 --> 00:07:01.960]  這裡告訴我們不單止是關乎北國以色列
[00:07:01.960 --> 00:07:06.200]  還要燒了南國猶大那一份
[00:07:06.200 --> 00:07:10.880]  甚至這裡告訴我們是包括地的四景
