
[00:00:00.000 --> 00:00:02.000]  鳳子明文後正英前輩平安。
[00:00:02.000 --> 00:00:04.000]  鳳子問候正英前輩平安。
[00:00:04.000 --> 00:00:10.000]  今天我和大家講獵王記下十二章一到十六節。
[00:00:10.000 --> 00:00:15.000]  今天我和大家講獵王記下十二章一到十六節。
[00:00:15.000 --> 00:00:17.000]  我的題目是約阿斯修理聖殿。
[00:00:17.000 --> 00:00:20.000]  我的題目是約阿斯修理聖殿。
[00:00:20.000 --> 00:00:25.000]  在我未入經文之前,我想引發大家一個情緒。
[00:00:25.000 --> 00:00:29.000]  就是說我在沒有講到經文之前,我想引發大家一個情緒。
[00:00:29.000 --> 00:00:35.000]  你有沒有發過一封書信?
[00:00:35.000 --> 00:00:35.000]  你有沒有發過一封書信?
[00:00:35.000 --> 00:00:37.000]  你有沒有發過一封書信?
[00:00:37.000 --> 00:00:39.000]  你有沒有發過一封書信?
[00:00:39.000 --> 00:00:42.000]  有些人看完書信會流眼淚。
[00:00:42.000 --> 00:00:44.000]  有些人看完書信會流眼淚。
[00:00:44.000 --> 00:00:45.000]  有些人看完書信會流眼淚。
[00:00:45.000 --> 00:00:46.000]  如果封了書信給別人看呢?
[00:00:46.000 --> 00:00:47.000]  如果封了書信給別人看呢?
[00:00:47.000 --> 00:00:48.000]  如果封了書信給別人看呢?
[00:00:48.000 --> 00:00:49.000]  看完書信給別人看呢?
[00:00:49.000 --> 00:00:50.000]  看完書信給別人看呢?
[00:00:50.000 --> 00:00:51.000]  看完書信給別人看呢?
[00:00:51.000 --> 00:00:52.000]  看完書信給別人看呢?
[00:00:52.000 --> 00:00:53.000]  看完書信給別人看呢?
[00:00:53.000 --> 00:00:54.000]  看完書信給別人看呢?
[00:00:54.000 --> 00:00:55.000]  看完書信給別人看呢?
[00:00:55.000 --> 00:01:02.000]  看完書信給別人看呢?
[00:01:02.000 --> 00:01:03.000]  看完書信給別人看呢?
[00:01:03.000 --> 00:01:04.000]  看完書信給別人看呢?
[00:01:04.000 --> 00:01:05.000]  看完書信給別人看呢?
[00:01:05.000 --> 00:01:06.000]  看完書信給別人看呢?
[00:01:06.000 --> 00:01:07.000]  看完書信給別人看呢?
[00:01:07.000 --> 00:01:08.000]  看完書信給別人看呢?
[00:01:08.000 --> 00:01:09.000]  看完書信給別人看呢?
[00:01:09.000 --> 00:01:10.000]  看完書信給別人看呢?
[00:01:10.000 --> 00:01:11.000]  看完書信給別人看呢?
[00:01:11.000 --> 00:01:12.000]  看完書信給別人看呢?
[00:01:12.000 --> 00:01:13.000]  看完書信給別人看呢?
[00:01:13.000 --> 00:01:14.000]  看完書信給別人看呢?
[00:01:14.000 --> 00:01:15.000]  看完書信給別人看呢?
[00:01:15.000 --> 00:01:16.000]  看完書信給別人看呢?
[00:01:16.000 --> 00:01:17.000]  看完書信給別人看呢?
[00:01:17.000 --> 00:01:18.000]  看完書信給別人看呢?
[00:01:18.000 --> 00:01:19.000]  看完書信給別人看呢?
[00:01:19.000 --> 00:01:25.000]  看完書信給別人看呢?
[00:01:25.000 --> 00:01:26.000]  看完書信給別人看呢?
[00:01:26.000 --> 00:01:27.000]  看完書信給別人看呢?
[00:01:27.000 --> 00:01:28.000]  看完書信給別人看呢?
[00:01:28.000 --> 00:01:29.000]  看完書信給別人看呢?
[00:01:29.000 --> 00:01:30.000]  看完書信給別人看呢?
[00:01:30.000 --> 00:01:31.000]  看完書信給別人看呢?
[00:01:31.000 --> 00:01:32.000]  看完書信給別人看呢?
[00:01:32.000 --> 00:01:33.000]  看完書信給別人看呢?
[00:01:33.000 --> 00:01:34.000]  看完書信給別人看呢?
[00:01:34.000 --> 00:01:35.000]  看完書信給別人看呢?
[00:01:35.000 --> 00:01:36.000]  看完書信給別人看呢?
[00:01:36.000 --> 00:01:37.000]  看完書信給別人看呢?
[00:01:37.000 --> 00:01:38.000]  看完書信給別人看呢?
[00:01:38.000 --> 00:01:39.000]  看完書信給別人看呢?
[00:01:39.000 --> 00:01:40.000]  看完書信給別人看呢?
[00:01:40.000 --> 00:01:41.000]  看完書信給別人看呢?
[00:01:41.000 --> 00:01:42.000]  看完書信給別人看呢?
[00:01:42.000 --> 00:01:49.000]  看完書信給別人看呢?
[00:01:49.000 --> 00:01:50.000]  看完書信給別人看呢?
[00:01:50.000 --> 00:01:51.000]  看完書信給別人看呢?
[00:01:51.000 --> 00:01:52.000]  看完書信給別人看呢?
[00:01:52.000 --> 00:01:53.000]  看完書信給別人看呢?
[00:01:53.000 --> 00:01:54.000]  看完書信給別人看呢?
[00:01:54.000 --> 00:01:55.000]  看完書信給別人看呢?
[00:01:55.000 --> 00:01:56.000]  看完書信給別人看呢?
[00:01:56.000 --> 00:01:57.000]  看完書信給別人看呢?
[00:01:57.000 --> 00:01:58.000]  看完書信給別人看呢?
