
[00:00:00.000 --> 00:00:01.080]  歡迎大家回來
[00:00:01.080 --> 00:00:05.680]  我們今晚繼續講行動力滿滿的主的系列
[00:00:05.680 --> 00:00:09.800]  我們繼續講有關要認識神的行動
[00:00:09.800 --> 00:00:12.240]  今天是這個系列的最後一講
[00:00:12.240 --> 00:00:16.320]  讓我也很快地簡單地跟大家重溫之前幾講
[00:00:16.320 --> 00:00:17.400]  講了些什麼
[00:00:17.400 --> 00:00:19.200]  第一講的這個系列
[00:00:19.200 --> 00:00:20.440]  都是我講的
[00:00:20.440 --> 00:00:25.560]  跟大家分享了耶穌在最後晚餐的期間
[00:00:25.560 --> 00:00:30.560]  向門徒宣告自己是道路真理生命
[00:00:30.560 --> 00:00:35.240]  鼓勵門徒不要因為耶穌即將要離去
[00:00:35.240 --> 00:00:39.240]  而對未知的前路感到迷茫
[00:00:39.240 --> 00:00:42.160]  繼而說沒有信心沒有盼望
[00:00:42.160 --> 00:00:47.760]  反而要因為耶穌成為了天父和人和好的橋樑
[00:00:47.760 --> 00:00:49.760]  去成為了那個way maker
[00:00:49.760 --> 00:00:52.400]  去叫到無論是當時的信徒
[00:00:52.400 --> 00:00:54.920]  抑或到今天我們的每一個
[00:00:54.920 --> 00:00:59.360]  我們都應該抓住或抓緊耶穌的這個宣告
[00:00:59.360 --> 00:01:01.000]  帶著那份信心
[00:01:01.000 --> 00:01:02.200]  帶著盼望
[00:01:02.200 --> 00:01:05.000]  很努力地繼續走我們人生的道路
[00:01:05.000 --> 00:01:09.920]  要好好地為主做一個更大更多的事
[00:01:09.920 --> 00:01:11.520]  第二講就是Ivan
[00:01:11.520 --> 00:01:15.120]  Ivan講的他藉著一個大使命的經文
[00:01:15.120 --> 00:01:17.920]  提醒我們不要做一個趕走天下無敵
[00:01:17.920 --> 00:01:21.040]  造就有心無力的信徒
[00:01:21.040 --> 00:01:25.200]  而是我們應該好像大使命裏面的教導那樣
[00:01:25.200 --> 00:01:27.120]  我們要去學做一個
[00:01:27.120 --> 00:01:29.120]  怎樣去做一個門徒
[00:01:29.120 --> 00:01:31.960]  Ivan提醒我們要學耶穌
[00:01:31.960 --> 00:01:33.960]  提醒我們要去
[00:01:33.960 --> 00:01:35.960]  要走出自己的comfort zone
[00:01:35.960 --> 00:01:39.720]  要主動地接觸一些不同自己的人
[00:01:39.720 --> 00:01:41.240]  讓他們認識福音
[00:01:41.240 --> 00:01:43.640]  又要領他們受洗
[00:01:43.640 --> 00:01:45.080]  叫他們加入教會
[00:01:45.080 --> 00:01:46.520]  加入基督的身體
[00:01:46.520 --> 00:01:50.520]  讓他們可以親自和主我們的上帝
[00:01:50.520 --> 00:01:52.520]  建立一個很實在的關係
[00:01:52.520 --> 00:01:55.040]  還要教導這班人
[00:01:55.040 --> 00:01:57.160]  要認識天國的法則
[00:01:57.160 --> 00:01:58.600]  叫他們的生命
[00:01:58.600 --> 00:02:00.600]  不只是停留在信主那一刻
[00:02:00.600 --> 00:02:05.360]  而是要不斷地被主的說話去更新
[00:02:05.360 --> 00:02:10.600]  又要不斷地在生命裏面去實踐主的教導
[00:02:10.600 --> 00:02:11.880]  到了上星期
[00:02:11.880 --> 00:02:15.080]  阿松就和我們回到了一個創世的時期
[00:02:15.080 --> 00:02:19.760]  講到蛇怎樣引誘當下犯罪的那個時間
[00:02:19.760 --> 00:02:25.120]  他提到上帝當時沒有即時的一個阻止這些事情的發生
[00:02:25.120 --> 00:02:27.920]  他任由那條蛇繼續引誘當下犯罪
[00:02:27.920 --> 00:02:31.560]  好像看來上帝是沒有做到什麼
[00:02:31.560 --> 00:02:33.720]  但是他在提醒我們的是
[00:02:33.720 --> 00:02:36.120]  上帝這些不做事
[00:02:36.120 --> 00:02:39.600]  其實有時可能是他愛的一個表現
[00:02:39.600 --> 00:02:43.960]  因為上帝沒有當一下就已經審判當下犯罪
[00:02:43.960 --> 00:02:45.840]  要他們馬上死
[00:02:45.840 --> 00:02:48.760]  而其實上帝真的在做的是
[00:02:48.760 --> 00:02:53.920]  在給予人機會去靠著神的恩典
[00:02:53.920 --> 00:02:57.680]  去能夠跨過那些試探和困難
[00:02:57.680 --> 00:02:59.960]  就好像上次提到的
[00:02:59.960 --> 00:03:02.840]  當下其實早就已經有神的話
[00:03:02.840 --> 00:03:05.400]  只不過當時他們沒有好好地跟隨
[00:03:05.400 --> 00:03:07.920]  所以才弄到最後是這樣
[00:03:07.920 --> 00:03:11.240]  所以與其我們在我們人生裏面一樣
[00:03:11.240 --> 00:03:13.360]  很多時候我們會選擇覺得
[00:03:13.360 --> 00:03:16.360]  上帝沒有做事我們就埋怨這樣埋怨那樣
[00:03:16.360 --> 00:03:19.720]  覺得我們人生這樣又不好 際遇這樣又不行的時候
[00:03:19.720 --> 00:03:23.880]  可能我們或者需要去學習的是
[00:03:23.880 --> 00:03:25.760]  就是多些去留意一下
[00:03:25.760 --> 00:03:29.320]  上帝在我們生命裏面留下的那些線索
[00:03:29.320 --> 00:03:32.560]  留下了那些一早已經預備了給我們的恩典
[00:03:32.560 --> 00:03:37.320]  以致當我們面對困難 面對那些挑戰的時候
[00:03:37.320 --> 00:03:39.920]  我們不只是自怨自艾
[00:03:39.920 --> 00:03:42.400]  而忘記了上帝的恩典
[00:03:42.400 --> 00:03:44.160]  那去到今天 最後一講
[00:03:44.160 --> 00:03:48.520]  那我很想和大家再去看回耶穌的故事
[00:03:48.520 --> 00:03:51.120]  不過今天要看的耶穌
[00:03:51.120 --> 00:03:54.160]  和我第一講的那個耶穌有點不同
[00:03:54.160 --> 00:03:56.360]  我們第一講的時候 我講耶穌的時候
[00:03:56.360 --> 00:03:59.840]  他其實是一個很明白門徒心情
[00:03:59.840 --> 00:04:02.000]  又安慰又鼓勵
[00:04:02.000 --> 00:04:04.640]  那時候耶穌是很好的
[00:04:04.640 --> 00:04:06.520]  那今天要看的這個
[00:04:06.520 --> 00:04:07.840]  就有一點分別
[00:04:07.840 --> 00:04:11.400]  他是一個較為激動的耶穌
[00:04:11.400 --> 00:04:15.760]  但是在進度經文之前 我們先一起祈禱
[00:04:15.760 --> 00:04:19.360]  我們合上眼睛
[00:04:19.360 --> 00:04:20.920]  天父上帝 我多謝祢
[00:04:20.920 --> 00:04:25.600]  多謝祢讓耶穌來到這個地上
[00:04:25.600 --> 00:04:28.040]  祂很實在地成為一個人
[00:04:28.040 --> 00:04:30.640]  祢叫到我們所認識的耶穌
[00:04:30.640 --> 00:04:33.120]  真的有很多不同的面貌
[00:04:33.120 --> 00:04:35.400]  讓我們知道耶穌和我們一樣
[00:04:35.400 --> 00:04:38.840]  同樣都會有不開心
[00:04:38.840 --> 00:04:41.960]  又開心又激動又軟弱
[00:04:41.960 --> 00:04:45.800]  但是祂卻在地上
[00:04:45.800 --> 00:04:49.440]  怎樣成為上帝祢那個很真實的見證
[00:04:49.440 --> 00:04:50.840]  所以神父求祢祝福我們
[00:04:50.840 --> 00:04:54.080]  當我們今天再一次去看耶穌的生命的時候
[00:04:54.080 --> 00:04:56.760]  願上帝祢的話在我們當中
[00:04:56.760 --> 00:04:59.760]  讓我們明白天父祢的心
[00:04:59.760 --> 00:05:01.680]  究竟是一個怎樣的心
[00:05:01.680 --> 00:05:05.880]  以致我們去到明白的時候
[00:05:05.880 --> 00:05:08.960]  能夠更加願意去跟隨祢
[00:05:08.960 --> 00:05:10.440]  神求祢這樣去幫助我們
[00:05:10.440 --> 00:05:11.480]  祝福我們更多
[00:05:11.480 --> 00:05:13.000]  感謝祢聽我們禱告教託
[00:05:13.000 --> 00:05:14.760]  奉耶穌基督的聖名自祈求
[00:05:14.760 --> 00:05:15.640]  Amen
[00:05:15.640 --> 00:05:20.560]  好 先想邀請大家一齊跟我讀一讀今天的經文
[00:05:20.560 --> 00:05:22.960]  很短而已 就是只有這麼多
[00:05:22.960 --> 00:05:26.240]  我們《馬克福音》十一章十五至十八節
[00:05:26.240 --> 00:05:27.240]  我們一二三一起讀
[00:05:27.240 --> 00:05:28.520]  一二三
[00:05:28.520 --> 00:05:30.960]  他們來到耶路撒冷
[00:05:30.960 --> 00:05:33.120]  耶穌進入聖殿
[00:05:33.120 --> 00:05:36.280]  講出殿裡做買賣的人
[00:05:36.280 --> 00:05:39.760]  推倒兌換銀錢之人的桌子
[00:05:39.760 --> 00:05:42.880]  和賣鴿子之人的凳子
[00:05:42.880 --> 00:05:47.800]  也不許人拿著體去從殿裡經過
[00:05:47.800 --> 00:05:50.000]  便教訓他們說
[00:05:50.000 --> 00:05:52.400]  經上不是記著說
[00:05:52.400 --> 00:05:56.600]  我的殿必稱為萬國禱告的殿嗎
[00:05:56.600 --> 00:06:00.080]  你們都視它成為賊窩了
[00:06:00.080 --> 00:06:03.400]  祭司長和民事見見者說
[00:06:03.400 --> 00:06:06.560]  就想發旨要除滅耶穌
[00:06:06.560 --> 00:06:07.880]  卻又怕他
[00:06:07.880 --> 00:06:11.320]  因為眾人都欺其他的教訓
[00:06:11.320 --> 00:06:12.200]  謝謝大家
[00:06:12.200 --> 00:06:14.760]  經文很短 其實只有四節
[00:06:14.760 --> 00:06:17.000]  故事應該大家都很熟悉
[00:06:17.000 --> 00:06:20.000]  就是耶穌結證聖殿的故事
[00:06:20.000 --> 00:06:22.000]  其實在四科音書
[00:06:22.000 --> 00:06:24.480]  分別都有記載這個故事
[00:06:24.480 --> 00:06:29.760]  但是先讓我簡單介紹一下這個故事的背景
[00:06:29.760 --> 00:06:32.880]  如果大家熟悉耶穌在地上傳道的故事
[00:06:32.880 --> 00:06:34.480]  大家都應該知道
[00:06:34.480 --> 00:06:37.760]  其實耶穌在地上大多數時間
[00:06:37.760 --> 00:06:41.440]  都是集中在加利利那邊傳道
[00:06:41.440 --> 00:06:44.080]  而在祂在地上的時候
[00:06:44.080 --> 00:06:45.680]  最後那些日子
[00:06:45.680 --> 00:06:51.080]  祂就為了應驗天父要預備祂的那條路
[00:06:51.080 --> 00:06:53.360]  祂就去到耶路撒冷這個地方
[00:06:53.360 --> 00:06:58.000]  而當耶穌去到耶路撒冷的時候
[00:06:58.000 --> 00:06:59.240]  我想大家有些印象的
[00:06:59.240 --> 00:07:03.720]  就是耶穌享受了祂在地上裡面最高光的時刻
[00:07:03.720 --> 00:07:05.560]  就是祂享受著
[00:07:05.560 --> 00:07:06.720]  祂騎著路
[00:07:06.720 --> 00:07:11.440]  在眾人呼喊「摩撒拿奉主明來,的是應當稱頌的」
[00:07:11.440 --> 00:07:13.800]  在一片這樣的呼聲下
[00:07:13.800 --> 00:07:18.600]  很光榮地進入到耶路撒冷這個地方
[00:07:18.600 --> 00:07:20.200]  而我們剛剛所讀的經文
[00:07:20.200 --> 00:07:22.320]  就是發生在一個
[00:07:22.320 --> 00:07:25.960]  當祂過了這一天的第二天的事
[00:07:25.960 --> 00:07:29.080]  第二天當耶穌再去到耶路撒冷的時候
[00:07:29.080 --> 00:07:31.280]  祂發生這件事的時候
[00:07:31.280 --> 00:07:32.720]  就是祂再進入聖殿
[00:07:32.720 --> 00:07:35.880]  就趕出了那些在殿裡面做買賣的人
[00:07:35.880 --> 00:07:39.000]  推倒了那些兌換銀錢的人的桌子
[00:07:39.000 --> 00:07:41.520]  以及賣鴿子的人的椅子
[00:07:41.520 --> 00:07:45.920]  祂不讓人拿著器具從殿裡面經過
[00:07:45.920 --> 00:07:48.160]  這段經文看到的就是剛剛所說的
[00:07:48.160 --> 00:07:50.880]  我們看到耶穌其實很激動
[00:07:50.880 --> 00:07:51.360]  是不是?
[00:07:51.360 --> 00:07:54.600]  我們要明白耶穌為什麼要這麼激動的時候
[00:07:54.600 --> 00:07:56.200]  我想首先我們要明白的就是
[00:07:56.200 --> 00:08:00.760]  究竟當時聖殿是一個什麼樣的狀況
[00:08:00.760 --> 00:08:01.880]  如果大家知道的話
[00:08:01.880 --> 00:08:05.760]  聖殿其實分別被建造過兩次
[00:08:05.760 --> 00:08:07.320]  第一次就是在說的
[00:08:07.320 --> 00:08:09.560]  它的建造就是在舊約的時期
[00:08:09.560 --> 00:08:11.520]  由所羅門建造的
[00:08:11.520 --> 00:08:13.800]  不過這個第一的聖殿
[00:08:13.800 --> 00:08:15.280]  我們分別將聖殿
[00:08:15.280 --> 00:08:16.720]  第一次建造就叫第一聖殿
[00:08:16.720 --> 00:08:19.040]  第二次再建造就叫第二聖殿
[00:08:19.040 --> 00:08:22.200]  第一聖殿其實在公元前586年
[00:08:22.200 --> 00:08:25.480]  當巴比倫人去攻破耶路撒冷的時候
[00:08:25.480 --> 00:08:27.080]  就將它毀滅了
