
[00:00:00.000 --> 00:00:02.000]  各位妹妹 主內平安
[00:00:02.000 --> 00:00:07.000]  感恩我們又可以一齊回來聆聽神的話語
[00:00:07.000 --> 00:00:10.000]  神的話語真是寶貴 很感恩
[00:00:10.000 --> 00:00:15.000]  今年我們教會的主題是「紮根真理 同心侍奉」
[00:00:15.000 --> 00:00:18.000]  這個主題很好 我很喜歡
[00:00:18.000 --> 00:00:22.000]  我們在主內紮根 能夠彼此建立
[00:00:22.000 --> 00:00:26.000]  同心去侍奉這位教會的元首
[00:00:26.000 --> 00:00:29.000]  我們的主基督 是神的恩
[00:00:29.000 --> 00:00:31.000]  讓我們一起禱告吧
[00:00:59.000 --> 00:01:01.000]  我們謙卑受教的心
[00:01:01.000 --> 00:01:05.000]  我們感恩祈禱 依奉耶穌基督名字祈求 阿們
[00:01:05.000 --> 00:01:09.000]  今天要講的經文是《哥倫多前書》12章
[00:01:09.000 --> 00:01:13.000]  對大家來說這段經文也不算陌生
[00:01:13.000 --> 00:01:15.000]  我們可能也會熟悉
[00:01:15.000 --> 00:01:17.000]  如果特別要講基督的身子
[00:01:17.000 --> 00:01:19.000]  今天的主題是基督的身子
[00:01:19.000 --> 00:01:21.000]  我們一點也不會陌生
[00:01:21.000 --> 00:01:25.000]  因為身體 我們身體每個人都有一個
[00:01:25.000 --> 00:01:27.000]  你有身體 我有身體
[00:01:27.000 --> 00:01:31.000]  你有很多手手腳腳 我也有手手腳腳
[00:01:31.000 --> 00:01:34.000]  這個我們很熟悉的肢體
[00:01:34.000 --> 00:01:36.000]  我們也不陌生
[00:01:36.000 --> 00:01:41.000]  而且這個身體 每一個部份都是屬於我們的
[00:01:41.000 --> 00:01:44.000]  如果我們可以自己控制它
[00:01:44.000 --> 00:01:46.000]  控制我們手手腳腳的肢體
[00:01:46.000 --> 00:01:49.000]  我們對它很熟悉
[00:01:49.000 --> 00:01:51.000]  據說一個正常人
[00:01:51.000 --> 00:01:53.000]  一個正常的大人
[00:01:53.000 --> 00:01:56.000]  身體有大概206塊骨頭
[00:01:56.000 --> 00:02:00.000]  而且大大小小的關節加起來
[00:02:00.000 --> 00:02:02.000]  據說有超過230個
[00:02:02.000 --> 00:02:05.000]  小到我們一隻手指
[00:02:05.000 --> 00:02:08.000]  我們都需要有很多的關節
[00:02:08.000 --> 00:02:10.000]  將它一節一節一節地連合起來
[00:02:10.000 --> 00:02:12.000]  能夠令它發揮功用
[00:02:12.000 --> 00:02:15.000]  要曲的時候就曲 要直的時候就直
[00:02:15.000 --> 00:02:17.000]  如果沒有了這些關節
[00:02:17.000 --> 00:02:20.000]  去連著我們這些骨頭和肌肉
[00:02:20.000 --> 00:02:24.000]  所有的肢體都只不過是殘肢
[00:02:24.000 --> 00:02:26.000]  這樣說很恐怖
[00:02:26.000 --> 00:02:30.000]  但確實是 如果沒有了這些連合的關節
[00:02:30.000 --> 00:02:34.000]  它只是一塊一塊散散的殘肢
[00:02:34.000 --> 00:02:37.000]  根本不能夠發揮任何的功用
[00:02:37.000 --> 00:02:40.000]  而我認為身體一個最奇妙
[00:02:40.000 --> 00:02:42.000]  最高層次的地方
[00:02:42.000 --> 00:02:45.000]  就是這些肢體的連合
[00:02:45.000 --> 00:02:48.000]  不是我們想怎樣擺就怎樣擺
[00:02:48.000 --> 00:02:51.000]  不是我想將手放在腳上
[00:02:51.000 --> 00:02:54.000]  將小腿放在肩膀上
[00:02:54.000 --> 00:02:57.000]  是我自己決定的 不是的
[00:02:57.000 --> 00:03:01.000]  這個配搭 頭放在哪裏 腳放在哪裏
[00:03:01.000 --> 00:03:03.000]  手放在哪裏
[00:03:03.000 --> 00:03:07.000]  這些設計是早早就設計好了
[00:03:07.000 --> 00:03:12.000]  而且是早到你還未出生就已經設計好了
[00:03:12.000 --> 00:03:15.000]  這個配搭 這個設計
[00:03:15.000 --> 00:03:17.000]  不是由我和你決定的
[00:03:17.000 --> 00:03:20.000]  這封書信 哥林多前書
[00:03:20.000 --> 00:03:23.000]  是作者保羅利用了
[00:03:23.000 --> 00:03:26.000]  人人都很熟悉的身體這個比喻
[00:03:26.000 --> 00:03:29.000]  去比喻出一個很重要的道理
[00:03:29.000 --> 00:03:31.000]  很重要的真理
[00:03:31.000 --> 00:03:35.000]  保羅說 基督的身子
[00:03:35.000 --> 00:03:38.000]  保羅說 就如身體是一個
[00:03:38.000 --> 00:03:40.000]  但卻有很多肢體
[00:03:40.000 --> 00:03:45.000]  身體的肢體雖多 仍舊是一個身體
[00:03:45.000 --> 00:03:47.000]  基督就是這樣
[00:03:47.000 --> 00:03:51.000]  保羅說 這個身體有很多肢體
[00:03:51.000 --> 00:03:53.000]  但又是一個身體
[00:03:53.000 --> 00:03:56.000]  一個身體卻有很多肢體
[00:03:56.000 --> 00:03:59.000]  接著他不是說教會就是這樣
[00:03:59.000 --> 00:04:02.000]  他是說 基督
[00:04:02.000 --> 00:04:05.000]  他說 基督也是這樣
[00:04:05.000 --> 00:04:07.000]  保羅不是說教會是這樣
[00:04:07.000 --> 00:04:10.000]  而是說 基督是這樣
[00:04:10.000 --> 00:04:12.000]  教會是因著
[00:04:12.000 --> 00:04:17.000]  不是很多人走在一起聚會就叫教會
[00:04:17.000 --> 00:04:19.000]  不是有人走在一起
[00:04:19.000 --> 00:04:22.000]  聚在一起聚會就叫教會
[00:04:22.000 --> 00:04:25.000]  而是因著有基督在裡面
[00:04:25.000 --> 00:04:28.000]  所以它是教會
[00:04:28.000 --> 00:04:32.000]  信徒走在一起能夠成為教會
[00:04:32.000 --> 00:04:34.000]  是因為這裡有基督
[00:04:34.000 --> 00:04:37.000]  是因為我們每個人身上有基督
[00:04:37.000 --> 00:04:40.000]  所以它才能夠成為教會
[00:04:40.000 --> 00:04:42.000]  所以有人說
[00:04:42.000 --> 00:04:45.000]  基督為了要完成他在地上的工作
[00:04:45.000 --> 00:04:48.000]  基督他取了一個血肉的身體
[00:04:48.000 --> 00:04:52.000]  而今天他為了繼續要完成他的工作
[00:04:52.000 --> 00:04:57.000]  基督就有一個活著的信徒所組織的身體
[00:04:57.000 --> 00:04:59.000]  這是教會
[00:04:59.000 --> 00:05:02.000]  而我們今天思想這段經文的時候
[00:05:02.000 --> 00:05:03.000]  再一次去思考一下
[00:05:03.000 --> 00:05:07.000]  究竟我們這個人是怎樣屬於基督
[00:05:07.000 --> 00:05:11.000]  同時我們又是怎樣彼此相屬
[00:05:11.000 --> 00:05:13.000]  第一點我想和大家分享的
[00:05:13.000 --> 00:05:15.000]  這個是教會
[00:05:15.000 --> 00:05:17.000]  就是神的配搭
[00:05:17.000 --> 00:05:21.000]  保羅用了比喻來說基督的身體
[00:05:21.000 --> 00:05:26.000]  顯出了多樣性卻又是一致性
[00:05:26.000 --> 00:05:29.000]  因為他說我們有手手腳腳
[00:05:29.000 --> 00:05:31.000]  肢體和肢體之間
[00:05:31.000 --> 00:05:33.000]  有很多不同的配搭
[00:05:33.000 --> 00:05:37.000]  但是無數的關節將我們聯合起來
[00:05:37.000 --> 00:05:42.000]  而這個配搭是神自己親自去配搭的
[00:05:42.000 --> 00:05:43.000]  十八節他說
[00:05:43.000 --> 00:05:46.000]  現在神隨自己的意思
[00:05:46.000 --> 00:05:50.000]  將肢體一一安置在身體上
[00:05:50.000 --> 00:05:53.000]  你會看到不是我們自己
[00:05:53.000 --> 00:05:58.000]  各自將這些肢體安置在身體上
[00:05:58.000 --> 00:06:00.000]  而是神
[00:06:00.000 --> 00:06:03.000]  神隨他自己的意思
[00:06:03.000 --> 00:06:06.000]  將肢體安置在身體上
[00:06:06.000 --> 00:06:10.000]  而很有意思的是這個一一安置
[00:06:10.000 --> 00:06:12.000]  我很喜歡這個一一
[00:06:12.000 --> 00:06:17.000]  這個一一是代表了每一個
[00:06:17.000 --> 00:06:19.000]  單獨的每一個
[00:06:19.000 --> 00:06:21.000]  每一個
[00:06:21.000 --> 00:06:23.000]  這裡是很多個一一
[00:06:23.000 --> 00:06:25.000]  我們這裡錯了很多個一一
[00:06:25.000 --> 00:06:29.000]  神是關注每一個
[00:06:29.000 --> 00:06:33.000]  神是留心每一個
[00:06:33.000 --> 00:06:37.000]  哪怕你覺得我不是很顯眼
[00:06:37.000 --> 00:06:41.000]  哪怕你覺得我不是很重要
[00:06:41.000 --> 00:06:43.000]  但是神沒有看為感
[00:06:43.000 --> 00:06:46.000]  他仍然一一去安置
[00:06:46.000 --> 00:06:48.000]  神看到
[00:06:48.000 --> 00:06:51.000]  每一個神都不放過
[00:06:51.000 --> 00:06:55.000]  神隨他的意思去安置每一個
[00:06:55.000 --> 00:06:59.000]  不像安置
[00:06:59.000 --> 00:07:01.000]  安置我們有時會覺得
[00:07:01.000 --> 00:07:04.000]  好像是放在一旁
[00:07:04.000 --> 00:07:06.000]  或者有時我們會說
[00:07:06.000 --> 00:07:08.000]  特別是聚會的時候
[00:07:08.000 --> 00:07:09.000]  小朋友會到處走
[00:07:09.000 --> 00:07:10.000]  很嘈吵
[00:07:10.000 --> 00:07:11.000]  我們家長會說
[00:07:11.000 --> 00:07:13.000]  快點安置他們
[00:07:13.000 --> 00:07:14.000]  不要妨礙我們
[00:07:14.000 --> 00:07:16.000]  不要嘈著我們大人聊天
[00:07:16.000 --> 00:07:18.000]  快點安置好他們
[00:07:18.000 --> 00:07:20.000]  就不是這個安置
[00:07:20.000 --> 00:07:22.000]  不是那種嫌他很煩
[00:07:22.000 --> 00:07:25.000]  安置好他們
[00:07:25.000 --> 00:07:27.000]  不是這個意思
[00:07:27.000 --> 00:07:31.000]  這個安置不單有排列整齊
[00:07:31.000 --> 00:07:32.000]  排列得很好
[00:07:32.000 --> 00:07:34.000]  這麼簡單的意思
[00:07:34.000 --> 00:07:38.000]  它更加有一個特意去創造
[00:07:38.000 --> 00:07:41.000]  特別去設計
[00:07:41.000 --> 00:07:43.000]  這種安置
[00:07:43.000 --> 00:07:48.000]  是特別為每一個一一安置
[00:07:48.000 --> 00:07:51.000]  每一個肢體的特質都不一樣
[00:07:51.000 --> 00:07:53.000]  每一個的性格背景都不一樣
[00:07:53.000 --> 00:07:54.000]  神知道
[00:07:54.000 --> 00:07:56.000]  神清楚
[00:07:56.000 --> 00:08:00.000]  所以神去配搭這個身子
[00:08:00.000 --> 00:08:02.000]  神配搭
[00:08:02.000 --> 00:08:04.000]  它不單只是安置
[00:08:04.000 --> 00:08:06.000]  它還要配搭
[00:08:06.000 --> 00:08:09.000]  神說設計都不夠
[00:08:09.000 --> 00:08:12.000]  設計你們個個很獨特都不夠
[00:08:12.000 --> 00:08:14.000]  安排你們個個不一樣都不夠
[00:08:14.000 --> 00:08:18.000]  眼耳口鼻擺不同樣都不夠
[00:08:18.000 --> 00:08:22.000]  這個配搭不單只是安置這麼簡單
[00:08:22.000 --> 00:08:27.000]  它在原來的文字是有調和的意思
[00:08:27.000 --> 00:08:30.000]  是一種和諧的配合
[00:08:30.000 --> 00:08:35.000]  這個詞語在原來的文字是用在混合顏色
[00:08:35.000 --> 00:08:38.000]  我不知道我們在座中間有沒有人喜歡畫畫呢?
[00:08:38.000 --> 00:08:41.000]  或者你有沒有偶爾混合一些水彩
[00:08:41.000 --> 00:08:44.000]  混合一些廣告彩
[00:08:44.000 --> 00:08:46.000]  混合顏色
[00:08:46.000 --> 00:08:50.000]  這個詞語是用在神在混合顏色
[00:08:50.000 --> 00:08:54.000]  神配搭這個身子是調和
[00:08:54.000 --> 00:08:56.000]  是混合
[00:08:56.000 --> 00:08:58.000]  是混合在一起
[00:08:58.000 --> 00:09:00.000]  原來的意思是這樣
[00:09:00.000 --> 00:09:02.000]  混合在一起
[00:09:02.000 --> 00:09:06.000]  就好像黃色加藍色會變成綠色
[00:09:06.000 --> 00:09:10.000]  還有紅色加藍色會變成紫色
[00:09:10.000 --> 00:09:12.000]  混合在一起混合顏色
[00:09:12.000 --> 00:09:16.000]  我想問一下,當你將黃加藍變成綠色之後
[00:09:16.000 --> 00:09:19.000]  你能不能分開黃和藍?
[00:09:19.000 --> 00:09:21.000]  分不開
[00:09:21.000 --> 00:09:23.000]  分不開
[00:09:23.000 --> 00:09:27.000]  我用篩子來篩都篩不到黃和藍出來
[00:09:27.000 --> 00:09:29.000]  混合在一起
[00:09:29.000 --> 00:09:33.000]  神去配搭安置肢體的時候
[00:09:33.000 --> 00:09:38.000]  祂是將肢體混合在一起
[00:09:38.000 --> 00:09:40.000]  分不開
[00:09:40.000 --> 00:09:42.000]  混合了
[00:09:42.000 --> 00:09:45.000]  這個身子不是你和我去配搭
[00:09:45.000 --> 00:09:47.000]  是神混合的
[00:09:47.000 --> 00:09:49.000]  是神安置
[00:09:49.000 --> 00:09:51.000]  是神配搭
[00:09:51.000 --> 00:09:55.000]  這個就是身體最奇妙的地方
[00:09:55.000 --> 00:09:57.000]  就好像教會
[00:09:57.000 --> 00:09:59.000]  是基督的身子
[00:09:59.000 --> 00:10:02.000]  這裡有不同的肢體
[00:10:02.000 --> 00:10:05.000]  我們有沒有想過在我們身邊
[00:10:05.000 --> 00:10:07.000]  每一個肢體
[00:10:07.000 --> 00:10:09.000]  其實都是神配搭的
[00:10:09.000 --> 00:10:11.000]  是神安置給你的
[00:10:11.000 --> 00:10:13.000]  神安置在你身上
[00:10:13.000 --> 00:10:15.000]  讓我們能夠遇上大家
[00:10:15.000 --> 00:10:17.000]  遇上彼此
[00:10:17.000 --> 00:10:19.000]  是神將我們結合
[00:10:19.000 --> 00:10:21.000]  混合在一起
[00:10:21.000 --> 00:10:23.000]  成為基督的身體
[00:10:23.000 --> 00:10:26.000]  教會是基督的身體
[00:10:26.000 --> 00:10:30.000]  唯有基督能夠配搭
[00:10:30.000 --> 00:10:33.000]  為什麼神要將我們配搭在一起呢?
[00:10:33.000 --> 00:10:36.000]  不是你有你,我有我
[00:10:36.000 --> 00:10:39.000]  其實都OK的
[00:10:39.000 --> 00:10:41.000]  其實你有你的恩賜獨特
[00:10:41.000 --> 00:10:43.000]  我有我的恩賜
[00:10:43.000 --> 00:10:45.000]  你有你,我有我
[00:10:45.000 --> 00:10:47.000]  各自各不就很好
[00:10:47.000 --> 00:10:49.000]  我們想到最大的益處
[00:10:49.000 --> 00:10:52.000]  就是我們不用互相遷就
[00:10:52.000 --> 00:10:55.000]  不用配合
[00:10:55.000 --> 00:10:58.000]  不用適應
[00:10:58.000 --> 00:11:00.000]  神配搭我們
[00:11:00.000 --> 00:11:03.000]  是有原因的
[00:11:03.000 --> 00:11:06.000]  因為我們相信
[00:11:06.000 --> 00:11:08.000]  我們每一個人都不能夠
[00:11:08.000 --> 00:11:10.000]  又做手,又做腳
[00:11:10.000 --> 00:11:13.000]  又做眼,又做口
[00:11:13.000 --> 00:11:16.000]  神配搭我們成為基督的身體
[00:11:16.000 --> 00:11:21.000]  是為著要讓這個身體能夠發揮功用
[00:11:21.000 --> 00:11:24.000]  我們不能夠自己一個人做基督徒
[00:11:24.000 --> 00:11:26.000]  當然有人會說
[00:11:26.000 --> 00:11:28.000]  不是呀,我可以自己一個人做基督徒
[00:11:28.000 --> 00:11:30.000]  是可以的
[00:11:30.000 --> 00:11:32.000]  我的意思不是說
[00:11:32.000 --> 00:11:34.000]  做不到,不是
[00:11:34.000 --> 00:11:37.000]  你做到,你當然可以自己一個人
[00:11:37.000 --> 00:11:39.000]  你可以不在群體裏面
[00:11:39.000 --> 00:11:41.000]  你可以不在基督的身體裏面
[00:11:41.000 --> 00:11:42.000]  當然可以
[00:11:42.000 --> 00:11:44.000]  但這不是神的心意
[00:11:44.000 --> 00:11:46.000]  這不是上帝的心意
[00:11:46.000 --> 00:11:50.000]  聖徒在地上聚集成為教會
[00:11:50.000 --> 00:11:52.000]  這是神的心意
[00:11:52.000 --> 00:11:55.000]  每個肢體都有它的功用
[00:11:55.000 --> 00:11:58.000]  各人都有不同的恩賜
[00:11:58.000 --> 00:12:03.000]  保羅說這一切的恩賜都是由唯一的
[00:12:03.000 --> 00:12:06.000]  同一位的聖靈所運行
[00:12:06.000 --> 00:12:10.000]  隨著祂自己的旨意分給各人
[00:12:10.000 --> 00:12:13.000]  神將不同的恩賜的人配搭在一起
[00:12:13.000 --> 00:12:16.000]  為了要建立教會,建立基督的身體
[00:12:16.000 --> 00:12:19.000]  讓教會發揮不同的恩賜
[00:12:19.000 --> 00:12:21.000]  兄弟姐妹
[00:12:21.000 --> 00:12:25.000]  這位創造我們每個人都不一樣的神
[00:12:25.000 --> 00:12:27.000]  將我們放在一起
[00:12:27.000 --> 00:12:30.000]  將我們混在一起
[00:12:30.000 --> 00:12:33.000]  結合我們一起
[00:12:33.000 --> 00:12:36.000]  一同建立成為一間教會
[00:12:36.000 --> 00:12:38.000]  你有沒有想清楚
[00:12:38.000 --> 00:12:44.000]  不是你和我說要怎樣配搭
[00:12:44.000 --> 00:12:47.000]  而是神的配搭呢?
[00:12:47.000 --> 00:12:51.000]  我們有沒有為著神這樣配搭
[00:12:51.000 --> 00:12:54.000]  去感謝我們的上帝呢?
[00:12:54.000 --> 00:12:58.000]  很多人會和我說回來教會真的很好
[00:12:58.000 --> 00:13:00.000]  特別是微信主的
[00:13:00.000 --> 00:13:03.000]  回來教會都會覺得頂姐妹真的很有愛心
[00:13:03.000 --> 00:13:06.000]  很懂得關懷人、關心
[00:13:06.000 --> 00:13:08.000]  但我們都會發現
[00:13:08.000 --> 00:13:10.000]  我們教會裏面的確實
[00:13:10.000 --> 00:13:13.000]  我們都很感受到很多的愛心
[00:13:13.000 --> 00:13:15.000]  很多的關懷、彼此的代求
[00:13:15.000 --> 00:13:16.000]  特別是昨晚
[00:13:16.000 --> 00:13:19.000]  我不知道還有多少人回來我們中秋晚會
[00:13:19.000 --> 00:13:21.000]  我真的覺得很快樂
[00:13:21.000 --> 00:13:22.000]  在大家的中間
[00:13:22.000 --> 00:13:25.000]  一起享受中秋節的筵席
[00:13:25.000 --> 00:13:27.000]  一起共度佳節
[00:13:27.000 --> 00:13:28.000]  又分享美食
[00:13:28.000 --> 00:13:30.000]  真的很快樂
[00:13:30.000 --> 00:13:34.000]  但確實也有很多時候
[00:13:34.000 --> 00:13:37.000]  我們都會為著人與人之間的磨擦
[00:13:37.000 --> 00:13:39.000]  覺得很憂愁
[00:13:39.000 --> 00:13:42.000]  我們有很歡喜快樂、很有愛心的時候
[00:13:42.000 --> 00:13:44.000]  但我們確實都有一些
[00:13:44.000 --> 00:13:47.000]  覺得對方不太順眼
[00:13:47.000 --> 00:13:49.000]  覺得有點討厭
[00:13:49.000 --> 00:13:52.000]  覺得有點不舒服的時候
[00:13:52.000 --> 00:13:54.000]  甚至乎可能我們中間
[00:13:54.000 --> 00:13:57.000]  我們會覺得有一些肢體是
[00:13:57.000 --> 00:13:59.000]  有點沒什麼用
[00:13:59.000 --> 00:14:01.000]  有點多餘了一點
[00:14:01.000 --> 00:14:04.000]  但我們又有沒有為著
[00:14:04.000 --> 00:14:06.000]  這些的配搭
[00:14:06.000 --> 00:14:08.000]  去感謝我們的上帝呢?
[00:14:08.000 --> 00:14:09.000]  你說
[00:14:09.000 --> 00:14:11.000]  說不出
[00:14:11.000 --> 00:14:14.000]  很難為著那些令到我不舒服的
[00:14:14.000 --> 00:14:16.000]  令到我不是那麼喜歡的
[00:14:16.000 --> 00:14:18.000]  甚至乎有點討厭的
[00:14:18.000 --> 00:14:21.000]  去感謝上帝
[00:14:21.000 --> 00:14:24.000]  這個是上帝的配搭
[00:14:24.000 --> 00:14:27.000]  我不知道你有沒有為此感謝過呢?
[00:14:27.000 --> 00:14:30.000]  有時候教會中有很多的比較
[00:14:30.000 --> 00:14:32.000]  有不少的埋怨
[00:14:32.000 --> 00:14:35.000]  其實往往是因為我們看不到
[00:14:35.000 --> 00:14:38.000]  上帝整全的圖畫
[00:14:38.000 --> 00:14:40.000]  我們只看到我的角度
[00:14:40.000 --> 00:14:42.000]  我們只看到我的出發點
[00:14:42.000 --> 00:14:45.000]  我們看到我們所看到的一面
[00:14:45.000 --> 00:14:48.000]  但其實我們有多少的盲點
[00:14:48.000 --> 00:14:52.000]  有多少是我們無法體諒別人的處境
[00:14:52.000 --> 00:14:54.000]  有多少是根本看不透的東西
[00:14:54.000 --> 00:14:56.000]  我們願意承認
[00:14:56.000 --> 00:14:58.000]  我們根本看不透呢?
[00:14:58.000 --> 00:15:00.000]  還是我們會覺得
[00:15:00.000 --> 00:15:01.000]  不是
[00:15:01.000 --> 00:15:02.000]  我看透了
[00:15:02.000 --> 00:15:03.000]  我什麼都知道
[00:15:03.000 --> 00:15:04.000]  我最了解他了
[00:15:04.000 --> 00:15:06.000]  他就是這樣的
[00:15:06.000 --> 00:15:08.000]  我很認識他
[00:15:08.000 --> 00:15:10.000]  他就是這樣的
[00:15:10.000 --> 00:15:12.000]  但其實
[00:15:12.000 --> 00:15:15.000]  我們有幾何可以在上帝面前承認
[00:15:15.000 --> 00:15:18.000]  唯有主知道一切
[00:15:18.000 --> 00:15:22.000]  唯有我們的上帝知道萬事
[00:15:22.000 --> 00:15:23.000]  不是我
[00:15:23.000 --> 00:15:25.000]  不是你
[00:15:25.000 --> 00:15:28.000]  我們有幾何能夠在上帝面前真正承認
[00:15:28.000 --> 00:15:29.000]  謙卑下來
[00:15:29.000 --> 00:15:30.000]  告訴上帝
[00:15:30.000 --> 00:15:31.000]  我不明白
[00:15:31.000 --> 00:15:33.000]  我看不透
[00:15:33.000 --> 00:15:34.000]  我不懂
[00:15:34.000 --> 00:15:37.000]  我不知道為什麼
[00:15:37.000 --> 00:15:39.000]  為什麼我總是跟對方不和
[00:15:39.000 --> 00:15:42.000]  為什麼對方總是惹我討厭
[00:15:42.000 --> 00:15:44.000]  為什麼我總是看他不順眼
[00:15:44.000 --> 00:15:47.000]  為什麼我總是覺得他很煩
[00:15:47.000 --> 00:15:49.000]  求主幫助我們
[00:15:49.000 --> 00:15:52.000]  讓我們看得通、看得透
[00:15:52.000 --> 00:15:54.000]  是上帝
[00:15:54.000 --> 00:15:56.000]  只有上帝全知全能
[00:15:56.000 --> 00:15:58.000]  只有上帝看透萬事
[00:15:58.000 --> 00:16:01.000]  只有上帝的意念高過我們的意念
