
[00:00:00.000 --> 00:00:04.860]  慶祝大家平安,我們很開心能夠一同來敬拜上帝
[00:00:04.860 --> 00:00:12.700]  在開始之前,我們一起低頭祈禱
[00:00:12.700 --> 00:00:17.500]  真的非常感謝李子的恩典,讓我們有時間一同來敬拜祢
[00:00:17.500 --> 00:00:22.600]  我們求聖靈在我們當中運行,幫助我們接受李子的話語
[00:00:22.600 --> 00:00:25.600]  作為我們人生最高的標準
[00:00:25.600 --> 00:00:31.200]  讓我們有能力,有願意的心,來學習遵行祢的話
[00:00:31.200 --> 00:00:35.200]  奉主耶穌基督的名祈禱,阿們
[00:00:35.200 --> 00:00:40.700]  稍微等一下,上面有沒有問題呢?
[00:00:40.700 --> 00:00:47.700]  沒有問題的話,為甚麼畫面會消失呢?
[00:00:47.700 --> 00:00:52.700]  沒有嗎?
[00:00:52.700 --> 00:00:59.700]  有沒有提及PowerPoint的問題呢?
[00:00:59.700 --> 00:01:06.700]  上兩個星期我也提到,基督徒是不受舊約律法的約束
[00:01:06.700 --> 00:01:10.700]  因為我們是藉著主耶穌基督所立的新約
[00:01:10.700 --> 00:01:13.700]  來與上帝建立關係
[00:01:13.700 --> 00:01:18.700]  不過我也想再補充一點,或者說清楚一點
[00:01:18.700 --> 00:01:26.700]  如果基督徒遵守舊約的道德法例,不算是犯罪
[00:01:26.700 --> 00:01:29.700]  你可以遵守,沒所謂的
[00:01:29.700 --> 00:01:36.700]  理論上我們是不需要受舊約的律法約束
[00:01:36.700 --> 00:01:41.700]  雖然舊約對我們沒有約束的能力,也就是說我們不一定要遵行
[00:01:41.700 --> 00:01:46.700]  但是也會給我們人生有很好的指引
[00:01:46.700 --> 00:01:50.700]  例如保羅說,聖經是受上帝的靈感而寫的
[00:01:50.700 --> 00:01:55.700]  對於教導真理,指責謬誤糾正過錯,只是人生不正路
[00:01:55.700 --> 00:01:57.700]  也會有益處
[00:01:57.700 --> 00:02:02.700]  要使侍奉上帝的人得到充分的準備,能做各樣的善事
[00:02:02.700 --> 00:02:07.700]  當保羅說聖經的時候,其實他說這句話的時候
[00:02:07.700 --> 00:02:09.700]  新約聖經還沒有寫好
[00:02:09.700 --> 00:02:14.700]  因此這裡的聖經其實只是指舊約
[00:02:14.700 --> 00:02:21.700]  由於我們是基督徒,我們真的要進行新約的教導來行事為人
[00:02:21.700 --> 00:02:28.700]  一定要除去未信主之前的價值觀和行為模式
[00:02:28.700 --> 00:02:31.700]  學習實行耶穌的教訓
[00:02:31.700 --> 00:02:34.700]  成為主耶穌的真門徒
[00:02:34.700 --> 00:02:37.700]  活出上帝的聖情
[00:02:37.700 --> 00:02:42.700]  上個星期我們已經開始講以弗所書第四章
[00:02:42.700 --> 00:02:46.700]  就是基督徒要怎樣在教會中生活
[00:02:46.700 --> 00:02:52.700]  根據保羅的教導,教會就好像一個訓練學院一樣
[00:02:52.700 --> 00:02:55.700]  是讓我們有一個學習的環境
[00:02:55.700 --> 00:02:57.700]  可能是好的學習環境
[00:02:57.700 --> 00:03:00.700]  是去效法基督的愛
[00:03:00.700 --> 00:03:05.700]  所以五章第一節和第二節的小結是非常重要的
[00:03:05.700 --> 00:03:11.700]  既然你們是上帝所愛的兒女,你們必須效法他
[00:03:11.700 --> 00:03:14.700]  你們的生活要處處表現愛心
[00:03:14.700 --> 00:03:17.700]  正如基督愛我們,為我們寫命
[00:03:17.700 --> 00:03:24.700]  這可以說是所有基督徒應該有的生活目標
[00:03:24.700 --> 00:03:29.700]  簡單來說,我會說這是活出神聖,神的聖情
[00:03:29.700 --> 00:03:33.700]  我們要活得像上帝,要活得像上帝
[00:03:33.700 --> 00:03:37.700]  因為我們是上帝的形象
[00:03:37.700 --> 00:03:40.700]  主耶穌在馬太福音五章四十八節說
[00:03:40.700 --> 00:03:45.700]  你們要完全,證明你們的天賦是完全的
[00:03:45.700 --> 00:03:48.700]  彼得在彼得候書一章四字也這麼說
[00:03:48.700 --> 00:03:53.700]  他把他所應許的最大和最寶貴的恩賜給了我們
[00:03:53.700 --> 00:03:58.700]  藉著這恩賜,你們得以逃避世上那毀滅性的慾望
[00:03:58.700 --> 00:04:03.700]  而分享上帝的神聖
[00:04:03.700 --> 00:04:06.700]  我們是上帝的子民
[00:04:06.700 --> 00:04:09.700]  我們要分享有上帝的神聖
[00:04:09.700 --> 00:04:12.700]  活得像上帝
[00:04:12.700 --> 00:04:15.700]  我們今天要繼續看以發所說的教導
[00:04:15.700 --> 00:04:21.700]  看保羅教導我們怎樣活出神聖
[00:04:21.700 --> 00:04:26.700]  五章三節提到淫亂污穢和貪婪的事
[00:04:26.700 --> 00:04:31.700]  其實這些事在當年羅馬帝國的社會中
[00:04:31.700 --> 00:04:34.700]  真的非常流行,很盛行
[00:04:34.700 --> 00:04:40.700]  不過同時我們回看今天的社會,發覺還是差不多
[00:04:40.700 --> 00:04:46.700]  保羅提醒信徒們不要做那些事
[00:04:46.700 --> 00:04:49.700]  連提都不要提,為什麼呢?
[00:04:49.700 --> 00:04:53.700]  因為信徒的身份就是上帝的子民
[00:04:53.700 --> 00:04:55.700]  那些是不合義的
[00:04:55.700 --> 00:04:57.700]  當我們讀摩西五經的時候
[00:04:57.700 --> 00:04:59.700]  有時候可能我們不是很明白
[00:04:59.700 --> 00:05:06.700]  為什麼上帝要為以色列人訂立很多的潔淨和不潔淨的條例
[00:05:06.700 --> 00:05:10.700]  有些條例是和衛生有關的
[00:05:10.700 --> 00:05:15.700]  但是很多條例其實我們找不到什麼原因
[00:05:15.700 --> 00:05:18.700]  不過從神學教育的角度來看
[00:05:18.700 --> 00:05:22.700]  那些條例其實可以說是培養以色列人
[00:05:22.700 --> 00:05:26.700]  對自己作為上帝子民的身份
[00:05:26.700 --> 00:05:29.700]  要有高度警覺
[00:05:29.700 --> 00:05:31.700]  在日常生活的事情上
[00:05:31.700 --> 00:05:34.700]  事實上被提醒
[00:05:34.700 --> 00:05:36.700]  我們作為上帝的子民
[00:05:36.700 --> 00:05:41.700]  是要和這個世界有分別的
[00:05:41.700 --> 00:05:44.700]  這個其實就是聖經有句話叫
[00:05:44.700 --> 00:05:47.700]  分別為聖的意思
[00:05:47.700 --> 00:05:51.700]  對信徒來說,世界是一個很危險的地方
[00:05:51.700 --> 00:05:54.700]  我們要事實上警覺自己的身份
[00:05:54.700 --> 00:05:56.700]  不要讓這個世界同化
[00:05:56.700 --> 00:06:01.700]  使我們跟著這個世界同流合污
[00:06:01.700 --> 00:06:04.700]  有位弟兄事實上回到中國
[00:06:04.700 --> 00:06:06.700]  他跟我說,分享
[00:06:06.700 --> 00:06:10.700]  在中國做基督徒真的很難
[00:06:10.700 --> 00:06:12.700]  四周的人都在說謊
[00:06:12.700 --> 00:06:14.700]  那你怎麼說話呢?
[00:06:14.700 --> 00:06:18.700]  你說不說呢?
[00:06:18.700 --> 00:06:20.700]  很容易受影響
[00:06:20.700 --> 00:06:23.700]  這個世界的環境影響我們
[00:06:23.700 --> 00:06:24.700]  第四節再提一次
[00:06:24.700 --> 00:06:27.700]  不可說淫穢愚妄或下流的話
[00:06:27.700 --> 00:06:29.700]  與其說那些下流的話
[00:06:29.700 --> 00:06:33.700]  倒不如說感謝上帝的話
[00:06:33.700 --> 00:06:37.700]  這些教導在信徒當中實踐是很容易的
[00:06:37.700 --> 00:06:40.700]  在世界中實踐
[00:06:40.700 --> 00:06:44.700]  就一定要有堅定的意志和智慧
[00:06:44.700 --> 00:06:50.700]  世界上很多男士都很喜歡說淫穢的笑話
[00:06:50.700 --> 00:06:52.700]  在這些環境裡面
[00:06:52.700 --> 00:06:55.700]  信徒最好不要插口
[00:06:55.700 --> 00:06:58.700]  或者盡量避開那些人
[00:06:58.700 --> 00:07:01.700]  你知道那些人喜歡說這些話
