
[00:00:00.000 --> 00:00:02.000]  我們做個禱告吧
[00:00:02.000 --> 00:00:04.000]  主耶穌真的幫助我們
[00:00:04.000 --> 00:00:08.000]  讓我們在新的一年學習以神為樂
[00:00:08.000 --> 00:00:11.000]  你有你在我們生命當中
[00:00:11.000 --> 00:00:14.000]  這就是我們的滿足和盼望
[00:00:14.000 --> 00:00:20.000]  在新的一年我們更加體會經歷你恩典的實在
[00:00:20.000 --> 00:00:23.000]  學習怎樣去跟隨你
[00:00:23.000 --> 00:00:27.000]  以你的愛作為我們生命中的誇耀
[00:00:27.000 --> 00:00:30.000]  我們將今天一段聽到的時間交託給你
[00:00:30.000 --> 00:00:31.000]  求你祝福
[00:00:31.000 --> 00:00:33.000]  禱告奉耶穌基督命
[00:00:33.000 --> 00:00:39.000]  我們繼續到羅馬書
[00:00:39.000 --> 00:00:43.000]  你們可能記得羅馬書
[00:00:43.000 --> 00:00:48.000]  因為保羅寫給一個他不太熟悉的羅馬教會
[00:00:48.000 --> 00:00:51.000]  所以他比較詳細地去解釋
[00:00:51.000 --> 00:00:55.000]  他所傳的福音到底是什麼福音
[00:00:55.000 --> 00:00:59.000]  其實第一章到第四章
[00:00:59.000 --> 00:01:02.000]  基本上都是講所謂恩順清義的道理
[00:01:02.000 --> 00:01:06.000]  所以第五章一開始就是我們既恩順清義
[00:01:06.000 --> 00:01:10.000]  假設第一到第四章已經解釋了這個道理
[00:01:10.000 --> 00:01:15.000]  某程度第一到第四章所謂這個講恩順清義的道理
[00:01:15.000 --> 00:01:20.000]  某程度你可以說是一個反面或者負面的主旨
[00:01:20.000 --> 00:01:22.000]  負面的意思就是說
[00:01:22.000 --> 00:01:26.000]  我們不是靠行為清義的
[00:01:26.000 --> 00:01:28.000]  沒有人可以誇口
[00:01:28.000 --> 00:01:30.000]  你們這些猶太人不要這麼驕傲
[00:01:30.000 --> 00:01:33.000]  你們這些外邦人當然也不要這麼驕傲
[00:01:33.000 --> 00:01:36.000]  主要是說世人都犯了罪
[00:01:36.000 --> 00:01:39.000]  犯了罪是一種負面的事
[00:01:39.000 --> 00:01:43.000]  我們沒有達到神對我們的期盼
[00:01:43.000 --> 00:01:47.000]  所以可以說是在說我們的失敗
[00:01:47.000 --> 00:01:50.000]  第一到第四章都是講人類的失敗
[00:01:50.000 --> 00:01:53.000]  所以我們唯有行信
[00:01:53.000 --> 00:01:56.000]  信其實都不是一些可以誇口的東西
[00:01:56.000 --> 00:01:58.000]  信心都是來自神的
[00:01:58.000 --> 00:02:03.000]  然後講了我們不可以誇口什麼東西之後
[00:02:03.000 --> 00:02:09.000]  第五到第八章其實是一個比較正面的部分
[00:02:09.000 --> 00:02:11.000]  正面的意思就是說
[00:02:11.000 --> 00:02:14.000]  現在我們做了一個基督徒
[00:02:14.000 --> 00:02:16.000]  我們做了神的兒女
[00:02:16.000 --> 00:02:20.000]  我們是怎樣經驗這種基督徒的生活呢?
[00:02:20.000 --> 00:02:22.000]  第五章到第八章都是講
[00:02:22.000 --> 00:02:26.000]  基督徒怎樣去體會我們跟神的關係
[00:02:26.000 --> 00:02:31.000]  聖靈是怎樣讓我們能夠經歷神的愛
[00:02:31.000 --> 00:02:34.000]  第五章就開始這一部分
[00:02:34.000 --> 00:02:38.000]  既然大家都明白了恩順清義的道理
[00:02:38.000 --> 00:02:40.000]  因為我們清了義
[00:02:40.000 --> 00:02:44.000]  然後我們就與神相和
[00:02:44.000 --> 00:02:47.000]  這個和合本都是舊中文
[00:02:47.000 --> 00:02:51.000]  我想今天我們很少用「相和」這個字
[00:02:51.000 --> 00:02:55.000]  你跟別人說我跟你關係相和
[00:02:55.000 --> 00:02:58.000]  別人會覺得很奇怪是什麼中文
[00:02:58.000 --> 00:03:00.000]  不過這裡大概的意思
[00:03:00.000 --> 00:03:02.000]  其實「相和」這個字
[00:03:02.000 --> 00:03:04.000]  希臘文就是Irene
[00:03:04.000 --> 00:03:06.000]  Peace 平安的意思
[00:03:06.000 --> 00:03:11.000]  如果當中不知道有沒有姊妹的名字是Irene
[00:03:11.000 --> 00:03:14.000]  這個名字就來自Peace
[00:03:14.000 --> 00:03:17.000]  Irene 希臘文就是平安這個字
[00:03:17.000 --> 00:03:19.000]  保羅主要就是說
[00:03:19.000 --> 00:03:21.000]  既然恩順清義了
[00:03:21.000 --> 00:03:25.000]  怎樣正面去形容我們現在跟神的關係呢?
[00:03:25.000 --> 00:03:27.000]  這個關係就是一個Peace
[00:03:27.000 --> 00:03:30.000]  一個平安的關係
[00:03:30.000 --> 00:03:34.000]  中國人都很喜歡講平安
[00:03:34.000 --> 00:03:37.000]  新年就出入平安
[00:03:37.000 --> 00:03:41.000]  不過猶太人講的平安
[00:03:41.000 --> 00:03:45.000]  比中國人講的平安的意思更加豐富
[00:03:45.000 --> 00:03:49.000]  我們講平安好像都是指沒有事發生
[00:03:49.000 --> 00:03:50.000]  沒有意外發生
[00:03:50.000 --> 00:03:52.000]  不會屈膝出入
[00:03:52.000 --> 00:03:55.000]  平安安 沒什麼事發生
[00:03:55.000 --> 00:03:57.000]  但是猶太人講平安
[00:03:57.000 --> 00:04:00.000]  不是單單指沒什麼事發生
[00:04:00.000 --> 00:04:02.000]  是指關係很圓滿
[00:04:02.000 --> 00:04:04.000]  猶太人有一個字
[00:04:04.000 --> 00:04:09.000]  其實保羅心中應該是在想猶太人的Shalom這個觀念
[00:04:09.000 --> 00:04:12.000]  Shalom在舊約也是譯為平安
[00:04:12.000 --> 00:04:15.000]  但是Shalom不是單單指沒有事發生
[00:04:15.000 --> 00:04:16.000]  沒有咬柴 沒有感冒
[00:04:16.000 --> 00:04:17.000]  不是這麼簡單
[00:04:17.000 --> 00:04:20.000]  Shalom是指你的生命很圓滿
[00:04:20.000 --> 00:04:24.000]  你所需要的沒有缺乏
[00:04:24.000 --> 00:04:25.000]  這裡講到
[00:04:25.000 --> 00:04:28.000]  我們負面不是靠自己的行為
[00:04:28.000 --> 00:04:32.000]  不過因為真信我們進入了一個光景
[00:04:32.000 --> 00:04:36.000]  就是我們跟神之間有一個很圓滿的關係
[00:04:36.000 --> 00:04:38.000]  有一個很豐富的關係
[00:04:38.000 --> 00:04:40.000]  甚至有一個很豐盛的關係
[00:04:40.000 --> 00:04:47.000]  既然在這個平安或是很完整的關係的時候
[00:04:47.000 --> 00:04:51.000]  怎樣去表露這種關係呢?
[00:04:51.000 --> 00:04:53.000]  當我們跟神之間有一個很圓滿的關係
[00:04:53.000 --> 00:04:55.000]  怎樣表露出來呢?
[00:04:55.000 --> 00:04:57.000]  保羅繼續講下去
[00:04:57.000 --> 00:04:58.000]  第二節
[00:04:58.000 --> 00:05:02.000]  既然我們有這個恩典
[00:05:02.000 --> 00:05:04.000]  現在所站的這個恩典
[00:05:04.000 --> 00:05:08.000]  這個恩典就是能夠與神有一個平安的關係
[00:05:08.000 --> 00:05:10.000]  既然我們有這個恩典的話
[00:05:10.000 --> 00:05:15.000]  我們就會歡歡喜喜盼望神的榮耀
[00:05:15.000 --> 00:05:23.000]  這裡希臘文跟中文的差距就大了一點
[00:05:23.000 --> 00:05:31.000]  和合本的翻譯者大概想用比較流暢的中文去翻譯
[00:05:31.000 --> 00:05:35.000]  如果一個比較照字面的翻譯
[00:05:35.000 --> 00:05:38.000]  並且歡歡喜喜盼望神的榮耀
[00:05:38.000 --> 00:05:40.000]  應該是翻譯成
[00:05:40.000 --> 00:05:45.000]  並且我們誇口盼望神的榮耀
[00:05:45.000 --> 00:05:49.000]  其實歡歡喜喜本來是一個動詞
[00:05:49.000 --> 00:05:52.000]  就是誇口誇耀的意思
[00:05:52.000 --> 00:05:56.000]  然後誇耀的意思就是誇口盼望
