
[00:00:00.000 --> 00:00:04.000]  多謝大家的忍耐 剛才讀了很長的經文
[00:00:04.000 --> 00:00:10.000]  但這個經文是一個故事 是一個很吸引的故事
[00:00:10.000 --> 00:00:12.000]  是參宣的故事
[00:00:12.000 --> 00:00:15.000]  參宣的故事在《史詩記》裏面是很長的篇幅
[00:00:15.000 --> 00:00:21.000]  是佔了四章聖經
[00:00:21.000 --> 00:00:26.000]  但我今天只跟大家說是第十三章
[00:00:26.000 --> 00:00:33.000]  是參宣出生前的故事
[00:00:33.000 --> 00:00:41.000]  其實可以說是參宣的父母的故事
[00:00:41.000 --> 00:00:43.000]  今天是母親節
[00:00:43.000 --> 00:00:49.000]  我想跟大家說一個母親節的小故事
[00:00:49.000 --> 00:00:53.000]  有一個爸爸推著一個嬰兒車
[00:00:53.000 --> 00:00:56.000]  在公園散步
[00:00:56.000 --> 00:01:02.000]  他一邊推嬰兒一邊小聲說話
[00:01:02.000 --> 00:01:06.000]  他說Donald沒事的
[00:01:06.000 --> 00:01:08.000]  不用怕 鎮定鎮定
[00:01:08.000 --> 00:01:11.000]  Donald不用怕 沒事的
[00:01:11.000 --> 00:01:17.000]  但嬰兒一直在哭在嘈
[00:01:17.000 --> 00:01:24.000]  旁邊有一個女人看到覺得不值得
[00:01:24.000 --> 00:01:26.000]  就過去跟他說
[00:01:26.000 --> 00:01:32.000]  跟這個爸爸說這樣說話是沒有用的
[00:01:32.000 --> 00:01:34.000]  他於是聽過來
[00:01:34.000 --> 00:01:38.000]  他於是就跟嬰兒說
[00:01:38.000 --> 00:01:43.000]  Donald不用擔心 沒事的
[00:01:43.000 --> 00:01:48.000]  那個爸爸很愕然
[00:01:48.000 --> 00:01:53.000]  我是Donald 他是Henry
[00:01:53.000 --> 00:01:57.000]  搞錯了 大家聽不聽得懂
[00:01:57.000 --> 00:02:00.000]  原來那個爸爸自己很憂慮
[00:02:00.000 --> 00:02:03.000]  告訴自己不用怕 鎮定
[00:02:03.000 --> 00:02:05.000]  沒事的 可能他發生了大事
[00:02:05.000 --> 00:02:08.000]  他不是安慰嬰兒 是安慰自己
[00:02:08.000 --> 00:02:15.000]  但那個女人聽見以為他不懂跟嬰兒說話
[00:02:15.000 --> 00:02:22.000]  我看完這個笑話笑了一會
[00:02:22.000 --> 00:02:26.000]  今日講題的題目是
[00:02:26.000 --> 00:02:31.000]  平凡父母非凡兒子
[00:02:31.000 --> 00:02:39.000]  我小時候認為自己是一個不平凡的人
[00:02:39.000 --> 00:02:44.000]  當我長大後要做一個非凡的人
[00:02:44.000 --> 00:02:48.000]  但當時自己不知道自己想做什麼
[00:02:48.000 --> 00:02:53.000]  總覺得自己將來會很厲害
[00:02:53.000 --> 00:02:56.000]  但漸漸長大後
[00:02:56.000 --> 00:03:01.000]  讀中學畢業後就開始完全認識
[00:03:01.000 --> 00:03:05.000]  承認自己原來只是一個平凡的人
[00:03:05.000 --> 00:03:09.000]  就好像大多數人一樣
[00:03:09.000 --> 00:03:12.000]  我會好像大多數人一樣
[00:03:12.000 --> 00:03:20.000]  但很奇怪 我不知為何有一個很特別的事
[00:03:20.000 --> 00:03:25.000]  因為我知道我會像大多數人一樣
[00:03:25.000 --> 00:03:32.000]  因此我到處去看周圍的人
[00:03:32.000 --> 00:03:36.000]  看看他們的生活是怎樣
[00:03:36.000 --> 00:03:39.000]  有些二三十歲
[00:03:39.000 --> 00:03:41.000]  我當時十多二十歲
[00:03:41.000 --> 00:03:42.000]  有些二三十歲
[00:03:42.000 --> 00:03:46.000]  有些三四十 四五十 五六十歲
[00:03:46.000 --> 00:03:51.000]  我看看他們現在的生活是怎樣
[00:03:51.000 --> 00:03:55.000]  他們的人是怎樣
[00:03:55.000 --> 00:03:57.000]  在這些人之中
[00:03:57.000 --> 00:04:02.000]  有少數人是令我羨慕的
[00:04:02.000 --> 00:04:07.000]  我自己就立志要像那些人一樣
[00:04:07.000 --> 00:04:10.000]  其實他們不是很偉大的人
[00:04:10.000 --> 00:04:15.000]  不過我覺得這幾個人值得我羨慕
[00:04:15.000 --> 00:04:17.000]  去學校他們
[00:04:17.000 --> 00:04:24.000]  因此我自己就改變了一些人生方向目標
[00:04:24.000 --> 00:04:28.000]  我希望將來我會像他們一樣
[00:04:28.000 --> 00:04:30.000]  我很感謝神
[00:04:30.000 --> 00:04:33.000]  我能夠活到今天這個地步
[00:04:33.000 --> 00:04:35.000]  這是神很大的恩典
[00:04:35.000 --> 00:04:36.000]  當我想起的時候
[00:04:36.000 --> 00:04:39.000]  我不知為何在年輕的時候
[00:04:39.000 --> 00:04:47.000]  有這種巧得去觀察和思考人生
[00:04:47.000 --> 00:04:49.000]  或者這些是我的父母
[00:04:49.000 --> 00:04:52.000]  在我還未懂事
[00:04:52.000 --> 00:04:55.000]  或者記憶不是很清楚的時候
[00:04:55.000 --> 00:04:59.000]  已經教曉我這件事
[00:04:59.000 --> 00:05:02.000]  這件事令我一生受用
[00:05:02.000 --> 00:05:06.000]  又或者這完全是神的恩典
[00:05:06.000 --> 00:05:08.000]  祂的恩典的帶領
[00:05:08.000 --> 00:05:14.000]  令我能夠成為祂可以用的工具
[00:05:14.000 --> 00:05:16.000]  但是我不知道是哪一樣
[00:05:16.000 --> 00:05:18.000]  無論是哪一樣也好
[00:05:18.000 --> 00:05:23.000]  我都是很真心去感謝神
[00:05:23.000 --> 00:05:26.000]  多謝祂給我這個恩典
[00:05:26.000 --> 00:05:30.000]  這是我的故事
[00:05:30.000 --> 00:05:31.000]  一般來說
[00:05:31.000 --> 00:05:33.000]  我相信你都會同意
[00:05:33.000 --> 00:05:36.000]  就算我們是平凡的父母也好
[00:05:36.000 --> 00:05:43.000]  我們都會希望有一些非凡的兒女
[00:05:43.000 --> 00:05:48.000]  很多曾經初為人父母的人
[00:05:48.000 --> 00:05:50.000]  包括我自己在內
[00:05:50.000 --> 00:05:57.000]  都覺得自己的嬰兒是神童
[00:05:57.000 --> 00:06:01.000]  是天才
[00:06:01.000 --> 00:06:06.000]  但是當慢慢看到他長大的時候
[00:06:06.000 --> 00:06:11.000]  一路開始覺得和接受
[00:06:11.000 --> 00:06:15.000]  他只是一個平凡的人
[00:06:15.000 --> 00:06:19.000]  好像我們一般人一樣
[00:06:19.000 --> 00:06:24.000]  這樣去承認不是壞事
[00:06:24.000 --> 00:06:27.000]  這樣我們就可以因材施教
[00:06:27.000 --> 00:06:32.000]  一樣會有好的結果
[00:06:32.000 --> 00:06:34.000]  我今天要說的
[00:06:34.000 --> 00:06:37.000]  關於所謂平凡或者非凡
[00:06:37.000 --> 00:06:41.000]  這兩個字的定義
[00:06:41.000 --> 00:06:44.000]  不是我們慣常所說的定義
[00:06:44.000 --> 00:06:46.000]  我們說平凡
[00:06:46.000 --> 00:06:49.000]  就不是說他平凡或者非凡
[00:06:49.000 --> 00:06:52.000]  我們意思不是指他不是很聰明
[00:06:52.000 --> 00:06:54.000]  或者不是天才
[00:06:54.000 --> 00:06:58.000]  而是用屬靈的角度去看平凡
[00:06:58.000 --> 00:07:03.000]  平凡是指屬世屬血氣的意思
[00:07:03.000 --> 00:07:06.000]  非凡是指屬靈屬神的意思
[00:07:06.000 --> 00:07:09.000]  或者就像經文所說
[00:07:09.000 --> 00:07:16.000]  是分別為性歸給神的意思
[00:07:16.000 --> 00:07:21.000]  望子成龍或者望女成鳳
[00:07:21.000 --> 00:07:25.000]  這些是我們做父母很自然很平常的事
[00:07:25.000 --> 00:07:28.000]  但是在神的角度裏
[00:07:28.000 --> 00:07:31.000]  我們有沒有期望或者去催谷
[00:07:31.000 --> 00:07:36.000]  我們的子女要成為在神裏面非凡的人呢?
[00:07:36.000 --> 00:07:39.000]  在神裏面非凡的人是什麼意思呢?
[00:07:39.000 --> 00:07:42.000]  就是成為一個有見證的基督徒
[00:07:42.000 --> 00:07:44.000]  在今天的說話來說
[00:07:44.000 --> 00:07:51.000]  成為一個大大被神使用的人
[00:07:51.000 --> 00:07:53.000]  從另一個角度來看
[00:07:53.000 --> 00:07:57.000]  我們對我們自己又怎樣看呢?
[00:07:57.000 --> 00:07:58.000]  我們自己是怎樣呢?
[00:07:58.000 --> 00:07:59.000]  你想想
[00:07:59.000 --> 00:08:04.000]  我們本來就是平凡屬世的人
[00:08:04.000 --> 00:08:11.000]  我們的確能力智慧也是很平凡
[00:08:11.000 --> 00:08:18.000]  但是神卻將我們從平凡的世界呼召出來
[00:08:18.000 --> 00:08:20.000]  將我們分別為性
[00:08:20.000 --> 00:08:22.000]  成為非凡的人
[00:08:22.000 --> 00:08:25.000]  成為他一個寶貴的兒女
[00:08:25.000 --> 00:08:29.000]  不再屬於這個世界
[00:08:29.000 --> 00:08:31.000]  我們有沒有想到
[00:08:31.000 --> 00:08:33.000]  或者有沒有預備好
[00:08:33.000 --> 00:08:36.000]  我們要為神做一些事
[00:08:36.000 --> 00:08:42.000]  甚至是要做一些大事呢?
[00:08:42.000 --> 00:08:47.000]  我們又說回參宣
[00:08:47.000 --> 00:08:52.000]  要評論參宣的功過
[00:08:52.000 --> 00:08:54.000]  好壞是很容易的
[00:08:54.000 --> 00:08:56.000]  當你看這四張聖經的時候
[00:08:56.000 --> 00:08:57.000]  你就會很清楚
[00:08:57.000 --> 00:09:04.000]  很容易去評論參宣的為人
[00:09:04.000 --> 00:09:08.000]  參宣是一個無法無天
[00:09:08.000 --> 00:09:12.000]  對神對人都不尊重的人
[00:09:12.000 --> 00:09:14.000]  他得天獨厚
[00:09:14.000 --> 00:09:16.000]  有很多神的恩典
[00:09:16.000 --> 00:09:21.000]  但是他不學好
[00:09:21.000 --> 00:09:26.000]  結果他雖然可以完成神的使命
[00:09:26.000 --> 00:09:31.000]  但最後他與敵人同歸於盡
[00:09:31.000 --> 00:09:33.000]  而且死得很慘
[00:09:33.000 --> 00:09:35.000]  如果你對參宣的故事不熟悉
[00:09:35.000 --> 00:09:39.000]  你真的要回去看看這四張聖經
[00:09:39.000 --> 00:09:44.000]  就是史詩記13至16章
[00:09:44.000 --> 00:09:51.000]  其實他的故事是一個很精彩的故事
[00:09:51.000 --> 00:09:55.000]  我今天不是想說參宣他自己的故事
[00:09:55.000 --> 00:10:00.000]  我是想說參宣父母的故事
[00:10:00.000 --> 00:10:04.000]  要評論參宣的父母是好是壞
[00:10:04.000 --> 00:10:05.000]  是不容易的
[00:10:05.000 --> 00:10:08.000]  因為不可以就這麼簡單的一句話
[00:10:08.000 --> 00:10:10.000]  說他們的父母是好
[00:10:10.000 --> 00:10:12.000]  或者是做得差
[00:10:12.000 --> 00:10:18.000]  因為他的父母是有些地方做得好的
[00:10:18.000 --> 00:10:21.000]  有些地方是做得差的
[00:10:21.000 --> 00:10:26.000]  但正正是這樣我們就可以學
[00:10:26.000 --> 00:10:28.000]  我們學他做得對的事情
[00:10:28.000 --> 00:10:35.000]  不要學他做得差的事情
[00:10:35.000 --> 00:10:48.000]  我先和大家說他們做得不對的地方
[00:10:48.000 --> 00:10:50.000]  第一點他們做得不對的地方
[00:10:50.000 --> 00:10:55.000]  我們可以看史詩記13章第七節
[00:10:55.000 --> 00:10:58.000]  就是那個婦人
[00:10:58.000 --> 00:11:01.000]  大家留意一下
[00:11:01.000 --> 00:11:04.000]  這個婦人雖然有天使報喜
[00:11:04.000 --> 00:11:06.000]  是很大的一件事
[00:11:06.000 --> 00:11:07.000]  大家猜不猜得到
[00:11:07.000 --> 00:11:13.000]  聖經裏面有天使報喜生子的有多少人
[00:11:13.000 --> 00:11:16.000]  舊約有兩個新約有兩個
[00:11:16.000 --> 00:11:25.000]  第一個是誰?是撒拉
[00:11:25.000 --> 00:11:28.000]  阿伯拉罕的妻子將要生兒子
[00:11:28.000 --> 00:11:33.000]  天使告訴你將要明年這個時候生兒子
[00:11:33.000 --> 00:11:36.000]  接著是誰?就是這個無名氏婦人
[00:11:36.000 --> 00:11:38.000]  聖經不想提她的名字
[00:11:38.000 --> 00:11:41.000]  這麼大的一件事不提她的名字
[00:11:41.000 --> 00:11:44.000]  這婦人就算了
[00:11:44.000 --> 00:11:49.000]  甚至覺得有點輕視很不值
[00:11:49.000 --> 00:11:51.000]  聖經是這樣無法解釋
[00:11:51.000 --> 00:11:58.000]  第三個是誰?新約的施洗約翰
[00:11:58.000 --> 00:12:02.000]  就是以利沙伯
[00:12:02.000 --> 00:12:14.000]  另外是瑪利亞生耶穌
[00:12:14.000 --> 00:12:20.000]  這句聖經看看十字記十三章七節
[00:12:20.000 --> 00:12:22.000]  這個婦人和神人對話
[00:12:22.000 --> 00:12:24.000]  她回頭跟她的丈夫說
[00:12:24.000 --> 00:12:28.000]  那神人對我說
[00:12:28.000 --> 00:12:29.000]  你要懷孕生一個兒子
[00:12:29.000 --> 00:12:32.000]  所以清酒濃酒都不可以喝
[00:12:32.000 --> 00:12:34.000]  一切不潔之物也不可吃
[00:12:34.000 --> 00:12:37.000]  因為這孩子從出胎一直到死
[00:12:37.000 --> 00:12:41.000]  必歸神作拿世以人
[00:12:41.000 --> 00:12:45.000]  大家覺不覺得這句說話有什麼不妥?
[00:12:45.000 --> 00:12:48.000]  當然我這樣說真的有點不妥
[00:12:48.000 --> 00:12:49.000]  在哪裡呢?
[00:12:49.000 --> 00:12:52.000]  我們將這句說話比較第五節就知道了
[00:12:52.000 --> 00:12:56.000]  我們看第五節
[00:12:56.000 --> 00:13:01.000]  這節講漏了一句說話
[00:13:01.000 --> 00:13:04.000]  講漏了後面最後一句說話
[00:13:04.000 --> 00:13:07.000]  就是講漏了
[00:13:07.000 --> 00:13:13.000]  他必起手拯救以色列人脫離菲律賓人的手
[00:13:13.000 --> 00:13:25.000]  他漏了說這個孩子將來的工作目標是什麼
[00:13:25.000 --> 00:13:29.000]  他知道這個孩子不可以做什麼
[00:13:29.000 --> 00:13:36.000]  但是漏了說這個孩子將來要做什麼
