
[00:00:00.000 --> 00:00:03.000]  我們一齊祈禱
[00:00:03.000 --> 00:00:05.000]  創造宇宙萬物
[00:00:05.000 --> 00:00:08.000]  和我們人類生靈的上帝
[00:00:08.000 --> 00:00:10.000]  我們向祢禱告
[00:00:10.000 --> 00:00:13.000]  求祢的話語直掌聖靈
[00:00:13.000 --> 00:00:14.000]  充滿我們
[00:00:14.000 --> 00:00:15.000]  進入我們
[00:00:15.000 --> 00:00:18.000]  讓我們明白神的心意
[00:00:18.000 --> 00:00:20.000]  讓我們信靠祢
[00:00:20.000 --> 00:00:21.000]  倚靠祢
[00:00:21.000 --> 00:00:24.000]  願意將生命投靠到祢那裡
[00:00:24.000 --> 00:00:26.000]  以建我們生命
[00:00:26.000 --> 00:00:28.000]  不再有一點缺乏
[00:00:28.000 --> 00:00:30.000]  不再拒絕神的榮耀
[00:00:30.000 --> 00:00:32.000]  不再不樂
[00:00:32.000 --> 00:00:34.000]  我們生命裡面
[00:00:34.000 --> 00:00:37.000]  寶貴的祝福
[00:00:37.000 --> 00:00:38.000]  讓我們一生
[00:00:38.000 --> 00:00:40.000]  不會是白過
[00:00:40.000 --> 00:00:41.000]  我求祢祝福
[00:00:41.000 --> 00:00:42.000]  帶領我們
[00:00:42.000 --> 00:00:43.000]  聽我們同心祈禱
[00:00:43.000 --> 00:00:45.000]  和耶穌基督的聖名
[00:00:45.000 --> 00:00:47.000]  阿門
[00:00:47.000 --> 00:00:50.000]  今天的講題是《救恩早已預備》
[00:00:50.000 --> 00:00:52.000]  是創世紀第三章
[00:00:52.000 --> 00:00:54.000]  之前我說過第一章
[00:00:54.000 --> 00:00:56.000]  在神的創造
[00:00:56.000 --> 00:00:59.000]  祂最創造的高峰就是第七天
[00:00:59.000 --> 00:01:01.000]  祂設立了聖日
[00:01:01.000 --> 00:01:02.000]  在當中
[00:01:02.000 --> 00:01:04.000]  神要與人同在
[00:01:04.000 --> 00:01:06.000]  享受人的敬拜
[00:01:06.000 --> 00:01:09.000]  我們人要享受神與我們的同在
[00:01:09.000 --> 00:01:11.000]  安積
[00:01:11.000 --> 00:01:14.000]  在《聖經》裡面是講到一個完美和諧的境界
[00:01:14.000 --> 00:01:16.000]  神與人
[00:01:16.000 --> 00:01:18.000]  神要與人同在
[00:01:18.000 --> 00:01:21.000]  神的將亡在人間
[00:01:21.000 --> 00:01:23.000]  我們人是出於神
[00:01:23.000 --> 00:01:24.000]  我們是本於祂
[00:01:24.000 --> 00:01:26.000]  依靠祂
[00:01:26.000 --> 00:01:28.000]  亦歸向祂
[00:01:28.000 --> 00:01:29.000]  《聖經》裡面講到
[00:01:29.000 --> 00:01:31.000]  神要給我們有永恆的生命
[00:01:31.000 --> 00:01:33.000]  享受祂
[00:01:33.000 --> 00:01:35.000]  第二章我們又講過
[00:01:35.000 --> 00:01:36.000]  真正的生命就是
[00:01:36.000 --> 00:01:38.000]  神將一口氣
[00:01:38.000 --> 00:01:41.000]  那口氣吹進去我們人
[00:01:41.000 --> 00:01:43.000]  一個有泥土
[00:01:43.000 --> 00:01:44.000]  用塵土做的人
[00:01:44.000 --> 00:01:46.000]  成為有力的活人
[00:01:46.000 --> 00:01:48.000]  神給我們人生有
[00:01:48.000 --> 00:01:50.000]  我們生命的目的
[00:01:50.000 --> 00:01:52.000]  我們存在
[00:01:52.000 --> 00:01:54.000]  祂又給我們有工作
[00:01:54.000 --> 00:01:56.000]  祂又給我們有生存的空間
[00:01:56.000 --> 00:01:58.000]  給我們有飲食
[00:01:58.000 --> 00:02:00.000]  供應我們人有飲食
[00:02:00.000 --> 00:02:02.000]  祂亦都給了我們人
[00:02:02.000 --> 00:02:04.000]  有一個界限
[00:02:04.000 --> 00:02:06.000]  就是那個
[00:02:06.000 --> 00:02:08.000]  自我知識樹的果
[00:02:08.000 --> 00:02:10.000]  我們不要吃
[00:02:10.000 --> 00:02:12.000]  神想我們合格
[00:02:12.000 --> 00:02:15.000]  與祂建立一個順靠順目的關係
[00:02:15.000 --> 00:02:17.000]  今天來到第三章
[00:02:17.000 --> 00:02:20.000]  我們經過經文第三章的六
[00:02:20.000 --> 00:02:22.000]  去到第十三節
[00:02:22.000 --> 00:02:24.000]  第三章第六
[00:02:24.000 --> 00:02:26.000]  去到第十三節
[00:02:26.000 --> 00:02:28.000]  創世紀第三章六章十三
[00:02:28.000 --> 00:02:30.000]  我請每眾一起讀出
[00:02:30.000 --> 00:02:32.000]  預備起
[00:02:50.000 --> 00:02:52.000]  (中文字幕製作)
[00:03:20.000 --> 00:03:22.000]  (中文字幕製作)
[00:03:51.000 --> 00:03:53.000]  第三章第六節說
[00:03:53.000 --> 00:03:58.000]  女人吃了神叫她不要吃的
[00:03:58.000 --> 00:04:00.000]  我們今天稱為禁果
[00:04:00.000 --> 00:04:03.000]  她又給了她老公吃
[00:04:03.000 --> 00:04:04.000]  吃了之後
[00:04:04.000 --> 00:04:07.000]  第七節就說他們眼睛明亮
[00:04:07.000 --> 00:04:11.000]  第八第九節就說耶和華在圓中行走
[00:04:11.000 --> 00:04:13.000]  他去
[00:04:13.000 --> 00:04:16.000]  當人聽到神的聲音
[00:04:16.000 --> 00:04:18.000]  他們就躲避
[00:04:18.000 --> 00:04:20.000]  耶和華的面
[00:04:20.000 --> 00:04:23.000]  然後我們看到經文裏面說到
[00:04:23.000 --> 00:04:30.000]  神和人的對答
[00:04:30.000 --> 00:04:33.000]  就是由這個時刻開始
[00:04:33.000 --> 00:04:35.000]  人整個人類
[00:04:35.000 --> 00:04:37.000]  按照聖經的教導
[00:04:37.000 --> 00:04:40.000]  人本來創造他很特別
[00:04:40.000 --> 00:04:42.000]  很美善很美好的
[00:04:42.000 --> 00:04:48.000]  有時候我們說這個人好像天使那麼美麗
[00:04:48.000 --> 00:04:51.000]  但聖經說其實人比天使更美麗
[00:04:51.000 --> 00:04:54.000]  因為人有神的形象
[00:04:54.000 --> 00:04:55.000]  天使也好
[00:04:55.000 --> 00:04:59.000]  在人的創造裏面只有兩個被動物
[00:04:59.000 --> 00:05:01.000]  是可以有自由選擇
[00:05:01.000 --> 00:05:03.000]  有自由意志
[00:05:03.000 --> 00:05:05.000]  這個能力
[00:05:05.000 --> 00:05:09.000]  第一就是神的使者天使
[00:05:09.000 --> 00:05:10.000]  第二就是人
[00:05:10.000 --> 00:05:14.000]  只有人有神的形象
[00:05:14.000 --> 00:05:18.000]  我們說人很美麗很美好的
[00:05:18.000 --> 00:05:21.000]  但又好像一個硬幣的兩面
[00:05:21.000 --> 00:05:24.000]  你見到人可以很美好
[00:05:24.000 --> 00:05:27.000]  令你生命感受到雀躍
[00:05:27.000 --> 00:05:31.000]  令你生命能夠有幸福的快樂的也是人
[00:05:31.000 --> 00:05:35.000]  但令你生命帶來最大的痛苦傷害的
[00:05:35.000 --> 00:05:38.000]  都是人
[00:05:38.000 --> 00:05:40.000]  我不知道你有沒有被狗咬過呢
[00:05:40.000 --> 00:05:42.000]  有被狗咬過的請拍手
[00:05:42.000 --> 00:05:44.000]  一二三
[00:05:44.000 --> 00:05:48.000]  在這邊
[00:05:48.000 --> 00:05:53.000]  我被狗人身體咬過三次
[00:05:53.000 --> 00:05:55.000]  有一次最慘的是
[00:05:55.000 --> 00:05:57.000]  我智力剛剛退化的時候
[00:05:57.000 --> 00:05:59.000]  我在第一次人學院讀書
[00:05:59.000 --> 00:06:01.000]  從單場走下來
[00:06:01.000 --> 00:06:04.000]  讀完夜晚課就一個人走下來
[00:06:04.000 --> 00:06:05.000]  一路走下來
[00:06:05.000 --> 00:06:08.000]  我智力退化走了一條路
[00:06:08.000 --> 00:06:10.000]  那條路是黑路沒有燈
[00:06:10.000 --> 00:06:12.000]  突然有隻黑狗
[00:06:12.000 --> 00:06:14.000]  我踩上去牠就咬我
[00:06:14.000 --> 00:06:15.000]  唉
[00:06:15.000 --> 00:06:17.000]  然後我就覺得很傷心
[00:06:17.000 --> 00:06:19.000]  我那天一走回來
[00:06:19.000 --> 00:06:21.000]  我就智力開始退化
[00:06:21.000 --> 00:06:23.000]  在夜越來越濛
[00:06:23.000 --> 00:06:25.000]  走了一條黑路遇到隻黑狗
[00:06:25.000 --> 00:06:27.000]  隻狗就在這中間
[00:06:27.000 --> 00:06:28.000]  唉
[00:06:28.000 --> 00:06:32.000]  那我就變了黑人了
[00:06:32.000 --> 00:06:34.000]  我那天很不開心
[00:06:34.000 --> 00:06:36.000]  等姐妹
[00:06:36.000 --> 00:06:38.000]  如果隻狗咬到你
[00:06:38.000 --> 00:06:41.000]  你會不會一輩子恨那隻狗呢
[00:06:41.000 --> 00:06:43.000]  不會
[00:06:43.000 --> 00:06:46.000]  那隻狗當你武道
[00:06:46.000 --> 00:06:47.000]  不尊崇你
[00:06:47.000 --> 00:06:48.000]  藐視你
[00:06:48.000 --> 00:06:49.000]  甚至咬你
[00:06:49.000 --> 00:06:50.000]  攻擊你
[00:06:50.000 --> 00:06:52.000]  你不會恨牠一輩子
[00:06:52.000 --> 00:06:55.000]  但如果有個人去打你
[00:06:55.000 --> 00:06:56.000]  侮辱你
[00:06:56.000 --> 00:06:57.000]  罵你
[00:06:57.000 --> 00:06:59.000]  唉
[00:06:59.000 --> 00:07:00.000]  那你會
[00:07:00.000 --> 00:07:02.000]  你心裡面受傷
[00:07:02.000 --> 00:07:04.000]  你好像說
[00:07:04.000 --> 00:07:06.000]  這隻狗你散罪
[00:07:06.000 --> 00:07:08.000]  陳審判你
[00:07:08.000 --> 00:07:09.000]  不會吧
[00:07:09.000 --> 00:07:11.000]  是不是
[00:07:11.000 --> 00:07:14.000]  但是對隻狗
[00:07:14.000 --> 00:07:15.000]  你不會懷恨
[00:07:15.000 --> 00:07:16.000]  因為你覺得牠
[00:07:16.000 --> 00:07:18.000]  牠沒有性的
[00:07:18.000 --> 00:07:19.000]  即是你會容易
[00:07:19.000 --> 00:07:20.000]  唉
[00:07:20.000 --> 00:07:21.000]  你會覺得是我
[00:07:21.000 --> 00:07:22.000]  有時候我們俗語說
[00:07:22.000 --> 00:07:23.000]  我黑仔
[00:07:23.000 --> 00:07:24.000]  唉
[00:07:24.000 --> 00:07:26.000]  我真是那天想
[00:07:26.000 --> 00:07:28.000]  我為什麼會踩到牠呢
[00:07:28.000 --> 00:07:30.000]  我在走路中間
[00:07:30.000 --> 00:07:32.000]  因為我視力不好
[00:07:32.000 --> 00:07:35.000]  另外一次我在陳學院
[00:07:35.000 --> 00:07:37.000]  我又是盲人
[00:07:37.000 --> 00:07:38.000]  又是被狗咬
[00:07:38.000 --> 00:07:40.000]  我就站在那裡
[00:07:40.000 --> 00:07:42.000]  那些人走出來
[00:07:42.000 --> 00:07:43.000]  我又想著很多人
[00:07:43.000 --> 00:07:44.000]  我就向後退
[00:07:44.000 --> 00:07:46.000]  為什麼我向後退呢
[00:07:46.000 --> 00:07:48.000]  那隻狗又背著我
[00:07:48.000 --> 00:07:50.000]  我就踩到牠
[00:07:50.000 --> 00:07:52.000]  那隻狗呢
[00:07:52.000 --> 00:07:54.000]  一二就
[00:07:54.000 --> 00:07:57.000]  那隻狗就夾著我的小腿
[00:07:57.000 --> 00:08:00.000]  死了
[00:08:00.000 --> 00:08:01.000]  總之呢
[00:08:01.000 --> 00:08:02.000]  牠沒有咬我
[00:08:02.000 --> 00:08:04.000]  牠只是夾著我
[00:08:04.000 --> 00:08:07.000]  然後牠放開
[00:08:07.000 --> 00:08:09.000]  接著牠走了
[00:08:09.000 --> 00:08:10.000]  那時候我的眼睛
[00:08:10.000 --> 00:08:12.000]  看到了一些影像
[00:08:12.000 --> 00:08:15.000]  那隻狗叫 Michael
[00:08:15.000 --> 00:08:17.000]  有個名字的
[00:08:17.000 --> 00:08:18.000]  接著身邊的同學就說
[00:08:18.000 --> 00:08:20.000]  阿全你沒事吧
[00:08:20.000 --> 00:08:21.000]  牠說
[00:08:21.000 --> 00:08:22.000]  牠只是夾著我的頭
[00:08:22.000 --> 00:08:24.000]  牠沒有咬我
[00:08:24.000 --> 00:08:28.000]  接著我說這個狗真是賤
[00:08:28.000 --> 00:08:30.000]  陳學院的狗都不同
[00:08:30.000 --> 00:08:32.000]  你有沒有試過被狗咬
[00:08:32.000 --> 00:08:33.000]  咬你
[00:08:33.000 --> 00:08:35.000]  咬你也沒有事
[00:08:35.000 --> 00:08:37.000]  只是夾著我
[00:08:37.000 --> 00:08:39.000]  然後放開
[00:08:39.000 --> 00:08:41.000]  又是這個盲人
[00:08:41.000 --> 00:08:43.000]  我避開他很久了
[00:08:43.000 --> 00:08:46.000]  避去不開
[00:08:46.000 --> 00:08:49.000]  在陳學院入門口附近的位置
[00:08:49.000 --> 00:08:53.000]  我向橫向後退
[00:08:53.000 --> 00:08:56.000]  兩次被狗咬的經歷
[00:08:56.000 --> 00:08:58.000]  我想說的是
[00:08:58.000 --> 00:09:01.000]  我們人生可能有時遇到不好
[00:09:01.000 --> 00:09:03.000]  即是不開心的經歷
[00:09:03.000 --> 00:09:06.000]  但是我們不會很不開心
