
[00:00:00.000 --> 00:00:03.300]  今天首先再祝大家父親節快樂
[00:00:03.300 --> 00:00:08.900]  亦感謝和祝賀我們當中的為人父
[00:00:08.900 --> 00:00:14.900]  其實我也不知道大家在家裡是否得到這麼多讚賞或者尊重
[00:00:14.900 --> 00:00:18.100]  但是你們兄弟知道你們的辛勞
[00:00:18.100 --> 00:00:20.700]  我有個好朋友
[00:00:20.700 --> 00:00:24.900]  大家都知道中國神后院院長黃國維博士
[00:00:24.900 --> 00:00:29.900]  施夏媽就是黃老師以前教過大家知道
[00:00:29.900 --> 00:00:31.700]  他有一本書叫家庭神學
[00:00:31.700 --> 00:00:34.400]  我覺得裡面有一句說話寫得很好
[00:00:34.400 --> 00:00:36.800]  教會是一個大家庭
[00:00:36.800 --> 00:00:39.500]  家庭是一個小教會
[00:00:39.500 --> 00:00:42.700]  在這個大家庭當中的兄弟
[00:00:42.700 --> 00:00:49.500]  其實都明白在家庭裡面做一個牧者其實是有點艱難的
[00:00:49.500 --> 00:00:53.600]  我們都知道需要在禱告中互相的記憶
[00:00:53.600 --> 00:00:57.600]  Parser Sam這個禮拜頭就發了信息給我
[00:00:57.600 --> 00:01:02.900]  說我今天奉獻嬰孩奉獻禮就需要一些時間
[00:01:02.900 --> 00:01:06.200]  所以叫我講到就預備短一點
[00:01:06.200 --> 00:01:07.900]  這個不是問題
[00:01:07.900 --> 00:01:12.400]  我其實幾個禮拜前才跟大家講完孝敬父母這個信息
[00:01:12.400 --> 00:01:18.100]  重溫一下幾個禮拜前我們講孝敬父母主題的經文
[00:01:18.100 --> 00:01:21.600]  我那時候跟大家講可以用後果倫理
[00:01:21.600 --> 00:01:22.900]  義務倫理
[00:01:22.900 --> 00:01:27.400]  以及美德倫理三個角度去分析一下
[00:01:27.400 --> 00:01:31.800]  聖經裡面怎樣教導我們關於孝敬父母的教導
[00:01:31.800 --> 00:01:36.200]  我們看到孝敬父母是一個大應許的誡命
[00:01:36.200 --> 00:01:38.800]  使你得福在世長壽
[00:01:38.800 --> 00:01:43.100]  義務就是包括聽從我們父母的智慧
[00:01:43.100 --> 00:01:45.600]  以及供奉他們
[00:01:45.600 --> 00:01:49.400]  孝敬父母是源於敬畏神
[00:01:49.400 --> 00:01:53.500]  其實這個美德有一個根基有一個動機
[00:01:53.500 --> 00:01:55.400]  是來自我們對神的敬畏
[00:01:55.400 --> 00:01:57.400]  當人懂得敬畏神的時候
[00:01:57.400 --> 00:02:01.200]  自然也會懂得聽從聖經的教導
[00:02:01.200 --> 00:02:05.400]  懂得在父母身上學習
[00:02:05.400 --> 00:02:09.400]  這些孝敬父母的功課已經講了就不再講了
[00:02:09.400 --> 00:02:14.600]  今天我不再和大家從子女的角度去講孝敬父母
[00:02:14.600 --> 00:02:23.200]  而是想和大家從聖經當中的父親的例子大衛去看作為父親
[00:02:23.200 --> 00:02:24.900]  大衛是一個牧羊人
[00:02:24.900 --> 00:02:26.400]  是一個將軍
[00:02:26.400 --> 00:02:27.700]  是一個詩人
[00:02:27.700 --> 00:02:29.500]  是一個神學人
[00:02:29.500 --> 00:02:30.500]  是一個先知
[00:02:30.500 --> 00:02:32.500]  當然也是一位君王
[00:02:32.500 --> 00:02:35.800]  我們在他身上其實有很多東西可以學到
[00:02:35.800 --> 00:02:41.600]  但是我今天想和大家特別著重晚年的大衛作為父親
[00:02:41.600 --> 00:02:45.500]  他怎樣幫他的兒子鎖上門
[00:02:45.500 --> 00:02:48.100]  是預備建造聖殿
[00:02:48.100 --> 00:02:53.500]  其實今天的訊息我覺得比較多是承接上一個星期和大家分享
[00:02:53.500 --> 00:02:55.200]  重建聖潔的
[00:02:55.200 --> 00:02:57.500]  上個星期和大家講到的時候
[00:02:57.500 --> 00:03:03.900]  經文是《義忽所書》第二章十九到二十二節
[00:03:03.900 --> 00:03:08.800]  我用四個標題來幫大家總括這個訊息
[00:03:08.800 --> 00:03:10.600]  建國的聖徒
[00:03:10.600 --> 00:03:12.300]  建基在聖經
[00:03:12.300 --> 00:03:13.900]  建築成聖殿
[00:03:13.900 --> 00:03:16.200]  建造直聖力
[00:03:16.200 --> 00:03:21.600]  我用重建聖潔作為這幾節聖經的一個總綱
[00:03:21.600 --> 00:03:23.300]  今天主要我們就是想
[00:03:23.300 --> 00:03:27.300]  看看晚年的大衛作為一個例子
[00:03:27.300 --> 00:03:32.200]  看看他怎樣作為父親幫助他的兒子鎖上門
[00:03:32.200 --> 00:03:39.000]  在以色列國當中透過建造聖殿來重建聖潔
[00:03:39.000 --> 00:03:45.200]  這就是為什麼我將今天的講題定為重建聖潔的父親的原因
[00:03:45.200 --> 00:03:47.600]  其實再深入地去想
[00:03:47.600 --> 00:03:50.200]  我不想講得太深
[00:03:50.200 --> 00:03:52.600]  這個也要講一點哲學
[00:03:52.600 --> 00:03:54.700]  這四個標題背後
[00:03:54.700 --> 00:03:57.800]  有些保羅和我想像義忽所人
[00:03:57.800 --> 00:04:02.300]  都應該很熟悉的希臘哲學思維
[00:04:02.300 --> 00:04:06.500]  亞里士多德他有一本著名的書叫做《形意上學》
[00:04:06.500 --> 00:04:10.100]  Metaphysics就說解釋世界的事物
[00:04:10.100 --> 00:04:13.200]  你要看四個不同的因素
[00:04:13.200 --> 00:04:16.000]  Four causes 四個音
[00:04:16.000 --> 00:04:18.400]  質料的因素Material cause
[00:04:18.400 --> 00:04:20.500]  也就是說構成事物的材料
[00:04:20.500 --> 00:04:22.800]  譬如說那些磚就是用來建屋
[00:04:22.800 --> 00:04:24.600]  建了一個屋就是因為有磚
[00:04:24.600 --> 00:04:26.500]  這個Material cause
[00:04:26.500 --> 00:04:27.700]  形式的因素
[00:04:27.700 --> 00:04:29.800]  形式在希臘哲學來講
[00:04:29.800 --> 00:04:34.500]  form就是那個本質那個屬性的一個描述
[00:04:34.500 --> 00:04:38.200]  譬如說你建造一棟樓的時候有個藍圖
[00:04:38.200 --> 00:04:40.700]  藍圖就是定義了形式
[00:04:40.700 --> 00:04:42.700]  這間屋是怎樣養的
[00:04:42.700 --> 00:04:44.600]  第三就是一個動力的因素
[00:04:44.600 --> 00:04:46.100]  Efficient cause
[00:04:46.100 --> 00:04:48.800]  就是說這件事做得成的時候
[00:04:48.800 --> 00:04:50.100]  需要有些東西
[00:04:50.100 --> 00:04:53.200]  譬如說建屋就有建屋的人
[00:04:53.200 --> 00:04:55.900]  所以這個就是動力的因素
[00:04:55.900 --> 00:04:58.000]  第四個就是目的的因素
[00:04:58.000 --> 00:04:59.500]  你建屋來做什麼呢
[00:04:59.500 --> 00:05:01.500]  建屋來住的
[00:05:01.500 --> 00:05:03.400]  這個就是目的的因素
[00:05:03.400 --> 00:05:05.300]  如果你看這四個標題的時候
[00:05:05.300 --> 00:05:08.000]  你看看二福所書第二章十九到二十二節
[00:05:08.000 --> 00:05:09.200]  這四個標題
[00:05:09.200 --> 00:05:14.900]  就會看到聖徒是神用來建造聖殿的材料
[00:05:14.900 --> 00:05:19.100]  聖徒不能夠再是做一個世俗的外邦人
[00:05:19.100 --> 00:05:22.700]  他需要成聖才能夠成材
[00:05:22.700 --> 00:05:25.700]  聖經是聖徒生活的規範
[00:05:25.700 --> 00:05:29.000]  所以聖劫的定義在聖經裡面找到
[00:05:29.000 --> 00:05:33.000]  我們看看聖經才知道我們應該是怎樣養的
