
[00:00:00.000 --> 00:00:04.000]  好,弟兄姐妹,讓我們聽到這些,讓我們重新打開。
[00:00:04.000 --> 00:00:12.000]  親愛的父親,感謝你給我們能夠再次用生命打開祖女的說話,
[00:00:12.000 --> 00:00:17.000]  特別是《啓齊律》裏面的教訓。
[00:00:17.000 --> 00:00:21.000]  我們真的需要你的聖靈帶領我們,
[00:00:21.000 --> 00:00:24.000]  在過去的役子裏面,
[00:00:24.000 --> 00:00:30.000]  太多不同類別的派別的解釋,
[00:00:30.000 --> 00:00:35.000]  把《啓齊律》原本要告訴信徒的信事都已經蓋過,
[00:00:35.000 --> 00:00:37.000]  變成無果。
[00:00:37.000 --> 00:00:43.000]  祝禰讓我們在這個時候再次透過聖靈來打開我們的心扉,
[00:00:43.000 --> 00:00:49.000]  使我們能夠在祖女的說話當中,絕實地來到領受,
[00:00:49.000 --> 00:00:54.000]  我們今天當基督徒,應當有此賢才,
[00:00:54.000 --> 00:00:58.000]  能夠合乎禰的心意,求禰的幫助。
[00:00:58.000 --> 00:01:02.000]  親愛的主,多謝禰給我們能夠再次打開禰的說話,
[00:01:02.000 --> 00:01:07.000]  能夠細心地去讀,並且去領受當中的教訓。
[00:01:07.000 --> 00:01:09.000]  我們在這個時候真的恭敬,
[00:01:09.000 --> 00:01:13.000]  懇求聖靈幫助我們,能夠去明白主禰的道理,
[00:01:13.000 --> 00:01:16.000]  特別是《啓齊律》,
[00:01:16.000 --> 00:01:20.000]  在多年來受到不同的人,不同的派別,
[00:01:20.000 --> 00:01:23.000]  各式形式的解釋,
[00:01:23.000 --> 00:01:28.000]  導致在《啓齊律》裏面原本要信徒清楚領受的信息,
[00:01:28.000 --> 00:01:30.000]  變得模糊。
[00:01:30.000 --> 00:01:35.000]  求主禰的幫助,讓我們能夠在主禰的說話當中,
[00:01:35.000 --> 00:01:39.000]  再次如何學曉,成爲一個合神心意,
[00:01:39.000 --> 00:01:43.000]  活在地上,蒙神差顯的信徒。
[00:01:43.000 --> 00:01:46.000]  好在我們的見證,我們的侍奉,
[00:01:46.000 --> 00:01:50.000]  都是能夠進合主禰的心意。
[00:01:50.000 --> 00:01:51.000]  多謝禰,
[00:01:51.000 --> 00:01:57.000]  喚禰同心的祈禱,奉主耶穌基督的聖名致以下,阿們。
[00:01:57.000 --> 00:02:04.000]  今天和大家講的經文是第十一章第十五節至十二章第十八節。
[00:02:04.000 --> 00:02:09.000]  今天講到的經文是起述十一章第十五節到十二章第十八節。
[00:02:09.000 --> 00:02:13.000]  題目是看見必成的事第七講,
[00:02:13.000 --> 00:02:17.000]  時勢逆轉的時代終告來臨。
[00:02:17.000 --> 00:02:20.000]  講題主題是看見必成的事第七講,
[00:02:20.000 --> 00:02:24.000]  時勢逆轉的時代終結來臨。
[00:02:24.000 --> 00:02:29.000]  因爲講到就不可以有太多的學術性的講解,
[00:02:29.000 --> 00:02:34.000]  所以我也在最開頭講少少關於這本書的結構之後,
[00:02:34.000 --> 00:02:36.000]  讓大家回去有興趣可以自己看。
[00:02:36.000 --> 00:02:39.000]  因爲講到就不能講太多學術性的東西,
[00:02:39.000 --> 00:02:43.000]  所以我先講一個大概,讓大家回去試試看。
[00:02:43.000 --> 00:02:46.000]  基本上這一段聖經有一個很特別的結構,
[00:02:46.000 --> 00:02:49.000]  這個聖經有一個很特別的結構,
[00:02:49.000 --> 00:02:51.000]  我們分爲兩大部分,
[00:02:51.000 --> 00:02:53.000]  我們分爲兩大部分,
[00:02:53.000 --> 00:02:56.000]  一部分叫做天庭的景象,
[00:02:56.000 --> 00:02:58.000]  一部分是天庭的景象,
[00:02:58.000 --> 00:03:01.000]  另一個部分叫做地上的景象,
[00:03:01.000 --> 00:03:03.000]  第二部分是地上的景象,
[00:03:03.000 --> 00:03:06.000]  它的結構就是天庭的現象,
[00:03:06.000 --> 00:03:08.000]  夾在地上的現象,
[00:03:08.000 --> 00:03:10.000]  又再有一個天庭的現象,
[00:03:10.000 --> 00:03:11.000]  又再有一個地上的現象。
[00:03:11.000 --> 00:03:14.000]  這裏講有天庭現象,地上現象,
[00:03:14.000 --> 00:03:17.000]  再講天庭現象,再講地上現象。
[00:03:17.000 --> 00:03:20.000]  大家如果有興趣可以記下來,
[00:03:20.000 --> 00:03:21.000]  回家自己去看。
[00:03:21.000 --> 00:03:23.000]  如果有興趣可以記下來,
[00:03:23.000 --> 00:03:24.000]  大家回家再去看。
[00:03:24.000 --> 00:03:26.000]  從第十一章的十五節至十九節,
[00:03:26.000 --> 00:03:29.000]  就是第十一到十五節到第十九節,
[00:03:29.000 --> 00:03:31.000]  是介紹在天庭上的現象,
[00:03:31.000 --> 00:03:33.000]  是介紹在天庭上的現象,
[00:03:33.000 --> 00:03:35.000]  然後從第十二節的第一節至第六節,
[00:03:35.000 --> 00:03:37.000]  就是十二章的一到六節,
[00:03:37.000 --> 00:03:39.000]  就是記載在地上的現象,
[00:03:39.000 --> 00:03:41.000]  就是記載在地上的現象,
[00:03:41.000 --> 00:03:43.000]  再從第七節至十二節,
[00:03:43.000 --> 00:03:45.000]  十二章七到十二節,
[00:03:45.000 --> 00:03:47.000]  又跳回天庭的現象,
[00:03:47.000 --> 00:03:49.000]  又跳回天庭的現象,
[00:03:49.000 --> 00:03:52.000]  然後到最後十三節至十八節或十七節,
[00:03:52.000 --> 00:03:56.000]  然後到十三節到十七節或十八節,
[00:03:56.000 --> 00:03:58.000]  爲什麼是十七節或十八節,
[00:03:58.000 --> 00:04:01.000]  因爲這很似乎是我們將十八節歸納在下一段,
[00:04:01.000 --> 00:04:03.000]  或者是在這一段,
[00:04:03.000 --> 00:04:05.000]  這個部分又是講到地上的現象,
[00:04:05.000 --> 00:04:06.000]  這個部分又是講到地上的現象,
[00:04:06.000 --> 00:04:10.000]  爲什麼講到十七節或十八節呢,
[00:04:10.000 --> 00:04:16.000]  就是說你將十八節歸納到下一章的地上的現象,
[00:04:16.000 --> 00:04:18.000]  如果你喜歡看電視劇,
[00:04:18.000 --> 00:04:21.000]  就好像打仗一樣,
[00:04:21.000 --> 00:04:22.000]  就好像打仗一樣,
[00:04:22.000 --> 00:04:24.000]  這邊在這個國家打仗,
[00:04:24.000 --> 00:04:26.000]  這邊在這個國家打仗,
[00:04:26.000 --> 00:04:28.000]  然後轉頭在這裏打仗,
[00:04:28.000 --> 00:04:31.000]  然後轉頭又回來看看那裏打成怎樣,
[00:04:31.000 --> 00:04:33.000]  然後又把鏡頭轉回來,
[00:04:33.000 --> 00:04:35.000]  然後又回到真正的戰場,
[00:04:35.000 --> 00:04:37.000]  最強烈的情況是怎樣,
[00:04:37.000 --> 00:04:38.000]  然後再回到,
[00:04:38.000 --> 00:04:40.000]  再把鏡頭又轉向真正的戰場,
[00:04:40.000 --> 00:04:42.000]  看情況如何,
[00:04:42.000 --> 00:04:45.000]  這個就是啟示錄如下要發展的結構,
[00:04:45.000 --> 00:04:47.000]  這個就是啟示錄如下要發展的結構,
[00:04:47.000 --> 00:04:49.000]  我們就不講那麼多了,
[00:04:49.000 --> 00:04:51.000]  我們就不講那麼多了,
[00:04:51.000 --> 00:04:53.000]  有興趣可以和大家一起去查一下經,
[00:04:53.000 --> 00:04:56.000]  有興趣可以和大家一起去查一下經,
[00:04:56.000 --> 00:04:58.000]  有興趣可以和大家一起去查一下經,
[00:04:58.000 --> 00:05:00.000]  坐下來一起分享。
