
[00:00:00.000 --> 00:00:03.500]  各位弟兄前輩朋友們早安
[00:00:03.500 --> 00:00:06.000]  很高興今天能有這個機會
[00:00:06.000 --> 00:00:09.500]  跟大家來分享信息
[00:00:09.500 --> 00:00:11.500]  你知道在舊約森經裏面
[00:00:11.500 --> 00:00:15.000]  在撒木爾記上第四章
[00:00:15.000 --> 00:00:19.500]  他講說以色列人跟菲律斯人打仗
[00:00:19.500 --> 00:00:21.500]  喫了一個敗仗
[00:00:21.500 --> 00:00:23.000]  他們打輸了
[00:00:23.000 --> 00:00:25.500]  就趕快去把約棍擡出來
[00:00:25.500 --> 00:00:27.500]  想說神的同在
[00:00:27.500 --> 00:00:30.000]  畢竟是得勝不是嗎
[00:00:30.000 --> 00:00:33.000]  結果約棍都被人家搶走了
[00:00:33.000 --> 00:00:34.500]  輸得好慘
[00:00:34.500 --> 00:00:36.500]  大祭司以令
[00:00:36.500 --> 00:00:39.500]  他的兩個兒子都戰死了
[00:00:39.500 --> 00:00:41.500]  以令聽到這個消息
[00:00:41.500 --> 00:00:43.000]  忽然間往後撲倒
[00:00:43.000 --> 00:00:45.000]  就斷了氣了
[00:00:45.000 --> 00:00:48.500]  那他的媳婦正在難產
[00:00:48.500 --> 00:00:51.000]  忽然間就催生
[00:00:51.000 --> 00:00:52.500]  然後痛一下
[00:00:52.500 --> 00:00:53.500]  小孩就生出來了
[00:00:53.500 --> 00:00:55.000]  她也死掉了
[00:00:55.000 --> 00:00:57.500]  結果就給了一個小孩子取名叫
[00:00:57.500 --> 00:00:59.500]  以加伯
[00:00:59.500 --> 00:01:01.000]  意思是說
[00:01:01.000 --> 00:01:05.500]  耶和華的榮耀離開了以色列
[00:01:05.500 --> 00:01:07.500]  但是你跟旁邊的人講
[00:01:07.500 --> 00:01:11.500]  耶和華的榮耀沒有離開這裏
[00:01:11.500 --> 00:01:14.500]  耶和華的榮耀仍然與我們同在
[00:01:14.500 --> 00:01:16.000]  哈雷諾亞
[00:01:16.000 --> 00:01:18.500]  二十年以後
[00:01:18.500 --> 00:01:20.500]  在同樣的地方
[00:01:20.500 --> 00:01:22.500]  叫做以變以現
[00:01:22.500 --> 00:01:25.000]  Edenesa
[00:01:25.000 --> 00:01:28.500]  撒末爾先知兼祭司
[00:01:28.500 --> 00:01:31.000]  就帶了以色列人
[00:01:31.000 --> 00:01:34.000]  跟菲律賓人又打了一仗
[00:01:34.000 --> 00:01:35.500]  這一仗贏了是吧
[00:01:35.500 --> 00:01:36.500]  贏了
[00:01:36.500 --> 00:01:38.500]  感謝主讚美主
[00:01:38.500 --> 00:01:39.500]  所以
[00:01:39.500 --> 00:01:42.000]  他們就把那個地方取名叫做
[00:01:42.000 --> 00:01:43.500]  以變以現
[00:01:43.500 --> 00:01:44.500]  Edenesa
[00:01:44.500 --> 00:01:46.000]  意思是說
[00:01:46.000 --> 00:01:47.000]  到如今
[00:01:47.000 --> 00:01:50.000]  耶和華都幫助我們
[00:01:50.000 --> 00:01:51.500]  我們真跟你講
[00:01:51.500 --> 00:01:52.500]  到如今
[00:01:52.500 --> 00:01:55.000]  耶和華都幫助我們
[00:01:55.000 --> 00:01:57.500]  我自己心裏面很清楚
[00:01:57.500 --> 00:02:00.500]  我於某某何能何得
[00:02:00.500 --> 00:02:03.500]  我能夠有這麼好的弟兄姐妹
[00:02:03.500 --> 00:02:05.000]  與我同宮
[00:02:05.000 --> 00:02:07.000]  能夠在這麼美好的地方
[00:02:07.000 --> 00:02:10.500]  還能夠買到這樣子棒的一個堂
[00:02:10.500 --> 00:02:14.000]  真的是神在幫助我們
[00:02:14.000 --> 00:02:17.000]  我以前在另外一個教會做
[00:02:17.000 --> 00:02:19.000]  Assistant Pastor
[00:02:19.000 --> 00:02:21.000]  傳道人的時候
[00:02:21.000 --> 00:02:24.500]  我每個月最大的一個工作
[00:02:24.500 --> 00:02:26.500]  就是去送報紙
[00:02:26.500 --> 00:02:29.500]  送真理報跟號角
[00:02:29.500 --> 00:02:32.000]  因爲是從加拿大那邊過來
[00:02:32.000 --> 00:02:33.000]  他就說
[00:02:33.000 --> 00:02:34.500]  那就放在你們臨陽堂
[00:02:34.500 --> 00:02:37.000]  你們幫我們distribute
[00:02:37.000 --> 00:02:40.000]  本來是說通知各堂
[00:02:40.000 --> 00:02:41.000]  你們來拿啦
[00:02:41.000 --> 00:02:43.000]  結果都沒人來拿
[00:02:43.000 --> 00:02:45.000]  然後主人牧師就說
[00:02:45.000 --> 00:02:47.000]  那餘承道你去送吧
[00:02:47.000 --> 00:02:49.000]  所以我每個月最大的工作
[00:02:49.000 --> 00:02:51.500]  就是去送這個報紙
[00:02:51.500 --> 00:02:53.500]  西雅圖整個地方
[00:02:53.500 --> 00:02:56.500]  有多少人在哪裏
[00:02:56.500 --> 00:02:58.500]  我都知道
[00:02:58.500 --> 00:03:01.000]  我們大概有十一二年了
[00:03:01.000 --> 00:03:03.000]  跟我們那個時候
[00:03:03.000 --> 00:03:05.500]  一起開始的幾個教會
[00:03:05.500 --> 00:03:08.000]  今天統統已經不在了
[00:03:08.000 --> 00:03:11.000]  三四間就剩下我們這一間
[00:03:11.000 --> 00:03:13.500]  還是掛在最尾巴的這一間
[00:03:13.500 --> 00:03:16.000]  表示說這地方已經飽和了
[00:03:16.000 --> 00:03:19.000]  除非像你們多多來的話
[00:03:19.000 --> 00:03:21.000]  這地方要開始發展
[00:03:21.000 --> 00:03:23.000]  但是我就知道
[00:03:23.000 --> 00:03:26.000]  到如今耶和華都幫助我們
[00:03:26.000 --> 00:03:28.000]  他不看我們小
[00:03:28.000 --> 00:03:29.500]  不看我們沒有能力
[00:03:29.500 --> 00:03:31.000]  他看我們是有一個
[00:03:31.000 --> 00:03:33.000]  這樣子愛他的心
[00:03:33.000 --> 00:03:36.000]  願意爲他來征戰的心
[00:03:36.000 --> 00:03:38.000]  我自己我很清楚
[00:03:38.000 --> 00:03:39.500]  我們弟兄姐妹
[00:03:39.500 --> 00:03:42.500]  包括我家的老老少少
[00:03:42.500 --> 00:03:44.000]  我都要七十歲的人了
[00:03:44.000 --> 00:03:45.500]  我的孫女二十多歲
[00:03:45.500 --> 00:03:47.500]  我還跟她常常一起跳啊跳啊
[00:03:47.500 --> 00:03:48.500]  蹦蹦蹦啊
[00:03:48.500 --> 00:03:50.500]  神就看中這一點
[00:03:50.500 --> 00:03:52.000]  他就要用我們
[00:03:52.000 --> 00:03:53.000]  哈雷諾亞
[00:03:53.000 --> 00:03:53.500]  是的
[00:03:53.500 --> 00:03:56.000]  感謝神讚美神
[00:03:56.000 --> 00:03:57.500]  這一仗打贏了
[00:03:57.500 --> 00:03:59.500]  因爲一片一切
[00:03:59.500 --> 00:04:03.000]  到如今耶和華都幫助我們
[00:04:03.000 --> 00:04:05.500]  同樣的地點
[00:04:05.500 --> 00:04:07.500]  同樣的敵人
[00:04:07.500 --> 00:04:09.500]  同樣的自己
[00:04:09.500 --> 00:04:13.500]  但是一個是悲慘的以加勃
[00:04:13.500 --> 00:04:16.000]  耶和華的榮耀離開了
[00:04:16.000 --> 00:04:20.500]  一個卻歡呼的以變以謝
[00:04:20.500 --> 00:04:23.500]  到如今耶和華都幫助我們
[00:04:23.500 --> 00:04:27.500]  這是何等大的差異
[00:04:27.500 --> 00:04:29.500]  讓我們來學習
[00:04:29.500 --> 00:04:32.500]  從暫時的以加勃
[00:04:32.500 --> 00:04:36.000]  到永遠的以變以謝
[00:04:36.000 --> 00:04:37.000]  讓我們低頭禱告
[00:04:37.000 --> 00:04:38.500]  阿爸父我們感謝你
[00:04:38.500 --> 00:04:40.000]  我們讚美你
[00:04:40.000 --> 00:04:43.000]  因爲你是又真又活的神
[00:04:43.000 --> 00:04:46.500]  正如詩篇你所說的
[00:04:46.500 --> 00:04:49.500]  你的怒氣不過是轉眼之間
[00:04:49.500 --> 00:04:53.500]  你的恩典乃是一生之久
[00:04:53.500 --> 00:04:55.500]  依舊誰有哭泣
[00:04:55.500 --> 00:04:57.500]  早晨遍地歡呼
[00:04:57.500 --> 00:04:59.500]  哈雷諾亞感謝神
[00:04:59.500 --> 00:05:02.000]  我在你面前爲他歡呼
[00:05:02.000 --> 00:05:03.000]  是的
[00:05:03.000 --> 00:05:05.500]  因爲以變以謝的神
[00:05:05.500 --> 00:05:08.500]  在我們中間掌權作王
[00:05:08.500 --> 00:05:09.500]  感謝你
[00:05:09.500 --> 00:05:10.500]  禱告讚美
[00:05:10.500 --> 00:05:13.000]  是奉主耶穌基督的名
[00:05:13.000 --> 00:05:14.000]  阿們
[00:05:14.000 --> 00:05:15.000]  好了
[00:05:15.000 --> 00:05:19.000]  什麼叫做暫時的以加勃呢
[00:05:19.000 --> 00:05:21.000]  意思就是說
[00:05:21.000 --> 00:05:25.000]  上帝的榮耀暫時的離開了
[00:05:25.000 --> 00:05:27.000]  Temporary
[00:05:27.000 --> 00:05:29.000]  他還要再回來的
[00:05:29.000 --> 00:05:30.000]  是不是
[00:05:30.000 --> 00:05:31.500]  感謝神
[00:05:31.500 --> 00:05:35.000]  當時二十年前的時候
[00:05:35.000 --> 00:05:38.000]  一名大祭司
[00:05:38.000 --> 00:05:40.000]  他的兩個兒子
[00:05:40.000 --> 00:05:43.500]  在聖殿中與夫人行雲
[00:05:43.500 --> 00:05:46.000]  又拿了鐵叉子
[00:05:46.000 --> 00:05:48.000]  在祭壇上面
[00:05:48.000 --> 00:05:50.000]  祝給神的器物
[00:05:50.000 --> 00:05:53.000]  當作是BBQ去叉來喫
[00:05:53.000 --> 00:05:55.500]  惹了許多人的生氣
[00:05:55.500 --> 00:05:58.000]  百姓都對這個祭壇
[00:05:58.000 --> 00:06:00.500]  都失掉了希望
[00:06:00.500 --> 00:06:03.000]  甚至於民心背離
[00:06:03.000 --> 00:06:05.500]  國力衰退
[00:06:05.500 --> 00:06:08.000]  後來非利式人來打仗
[00:06:08.000 --> 00:06:11.000]  一仗就把他們打垮了
[00:06:11.000 --> 00:06:13.000]  他們又把約貴擡出來
[00:06:13.000 --> 00:06:16.000]  又把約貴給搶走了
[00:06:16.000 --> 00:06:19.000]  以律的兩個兒子都死了
[00:06:19.000 --> 00:06:21.000]  媳婦在南城州也死了
