
[00:00:00.000 --> 00:00:01.340]  (閩南語)
[00:00:01.340 --> 00:00:06.660]  學叔,我們再次來回應你
[00:00:06.660 --> 00:00:09.980]  因為你的愛是和耿的深,和耿的廣
[00:00:09.980 --> 00:00:11.780]  幫助我們來經歷
[00:00:11.780 --> 00:00:15.060]  主更多的恩典,領到我們的家庭裡面
[00:00:15.060 --> 00:00:18.540]  因此,當我們每一次來到面前來敬拜
[00:00:18.540 --> 00:00:21.400]  主啊,求你繼續與我們心說話
[00:00:21.400 --> 00:00:23.800]  求你聖靈在我們耳口來工作
[00:00:23.800 --> 00:00:26.060]  讚美主,因為你是愛我們的主
[00:00:26.060 --> 00:00:28.840]  所以我們謝謝你,奉耶穌基督的名道
[00:00:28.840 --> 00:00:30.840]  告,阿門
[00:00:30.840 --> 00:00:35.200]  好,我們今天要來分享一段經文
[00:00:35.200 --> 00:00:39.600]  在明述記十五章三七到四十一節
[00:00:39.600 --> 00:00:47.160]  明述記十五章三七到四十一節
[00:00:59.520 --> 00:01:02.240]  這是我們教會最近營修的經文
[00:01:02.240 --> 00:01:04.240]  我們來讀
[00:01:04.240 --> 00:01:11.880]  在舊約一百八十四頁
[00:01:11.880 --> 00:01:13.880]  我們一起來讀
[00:01:13.880 --> 00:01:15.880]  耶華小玉摩西說
[00:01:15.880 --> 00:01:19.240]  你吩咐以色列人叫他們世世代代
[00:01:19.240 --> 00:01:21.240]  在衣服邊上做穗子
[00:01:21.240 --> 00:01:25.440]  又在己邊的穗子上釘一根藍繫帶子
[00:01:25.440 --> 00:01:27.440]  你們佩戴著穗子
[00:01:27.440 --> 00:01:31.840]  我叫你們看見就紀念遵行耶華一切的命令
[00:01:31.840 --> 00:01:33.840]  不隨從自己的心意
[00:01:33.840 --> 00:01:35.840]  眼目行邪營
[00:01:35.840 --> 00:01:37.840]  像你們樹場一樣
[00:01:37.840 --> 00:01:40.640]  使你們紀念遵行我一切的命令
[00:01:40.640 --> 00:01:43.640]  成為聖潔,歸於你們的神
[00:01:43.640 --> 00:01:45.640]  我是耶華你們的神
[00:01:45.640 --> 00:01:47.640]  曾把你們從埃及引出來
[00:01:47.640 --> 00:01:49.640]  要做你們的神
[00:01:49.640 --> 00:01:51.640]  我是耶華你們的神
[00:01:51.640 --> 00:01:58.640]  這是神小玉摩西教他告訴以色列人所說的一段話
[00:01:58.640 --> 00:02:02.640]  那這一段話來告訴以色列人會產生什麼反應呢
[00:02:02.640 --> 00:02:04.640]  應該是以色列人會說阿們
[00:02:04.640 --> 00:02:06.640]  耶華是什麼我們的神
[00:02:06.640 --> 00:02:09.640]  那這是一個很重要的宣告
[00:02:09.640 --> 00:02:11.640]  特別讓以色列人被帶領出埃及
[00:02:11.640 --> 00:02:15.640]  然後在曠野所面對一些艱難一些困苦
[00:02:15.640 --> 00:02:17.640]  一些外族人的時候
[00:02:17.640 --> 00:02:19.640]  他們可以說耶華是我們的神
[00:02:19.640 --> 00:02:21.640]  這是一個很強而有力的宣告
[00:02:21.640 --> 00:02:25.640]  也其實來幫助自己來認定自己的位置
[00:02:25.640 --> 00:02:28.640]  那我用一段我兒子跟我一個關係
[00:02:28.640 --> 00:02:32.640]  來表達上帝怎麼樣看這樣的宣告
[00:02:32.640 --> 00:02:35.640]  這個有在很小很小的時候
