
[00:00:00.000 --> 00:00:02.000]  距離接會晚安
[00:00:02.000 --> 00:00:04.000]  讓我們先一起讀一段聖經
[00:00:04.000 --> 00:00:08.000]  《馬可福音》第七章一到二十三節
[00:00:08.000 --> 00:00:11.000]  好,看到人物的話就打開聖經我們一起去讀
[00:00:11.000 --> 00:00:12.000]  好,預備起
[00:00:12.000 --> 00:00:19.000]  有弗裏塞人和幾個從耶路撒冷來的文士聚集到耶穌那裏
[00:00:19.000 --> 00:00:24.000]  他們曾看見他的門徒中有人用不潔的手
[00:00:24.000 --> 00:00:27.000]  就是沒有洗的手喫飯
[00:00:27.000 --> 00:00:33.000]  弗裏塞人和所有的猶太人都屈守古人的傳統
[00:00:33.000 --> 00:00:36.000]  若不按規矩洗手就不喫飯
[00:00:36.000 --> 00:00:40.000]  從此長來若不洗淨也不喫飯
[00:00:40.000 --> 00:00:43.000]  他們還屈守好些別的規矩
[00:00:43.000 --> 00:00:47.000]  如洗杯、罐、銅器、牀鋪等
[00:00:47.000 --> 00:00:51.000]  弗裏塞人和文士問他說
[00:00:51.000 --> 00:00:54.000]  你的門徒爲什麼不照古人的傳統
[00:00:54.000 --> 00:00:57.000]  竟然用不潔淨的手喫飯呢
[00:00:57.000 --> 00:00:59.000]  耶穌對他們說
[00:00:59.000 --> 00:01:05.000]  以色列你們假冒爲善的人所預定的說得好
[00:01:05.000 --> 00:01:07.000]  如經上所記
[00:01:07.000 --> 00:01:09.000]  這百姓用嘴脣尊敬我
[00:01:09.000 --> 00:01:12.000]  他們的心卻遠離我
[00:01:12.000 --> 00:01:16.000]  他們把人的規條當作教義教導人
[00:01:16.000 --> 00:01:19.000]  他們拜我也是枉然
[00:01:19.000 --> 00:01:24.000]  你們是慶祝上帝的誕命屈守人的傳統
[00:01:24.000 --> 00:01:26.000]  耶穌又說
[00:01:26.000 --> 00:01:29.000]  你們既然是廢棄上帝的誕命
[00:01:29.000 --> 00:01:31.000]  爲要守自己的傳統
[00:01:31.000 --> 00:01:34.000]  摩西說當孝敬父母
[00:01:34.000 --> 00:01:38.000]  又說就罵父母的必須處死
[00:01:38.000 --> 00:01:41.000]  你們禱說人若對父母說
[00:01:41.000 --> 00:01:45.000]  我所當供奉你的已經作了國義板
[00:01:45.000 --> 00:01:47.000]  國義板就是奉獻的意思
[00:01:47.000 --> 00:01:52.000]  你們就容許他不必再奉用父母
[00:01:52.000 --> 00:01:57.000]  這就是你們藉着承繼傳統廢了上帝的話
[00:01:57.000 --> 00:01:59.000]  你們還做許多這樣的事
[00:01:59.000 --> 00:02:02.000]  耶穌又叫衆人來對他們說
[00:02:02.000 --> 00:02:05.000]  你們要聽我的話也要明白
[00:02:05.000 --> 00:02:08.000]  從外面進去的不能沾污人
[00:02:08.000 --> 00:02:12.000]  唯有從裏面出來的才能沾污人
[00:02:12.000 --> 00:02:15.000]  耶穌離開衆人進了屋子
[00:02:15.000 --> 00:02:18.000]  門後就問他這比喻的意思
[00:02:18.000 --> 00:02:20.000]  耶穌對他們說
[00:02:20.000 --> 00:02:22.000]  你們也是這樣不明白嗎
[00:02:22.000 --> 00:02:24.000]  難道你們不瞭解
[00:02:24.000 --> 00:02:28.000]  凡從外面進去的不能沾污人嗎
[00:02:28.000 --> 00:02:30.000]  因爲不是進入他的心
[00:02:30.000 --> 00:02:32.000]  而是進入他的肚子
[00:02:32.000 --> 00:02:34.000]  又排入廁所
[00:02:34.000 --> 00:02:37.000]  這是說各樣的食物都是潔淨的
[00:02:37.000 --> 00:02:39.000]  耶穌又說
[00:02:39.000 --> 00:02:42.000]  從人裏面出來的那才沾污人
[00:02:42.000 --> 00:02:45.000]  因爲從人心裏發出種種惡念
[00:02:45.000 --> 00:02:57.000]  如淫亂 偷盜 兇殺 姦淫 貪妄 邪惡 詭詐 淫蕩 嫉妒 誹謗 驕傲 狂妄
[00:02:57.000 --> 00:03:00.000]  這一切的惡都是從裏面出來
[00:03:00.000 --> 00:03:02.000]  才能沾污人
[00:03:02.000 --> 00:03:09.000]  這段聖經一開始就說洗手的問題
[00:03:09.000 --> 00:03:14.000]  弟兄姊妹你們有沒有洗手的習慣
[00:03:14.000 --> 00:03:16.000]  可能近十年左右
[00:03:16.000 --> 00:03:18.000]  我猜十多年自從沙士之後
[00:03:18.000 --> 00:03:21.000]  洗手的習慣就多些人去做
[00:03:21.000 --> 00:03:23.000]  以前我記得在沙士之前
[00:03:23.000 --> 00:03:25.000]  一般都有洗手
[00:03:25.000 --> 00:03:27.000]  但不太重要
[00:03:27.000 --> 00:03:29.000]  又或者有人偶爾會戴口罩
[00:03:29.000 --> 00:03:31.000]  喫飯用公筷都會有
[00:03:31.000 --> 00:03:34.000]  不過沙士之後差不多這些就成爲我們的習慣
[00:03:34.000 --> 00:03:36.000]  當你病的時候戴口罩
[00:03:36.000 --> 00:03:37.000]  喫飯的時候有公筷
[00:03:37.000 --> 00:03:40.000]  之前洗手都成爲一些習慣
[00:03:40.000 --> 00:03:42.000]  弟兄姊妹你們有沒有試過
[00:03:42.000 --> 00:03:44.000]  沒有洗手就喫飯
[00:03:44.000 --> 00:03:46.000]  有沒有
[00:03:46.000 --> 00:03:48.000]  都有有時候會不記得
[00:03:48.000 --> 00:03:50.000]  有時候不方便
[00:03:50.000 --> 00:03:52.000]  有時候不要緊
[00:03:52.000 --> 00:03:54.000]  用筷子也不是下手可以的
[00:03:54.000 --> 00:03:56.000]  回到這段聖經裏面
[00:03:56.000 --> 00:03:57.000]  你一開始看清楚聖經裏面說
[00:03:57.000 --> 00:03:59.000]  有些人那些人就是發力出人
[00:03:59.000 --> 00:04:01.000]  和幾個從耶路撒冷來的門士
[00:04:01.000 --> 00:04:04.000]  就見到曾經見到耶穌的門徒
[00:04:04.000 --> 00:04:07.000]  用不乾淨的手不潔淨的手
[00:04:07.000 --> 00:04:09.000]  沒有洗手喫飯
[00:04:09.000 --> 00:04:11.000]  首先要很清楚這段聖經
[00:04:11.000 --> 00:04:14.000]  不是在說衛生的問題
[00:04:14.000 --> 00:04:16.000]  不要誤會這是衛生的問題
[00:04:16.000 --> 00:04:18.000]  雖然他在用一個衛生的描述
[00:04:18.000 --> 00:04:19.000]  聽清楚
[00:04:19.000 --> 00:04:21.000]  當這些發力出人和門士
[00:04:21.000 --> 00:04:23.000]  見到耶穌有些門徒不洗手
[00:04:23.000 --> 00:04:24.000]  就跟耶穌說
[00:04:24.000 --> 00:04:25.000]  噢他不洗手
[00:04:25.000 --> 00:04:28.000]  這個做法就跟我們在幼稚園
[00:04:28.000 --> 00:04:30.000]  或者小學看到小朋友
[00:04:30.000 --> 00:04:31.000]  噢他不洗手拿東西喫
[00:04:31.000 --> 00:04:32.000]  那個描述是很不同的
[00:04:32.000 --> 00:04:35.000]  因爲我們今時今日想洗手就是乾淨
[00:04:35.000 --> 00:04:37.000]  那麼污糟就洗
[00:04:37.000 --> 00:04:38.000]  洗乾淨就能喫
[00:04:38.000 --> 00:04:41.000]  不過猶太人裏面想的洗手
[00:04:41.000 --> 00:04:44.000]  就不是想那種衛生的問題
[00:04:44.000 --> 00:04:45.000]  是一種他們的習慣
[00:04:45.000 --> 00:04:46.000]  甚至這麼說
[00:04:46.000 --> 00:04:49.000]  是他們一直相信摩西下來的時候的傳統
[00:04:49.000 --> 00:04:53.000]  覺得要潔淨的才能夠進入身體
[00:04:53.000 --> 00:04:55.000]  這個是很奇怪的事
[00:04:55.000 --> 00:04:57.000]  因爲猶太人除了他們信聖經裏面說
[00:04:57.000 --> 00:04:59.000]  上帝會帶領他們祝福他們之外
[00:04:59.000 --> 00:05:00.000]  聖經裏面一句
[00:05:00.000 --> 00:05:01.000]  原來有一些規矩很重要的
[00:05:01.000 --> 00:05:03.000]  那些叫做飲食的規矩
[00:05:03.000 --> 00:05:05.000]  如果你看舊約你會留意到
[00:05:05.000 --> 00:05:06.000]  有些東西不能喫
[00:05:06.000 --> 00:05:07.000]  有些東西可以喫
[00:05:07.000 --> 00:05:09.000]  可能甚至今時今日還有些弟兄姊妹
[00:05:09.000 --> 00:05:10.000]  會有些疑惑
[00:05:10.000 --> 00:05:12.000]  基督徒應不應該喫豬紅
[00:05:12.000 --> 00:05:14.000]  基督徒應不應該喫鮮
[00:05:14.000 --> 00:05:18.000]  喫鰻魚之類的問題
[00:05:18.000 --> 00:05:20.000]  你有興趣慢慢去研究
[00:05:20.000 --> 00:05:21.000]  如果我們跟着猶太人傳統
[00:05:21.000 --> 00:05:23.000]  我想我們今天很多東西都不能喫
[00:05:23.000 --> 00:05:24.000]  至少豬都不能喫
