
[00:00:00.000 --> 00:00:05.000]  平安,我們一起低頭祈禱
[00:00:05.000 --> 00:00:11.000]  感謝您的恩典,讓我們在主一的清晨,可以一同聚集來敬拜您
[00:00:11.000 --> 00:00:18.000]  我們現在聆聽您的話語,求賦您的聖靈,在我們心裡面動工
[00:00:18.000 --> 00:00:23.000]  幫助我們聽得明白您的話語,講完又講得清楚
[00:00:23.000 --> 00:00:28.000]  讓我們謹守遵行,讓我們被您的話語激勵
[00:00:28.000 --> 00:00:33.000]  奉主耶穌基督名祈禱,阿們
[00:00:33.000 --> 00:00:38.000]  過去兩個月,我們一直在看哥倫多後書
[00:00:38.000 --> 00:00:42.000]  不過由這個星期開始,我們開始另一個系列
[00:00:42.000 --> 00:00:46.000]  就是要看《創世記》
[00:00:46.000 --> 00:00:50.000]  《創世記》是聖經裡面的第一本書
[00:00:50.000 --> 00:00:53.000]  我從前看到《創世記》這個名字
[00:00:53.000 --> 00:00:58.000]  就以為這本書是講有關創世的事蹟
[00:00:58.000 --> 00:01:02.000]  但是,如果我們讀過《創世記》這本書
[00:01:02.000 --> 00:01:09.000]  就會知道,有關創世的事,只是用了兩章經文
[00:01:09.000 --> 00:01:17.000]  其餘48章的經文,都是講一些有關人的故事
[00:01:17.000 --> 00:01:22.000]  我想先講清楚,當我用「故事」這個詞語的時候
[00:01:22.000 --> 00:01:25.000]  不是說那些故事是虛構的
[00:01:25.000 --> 00:01:29.000]  其實我相信聖經大部份的故事都是真實的
[00:01:29.000 --> 00:01:31.000]  是屬於歷史性的故事
[00:01:31.000 --> 00:01:36.000]  除非是很明顯地講明,那是一個比喻
[00:01:36.000 --> 00:01:38.000]  或者有些人會問
[00:01:38.000 --> 00:01:43.000]  為什麼《創世記》講這麼多人物的故事?
[00:01:43.000 --> 00:01:46.000]  而書名又叫做《創世記》呢?
[00:01:46.000 --> 00:01:49.000]  《創世記》是舊約的書
[00:01:49.000 --> 00:01:53.000]  舊約原本是用希伯來文寫的
[00:01:53.000 --> 00:01:58.000]  絕大部份,九十幾個百分比都是希伯來文寫的
[00:01:58.000 --> 00:02:03.000]  猶太人其實不是叫這本書做《創世記》
[00:02:03.000 --> 00:02:06.000]  他們稱這本書為《起初》
[00:02:06.000 --> 00:02:10.000]  就是用了《創世記》的第一個字
[00:02:10.000 --> 00:02:17.000]  這個方法其實非常類似中國古代分篇章的方法
[00:02:17.000 --> 00:02:19.000]  舉個例來說
[00:02:19.000 --> 00:02:23.000]  《論語》是一本整合了孔夫子教訓的書
[00:02:23.000 --> 00:02:26.000]  古人將《論語》分章分段的話
[00:02:26.000 --> 00:02:31.000]  他們就會用開始的詞作為篇章的名稱
[00:02:31.000 --> 00:02:34.000]  所以有學而編
[00:02:34.000 --> 00:02:39.000]  子曰:「學而時雜之,不亦樂乎?
[00:02:39.000 --> 00:02:42.000]  有憑自遠風來,不亦樂乎?
[00:02:42.000 --> 00:02:46.000]  人不知,不問,不亦君子乎?」
[00:02:46.000 --> 00:02:51.000]  後來當《聖經》被翻譯為《拉丁文》的時候
[00:02:51.000 --> 00:02:56.000]  他們就用了英文的「Genesis」
[00:02:56.000 --> 00:03:01.000]  現在我們用的英文就是由「拉丁文」轉過來的
[00:03:01.000 --> 00:03:05.000]  意思就是「起源」
[00:03:05.000 --> 00:03:09.000]  「起源」就包括了宇宙世界的起源
[00:03:09.000 --> 00:03:11.000]  人類的起源
[00:03:11.000 --> 00:03:13.000]  希伯來文族的起源
[00:03:13.000 --> 00:03:15.000]  神人關係的起源
[00:03:15.000 --> 00:03:17.000]  罪的起源
[00:03:17.000 --> 00:03:23.000]  甚至上帝要祝福萬民的計劃的起源
[00:03:23.000 --> 00:03:27.000]  《中文聖經》將書名譯為《創世記》
[00:03:27.000 --> 00:03:32.000]  這次我們會集中思想《創世記》裡面的家庭
[00:03:32.000 --> 00:03:34.000]  並且特別留意到
[00:03:34.000 --> 00:03:39.000]  其實那些家庭都可以說是問題家庭
[00:03:39.000 --> 00:03:45.000]  所以名稱叫做「糟透了的屬神家庭」
[00:03:45.000 --> 00:03:49.000]  雖然那些人物的家庭都有些問題
[00:03:49.000 --> 00:03:51.000]  很多矛盾
[00:03:51.000 --> 00:03:55.000]  也有些人是很狡猾、奸詐
[00:03:55.000 --> 00:03:58.000]  但是上帝仍然用他們
[00:03:58.000 --> 00:04:04.000]  作為上帝祝福萬民的關鍵人物
[00:04:04.000 --> 00:04:10.000]  今天我們選到的經文是從《創世記》十一章尾開始
[00:04:10.000 --> 00:04:14.000]  不過也讓我先簡單講講有關族譜的事
[00:04:14.000 --> 00:04:17.000]  先從十一章十節講起
[00:04:17.000 --> 00:04:20.000]  那裡就說「者是閃的後代」
[00:04:20.000 --> 00:04:24.000]  很多神學家其實都有一個共識
[00:04:24.000 --> 00:04:26.000]  在《創世記》裡面
[00:04:26.000 --> 00:04:32.000]  作者是用「後代」這個詞來做一個分段的記號
[00:04:32.000 --> 00:04:37.000]  所以十一章十節就標誌著一個新段落的開始
[00:04:37.000 --> 00:04:44.000]  這個族譜如果我們將它和第五章的族譜比較一下
[00:04:44.000 --> 00:04:49.000]  我們就會發覺第五章的族譜是從亞當到羅亞
[00:04:49.000 --> 00:04:52.000]  一共有十代
[00:04:52.000 --> 00:04:57.000]  很多讀過《創世記》的人都知道大洪水的事蹟
[00:04:57.000 --> 00:05:03.000]  並且大家都知道那次的大洪水不是由於氣候暖化造成
[00:05:03.000 --> 00:05:07.000]  而是上帝要懲罰一個邪惡的世代
[00:05:07.000 --> 00:05:12.000]  不過上帝做人的計劃是要祝福人類的
[00:05:12.000 --> 00:05:15.000]  所以就找到了羅亞
[00:05:15.000 --> 00:05:18.000]  他是世代中唯一的好人
[00:05:18.000 --> 00:05:24.000]  所以人類從他開始可以繼續延續下去
[00:05:24.000 --> 00:05:29.000]  而十一章這個族譜就是由羅亞的長子開始計劃
[00:05:29.000 --> 00:05:32.000]  「閃」開始來記載
[00:05:32.000 --> 00:05:38.000]  從「閃」到「亞伯蘭」剛好又是第十代
[00:05:38.000 --> 00:05:44.000]  作者似乎暗示了在「閃」的第十代宣
[00:05:44.000 --> 00:05:46.000]  「亞伯蘭」身上
[00:05:46.000 --> 00:05:49.000]  上帝會有另一個特別的計劃
[00:05:49.000 --> 00:05:54.000]  是要透過「亞伯蘭」向世人啟示
[00:05:54.000 --> 00:05:57.000]  說了一些有關《創世記》的背景之後
[00:05:57.000 --> 00:06:00.000]  我們現在來看今天的經文
[00:06:00.000 --> 00:06:04.000]  十一章二十七節到三十二節
[00:06:04.000 --> 00:06:08.000]  可以說是交代「亞伯蘭」的家庭背景
[00:06:08.000 --> 00:06:11.000]  十一章二十七節開始就說
[00:06:11.000 --> 00:06:14.000]  以下是「他拉的後代」
[00:06:14.000 --> 00:06:17.000]  這也是一個新段落的開始
[00:06:17.000 --> 00:06:19.000]  這一節也讓我們知道
[00:06:19.000 --> 00:06:23.000]  「亞伯蘭」是「他拉」的長子
[00:06:23.000 --> 00:06:26.000]  在三十一節就告訴我們
[00:06:26.000 --> 00:06:31.000]  「他拉」帶著兒子「亞伯蘭」和孫兒「羅德」
[00:06:31.000 --> 00:06:34.000]  離開巴比倫的吾爾城
[00:06:34.000 --> 00:06:37.000]  移民他鄉
[00:06:37.000 --> 00:06:42.000]  我們這一代在澳洲華人都是移民
[00:06:42.000 --> 00:06:45.000]  我們移民就要預先申請
[00:06:45.000 --> 00:06:47.000]  得到澳洲政府的批准
[00:06:47.000 --> 00:06:49.000]  我們才可以來
[00:06:49.000 --> 00:06:51.000]  但是在「他拉」的時代
[00:06:51.000 --> 00:06:53.000]  移民是不用申請的
[00:06:53.000 --> 00:06:57.000]  也沒有移民稿管理人口的
[00:06:57.000 --> 00:07:00.000]  讓我們再看一節經文
[00:07:00.000 --> 00:07:04.000]  來了解「他拉」的背景
[00:07:04.000 --> 00:07:09.000]  在約書亞記二十四章第二節提到
[00:07:09.000 --> 00:07:12.000]  約書亞對全體人民說
[00:07:12.000 --> 00:07:16.000]  上主以色列的上帝這樣說
[00:07:16.000 --> 00:07:18.000]  很久以前
[00:07:18.000 --> 00:07:21.000]  你們的祖先「他拉」
[00:07:21.000 --> 00:07:25.000]  以及他的兒子「亞伯拉罕」和「拿赫」
[00:07:25.000 --> 00:07:30.000]  住在幼法拉底河的那一邊
[00:07:30.000 --> 00:07:35.000]  他們拜別的神明
[00:07:35.000 --> 00:07:38.000]  由於這節經文提供的資料
[00:07:38.000 --> 00:07:40.000]  我們可以想像到
[00:07:40.000 --> 00:07:44.000]  閃族的後人原來都是逐漸遠離了上帝
[00:07:44.000 --> 00:07:46.000]  並且清楚說明
[00:07:46.000 --> 00:07:49.000]  「他拉」以及他的兒子「亞伯拉罕」
[00:07:49.000 --> 00:07:53.000]  原來都是拜別的神明
[00:07:53.000 --> 00:07:56.000]  不過上帝私恩
[00:07:56.000 --> 00:07:59.000]  揀選了閃的第十代子孫
[00:07:59.000 --> 00:08:03.000]  「亞伯拉罕」向他顯現
[00:08:03.000 --> 00:08:08.000]  並且給了他在十二章二節的應許
[00:08:08.000 --> 00:08:10.000]  這個應許
[00:08:10.000 --> 00:08:13.000]  是上帝顯示他對世人的計劃
[00:08:13.000 --> 00:08:16.000]  有三個重點的內容
