
[00:00:00.000 --> 00:00:04.340]  我們繼續來到透過希伯來書
[00:00:04.340 --> 00:00:12.340]  來到思想上帝要鼓勵我們的勸告
[00:00:12.340 --> 00:00:18.140]  前兩任聯儲局的主席格林斯潘
[00:00:18.140 --> 00:00:20.140]  在一本書裏面
[00:00:20.140 --> 00:00:24.940]  他曾經提了一個很有趣的調查
[00:00:24.940 --> 00:00:28.740]  有人問哈佛畢業的同學
[00:00:28.740 --> 00:00:31.740]  問他在這兩種情況下
[00:00:31.740 --> 00:00:35.740]  哪一個情況他們會開心呢
[00:00:35.740 --> 00:00:37.740]  這個什麼情況呢
[00:00:37.740 --> 00:00:40.740]  就是你年賺四十萬美金
[00:00:40.740 --> 00:00:44.740]  但是你的同輩比你少賺一半
[00:00:44.740 --> 00:00:46.740]  你會開心些嗎
[00:00:46.740 --> 00:00:49.740]  還是你年賺八十萬美金
[00:00:49.740 --> 00:00:52.740]  你的同輩比你多賺一倍
[00:00:52.740 --> 00:00:55.740]  究竟哪一個你會開心些呢
[00:00:55.740 --> 00:00:59.740]  誰會選擇A呢
[00:00:59.740 --> 00:01:03.740]  B呢
[00:01:03.740 --> 00:01:05.740]  不過呢
[00:01:05.740 --> 00:01:09.740]  你猜那些人怎麼回答這個問題呢
[00:01:09.740 --> 00:01:13.740]  很多人都會選擇A
[00:01:13.740 --> 00:01:15.740]  為什麼呢
[00:01:15.740 --> 00:01:18.740]  你不是賺多些會開心些嗎
[00:01:18.740 --> 00:01:21.740]  你說我不理會別人的
[00:01:21.740 --> 00:01:23.740]  賺多些會開心些
[00:01:23.740 --> 00:01:25.740]  所以選擇B
[00:01:25.740 --> 00:01:27.740]  但是很多人不是這樣的
[00:01:27.740 --> 00:01:31.740]  你會和別人比較
[00:01:31.740 --> 00:01:35.740]  我同輩比我賺多一倍
[00:01:35.740 --> 00:01:37.740]  無論你賺多少
[00:01:37.740 --> 00:01:39.740]  你都覺得怎麼樣
[00:01:39.740 --> 00:01:41.740]  都是不開心的
[00:01:41.740 --> 00:01:42.740]  對不對
[00:01:42.740 --> 00:01:43.740]  是不是
[00:01:43.740 --> 00:01:44.740]  我不知道你是不是
[00:01:44.740 --> 00:01:46.740]  我就是
[00:01:46.740 --> 00:01:49.740]  你會和別人比較
[00:01:49.740 --> 00:01:51.740]  你的開心不開心
[00:01:51.740 --> 00:01:53.740]  很多時候都是比較
[00:01:53.740 --> 00:02:00.740]  可能你住劏房都不一定
[00:02:00.740 --> 00:02:02.740]  但是別人不是住劏房
[00:02:02.740 --> 00:02:04.740]  你會覺得很不開心
[00:02:04.740 --> 00:02:07.740]  或者你以前住大屋
[00:02:07.740 --> 00:02:08.740]  現在住劏房
[00:02:08.740 --> 00:02:10.740]  你會覺得不開心
[00:02:10.740 --> 00:02:12.740]  當你比較的時候
[00:02:12.740 --> 00:02:15.740]  以前和現在
[00:02:15.740 --> 00:02:17.740]  或者你和別人比較的時候
[00:02:17.740 --> 00:02:20.740]  你總會有一個不開心
[00:02:20.740 --> 00:02:24.740]  人都很喜歡比較
[00:02:24.740 --> 00:02:27.740]  或者這個是我們天性
[00:02:27.740 --> 00:02:30.740]  所以說人比人
[00:02:30.740 --> 00:02:31.740]  怎麼樣
[00:02:31.740 --> 00:02:32.740]  比死人
[00:02:32.740 --> 00:02:34.740]  我記得我兒子
[00:02:34.740 --> 00:02:36.740]  小時候
[00:02:36.740 --> 00:02:39.740]  我都很刻意
[00:02:39.740 --> 00:02:42.740]  不要和他和別人比較
[00:02:42.740 --> 00:02:47.740]  不過當他入讀小學的時候
[00:02:47.740 --> 00:02:52.740]  他就開始去比較
[00:02:52.740 --> 00:02:56.740]  當他收到他第一個成績單的時候
[00:02:56.740 --> 00:02:57.740]  特別是數學
[00:02:57.740 --> 00:03:01.740]  我問你今天你的數學幾分
[00:03:01.740 --> 00:03:03.740]  他說很差
[00:03:03.740 --> 00:03:04.740]  70分
[00:03:04.740 --> 00:03:07.740]  為什麼他覺得差
[00:03:07.740 --> 00:03:11.740]  我想他都不知道什麼叫差
[00:03:11.740 --> 00:03:12.740]  不過他比
[00:03:12.740 --> 00:03:13.740]  他比同學
[00:03:13.740 --> 00:03:14.740]  人家拿90分
[00:03:14.740 --> 00:03:16.740]  他拿70分
[00:03:16.740 --> 00:03:20.740]  他覺得自己比不上別人
[00:03:20.740 --> 00:03:21.740]  他就是
[00:03:21.740 --> 00:03:23.740]  我不知道是不是那個時間
[00:03:23.740 --> 00:03:25.740]  他已經開始
[00:03:25.740 --> 00:03:27.740]  來到感覺自己比不上別人
[00:03:27.740 --> 00:03:29.740]  去自卑
[00:03:29.740 --> 00:03:32.740]  很多時候我們都會和別人比
[00:03:32.740 --> 00:03:33.740]  我比不上別人
[00:03:33.740 --> 00:03:35.740]  我們會感到自卑
[00:03:35.740 --> 00:03:37.740]  或者我比別人好
[00:03:37.740 --> 00:03:40.740]  我們會感到驕傲
[00:03:40.740 --> 00:03:42.740]  人去比別人
[00:03:42.740 --> 00:03:45.740]  很多時候都不健康
[00:03:45.740 --> 00:03:48.740]  亦都沒有這個需要
[00:03:48.740 --> 00:03:51.740]  不過有些時候我們需要比較
[00:03:51.740 --> 00:03:54.740]  在什麼時候需要比較呢
[00:03:54.740 --> 00:03:55.740]  你有沒有想過
[00:03:55.740 --> 00:03:58.740]  你買東西有沒有比較
[00:03:58.740 --> 00:03:59.740]  有的
[00:03:59.740 --> 00:04:02.740]  你有沒有看選擇月刊才買東西
[00:04:02.740 --> 00:04:05.740]  大家買東西看不看選擇月刊
[00:04:05.740 --> 00:04:06.740]  不看的
[00:04:06.740 --> 00:04:07.740]  有些直覺的
[00:04:07.740 --> 00:04:09.740]  喜歡就買的
[00:04:09.740 --> 00:04:10.740]  對不對
[00:04:10.740 --> 00:04:12.740]  你沒有看選擇月刊
[00:04:12.740 --> 00:04:15.740]  你買午餐有沒有看選擇月刊
[00:04:15.740 --> 00:04:17.740]  你先看一看
[00:04:17.740 --> 00:04:18.740]  哪一牌子
[00:04:18.740 --> 00:04:20.740]  超標什麼
[00:04:20.740 --> 00:04:24.740]  你不要吃我喜歡的那種
[00:04:24.740 --> 00:04:28.740]  有些東西你是需要比較的
[00:04:28.740 --> 00:04:32.740]  有些東西你是不應該比較
[00:04:32.740 --> 00:04:35.740]  不過有時候你比較得太多
[00:04:35.740 --> 00:04:36.740]  又會有問題
[00:04:36.740 --> 00:04:38.740]  我們有什麼問題
[00:04:38.740 --> 00:04:40.740]  叫做選擇困難性會出現
[00:04:40.740 --> 00:04:41.740]  是不是
[00:04:41.740 --> 00:04:43.740]  我不知道你有沒有比較得太多
[00:04:43.740 --> 00:04:45.740]  他不懂得怎麼做決定
[00:04:45.740 --> 00:04:47.740]  不如你幫我做決定
[00:04:47.740 --> 00:04:49.740]  有些人會是這樣的
[00:04:49.740 --> 00:04:51.740]  有些東西
[00:04:51.740 --> 00:04:53.740]  我們需要比較
[00:04:53.740 --> 00:04:55.740]  我不知道你有沒有
[00:04:55.740 --> 00:04:57.740]  去比較一下
[00:04:57.740 --> 00:04:59.740]  你所信的信仰
[00:04:59.740 --> 00:05:02.740]  和其他的信仰
[00:05:02.740 --> 00:05:06.740]  今天想和大家一齊來到
[00:05:06.740 --> 00:05:08.740]  去看希伯來書
[00:05:08.740 --> 00:05:10.740]  我們從一個大的角度
[00:05:10.740 --> 00:05:13.740]  究竟希伯來書說什麼呢
[00:05:13.740 --> 00:05:16.740]  很想讓大家來到
[00:05:16.740 --> 00:05:18.740]  有一個這樣的
[00:05:18.740 --> 00:05:20.740]  闊的眼界
[00:05:20.740 --> 00:05:21.740]  去想一想
[00:05:21.740 --> 00:05:23.740]  希伯來書成卷書
[00:05:23.740 --> 00:05:25.740]  想告訴我們什麼
[00:05:25.740 --> 00:05:26.740]  第二樣東西
[00:05:26.740 --> 00:05:28.740]  我想和大家思想的
[00:05:28.740 --> 00:05:31.740]  就是在上一次講道裡面
[00:05:31.740 --> 00:05:33.740]  我們所提及的
[00:05:33.740 --> 00:05:35.740]  那幾節的經文
[00:05:35.740 --> 00:05:37.740]  聖經的作者
[00:05:37.740 --> 00:05:39.740]  希伯來書的作者
[00:05:39.740 --> 00:05:41.740]  雖然我們不知道是誰
[00:05:41.740 --> 00:05:44.740]  他想來直著希伯來書
[00:05:44.740 --> 00:05:46.740]  成卷書
[00:05:46.740 --> 00:05:52.740]  和我們做一個什麼對比呢
[00:05:52.740 --> 00:05:55.740]  很盼望我們能夠
[00:05:55.740 --> 00:05:57.740]  在這裡思想一下
[00:05:57.740 --> 00:05:59.740]  更加我們思想
[00:05:59.740 --> 00:06:01.740]  今天那段經文
[00:06:01.740 --> 00:06:03.740]  究竟作者
[00:06:03.740 --> 00:06:09.740]  為什麼來試比較
[00:06:09.740 --> 00:06:17.740]  天使和耶穌基督的關係
[00:06:17.740 --> 00:06:20.740]  希伯來書是一本
[00:06:20.740 --> 00:06:25.740]  宗教比較的書信
