
[00:00:00.000 --> 00:00:02.960]  在我們生活中有不同的處境
[00:00:02.960 --> 00:00:03.880]  今天母親節
[00:00:03.880 --> 00:00:05.080]  又講伊麗莎
[00:00:05.080 --> 00:00:08.560]  但是伊麗莎我覺得今天應該是一個配角
[00:00:08.560 --> 00:00:10.720]  我主要講母親
[00:00:10.720 --> 00:00:15.160]  請問你熟不熟悉伊麗莎?
[00:00:15.160 --> 00:00:18.080]  她的師父就是伊麗亞
[00:00:18.080 --> 00:00:20.160]  那你熟不熟悉伊麗亞?
[00:00:20.160 --> 00:00:21.400]  都不熟悉
[00:00:21.400 --> 00:00:22.160]  那沒辦法了
[00:00:22.160 --> 00:00:29.240]  我們去看《獵王記》上和下的時候
[00:00:29.560 --> 00:00:32.960]  其實就有伊麗莎和伊麗亞的記載
[00:00:32.960 --> 00:00:36.040]  說她是門徒
[00:00:36.040 --> 00:00:36.960]  又是先知
[00:00:36.960 --> 00:00:40.760]  當伊麗莎的記載裡面
[00:00:40.760 --> 00:00:42.720]  在聖經裡面有數幾個人物
[00:00:42.720 --> 00:00:44.520]  伊麗亞她的師父
[00:00:44.520 --> 00:00:46.800]  還沒有經過死亡
[00:00:46.800 --> 00:00:48.560]  做完事情之後
[00:00:48.560 --> 00:00:52.560]  就被神用火車火馬接她
[00:00:52.560 --> 00:00:55.200]  火車火馬接她的時候
[00:00:55.480 --> 00:01:00.320]  接著伊麗亞升天之後就接續
[00:01:00.320 --> 00:01:03.840]  然後是伊麗莎做先知
[00:01:03.840 --> 00:01:08.880]  伊麗莎她只是想特別的祝福
[00:01:08.880 --> 00:01:09.840]  雙倍的祝福
[00:01:09.840 --> 00:01:12.120]  聖經裡面就說是雙份
[00:01:12.120 --> 00:01:13.680]  Double portion
[00:01:13.680 --> 00:01:16.520]  的確在聖經裡面
[00:01:16.520 --> 00:01:19.440]  如果講一個先知她行了多少神蹟呢?
[00:01:19.440 --> 00:01:22.360]  伊麗莎行了很多神蹟
[00:01:22.360 --> 00:01:24.000]  知道多少個嗎?
[00:01:24.640 --> 00:01:27.160]  我數到的應該有十六個或者十七個
[00:01:27.160 --> 00:01:33.440]  她厲害到連死了都可以行神蹟
[00:01:33.440 --> 00:01:36.800]  那麼奇怪在牧師哪一段呢?
[00:01:36.800 --> 00:01:41.080]  這一段我們去看
[00:01:41.080 --> 00:01:46.200]  在獵王記下的第十三章
[00:01:46.200 --> 00:01:47.760]  我讀給大家聽
[00:01:47.760 --> 00:01:49.560]  這一段我看完之後
[00:01:49.560 --> 00:01:51.040]  或者我過往都經歷
[00:01:51.720 --> 00:01:57.360]  很厲害的伊麗莎當她要尋求雙倍的祝福的時候
[00:01:57.360 --> 00:02:00.640]  她行的神蹟比她師父伊麗亞多
[00:02:00.640 --> 00:02:02.360]  然後在這一段怎樣記載呢?
[00:02:02.360 --> 00:02:04.560]  獵王記下的十三章
[00:02:04.560 --> 00:02:07.480]  我相信大家有聖經或者有手機對不對?
[00:02:07.480 --> 00:02:12.000]  讀人物我們一定要預備聖經
[00:02:12.000 --> 00:02:13.960]  這一段就這樣說
[00:02:13.960 --> 00:02:16.200]  十三章的二十節
[00:02:16.200 --> 00:02:17.560]  伊麗莎死了
[00:02:17.560 --> 00:02:20.600]  人將她葬埋
[00:02:21.760 --> 00:02:24.760]  到了新年有一群摩訶人犯境
[00:02:24.760 --> 00:02:27.440]  有人正葬死人
[00:02:27.440 --> 00:02:32.480]  即是在行喪禮要葬死人的時候
[00:02:32.480 --> 00:02:36.680]  突然間以色列人的摩訶人來
[00:02:36.680 --> 00:02:38.720]  有敵人來那你怎樣?
[00:02:38.720 --> 00:02:39.920]  你正在葬死人
[00:02:39.920 --> 00:02:41.960]  那一群的仵作
[00:02:41.960 --> 00:02:44.080]  在這樣的情況下
[00:02:44.080 --> 00:02:47.080]  見到一群人是這樣的時候
[00:02:47.080 --> 00:02:51.560]  就將死人拋在伊麗莎的墳墓裏
[00:02:52.120 --> 00:02:53.720]  一碰到伊麗莎的骸骨
[00:02:53.720 --> 00:02:54.760]  死人就復活
[00:02:54.760 --> 00:02:55.680]  蚕皮來了
[00:02:55.680 --> 00:02:57.800]  是不是很奇怪?
[00:02:57.800 --> 00:03:00.000]  不過這真是一個神蹟
[00:03:00.000 --> 00:03:01.280]  是一個記載
[00:03:01.280 --> 00:03:03.840]  你可以說你很用理性
[00:03:03.840 --> 00:03:05.200]  這是一個超自然的記載
[00:03:05.200 --> 00:03:06.040]  你可以用理性
[00:03:06.040 --> 00:03:07.280]  那個人還沒死的
[00:03:07.280 --> 00:03:09.120]  一碰到伊麗莎的墳墓就死了
[00:03:09.120 --> 00:03:11.000]  即是活生生的意思
[00:03:11.000 --> 00:03:12.720]  無論如何怎樣都好
[00:03:12.720 --> 00:03:15.800]  伊麗莎所行的神蹟
[00:03:15.800 --> 00:03:17.280]  連她死了之後
[00:03:17.280 --> 00:03:18.840]  走到這一個
[00:03:19.400 --> 00:03:22.960]  連這個將要被葬的死人都復活
[00:03:22.960 --> 00:03:26.480]  十六、十七個神蹟裏面
[00:03:26.480 --> 00:03:31.120]  在利王記下記載了兩個
[00:03:31.120 --> 00:03:32.680]  大家如果仍然記得
[00:03:32.680 --> 00:03:34.800]  四章一至七節
[00:03:34.800 --> 00:03:36.520]  窮寡婦
[00:03:36.520 --> 00:03:38.120]  是去年母親節講的
[00:03:38.120 --> 00:03:41.320]  所以今年母親節我講完下半節
[00:03:41.320 --> 00:03:45.040]  明年的母親節我想了哪一位講
[00:03:45.040 --> 00:03:46.040]  不會找我
[00:03:46.040 --> 00:03:47.040]  我找母親講
[00:03:48.440 --> 00:03:50.720]  四章一至七節是講窮寡婦
[00:03:50.720 --> 00:03:53.160]  她死了老公之後
[00:03:53.160 --> 00:03:55.680]  照顧兩個兒子
[00:03:55.680 --> 00:03:57.760]  然後沒有錢
[00:03:57.760 --> 00:03:59.360]  準備要賣
[00:03:59.360 --> 00:04:03.200]  伊麗莎就為她行神蹟
[00:04:03.200 --> 00:04:05.960]  將她家裏所有可以承載油的
[00:04:05.960 --> 00:04:10.040]  都能夠可以裝著油的
[00:04:10.040 --> 00:04:12.400]  總之你拿出來就裝了油
[00:04:12.400 --> 00:04:13.880]  然後將油變賣
[00:04:13.880 --> 00:04:17.280]  就可以有生活費去養她兩個兒子
[00:04:18.120 --> 00:04:20.680]  就可以靠著賣油
[00:04:20.680 --> 00:04:23.840]  這個是講窮寡婦
[00:04:23.840 --> 00:04:25.080]  一個個母親
[00:04:25.080 --> 00:04:27.240]  去照顧孩子的時候
[00:04:27.240 --> 00:04:28.240]  很困難
[00:04:28.240 --> 00:04:30.360]  伊麗莎就行了這個神蹟
[00:04:30.360 --> 00:04:33.240]  然後來到這一段第八節
[00:04:33.240 --> 00:04:35.240]  一日
[00:04:35.240 --> 00:04:37.560]  伊麗莎就來到書廉
[00:04:37.560 --> 00:04:40.480]  在那裏有一個大戶的婦人
[00:04:40.480 --> 00:04:43.080]  我們在座有沒有大戶的婦人
[00:04:43.080 --> 00:04:47.120]  可能你很大戶你不講
[00:04:47.440 --> 00:04:50.040]  其實是有錢的婦人
[00:04:50.040 --> 00:04:51.320]  有錢的婦人
[00:04:51.320 --> 00:04:52.760]  這個婦人
[00:04:52.760 --> 00:04:54.600]  就強留她吃飯
[00:04:54.600 --> 00:04:57.160]  之後伊麗莎經過那裏都進去吃飯
[00:04:57.160 --> 00:04:59.880]  婦人就對丈夫講
[00:04:59.880 --> 00:05:04.440]  我看出這個神在我們經過是一個聖潔的神人
[00:05:04.440 --> 00:05:05.960]  神人是甚麼
[00:05:05.960 --> 00:05:07.760]  其實你和我都可以是
[00:05:07.760 --> 00:05:09.840]  Holy man of God
[00:05:09.840 --> 00:05:12.160]  在神的裏面是很聖潔
[00:05:12.160 --> 00:05:17.080]  單單是為神工作的緣故
[00:05:17.400 --> 00:05:19.200]  在生活裏面是很敬虔
[00:05:19.200 --> 00:05:22.640]  伊麗莎在這裏有一個記載
[00:05:22.640 --> 00:05:23.600]  很特別的記載
[00:05:23.600 --> 00:05:25.920]  就說是她是一個聖潔的神人
[00:05:25.920 --> 00:05:29.920]  這個書廉的婦人
[00:05:29.920 --> 00:05:33.200]  她知道她是一個神人
[00:05:33.200 --> 00:05:35.800]  當她經過的時候
[00:05:35.800 --> 00:05:37.680]  都會邀請她吃飯
[00:05:37.680 --> 00:05:42.960]  接待的工作在當時來說
[00:05:42.960 --> 00:05:44.600]  是很普遍的
[00:05:46.640 --> 00:05:50.400]  在這裏伊麗莎就去吃飯
[00:05:50.400 --> 00:05:51.920]  聖經怎樣記載呢
[00:05:51.920 --> 00:05:54.840]  是說這個大戶的婦人
[00:05:54.840 --> 00:05:57.400]  強留她吃飯
[00:05:57.400 --> 00:05:59.960]  弟兄姊妹姐她本來都不想吃
[00:05:59.960 --> 00:06:00.520]  強留
[00:06:00.520 --> 00:06:01.320]  我不知道用甚麼方法
[00:06:01.320 --> 00:06:01.960]  總之強留
[00:06:01.960 --> 00:06:05.240]  弟兄姊妹姐我都是有類似的情況
[00:06:05.240 --> 00:06:06.120]  我去探訪大家
[00:06:06.120 --> 00:06:07.160]  不用留我吃飯
[00:06:07.160 --> 00:06:10.400]  我多數和大家在下午去探訪
[00:06:10.400 --> 00:06:11.560]  和你們聊天
[00:06:11.560 --> 00:06:12.640]  吃提子
[00:06:12.640 --> 00:06:13.840]  你不要留我吃飯
[00:06:13.840 --> 00:06:15.480]  不過你勉強我
[00:06:15.480 --> 00:06:16.200]  我就會
[00:06:16.200 --> 00:06:19.040]  那我就和你吃飯
[00:06:19.040 --> 00:06:22.880]  意思是甚麼呢
[00:06:22.880 --> 00:06:25.040]  一次邀請都不夠
[00:06:25.040 --> 00:06:25.920]  兩次邀請
[00:06:25.920 --> 00:06:26.680]  三次可能
[00:06:26.680 --> 00:06:30.880]  其實我很怕麻煩弟兄姊妹
[00:06:30.880 --> 00:06:31.880]  很多準備
[00:06:31.880 --> 00:06:34.480]  我覺得是很過意不去
[00:06:34.480 --> 00:06:35.920]  但是伊麗莎一樣
[00:06:35.920 --> 00:06:37.640]  勉強她
[00:06:37.640 --> 00:06:38.640]  她進去吃飯
[00:06:38.640 --> 00:06:39.640]  她願意吃飯
[00:06:39.640 --> 00:06:40.720]  其實弟兄姊妹
[00:06:40.720 --> 00:06:43.920]  伊麗莎是窮人還是有錢人
[00:06:45.640 --> 00:06:47.160]  其實伊麗莎也是很有錢
[00:06:47.160 --> 00:06:50.400]  當她被呼召的時候
[00:06:50.400 --> 00:06:51.720]  她在耕田
[00:06:51.720 --> 00:06:54.440]  是幫爸爸耕田
[00:06:54.440 --> 00:06:55.280]  前面
[00:06:55.280 --> 00:06:59.000]  擁著十二對牛
[00:06:59.000 --> 00:06:59.960]  你想想一個人
[00:06:59.960 --> 00:07:02.360]  一個家裡面有十二對牛
[00:07:02.360 --> 00:07:03.840]  她就看著最後一隻
[00:07:03.840 --> 00:07:04.600]  然後在耕田
[00:07:04.600 --> 00:07:06.720]  其實就是管著很多
[00:07:06.720 --> 00:07:10.600]  十二隻牛等於現在你有十二輛車
[00:07:10.600 --> 00:07:11.600]  十二對牛
[00:07:11.600 --> 00:07:13.320]  就是二十四輛車
[00:07:14.240 --> 00:07:16.680]  這樣的身家
[00:07:16.680 --> 00:07:17.680]  她也是很有錢
[00:07:17.680 --> 00:07:19.200]  所以她不是很自在
[00:07:19.200 --> 00:07:20.320]  你留不留我吃飯
[00:07:20.320 --> 00:07:22.240]  我也是很多東西
[00:07:22.240 --> 00:07:24.120]  我都吃過了
[00:07:24.120 --> 00:07:25.960]  但是這個大戶的夫人就留她
[00:07:25.960 --> 00:07:28.240]  她很久不客氣
[00:07:28.240 --> 00:07:30.280]  第二十節
[00:07:30.280 --> 00:07:31.440]  吃了
[00:07:31.440 --> 00:07:33.520]  不單止這樣
[00:07:33.520 --> 00:07:35.120]  她經過的時候
[00:07:35.120 --> 00:07:36.160]  或者做工作的時候
[00:07:36.160 --> 00:07:37.720]  就經過少年夫人的家
[00:07:37.720 --> 00:07:42.120]  夫人就為她預備一個固定的
[00:07:42.120 --> 00:07:43.120]  休息的地方
[00:07:43.120 --> 00:07:46.480]  這裡說就是在牆上蓋一間小樓
[00:07:46.480 --> 00:07:47.880]  就是不是臨時搭的
[00:07:47.880 --> 00:07:49.800]  總之就是固定了
[00:07:49.800 --> 00:07:50.600]  一個房間
[00:07:50.600 --> 00:07:52.680]  裡面有什麼呢?
[00:07:52.680 --> 00:07:53.520]  有床
[00:07:53.520 --> 00:07:54.800]  有桌子
[00:07:54.800 --> 00:07:56.120]  有燈
[00:07:56.120 --> 00:07:57.960]  有燈台
[00:07:57.960 --> 00:08:00.600]  她可以在晚上工作
[00:08:00.600 --> 00:08:04.800]  她來到這個地方就可以住在其間
[00:08:04.800 --> 00:08:06.120]  這個少年夫人
[00:08:06.120 --> 00:08:07.600]  因為在她生活的裡面
[00:08:07.600 --> 00:08:09.600]  她可以提供到
[00:08:09.600 --> 00:08:13.600]  伊麗莎在這個日常的工作的時候
[00:08:13.600 --> 00:08:16.600]  她就成為一個很好的接待者
[00:08:16.600 --> 00:08:17.400]  十一節
[00:08:17.400 --> 00:08:18.800]  剛才我們看了
[00:08:18.800 --> 00:08:21.240]  就進去在那裡躺臥睡覺
[00:08:21.240 --> 00:08:23.640]  伊麗莎睡得多
[00:08:23.640 --> 00:08:24.360]  吃得多
[00:08:24.360 --> 00:08:24.840]  就想
[00:08:24.840 --> 00:08:25.400]  哎呀
[00:08:25.400 --> 00:08:27.000]  不是很過意得去
[00:08:27.000 --> 00:08:29.920]  就跟僕人基哈西說
[00:08:29.920 --> 00:08:31.920]  你叫這個少年夫人來
[00:08:31.920 --> 00:08:34.320]  她就叫她來了
[00:08:34.320 --> 00:08:37.200]  夫人站在伊麗莎的面前
[00:08:37.200 --> 00:08:38.200]  十三節
[00:08:38.440 --> 00:08:39.760]  伊麗莎就吩咐僕人
[00:08:39.760 --> 00:08:40.520]  你對她說
[00:08:40.520 --> 00:08:43.600]  你既然為我做了這麼多的心思
[00:08:43.600 --> 00:08:44.800]  預備了這麼多東西
[00:08:44.800 --> 00:08:46.400]  我可以為你做什麼呢?
[00:08:46.400 --> 00:08:50.000]  我可以為你做什麼呢?
[00:08:50.000 --> 00:08:55.240]  在這個問題背後
[00:08:55.240 --> 00:08:55.920]  她就問
[00:08:55.920 --> 00:08:59.480]  你向王或者元帥
[00:08:59.480 --> 00:09:01.760]  有沒有什麼求的呢?
[00:09:01.760 --> 00:09:06.440]  有錢的婦人
[00:09:06.440 --> 00:09:07.800]  生活無所憂
[00:09:07.800 --> 00:09:09.680]  物質生活應該很豐富
[00:09:09.680 --> 00:09:13.000]  會不會有些事情上
[00:09:13.000 --> 00:09:18.080]  她想有一些需要去求文王或者元帥呢?
[00:09:18.080 --> 00:09:19.720]  伊麗莎作為神人
[00:09:19.720 --> 00:09:21.640]  可能在政治上也有些影響力
[00:09:21.640 --> 00:09:25.680]  這位婦人就說
[00:09:25.680 --> 00:09:29.800]  我在本鄉安居無事
[00:09:29.800 --> 00:09:32.440]  我現在生活很好
[00:09:32.440 --> 00:09:34.400]  沒什麼特別需要
[00:09:34.400 --> 00:09:35.880]  意思就是說
[00:09:35.880 --> 00:09:38.480]  這位婦人其實在生活裡很OK
[00:09:38.480 --> 00:09:40.880]  而有一種很滿足的感覺
[00:09:40.880 --> 00:09:45.440]  我在本鄉安居無事
[00:09:45.440 --> 00:09:48.920]  生活沒有任何的漣漪
[00:09:48.920 --> 00:09:50.640]  很平靜
[00:09:50.640 --> 00:09:53.240]  很安穩
[00:09:53.240 --> 00:09:56.880]  安居無事
[00:09:56.880 --> 00:09:58.120]  弟兄姊妹
[00:09:58.120 --> 00:09:59.520]  你的生活是不是這樣?
[00:09:59.520 --> 00:10:01.080]  她就說
[00:10:01.080 --> 00:10:02.560]  我安居無事很知足
[00:10:02.560 --> 00:10:04.520]  接著怎麼說呢?
[00:10:05.080 --> 00:10:06.480]  伊麗莎對這位婦人說
[00:10:06.480 --> 00:10:10.080]  我可以為她做什麼呢?
[00:10:10.080 --> 00:10:11.200]  傑克西說
[00:10:11.200 --> 00:10:13.080]  她沒有兒子
[00:10:13.080 --> 00:10:14.600]  丈夫又老了
[00:10:14.600 --> 00:10:19.360]  可能傑克西跟這位書店婦人聊過天
[00:10:19.360 --> 00:10:20.720]  知道她的情況
[00:10:20.720 --> 00:10:23.240]  又或者我們可以理解
[00:10:23.240 --> 00:10:25.520]  在當時來說
[00:10:25.520 --> 00:10:26.520]  一位婦人
[00:10:26.520 --> 00:10:28.200]  沒有子女
[00:10:28.200 --> 00:10:29.920]  其實
[00:10:29.920 --> 00:10:32.160]  在家裡可能沒什麼地位
[00:10:33.480 --> 00:10:35.200]  又或者在她內心裡
[00:10:35.200 --> 00:10:37.120]  有一點不滿足
[00:10:37.120 --> 00:10:38.240]  有一點遺憾
[00:10:38.240 --> 00:10:41.560]  婦人
[00:10:41.560 --> 00:10:43.400]  或者結了婚的女人
[00:10:43.400 --> 00:10:45.760]  有小朋友有子女
[00:10:45.760 --> 00:10:47.240]  一份祝福
[00:10:47.240 --> 00:10:49.040]  傑克西就說
[00:10:49.040 --> 00:10:50.000]  她沒有兒子
[00:10:50.000 --> 00:10:54.800]  接著這一句才麻煩一點
[00:10:54.800 --> 00:10:56.080]  她丈夫都老了
[00:10:56.080 --> 00:10:56.800]  即是不行
[00:10:56.800 --> 00:10:57.560]  不行
[00:10:57.560 --> 00:10:59.880]  或者她本身都是老
[00:11:00.640 --> 00:11:03.760]  老的人根本很難生兒子
[00:11:03.760 --> 00:11:05.040]  因為過了生育的年紀
[00:11:05.040 --> 00:11:07.000]  伊麗莎就說
[00:11:07.000 --> 00:11:08.880]  叫她過來
[00:11:08.880 --> 00:11:10.000]  於是叫她過來
[00:11:10.000 --> 00:11:13.000]  書店婦人就站在門口
