
[00:00:00.000 --> 00:00:02.000]  請我們一起低頭禱告
[00:00:02.000 --> 00:00:04.000]  天父我們求你帶領我們
[00:00:04.000 --> 00:00:07.000]  我們將要思想這段的經文
[00:00:07.000 --> 00:00:15.000]  講到你怎樣去定位教會是一個怎樣的團體
[00:00:15.000 --> 00:00:19.000]  我們今天知道我們的身份
[00:00:19.000 --> 00:00:23.000]  我們是矇揀選的人聚在一起成為教會的時候
[00:00:23.000 --> 00:00:27.000]  教會在這個世上是一個獨一無二的群體
[00:00:27.000 --> 00:00:31.000]  因為我們所承擔的使命我們所傳揚的福音
[00:00:31.000 --> 00:00:35.000]  卻是代表著神你自己榮耀的奧秘
[00:00:35.000 --> 00:00:37.000]  願你今天與我們講說話
[00:00:37.000 --> 00:00:39.000]  奉耶穌基督的祈求 阿們
[00:00:39.000 --> 00:00:45.000]  今天我們思想在提摩太前書
[00:00:45.000 --> 00:00:49.000]  第三章十四至十六節這段的經文
[00:00:49.000 --> 00:00:53.000]  而這段的經文本身基本上就是
[00:00:53.000 --> 00:01:00.000]  保羅他計劃會去以弗所這處的地方
[00:01:00.000 --> 00:01:04.000]  據研究聖經學者他們的研究
[00:01:04.000 --> 00:01:07.000]  當然他們那裡沒有寫好地點
[00:01:07.000 --> 00:01:15.000]  可能提摩太當時是在以弗所錄會
[00:01:15.000 --> 00:01:17.000]  以弗所是一個大城市
[00:01:17.000 --> 00:01:19.000]  當然也面對著很多的問題
[00:01:19.000 --> 00:01:22.000]  提摩太作為一個年輕的傳道
[00:01:22.000 --> 00:01:24.000]  其實也有很多的挑戰
[00:01:24.000 --> 00:01:28.000]  但是保羅就寫信給提摩太
[00:01:28.000 --> 00:01:35.000]  就跟他說如果他未有趕到時間
[00:01:35.000 --> 00:01:37.000]  可以去到的時候
[00:01:37.000 --> 00:01:43.000]  就他告訴他怎樣去帶領教會
[00:01:43.000 --> 00:01:46.000]  剛才我們讀這段的經文
[00:01:46.000 --> 00:01:50.000]  就很清楚講到保羅怎樣去看教會
[00:01:50.000 --> 00:01:55.000]  這也是一個非常值得去思想的命題
[00:01:55.000 --> 00:01:59.000]  今天來講教會是一個什麼的群體呢
[00:01:59.000 --> 00:02:01.000]  可能大家都有不同的意見
[00:02:01.000 --> 00:02:06.000]  可能大家都參加教會今天坐在這裏
[00:02:06.000 --> 00:02:08.000]  但不知道你一上到教會的時候
[00:02:08.000 --> 00:02:11.000]  你會想到些什麼
[00:02:11.000 --> 00:02:14.000]  或者第一個印象對於教會是一個什麼的群體
[00:02:14.000 --> 00:02:16.000]  你會想到些什麼
[00:02:16.000 --> 00:02:22.000]  事實上這也是一個挺有趣的課題
[00:02:22.000 --> 00:02:25.000]  因為剛剛星期一
[00:02:25.000 --> 00:02:33.000]  我就參加一班附近的浸信會的牧師聚會
[00:02:33.000 --> 00:02:39.000]  其中一個傳道他就教一個新人班
[00:02:39.000 --> 00:02:46.000]  就去邀請一些參加新來教會的人
[00:02:46.000 --> 00:02:53.000]  他就寫下究竟什麼原因你會來參加教會呢
[00:02:53.000 --> 00:02:59.000]  那個時候他教了一段時間
[00:02:59.000 --> 00:03:01.000]  他就發覺很有趣
[00:03:01.000 --> 00:03:05.000]  就是原來什麼原因都有的
[00:03:05.000 --> 00:03:09.000]  每個人來教會的原因都可以不同的
[00:03:09.000 --> 00:03:12.000]  他寫得低的當然是
[00:03:12.000 --> 00:03:14.000]  他覺得是一些他
[00:03:14.000 --> 00:03:16.000]  當然你不會寫一些
[00:03:16.000 --> 00:03:18.000]  舉例來講我以前有個同學
[00:03:18.000 --> 00:03:20.000]  他去教會追女生
[00:03:20.000 --> 00:03:22.000]  他當然不會寫這些原因的
[00:03:22.000 --> 00:03:24.000]  你都知道這些原因不對的
[00:03:24.000 --> 00:03:27.000]  寫得低的都是好原因
[00:03:27.000 --> 00:03:30.000]  見到人的原因都是好原因
[00:03:30.000 --> 00:03:35.000]  不會說我去教會打算結識女生
[00:03:35.000 --> 00:03:39.000]  或者教會吃完之後有免費的午餐
[00:03:39.000 --> 00:03:41.000]  不會寫這些原因的
[00:03:41.000 --> 00:03:44.000]  但是寫得低的都是好原因
[00:03:44.000 --> 00:03:47.000]  但是有趣的就是雖然是好原因
[00:03:47.000 --> 00:03:51.000]  但是每個人都不同的
[00:03:51.000 --> 00:03:55.000]  每個人都認為他的原因是正確的原因
[00:03:55.000 --> 00:04:00.000]  但是似乎很多和聖經所講的
[00:04:00.000 --> 00:04:02.000]  都好像有一些的距離
[00:04:02.000 --> 00:04:05.000]  所以今天就想思想一下這個話題
[00:04:05.000 --> 00:04:07.000]  究竟其實真正來講
[00:04:07.000 --> 00:04:10.000]  教會是一個什麼的群體呢
[00:04:10.000 --> 00:04:14.000]  而聖經當中給我們看到
[00:04:14.000 --> 00:04:16.000]  就是神怎樣去看教會
[00:04:16.000 --> 00:04:19.000]  我想這個都是最重要的一個原因
[00:04:19.000 --> 00:04:23.000]  教會是一個怎樣的地方
[00:04:23.000 --> 00:04:28.000]  當然就是神講的就算了
[00:04:28.000 --> 00:04:33.000]  首先在這句話中就講了幾個原因
[00:04:33.000 --> 00:04:34.000]  第一個原因
[00:04:34.000 --> 00:04:35.000]  首先他說
[00:04:35.000 --> 00:04:38.000]  你要知道在神的家中
[00:04:38.000 --> 00:04:40.000]  神的家中當怎樣行事
[00:04:40.000 --> 00:04:42.000]  就是教會是神的家
[00:04:42.000 --> 00:04:44.000]  這個就很明顯了
[00:04:44.000 --> 00:04:45.000]  很多人都明白的
[00:04:45.000 --> 00:04:51.000]  就是教會不是一個普通的組織
[00:04:51.000 --> 00:04:53.000]  不是一個機構
[00:04:53.000 --> 00:04:56.000]  是一個家庭
[00:04:56.000 --> 00:04:58.000]  這個很多人都明白
[00:04:58.000 --> 00:05:01.000]  教會當中我們叫大家大兄姐妹
[00:05:01.000 --> 00:05:03.000]  就是有這個原因
[00:05:03.000 --> 00:05:07.000]  因為我們是在神的家庭裡面
[00:05:07.000 --> 00:05:09.000]  神是我們的父親
[00:05:09.000 --> 00:05:11.000]  我們是大兄姐妹
[00:05:11.000 --> 00:05:13.000]  所以教會是神的家
[00:05:13.000 --> 00:05:16.000]  我想這一點都很顯而易見
[00:05:16.000 --> 00:05:20.000]  大家很多人都有這個理解
[00:05:20.000 --> 00:05:21.000]  但是呢
[00:05:21.000 --> 00:05:25.000]  首先要想一想
[00:05:25.000 --> 00:05:30.000]  教會為什麼可以稱為神的家呢
[00:05:30.000 --> 00:05:33.000]  不知道你有沒有想過
[00:05:33.000 --> 00:05:38.000]  教會為什麼可以稱為神的家呢
[00:05:38.000 --> 00:05:40.000]  有一班人都很友善
[00:05:40.000 --> 00:05:43.000]  我那個星期看見他們
[00:05:43.000 --> 00:05:47.000]  感覺比我家裡的兄弟姐妹親切
[00:05:47.000 --> 00:05:49.000]  所以我們就叫他們大兄姐妹
[00:05:49.000 --> 00:05:53.000]  意思就是神的家呢
[00:05:53.000 --> 00:05:55.000]  當然不是
[00:05:55.000 --> 00:05:57.000]  教會之所以稱為神的家
[00:05:57.000 --> 00:06:00.000]  其實就是有一個一家之主
[00:06:00.000 --> 00:06:03.000]  就是神是我們的父親
[00:06:03.000 --> 00:06:07.000]  我們才可以稱為大兄姐妹
[00:06:07.000 --> 00:06:08.000]  如果你想想
[00:06:08.000 --> 00:06:10.000]  如果沒有了父親
[00:06:10.000 --> 00:06:11.000]  就是天父
[00:06:11.000 --> 00:06:12.000]  或者用這個來講
[00:06:12.000 --> 00:06:16.000]  教會如果沒有了天父為首
[00:06:16.000 --> 00:06:19.000]  教會就不再是神的家了
[00:06:19.000 --> 00:06:21.000]  就是有些可能你看電視劇
[00:06:21.000 --> 00:06:23.000]  或者什麼家變這樣
[00:06:23.000 --> 00:06:26.000]  那些人家庭破碎
[00:06:26.000 --> 00:06:28.000]  可能父親不在
[00:06:28.000 --> 00:06:30.000]  或者父母不在的時候
[00:06:30.000 --> 00:06:33.000]  就說家不成家了
[00:06:33.000 --> 00:06:37.000]  所以這是第一個很重要的原因
[00:06:37.000 --> 00:06:39.000]  我們不要忽略
[00:06:39.000 --> 00:06:41.000]  教會之所以稱為神的家
[00:06:41.000 --> 00:06:46.000]  不單是因為我們大家很親切
[00:06:46.000 --> 00:06:47.000]  很友善
[00:06:47.000 --> 00:06:53.000]  所以就叫大家做大兄姐妹
[00:06:53.000 --> 00:06:55.000]  第一個原因
[00:06:55.000 --> 00:06:57.000]  是因為我們有一位天父
[00:06:57.000 --> 00:07:02.000]  我們尊他為我們的父親
[00:07:02.000 --> 00:07:05.000]  沒有了天父在我們中間
[00:07:05.000 --> 00:07:09.000]  教會就不是神的家了
[00:07:09.000 --> 00:07:12.000]  沒有了天父做我們的主
[00:07:12.000 --> 00:07:15.000]  教會就繪不成家了
[00:07:15.000 --> 00:07:16.000]  這是第一點
[00:07:16.000 --> 00:07:21.000]  我們是非常之要明白的
[00:07:21.000 --> 00:07:25.000]  天父要在我們中間做主
[00:07:25.000 --> 00:07:29.000]  所以我們才能夠稱為神的家
[00:07:29.000 --> 00:07:30.000]  接著呢
[00:07:30.000 --> 00:07:33.000]  第二點在這裡就再講
[00:07:33.000 --> 00:07:36.000]  這家是永生神的教會
[00:07:36.000 --> 00:07:42.000]  加上教會就明白了
[00:07:42.000 --> 00:07:48.000]  但它前面就加了一個形容詞
[00:07:48.000 --> 00:07:51.000]  這是什麼教會呢
[00:07:51.000 --> 00:07:57.000]  是永生神的教會
[00:07:57.000 --> 00:07:59.000]  這樣的形容詞
[00:07:59.000 --> 00:08:05.000]  也是有它很重要的意思的
[00:08:05.000 --> 00:08:09.000]  譬如你都試過
[00:08:09.000 --> 00:08:12.000]  有些東西在這裡
[00:08:12.000 --> 00:08:15.000]  譬如舉例這張桌子
[00:08:15.000 --> 00:08:16.000]  這張桌子真的很漂亮
[00:08:16.000 --> 00:08:18.000]  是一些很名貴的
[00:08:18.000 --> 00:08:21.000]  譬如是桃木之類的
[00:08:21.000 --> 00:08:23.000]  接著呢
[00:08:23.000 --> 00:08:25.000]  有個人就說
[00:08:25.000 --> 00:08:30.000]  這張桌子是某某人的桌子
[00:08:30.000 --> 00:08:33.000]  這是什麼意思呢
[00:08:33.000 --> 00:08:36.000]  就是代表他屬於某個人
[00:08:36.000 --> 00:08:39.000]  前面那個什麼的桌子
[00:08:39.000 --> 00:08:41.000]  什麼什麼的
[00:08:41.000 --> 00:08:45.000]  就是那個形容詞
[00:08:45.000 --> 00:08:49.000]  代表了他是擁有的
[00:08:49.000 --> 00:08:51.000]  譬如那輛車看起來很漂亮
[00:08:51.000 --> 00:08:54.000]  這個是某某人的車
[00:08:54.000 --> 00:08:58.000]  就是說那個車是屬於那個人的
[00:08:58.000 --> 00:09:01.000]  前面那個形容詞
[00:09:01.000 --> 00:09:04.000]  代表擁有的意思
[00:09:04.000 --> 00:09:06.000]  那你如果這樣去想的時候
[00:09:06.000 --> 00:09:11.000]  他說是永生神的教會
[00:09:11.000 --> 00:09:13.000]  也多了一層的意思
[00:09:13.000 --> 00:09:20.000]  教會本身的擁有權是屬於神
[00:09:20.000 --> 00:09:22.000]  是屬於神
[00:09:22.000 --> 00:09:23.000]  這一點也很重要
[00:09:23.000 --> 00:09:25.000]  有時候有些人誤解
[00:09:25.000 --> 00:09:29.000]  教會的擁有權可能是一些領袖
[00:09:29.000 --> 00:09:31.000]  教會的擁有權可能是屬於一些
