
[00:00:00.000 --> 00:00:03.300]  今天我繼續跟大家講
[00:00:03.300 --> 00:00:07.120]  這個「阿摩斯書」
[00:00:07.120 --> 00:00:13.540]  上一次講「阿摩斯書」是講前面那五章
[00:00:13.540 --> 00:00:15.780]  今天繼續講後面
[00:00:15.780 --> 00:00:18.740]  我選擇的經文是第七章
[00:00:18.740 --> 00:00:20.780]  十至十七節
[00:00:20.780 --> 00:00:26.620]  「阿摩斯書」是我要講的小占書
[00:00:26.620 --> 00:00:31.300]  小占書這個系列裡的第二卷書
[00:00:31.300 --> 00:00:35.120]  當我預備這次講章的時候
[00:00:35.120 --> 00:00:38.600]  我開始感受到一種無形的壓力
[00:00:38.600 --> 00:00:41.420]  是甚麼壓力呢 就是感受到
[00:00:41.420 --> 00:00:49.860]  我在想我是否應該繼續講其他的小占書
[00:00:49.860 --> 00:00:52.040]  講完這兩個之後
[00:00:52.040 --> 00:00:56.720]  其他十卷的小占書是否需要繼續講下去呢
[00:00:56.720 --> 00:00:58.720]  為甚麼我會這樣想呢
[00:00:58.720 --> 00:01:02.860]  因為我怕大家再聽下去的時候會聽不進去
[00:01:02.860 --> 00:01:07.400]  因為十二卷的小占書
[00:01:07.400 --> 00:01:13.720]  它的主題大部分都會集中在教訓
[00:01:13.720 --> 00:01:16.720]  是指責、譴責
[00:01:16.720 --> 00:01:21.120]  甚至是警告和預告會有審判
[00:01:21.120 --> 00:01:24.760]  全部都是很硬的訊息
[00:01:24.760 --> 00:01:29.840]  十二次這樣聽 大家不知道會否感到厭倦
[00:01:29.840 --> 00:01:33.340]  或者一聽就已經塞住耳朵
[00:01:33.340 --> 00:01:36.740]  就好像當日的以色列人那樣
[00:01:36.740 --> 00:01:39.920]  他們聽完兩次已經不想聽了
[00:01:39.920 --> 00:01:46.120]  其實小占書裡
[00:01:46.120 --> 00:01:50.320]  也有小部分是一些安慰、鼓勵
[00:01:50.320 --> 00:01:56.480]  以及會應許、會拯救、會復興的訊息
[00:01:56.480 --> 00:02:04.000]  不過責備的訊息是佔較多的篇幅
[00:02:04.000 --> 00:02:06.120]  所以那些安慰的訊息
[00:02:06.120 --> 00:02:09.000]  可能已經沒心機再聽下去了
[00:02:09.000 --> 00:02:14.760]  所以請大家為我祈禱
[00:02:14.760 --> 00:02:17.640]  求神讓我有智慧和亮光
[00:02:17.640 --> 00:02:21.360]  來指引我怎樣繼續說
[00:02:21.360 --> 00:02:25.680]  怎樣去處理其他剩下來的先知書
[00:02:25.680 --> 00:02:28.880]  我都很明白
[00:02:28.880 --> 00:02:33.400]  我們大多數人都是生活在很困難
[00:02:33.400 --> 00:02:38.120]  有痛苦的日子裡面
[00:02:38.120 --> 00:02:41.040]  在這樣的情況之下
[00:02:41.040 --> 00:02:45.080]  我們何必再講這麼多教訓的訊息呢
[00:02:45.080 --> 00:02:48.200]  我們回來都很想聽一些安慰的訊息
[00:02:48.200 --> 00:02:56.120]  多講一些明天會更好的訊息
[00:02:56.120 --> 00:02:58.280]  多講一些無論怎樣
[00:02:58.280 --> 00:03:00.080]  神一定是愛我們的
[00:03:00.080 --> 00:03:04.920]  多講一些這類的訊息會得到安慰
[00:03:04.920 --> 00:03:11.800]  但是否只講安慰的訊息就可以了解呢
[00:03:13.800 --> 00:03:16.800]  我相信我們大家都會明白
[00:03:16.800 --> 00:03:20.480]  我們是需要兩方面的訊息
[00:03:20.480 --> 00:03:24.320]  安慰的訊息的確可以幫助到我們
[00:03:24.320 --> 00:03:27.240]  增強我們有忍耐的心
[00:03:27.240 --> 00:03:30.960]  來去面對目前的困難
[00:03:30.960 --> 00:03:35.320]  也可以堅定我們的信心
[00:03:35.320 --> 00:03:41.120]  可以增強我們一個忍耐
[00:03:41.120 --> 00:03:47.480]  有盼望的心在這個困難的日子裏面去渡過
[00:03:47.480 --> 00:03:53.800]  但是只是安慰的訊息是不夠的
[00:03:53.800 --> 00:03:57.680]  我們也需要有教導或者教訓的訊息
[00:03:57.680 --> 00:04:02.680]  來幫我們實際上去改善我們的品格
[00:04:02.680 --> 00:04:03.920]  改善我們的行為
[00:04:03.920 --> 00:04:05.440]  改變我們的人生觀
[00:04:05.440 --> 00:04:07.600]  改變我們的價值觀
[00:04:07.600 --> 00:04:13.640]  這樣我們才可以實際地改善我們的生活
[00:04:13.640 --> 00:04:19.760]  這樣才可以活出神所喜悅的旨意
[00:04:19.760 --> 00:04:21.520]  當我們冷靜地去想的時候
[00:04:21.520 --> 00:04:24.280]  我們其實是想到這件事
[00:04:24.280 --> 00:04:27.000]  只是安慰有時候好像是
[00:04:27.000 --> 00:04:28.240]  其實沒有解決過問題
[00:04:28.240 --> 00:04:31.280]  當然自己會舒服一點
[00:04:31.280 --> 00:04:34.600]  你不會改善自己的問題
[00:04:34.600 --> 00:04:38.760]  是不會實際地改善到生活
[00:04:38.760 --> 00:04:40.600]  個人是這樣
[00:04:40.600 --> 00:04:42.360]  社會是這樣
[00:04:42.360 --> 00:04:47.200]  世界也是這樣
[00:04:47.200 --> 00:04:52.360]  基督徒最難做的事是什麼呢?
[00:04:52.360 --> 00:04:54.080]  基督徒最難做的事就是
[00:04:54.080 --> 00:04:59.240]  在困難裏面仍然要敬畏神
[00:04:59.240 --> 00:05:03.000]  在困難裏面放屁是很容易的
[00:05:03.000 --> 00:05:06.720]  在困難裏面仍然敬畏神
[00:05:06.720 --> 00:05:08.880]  仍然侍奉神
[00:05:08.880 --> 00:05:14.560]  是基督徒最難做的事
[00:05:14.560 --> 00:05:16.560]  基督徒最難做的事也是有
[00:05:16.560 --> 00:05:19.960]  在缺乏之中仍然要奉獻
[00:05:19.960 --> 00:05:24.880]  在軟弱之中仍然要輔助其他的人
[00:05:24.880 --> 00:05:28.120]  這是基督徒最難做的事
[00:05:28.120 --> 00:05:35.680]  但這是主的吩咐
[00:05:35.680 --> 00:05:37.440]  如果我們能夠這樣做
[00:05:37.440 --> 00:05:43.520]  我們就能夠得到聖靈中的喜樂
[00:05:43.520 --> 00:05:46.440]  否則我們在困境裏面
[00:05:46.440 --> 00:05:49.960]  只能夠掉進困境裏面
[00:05:49.960 --> 00:05:56.160]  變成自怨自艾自憐的光景裏面
[00:05:56.160 --> 00:05:58.560]  是會毫無喜樂
[00:05:58.560 --> 00:06:03.800]  所以我們要反過來做
[00:06:03.800 --> 00:06:09.200]  在現今道德上這麼混亂的世代之中
[00:06:09.200 --> 00:06:12.800]  我們基督徒還可以做些什麼呢?
[00:06:12.800 --> 00:06:19.120]  在這個日漸敗壞墮落的社會裏面
[00:06:19.120 --> 00:06:25.000]  我們好像已經沒什麼能力可以做些什麼
[00:06:25.000 --> 00:06:27.200]  是不是這樣呢?
[00:06:27.200 --> 00:06:28.120]  好像是
[00:06:28.120 --> 00:06:29.760]  但其實不是
[00:06:29.760 --> 00:06:32.400]  還有些事情是可以做的
[00:06:32.400 --> 00:06:37.080]  從今天這段經文所啟示
[00:06:37.080 --> 00:06:39.440]  從亞摩斯的身上
[00:06:39.440 --> 00:06:42.640]  我們看到其實是有出路的
[00:06:42.640 --> 00:06:44.600]  可以做些什麼
[00:06:44.600 --> 00:06:47.160]  從他的生活和侍奉的見證
[00:06:47.160 --> 00:06:52.640]  我們可以以他為我們的榜樣
[00:06:52.640 --> 00:06:56.160]  我們可以學他怎麼做
[00:06:56.160 --> 00:07:03.800]  如果用現今現代的口吻來形容亞摩斯和他的生活
[00:07:03.800 --> 00:07:05.640]  我們可以這樣說
[00:07:05.640 --> 00:07:08.240]  可以這樣形容亞摩斯
[00:07:08.240 --> 00:07:10.800]  在混亂的世代之中
[00:07:10.800 --> 00:07:14.600]  亞摩斯是一個敬虔的基督徒
[00:07:14.600 --> 00:07:16.720]  他做兩份工
[00:07:16.720 --> 00:07:22.360]  他還抽時間去外國做短訓
[00:07:22.360 --> 00:07:25.920]  如果你看完你會覺得他是這樣
[00:07:25.920 --> 00:07:27.760]  這個是我們需要學的
[00:07:27.760 --> 00:07:31.360]  我們不是學足他做那些事情
[00:07:31.360 --> 00:07:36.280]  但我們學原則上我們學他這樣做
[00:07:36.280 --> 00:07:38.360]  我們看看今天的經文
[00:07:38.360 --> 00:07:44.000]  我們先看亞摩斯書七章第十節
[00:07:44.000 --> 00:07:46.680]  「伯特利的祭司阿瑪謝」
[00:07:46.680 --> 00:07:50.320]  這個祭司不是耶路撒冷聖殿的祭司
[00:07:50.320 --> 00:07:52.240]  不是神所揀選的祭司
[00:07:52.240 --> 00:08:02.040]  這個是以色列王請那些繁文不合資格的人來做祭司
[00:08:02.040 --> 00:08:04.320]  做那些廟其實不是聖殿祭司
[00:08:04.320 --> 00:08:07.560]  是一些廟宇的祭司
[00:08:07.560 --> 00:08:10.040]  「伯特利的祭司阿瑪謝」
