
[00:00:00.000 --> 00:00:02.000]  各位弟姐妹早晨
[00:00:02.000 --> 00:00:06.000]  在封面和大家開始我們今天的訊息
[00:00:06.000 --> 00:00:09.000]  從未看見
[00:00:09.000 --> 00:00:14.000]  為未看見的事而活
[00:00:14.000 --> 00:00:17.000]  我們在心存盼望
[00:00:17.000 --> 00:00:19.000]  以心建家
[00:00:19.000 --> 00:00:22.000]  我們第一季用《彼得前書》
[00:00:22.000 --> 00:00:25.000]  未來一段時間我會用《希伯來書》
[00:00:25.000 --> 00:00:26.000]  上次用第十章
[00:00:26.000 --> 00:00:29.000]  今天用第十一章繼續思考
[00:00:29.000 --> 00:00:33.000]  關於信和盼望之間的事
[00:00:33.000 --> 00:00:35.000]  很想跟大家先想一個題目
[00:00:35.000 --> 00:00:37.000]  一個沒有信的世界
[00:00:37.000 --> 00:00:38.000]  大家有沒有想過
[00:00:38.000 --> 00:00:40.000]  如果這個世界沒有信
[00:00:40.000 --> 00:00:42.000]  會是怎樣的呢
[00:00:42.000 --> 00:00:44.000]  有沒有想過
[00:00:44.000 --> 00:00:45.000]  不如近一點
[00:00:45.000 --> 00:00:49.000]  我們可能很多時候都要去上網買東西
[00:00:49.000 --> 00:00:51.000]  大家有沒有淘寶
[00:00:51.000 --> 00:00:53.000]  沒有淘寶
[00:00:53.000 --> 00:00:54.000]  為什麼不淘寶
[00:00:54.000 --> 00:00:55.000]  很害怕
[00:00:55.000 --> 00:00:57.000]  我記得剛開始流行的時候
[00:00:57.000 --> 00:00:59.000]  就這樣買完東西
[00:00:59.000 --> 00:01:01.000]  用那一筆錢給那一邊
[00:01:01.000 --> 00:01:03.000]  那一邊為什麼不給我貨
[00:01:03.000 --> 00:01:05.000]  我會虧損
[00:01:05.000 --> 00:01:07.000]  你有個信心
[00:01:07.000 --> 00:01:08.000]  有個制度
[00:01:08.000 --> 00:01:11.000]  在當中你會覺得你做的事
[00:01:11.000 --> 00:01:12.000]  是會得到的
[00:01:12.000 --> 00:01:13.000]  就像銀行一樣
[00:01:13.000 --> 00:01:14.000]  最近的
[00:01:14.000 --> 00:01:17.000]  有沒有擺設銀行
[00:01:17.000 --> 00:01:18.000]  擺設銀行都沒有
[00:01:18.000 --> 00:01:19.000]  很少擺設銀行
[00:01:19.000 --> 00:01:20.000]  不是吧
[00:01:20.000 --> 00:01:21.000]  OK
[00:01:21.000 --> 00:01:23.000]  我相信都不會的
[00:01:23.000 --> 00:01:28.000]  我們如果沒有信心
[00:01:28.000 --> 00:01:30.000]  你不敢擺設銀行
[00:01:30.000 --> 00:01:31.000]  銀行就沒有錢了
[00:01:31.000 --> 00:01:33.000]  銀行沒有錢就什麼都做不到
[00:01:33.000 --> 00:01:35.000]  什麼借貸或者金融服務那些
[00:01:35.000 --> 00:01:37.000]  再講近一點
[00:01:37.000 --> 00:01:40.000]  你以前都讀過書的
[00:01:40.000 --> 00:01:42.000]  有些可能都沒有
[00:01:42.000 --> 00:01:44.000]  如果你不相信老師
[00:01:44.000 --> 00:01:46.000]  學生不相信老師會怎樣
[00:01:46.000 --> 00:01:47.000]  你上課
[00:01:47.000 --> 00:01:50.000]  你可能懷疑老師說的話是真是假
[00:01:50.000 --> 00:01:52.000]  那就是學不到東西
[00:01:52.000 --> 00:01:53.000]  鴉雀不相信學校
[00:01:53.000 --> 00:01:56.000]  就更加連兒女都不敢帶回學校
[00:01:56.000 --> 00:01:57.000]  讓他們上課
[00:01:57.000 --> 00:02:00.000]  整個教育制度都可以說是崩潰
[00:02:00.000 --> 00:02:02.000]  然後從另一個層面
[00:02:02.000 --> 00:02:03.000]  這個一定有試過
[00:02:03.000 --> 00:02:04.000]  有沒有看醫生
[00:02:04.000 --> 00:02:05.000]  有吧
[00:02:05.000 --> 00:02:07.000]  我不相信醫生的
[00:02:07.000 --> 00:02:09.000]  醫生開些藥給你
[00:02:09.000 --> 00:02:10.000]  或者建議你做些事
[00:02:10.000 --> 00:02:11.000]  你又不相信
[00:02:11.000 --> 00:02:12.000]  叫我做手術
[00:02:12.000 --> 00:02:13.000]  不知道是不是想騙我錢
[00:02:13.000 --> 00:02:15.000]  想我開刀
[00:02:15.000 --> 00:02:16.000]  我不相信他
[00:02:16.000 --> 00:02:17.000]  那你就醫不好
[00:02:17.000 --> 00:02:19.000]  病就越來越重
[00:02:19.000 --> 00:02:21.000]  然後另一個問題
[00:02:21.000 --> 00:02:23.000]  如果我不相信法律制度
[00:02:23.000 --> 00:02:24.000]  那怎麼辦
[00:02:24.000 --> 00:02:25.000]  那有什麼事
[00:02:25.000 --> 00:02:27.000]  我們不要交給法律去制裁
[00:02:27.000 --> 00:02:29.000]  我們自己制裁
[00:02:29.000 --> 00:02:30.000]  每個人拿著槍
[00:02:30.000 --> 00:02:31.000]  每個人拿著刀
[00:02:31.000 --> 00:02:32.000]  自己做審判官
[00:02:32.000 --> 00:02:35.000]  這個世界還亂了
[00:02:35.000 --> 00:02:37.000]  又或者另外一個看法
[00:02:37.000 --> 00:02:40.000]  如果人與人之間沒有信的
[00:02:40.000 --> 00:02:41.000]  我不信你
[00:02:41.000 --> 00:02:43.000]  你又不信我
[00:02:43.000 --> 00:02:47.000]  個人都不會向大家分享心事
[00:02:47.000 --> 00:02:48.000]  給旁邊的人聽
[00:02:48.000 --> 00:02:52.000]  因為怕他會將你的私隱告訴其他人
[00:02:52.000 --> 00:02:54.000]  慢慢每個人都成為孤島
[00:02:54.000 --> 00:02:57.000]  大家都是自己封閉了
[00:02:57.000 --> 00:02:58.000]  為自己而活的
[00:02:58.000 --> 00:03:00.000]  自我忠心的
[00:03:00.000 --> 00:03:02.000]  自私自利的
[00:03:02.000 --> 00:03:05.000]  這個世界就是一個沒有愛的世界
[00:03:05.000 --> 00:03:07.000]  再退遠一點
[00:03:07.000 --> 00:03:10.000]  如果我們不相信有神存在
[00:03:10.000 --> 00:03:11.000]  我不是說每個人都要信耶穌
[00:03:11.000 --> 00:03:13.000]  每個人都要信基督教
[00:03:13.000 --> 00:03:15.000]  簡直不相信有神的存在
[00:03:15.000 --> 00:03:21.000]  你覺得這個世界如果人不相信有神的存在是怎樣
[00:03:21.000 --> 00:03:23.000]  每個人就會任意妄為
[00:03:23.000 --> 00:03:26.000]  因為憑自己的良心做事
[00:03:26.000 --> 00:03:27.000]  我喜歡做什麼就做什麼
[00:03:27.000 --> 00:03:28.000]  不會有報應的
[00:03:28.000 --> 00:03:31.000]  這個神沒有天譴這件事的
[00:03:31.000 --> 00:03:36.000]  這個世界就好像這段經文所說
[00:03:36.000 --> 00:03:39.000]  充滿著不義邪惡貪婪惡毒
[00:03:39.000 --> 00:03:43.000]  羅馬書第一章保羅說
[00:03:43.000 --> 00:03:45.000]  如果沒有人信神
[00:03:45.000 --> 00:03:47.000]  每個人都任意妄為
[00:03:47.000 --> 00:03:49.000]  就充滿著毒恨
[00:03:49.000 --> 00:03:51.000]  充滿著毀謗
[00:03:51.000 --> 00:03:55.000]  大家狂妄自誇
[00:03:55.000 --> 00:03:57.000]  這個世界就變成地獄一樣
[00:03:57.000 --> 00:04:01.000]  所以你說信是否很重要
[00:04:01.000 --> 00:04:03.000]  那我們要聽些什麼呢
[00:04:03.000 --> 00:04:05.000]  我們就要跟希伯來書
[00:04:05.000 --> 00:04:09.000]  去深層次去深入一下信心
[00:04:09.000 --> 00:04:10.000]  什麼叫信心
[00:04:10.000 --> 00:04:13.000]  我相信我們有很多弟兄姊妹對信已經很多年了
[00:04:13.000 --> 00:04:16.000]  我們再跟希伯來書去深層次
[00:04:16.000 --> 00:04:17.000]  另一個角度
[00:04:17.000 --> 00:04:19.000]  會有一班信心的英雄
[00:04:19.000 --> 00:04:22.000]  他們給我們有什麼學習的榜樣呢
[00:04:22.000 --> 00:04:27.000]  我們應該從什麼角度去學習他們的成功或者失敗呢
[00:04:27.000 --> 00:04:29.000]  最後我們去看看
[00:04:29.000 --> 00:04:31.000]  既然我們學到這份信心之後
[00:04:31.000 --> 00:04:32.000]  怎樣活出來
[00:04:32.000 --> 00:04:35.000]  跟我們今天的生活有什麼意義呢
[00:04:35.000 --> 00:04:37.000]  我們再用一個祈禱去準備我們的心
[00:04:37.000 --> 00:04:39.000]  去最後今天的信息
[00:04:39.000 --> 00:04:41.000]  七位天父我們祈禱仰望你
[00:04:41.000 --> 00:04:44.000]  求天父你親自的帶領幫助我們
[00:04:44.000 --> 00:04:45.000]  讓我們知道
[00:04:45.000 --> 00:04:47.000]  我們每個人回來教會
[00:04:47.000 --> 00:04:49.000]  都有上帝的引領
[00:04:49.000 --> 00:04:52.000]  求你這一刻打開我們的耳朵打開我們的心
[00:04:52.000 --> 00:04:54.000]  讓我們能夠聽得進
[00:04:54.000 --> 00:04:56.000]  明白你的話語
[00:04:56.000 --> 00:04:59.000]  更加願意我們活出來走出來
[00:04:59.000 --> 00:05:01.000]  成為一個聽到行道的人
[00:05:01.000 --> 00:05:03.000]  又讓我成為你流通的管子
[00:05:03.000 --> 00:05:07.000]  以致我將你的話語好這樣去宣講
[00:05:07.000 --> 00:05:09.000]  求主你親自的帶領
[00:05:09.000 --> 00:05:11.000]  求主你幫助我們帶領我們
[00:05:11.000 --> 00:05:13.000]  禱告奉耶穌基督名求
[00:05:13.000 --> 00:05:14.000]  阿們
[00:05:14.000 --> 00:05:15.000]  第一句
[00:05:15.000 --> 00:05:18.000]  其實希伯來書第十一章的頭三章
[00:05:18.000 --> 00:05:20.000]  這章信心的定義
[00:05:20.000 --> 00:05:23.000]  將他們講出來讓我們思想讓我們明白
[00:05:23.000 --> 00:05:24.000]  第一句說
[00:05:24.000 --> 00:05:27.000]  信就是所望之事有把握
[00:05:27.000 --> 00:05:30.000]  所盼望之事有把握
[00:05:30.000 --> 00:05:32.000]  什麼叫所盼望之事
[00:05:32.000 --> 00:05:33.000]  很簡單
[00:05:33.000 --> 00:05:35.000]  你想想你現在盼望什麼
[00:05:35.000 --> 00:05:37.000]  在信裡盼望什麼
[00:05:37.000 --> 00:05:39.000]  當然是盼望上帝快點
[00:05:39.000 --> 00:05:41.000]  耶穌快點回來
[00:05:41.000 --> 00:05:43.000]  很盼望神的應許可以實現
[00:05:43.000 --> 00:05:45.000]  很盼望我的祈禱
[00:05:45.000 --> 00:05:47.000]  上帝會聽
[00:05:47.000 --> 00:05:49.000]  你相信你的祈禱
[00:05:49.000 --> 00:05:50.000]  上帝會聽
[00:05:50.000 --> 00:05:52.000]  我見過有人祈禱
[00:05:52.000 --> 00:05:53.000]  很掛淚的東西
[00:05:53.000 --> 00:05:56.000]  祈禱之後仍然在掛淚
[00:05:56.000 --> 00:05:59.000]  他沒有盡信心交托
[00:05:59.000 --> 00:06:01.000]  所望之事的把握
[00:06:01.000 --> 00:06:05.000]  我們相信我們所盼望的事
[00:06:05.000 --> 00:06:06.000]  是有把握的
[00:06:06.000 --> 00:06:07.000]  是確實的
[00:06:07.000 --> 00:06:09.000]  是有保障的
[00:06:09.000 --> 00:06:12.000]  是一個有個事物的基礎在裡面
[00:06:12.000 --> 00:06:14.000]  而這個基礎是什麼呢
[00:06:14.000 --> 00:06:15.000]  就是信心
[00:06:15.000 --> 00:06:17.000]  就等於你祈完禱
[00:06:17.000 --> 00:06:18.000]  好像小朋友那樣
[00:06:18.000 --> 00:06:19.000]  我祈了禱了
[00:06:19.000 --> 00:06:21.000]  我告訴天父爸爸聽了
[00:06:21.000 --> 00:06:22.000]  他相信天父爸爸
[00:06:22.000 --> 00:06:24.000]  已經聽了你的祈禱
[00:06:24.000 --> 00:06:26.000]  他相信天父爸爸
[00:06:26.000 --> 00:06:29.000]  會按住他的旨意成就
[00:06:29.000 --> 00:06:31.000]  這個就是信心
[00:06:31.000 --> 00:06:32.000]  第二句說話
[00:06:32.000 --> 00:06:34.000]  信心就是什麼
[00:06:34.000 --> 00:06:36.000]  未見之事的確據
[00:06:36.000 --> 00:06:38.000]  就是你看不到的東西
[00:06:38.000 --> 00:06:39.000]  有些東西我們經常覺得
