
[00:00:00.000 --> 00:00:04.000]  弟兄姊妹,早晨!大家好!
[00:00:04.000 --> 00:00:09.000]  代表我们教会弟兄姊妹们,
[00:00:09.000 --> 00:00:13.000]  也问候大家,主内平安,
[00:00:13.000 --> 00:00:16.000]  也是愿意神的恩典和福分,
[00:00:16.000 --> 00:00:21.000]  继续临到我们每一位爱主、跟随主的肢体,弟兄姊妹们。
[00:00:21.000 --> 00:00:26.000]  我们在讲道之前再一次有个简单普告,请大家同心祈祷。
[00:00:26.000 --> 00:00:31.000]  爱我的天父,我们满心感谢扎米尼,
[00:00:31.000 --> 00:00:34.000]  让我们在主日的时候,奉祢的名序集,
[00:00:34.000 --> 00:00:38.000]  一同来到仰望主,敬拜祢。
[00:00:38.000 --> 00:00:44.000]  由于我们有美好的教会肢体的生活,彼此代讨,互相勉励,
[00:00:44.000 --> 00:00:47.000]  更让我们一同在祢的面前领受祢的话。
[00:00:47.000 --> 00:00:52.000]  愿祢在这个时间特别的直着圣灵在我们心中,
[00:00:52.000 --> 00:00:59.000]  向我们发声、劝慰、加力,
[00:00:59.000 --> 00:01:03.000]  也让我们打开属灵的眼睛仰望天上的荣耀,
[00:01:03.000 --> 00:01:06.000]  以致我们能够更有力量地跟随祢。
[00:01:06.000 --> 00:01:10.000]  我们敬拜祢,将荣耀赞美归给祢,
[00:01:10.000 --> 00:01:13.000]  愿主在谁听我们的祷告,奉耶稣基督的名。
[00:01:13.000 --> 00:01:15.000]  阿们。
[00:01:15.000 --> 00:01:24.000]  刚刚长老已经跟我们分享过,今天主日就是我们传统的忠恕节的主日。
[00:01:24.000 --> 00:01:31.000]  所以今天我的题目是提到忠恕节,
[00:01:31.000 --> 00:01:37.000]  这个就是在主耶稣最后一个星期进入耶路撒冷,
[00:01:37.000 --> 00:01:44.000]  祂来预备完成救恩,在十字架上为我们钉死,
[00:01:44.000 --> 00:01:49.000]  也为我们受苦、受害,担当我们的罪。
[00:01:49.000 --> 00:01:58.000]  祂也胜过死亡,在七天的第一天復活,显明祂的大能。
[00:01:58.000 --> 00:02:01.000]  但是这个星期也是我们很好的思想,
[00:02:01.000 --> 00:02:06.000]  耶稣基督自己亲自走过人生受苦的道路,
[00:02:06.000 --> 00:02:11.000]  为我们来完成救恩,一个非常好的时刻。
[00:02:11.000 --> 00:02:17.000]  所以忠恕节其实就是讲到主耶稣进入耶路撒冷的时候,
[00:02:17.000 --> 00:02:29.000]  很多的群众拿着忠恕枝来挥舞,来欢迎主骑着炉进入圣城。
[00:02:29.000 --> 00:02:37.000]  今天我这个题目也是帮助大家透过忠恕节这个美好的机会,
[00:02:37.000 --> 00:02:43.000]  我们来看地上在约翰福音十二章我们刚才读过的经文,
[00:02:43.000 --> 00:02:48.000]  记载耶稣在忠恕节的时候进入圣城。
[00:02:48.000 --> 00:02:53.000]  但是同时我们也看了另一段经文,就是《启示录》,
[00:02:53.000 --> 00:02:57.000]  大家如果刚才留意到的,就是形容到天上面的情景。
[00:02:57.000 --> 00:03:02.000]  天上面的情景的时候,就让我们看到天上面发生的一切事。
[00:03:02.000 --> 00:03:08.000]  这两件事是很有关联的,因为都和忠恕节有关。
[00:03:08.000 --> 00:03:18.000]  今天我们的思想就是当我们在地上看过忠恕节所发生的这些人间所有的事迹,
[00:03:18.000 --> 00:03:24.000]  让我们打开我们心灵的眼睛来看见天上面,
[00:03:24.000 --> 00:03:27.000]  圣经里面记载在天上面所发生的事,
[00:03:27.000 --> 00:03:34.000]  以致我们的心里面虽然在地上面,但是我们恩着神的话语和他的启示
[00:03:34.000 --> 00:03:41.000]  能够帮助我们有一个属灵的眼界,在地上但是连接于天上,
[00:03:41.000 --> 00:03:46.000]  我们能够有天上的眼光来看我们世界所有发生的事情,
[00:03:46.000 --> 00:03:55.000]  我们有一个属天的敏锐的心灵,以致我们能够心系于天上。
[00:03:55.000 --> 00:04:02.000]  正如司徒保罗在《多不多后书》四章十八节,今天你们的周刊又记录了十七节,
[00:04:02.000 --> 00:04:08.000]  他说:我们不是顾念所见的乃是顾念所不见的。
[00:04:08.000 --> 00:04:16.000]  因为所见的是什么?是暂时的。所不见的是什么?是永远的。
[00:04:16.000 --> 00:04:19.000]  这个就是司徒保罗他时常有这种心。
[00:04:19.000 --> 00:04:25.000]  我们不只是看眼前所发生的一切事情,眼前所发生的一切事情都是短暂的。
[00:04:25.000 --> 00:04:32.000]  眼前所发生的事情有时会令我们失望,会令我们徬徨,令我们不安。
[00:04:32.000 --> 00:04:38.000]  我们今天看世界所发生的事情,真的会令我们灰心失意。
[00:04:38.000 --> 00:04:43.000]  但是我们的心灵看见的是那些我们肉眼看不见,
[00:04:43.000 --> 00:04:52.000]  但却是心灵的眼睛来打开看见的事。这个就是保罗的说法,这个就是永远的,这个就是永恒的。
[00:04:52.000 --> 00:05:02.000]  保罗在《多不多后书》三章十一节也说:你们要思念天上的事,不要只思念地上的事。
[00:05:02.000 --> 00:05:09.000]  我们在地上经常有很多的事情,很多挂类,很多地上每一天我们要面对的事。
[00:05:09.000 --> 00:05:19.000]  但是保罗提醒我们,我们不只是将我们的心思全部放在地上所见的事,我们要将我们的心思放在天上的事。
[00:05:19.000 --> 00:05:31.000]  所以求主帮助我们今天来到一同透过《宗庶节》的记载,让我们在经文里面再一次思想在地上所发生的事,
[00:05:31.000 --> 00:05:45.000]  但是却有天上属灵的眼光来连接于天上,以致我们能够一起在地上心在天上行走我们人生的道路,行走天路。
[00:05:45.000 --> 00:06:05.000]  我们再说这个是在《宗庶节》在地上最后一个星期开始来完成救恩,所以在《宗庶节》之后,我们知道有一个圣周,
[00:06:05.000 --> 00:06:10.000]  我相信大家不知道会不会在星期五晚有受难节的聚会,教会有没有受难节聚会?
[00:06:10.000 --> 00:06:17.000]  有是吗?在受难节的聚会,然后我们知道有下个主日,刚才报告过有复活节的主日。
[00:06:17.000 --> 00:06:28.000]  这个最初就是由约翰福音,当然有其他的方书都有记载,但是我特别选约翰福音,原因是什么呢?
[00:06:28.000 --> 00:06:39.000]  原因就是你留意到约翰福音和啓示录都是谁写的?都是谁写的?就是司徒约翰写的。
[00:06:39.000 --> 00:06:51.000]  所以这两段经文同出一位作者,第一段是指到约翰首先在地上所经历过的,眼所见到的,
[00:06:51.000 --> 00:07:03.000]  然后到他年老的时候,圣灵感动他就把这些事记下来,这是他亲身肉眼在地上看见的,这是约翰福音的记载。
