
[00:00:00.000 --> 00:00:03.000]  今天是父親節
[00:00:03.000 --> 00:00:07.000]  那麼剛好這段時間我們也在講哥羅西書
[00:00:07.000 --> 00:00:09.000]  我就快一點
[00:00:09.000 --> 00:00:15.000]  我就看到在哥羅西書第三章的二十到二十一節
[00:00:15.000 --> 00:00:20.000]  講到做父母親跟兒女之間的關係
[00:00:20.000 --> 00:00:24.000]  父母親跟兒女的關係我們稱它叫做什麼呢
[00:00:24.000 --> 00:00:32.000]  叫親子關係有沒有
[00:00:32.000 --> 00:00:38.000]  我們中國人講好呢
[00:00:38.000 --> 00:00:41.000]  我們就說好爸爸是不是
[00:00:41.000 --> 00:00:46.000]  那我們講兒子講他好是怎麼樣
[00:00:46.000 --> 00:00:48.000]  講乖是不是
[00:00:48.000 --> 00:00:51.000]  那請姐妹們也不要忌妒
[00:00:51.000 --> 00:00:53.000]  也不要覺得我們是歧視你們
[00:00:53.000 --> 00:00:56.000]  聖經上面講弟兄的時候也包括姐妹
[00:00:56.000 --> 00:00:59.000]  聖經上講父親的時候也包括母親
[00:00:59.000 --> 00:01:04.000]  當然今天我們會特別focus在父親
[00:01:04.000 --> 00:01:07.000]  所以我用好爸爸乖兒子
[00:01:07.000 --> 00:01:10.000]  前一段時間父母親跟兒女之間的關係
[00:01:10.000 --> 00:01:13.000]  是我們人生當中的第一重的關係
[00:01:13.000 --> 00:01:15.000]  這個叫做親子關係
[00:01:15.000 --> 00:01:17.000]  這個關係非常的重要
[00:01:17.000 --> 00:01:18.000]  你知道嗎
[00:01:18.000 --> 00:01:24.000]  在我們中國的一個古文叫做曾廣賢文
[00:01:24.000 --> 00:01:26.000]  他裡面講了一句話
[00:01:26.000 --> 00:01:28.000]  他說打虎還得親兄弟
[00:01:28.000 --> 00:01:32.000]  上陣須交父子兵
[00:01:32.000 --> 00:01:34.000]  你注意看
[00:01:34.000 --> 00:01:36.000]  打虎還得什麼
[00:01:36.000 --> 00:01:38.000]  親兄弟
[00:01:38.000 --> 00:01:40.000]  上陣需要什麼
[00:01:40.000 --> 00:01:43.000]  父子兵就是父子
[00:01:43.000 --> 00:01:46.000]  所以兄弟父子
[00:01:46.000 --> 00:01:50.000]  這個都是代表著整個人倫關係的
[00:01:50.000 --> 00:01:54.000]  第一重最重要的一個關係
[00:01:54.000 --> 00:01:57.000]  這是一個血緣的一個家族的關係
[00:01:57.000 --> 00:02:01.000]  宋朝的邵庸這一個詩人
[00:02:01.000 --> 00:02:04.000]  他也寫了一首詩
[00:02:04.000 --> 00:02:07.000]  這首詩一開始就講父慈子孝
[00:02:07.000 --> 00:02:10.000]  兄有弟公
[00:02:10.000 --> 00:02:12.000]  然後等等的後面講家籍人族
[00:02:12.000 --> 00:02:14.000]  十何歲分等等
[00:02:14.000 --> 00:02:16.000]  總之他最後的結論就是
[00:02:16.000 --> 00:02:20.000]  這樣子的話就其樂怎麼樣
[00:02:20.000 --> 00:02:23.000]  無窮
[00:02:23.000 --> 00:02:27.000]  父慈子孝兄有弟公又再講了
[00:02:27.000 --> 00:02:29.000]  父子關係兄弟的關係
[00:02:29.000 --> 00:02:31.000]  如果是和樂融融的話
[00:02:31.000 --> 00:02:34.000]  那麼就會其樂無窮
[00:02:34.000 --> 00:02:36.000]  看到沒有
[00:02:36.000 --> 00:02:40.000]  我們中國人講說家和萬事興
[00:02:40.000 --> 00:02:43.000]  今天多少的家不和
[00:02:43.000 --> 00:02:45.000]  是不是
[00:02:45.000 --> 00:02:48.000]  千秋之美
[00:02:48.000 --> 00:02:50.000]  所以當我們今天在這裡
[00:02:50.000 --> 00:02:53.000]  紀念父親節的時候
[00:02:53.000 --> 00:02:56.000]  我相信可能做兒女的
[00:02:56.000 --> 00:03:00.000]  都會想要說送什麼東西給爸爸
[00:03:00.000 --> 00:03:02.000]  有沒有
[00:03:02.000 --> 00:03:04.000]  我們在這裡如果爸爸還在的話
[00:03:04.000 --> 00:03:10.000]  你想要送他什麼
[00:03:10.000 --> 00:03:14.000]  最近有一個美國的
[00:03:14.000 --> 00:03:20.000]  一個他們做了一個調查
[00:03:20.000 --> 00:03:22.000]  他們做了一個調查說
[00:03:22.000 --> 00:03:27.000]  2023年那麼大部分的
[00:03:27.000 --> 00:03:30.000]  百分之七十五以上的美國人
[00:03:30.000 --> 00:03:34.000]  都會要慶祝父親節
[00:03:34.000 --> 00:03:37.000]  所以他們就發現說
[00:03:37.000 --> 00:03:40.000]  根據他們的統計
[00:03:40.000 --> 00:03:42.000]  在2021年的時候
[00:03:42.000 --> 00:03:46.000]  美國花了201億美金
[00:03:46.000 --> 00:03:49.000]  在購買父親節
[00:03:49.000 --> 00:03:52.000]  不管是買禮物或者是過父親節
[00:03:52.000 --> 00:03:58.000]  2022年是200億
[00:03:58.000 --> 00:04:04.000]  2023就增加到229億
[00:04:04.000 --> 00:04:07.000]  平均每一個人花費
[00:04:07.000 --> 00:04:14.000]  196.23元買禮物
[00:04:14.000 --> 00:04:16.000]  或者花在父親節身上
[00:04:16.000 --> 00:04:18.000]  所以大家稍微知道有點預算
[00:04:18.000 --> 00:04:23.000]  今天要花196塊錢在父親身上
[00:04:23.000 --> 00:04:26.000]  這是平均值至少
[00:04:26.000 --> 00:04:30.000]  我們再來看看
[00:04:30.000 --> 00:04:35.000]  我們根據統計2023年
[00:04:35.000 --> 00:04:40.000]  前面number three
[00:04:40.000 --> 00:04:42.000]  大家會買的禮物是什麼呢
[00:04:42.000 --> 00:04:46.000]  百分之六十一會買什麼
[00:04:46.000 --> 00:04:50.000]  gift card
[00:04:50.000 --> 00:04:53.000]  這個還是比較實用一點
[00:04:53.000 --> 00:04:54.000]  第二個呢
[00:04:54.000 --> 00:04:57.000]  百分之五十五是買什麼呢
[00:04:57.000 --> 00:05:01.000]  買這些衣服
[00:05:01.000 --> 00:05:03.000]  第三個呢
[00:05:03.000 --> 00:05:06.000]  百分之五十二的人是什麼
[00:05:06.000 --> 00:05:11.000]  special outing
[00:05:11.000 --> 00:05:15.000]  我稱它叫做吃大餐
[00:05:15.000 --> 00:05:18.000]  可能就是帶父親出去吃一頓大餐
[00:05:18.000 --> 00:05:20.000]  是不是
[00:05:20.000 --> 00:05:22.000]  現在就準備
[00:05:22.000 --> 00:05:32.000]  你覺得做父親最喜歡的禮物是什麼
[00:05:32.000 --> 00:05:33.000]  做父親的回答
[00:05:33.000 --> 00:05:38.000]  我怎麼都看著做母親的在那邊指指點點的
[00:05:38.000 --> 00:05:41.000]  趙姬你最喜歡什麼
[00:05:41.000 --> 00:05:43.000]  兒女孝順
[00:05:43.000 --> 00:05:44.000]  還有沒有
[00:05:44.000 --> 00:05:47.000]  有沒有人同意他的
[00:05:47.000 --> 00:05:49.000]  也就是媽媽
[00:05:49.000 --> 00:05:51.000]  弟兄們你們要學習做頭
[00:05:51.000 --> 00:05:52.000]  給你們機會
[00:05:52.000 --> 00:05:55.000]  Eber你喜歡什麼
