
[00:00:00.000 --> 00:00:03.000]  原來今天是打頭炮
[00:00:03.000 --> 00:00:06.100]  你們今個月的主題就是「復興聖潔」
[00:00:06.100 --> 00:00:08.460]  這時候教會就要求我說
[00:00:08.460 --> 00:00:11.240]  《貼壽來家前書》第四章第一到第八節
[00:00:11.240 --> 00:00:13.400]  就是「從心復興」
[00:00:13.400 --> 00:00:14.740]  非常好
[00:00:14.740 --> 00:00:16.040]  什麼叫「復興」呢?
[00:00:16.040 --> 00:00:17.740]  就是原本已經有了
[00:00:17.740 --> 00:00:21.240]  不過可能慢慢慢慢失落
[00:00:21.240 --> 00:00:23.340]  就好像一些炭火
[00:00:23.340 --> 00:00:25.640]  有些灰塵在上面的時候
[00:00:25.640 --> 00:00:27.640]  那些火就不能夠再燃燒
[00:00:27.640 --> 00:00:30.040]  撥開的時候那些火就繼續燃燒
[00:00:30.040 --> 00:00:32.340]  所以我們很好的
[00:00:32.340 --> 00:00:35.340]  我們要記得神怎樣教導我們
[00:00:35.340 --> 00:00:38.840]  剛才讀了《貼壽來家前書》第四章第一到第八節
[00:00:38.840 --> 00:00:41.040]  這個都是我要去講述的經文
[00:00:41.040 --> 00:00:44.040]  我會和大家逐節逐節來解釋
[00:00:44.040 --> 00:00:46.440]  怎樣應用在我們的生活裏面
[00:00:46.440 --> 00:00:49.640]  在這個社會裏面我們一直都講求自由的
[00:00:49.640 --> 00:00:52.040]  我們不可以讓別人來管束
[00:00:52.040 --> 00:00:53.540]  特別是我們這些少年人
[00:00:53.540 --> 00:00:54.540]  父母管著我們
[00:00:54.540 --> 00:00:56.540]  我們已經長大了還要管著我們
[00:00:56.540 --> 00:01:00.240]  甚至有些不信的人就不肯來接受我們的信仰
[00:01:00.240 --> 00:01:01.540]  就說我們的信仰怎樣?
[00:01:01.540 --> 00:01:03.640]  信耶穌一樣不准做那樣又不准做
[00:01:03.640 --> 00:01:05.540]  很慘的
[00:01:05.540 --> 00:01:07.240]  但是其實
[00:01:07.240 --> 00:01:09.740]  如果我們真正了解我們的信仰
[00:01:09.740 --> 00:01:12.640]  在真理裏面我們得到自由
[00:01:12.640 --> 00:01:16.340]  不信耶穌的人反而是沒有能力
[00:01:16.340 --> 00:01:18.140]  去抗拒罪惡
[00:01:18.140 --> 00:01:20.140]  成為罪的奴隸
[00:01:20.140 --> 00:01:21.740]  但當然我們作為基督徒
[00:01:21.740 --> 00:01:24.940]  我們都會面對罪的誘惑甚至更加多
[00:01:24.940 --> 00:01:27.640]  但如果我們跟神有一個好的關係的時候
[00:01:27.640 --> 00:01:32.340]  我們就有這個能力不再犯罪了
[00:01:32.340 --> 00:01:33.040]  好了
[00:01:33.040 --> 00:01:36.040]  我們信主不是只是為了上天堂
[00:01:36.040 --> 00:01:38.840]  我們看看保羅怎樣來鼓勵
[00:01:38.840 --> 00:01:40.640]  「貼索羅尼加」的教會
[00:01:40.640 --> 00:01:41.740]  我們一起來讀
[00:01:41.740 --> 00:01:44.640]  「貼索羅尼加」前書第四章的第一節
[00:01:44.640 --> 00:01:45.540]  只是讀第一節
[00:01:45.540 --> 00:01:46.540]  我們一起來讀出
[00:01:54.940 --> 00:01:57.740]  「你們既然受了我們的教訓
[00:01:57.740 --> 00:02:01.740]  知道該怎樣可以討神的喜悅
[00:02:01.740 --> 00:02:06.440]  就要照你們現在所行的更加努力」
[00:02:06.440 --> 00:02:10.040]  第一就是我們不只是得救
[00:02:10.040 --> 00:02:12.040]  靠在一起等上天堂
[00:02:12.040 --> 00:02:14.540]  我們在這個世界是有事要做的
[00:02:14.540 --> 00:02:17.140]  其中一點就是要討神喜悅
[00:02:17.140 --> 00:02:19.540]  我想問問我們每一個做父母的
[00:02:19.540 --> 00:02:22.640]  你期不期望你自己的兒女
[00:02:22.640 --> 00:02:25.340]  能夠討你的喜悅呢?
[00:02:25.340 --> 00:02:27.240]  如果你煮完飯
[00:02:27.240 --> 00:02:30.840]  你兒子說「好味道呀媽咪」
[00:02:30.840 --> 00:02:32.340]  「勁過肥媽」
[00:02:32.340 --> 00:02:34.440]  「你果然是處神呀」
[00:02:34.440 --> 00:02:35.640]  那你不就很開心嗎?
[00:02:35.640 --> 00:02:37.340]  你那種努力
[00:02:37.340 --> 00:02:38.940]  你都會得到什麼?
[00:02:38.940 --> 00:02:41.040]  得到安慰
[00:02:41.040 --> 00:02:43.240]  不要忘記我們去崇拜的時候
[00:02:43.240 --> 00:02:45.840]  我們不只是要聽一堂道
[00:02:45.840 --> 00:02:48.740]  其實崇拜最重要的是什麼呢?
[00:02:48.740 --> 00:02:50.940]  就是敬拜那段時間
[00:02:50.940 --> 00:02:55.440]  是我們歌唱、歌頌、讚美我們的神
[00:02:55.440 --> 00:02:57.640]  在這個時候我們要討神的喜悅
[00:02:57.640 --> 00:03:00.640]  當然不只是在崇拜的時間
[00:03:00.640 --> 00:03:03.940]  我們在平日裡面有沒有討神的喜悅呢?
[00:03:03.940 --> 00:03:06.640]  然後保祿就說「我們要討神的喜悅」
[00:03:06.640 --> 00:03:12.540]  「就是照你們現在所行的更加勉勵」
[00:03:12.540 --> 00:03:15.240]  即是說你們已經做得不錯了
[00:03:15.240 --> 00:03:18.540]  但是並不足夠
[00:03:18.540 --> 00:03:22.740]  以前我們讀小學的時候會說那個比較
[00:03:22.740 --> 00:03:23.740]  Good
[00:03:23.740 --> 00:03:25.140]  下面那個是什麼呢?
[00:03:25.140 --> 00:03:26.140]  Better
[00:03:26.140 --> 00:03:27.040]  然後呢?
[00:03:27.040 --> 00:03:28.640]  The Best
[00:03:28.640 --> 00:03:31.240]  但是現在我們知道這個世代
[00:03:31.240 --> 00:03:33.640]  是沒有最好
[00:03:33.640 --> 00:03:36.840]  是可以更好
[00:03:36.840 --> 00:03:38.540]  同樣
[00:03:38.540 --> 00:03:40.740]  沒有最壞的
[00:03:40.740 --> 00:03:43.040]  只有越來越壞的,是不是?
[00:03:43.040 --> 00:03:45.140]  即是只有更壞
[00:03:45.140 --> 00:03:48.540]  他在這裡提醒我們就是你們要更加勉勵
[00:03:48.540 --> 00:03:51.340]  你們要更加努力
[00:03:51.340 --> 00:03:53.740]  我們不要滿足於現在
[00:03:53.740 --> 00:03:54.940]  剛才我一開始說
[00:03:54.940 --> 00:03:56.340]  很感恩為了你們
[00:03:56.340 --> 00:03:58.140]  不斷地人數增加
[00:03:58.140 --> 00:04:00.540]  但是不要滿足於現在的現狀
[00:04:00.540 --> 00:04:03.040]  因為你一滿足的時候就會倒退
[00:04:03.040 --> 00:04:05.240]  我們要更加的努力
[00:04:05.240 --> 00:04:07.140]  那保祿勉勵他們什麼呢?
[00:04:07.140 --> 00:04:09.440]  你們要怎麼更加努力呢?
[00:04:09.440 --> 00:04:10.640]  我們要追溯
[00:04:10.640 --> 00:04:12.740]  貼上來前書第一章
[00:04:12.740 --> 00:04:15.840]  保羅來讚賞他們有三方面
[00:04:15.840 --> 00:04:18.940]  我們一起來讀貼上來前書第一章的第三節
[00:04:18.940 --> 00:04:20.040]  我們一起來讀出
[00:04:20.040 --> 00:04:37.340]  原來貼上來的教會非常好
[00:04:37.340 --> 00:04:40.540]  他們在信、愛、望上面
[00:04:40.540 --> 00:04:42.740]  都有好的表現
[00:04:42.740 --> 00:04:45.740]  這三者是一個很密切的關聯
[00:04:45.740 --> 00:04:46.840]  其實我們今天
[00:04:46.840 --> 00:04:47.840]  特別做父母的
[00:04:47.840 --> 00:04:49.540]  面對我們的兒女
[00:04:49.540 --> 00:04:51.940]  都是需要這三方面的
[00:04:51.940 --> 00:04:53.540]  你生了你的孩子
[00:04:53.540 --> 00:04:54.640]  你信得過
[00:04:54.640 --> 00:04:57.740]  在你的愛護下他會繼續成長的,是不是?
[00:04:57.740 --> 00:04:59.240]  你有這個信心
[00:04:59.240 --> 00:05:01.140]  好了,接著你就會愛惜他們
[00:05:01.140 --> 00:05:03.140]  愛心要受勞苦
[00:05:03.140 --> 00:05:04.140]  小孩子
[00:05:04.140 --> 00:05:08.640]  那些附庸次來的時候你要怎樣?
[00:05:08.640 --> 00:05:09.940]  要給他清潔的
[00:05:09.940 --> 00:05:12.040]  有誰喜歡跟別人清潔、撕撕裂裂的?
[00:05:12.040 --> 00:05:12.840]  沒有的
[00:05:12.840 --> 00:05:14.840]  但是你父母就要愛心勞苦
[00:05:14.840 --> 00:05:16.240]  好了,你做事做到很累
[00:05:16.240 --> 00:05:19.040]  但是孩子半夜哭的時候
[00:05:19.040 --> 00:05:21.340]  你說他哭一哭就沒有聲音了
[00:05:21.340 --> 00:05:22.840]  他會睡覺的
[00:05:22.840 --> 00:05:23.940]  你不去理他
[00:05:23.940 --> 00:05:24.840]  你雖然很累
[00:05:24.840 --> 00:05:25.840]  但是你都要怎樣?
[00:05:25.840 --> 00:05:26.840]  起來照顧他
[00:05:26.840 --> 00:05:28.440]  這就是愛心的勞苦
[00:05:28.440 --> 00:05:30.140]  但是當然還有一個盼望
[00:05:30.140 --> 00:05:32.340]  不過這個盼望往往都達不到的
[00:05:32.340 --> 00:05:34.740]  就是一天去供養你
[00:05:34.740 --> 00:05:37.340]  但是現在成功是靠父幹的,是不是?
[00:05:37.340 --> 00:05:40.440]  但是至少有這個盼望就繼續下去
[00:05:40.440 --> 00:05:45.140]  所以你留意到教會都是需要有信外貌
[00:05:45.140 --> 00:05:49.240]  教會是需要有意象、有目標
[00:05:49.240 --> 00:05:54.040]  然後弟兄姊妹有信心去回應這個意象
[00:05:54.040 --> 00:05:55.240]  所以信是最重要的
[00:05:55.240 --> 00:05:58.040]  不只是我們信耶穌得救
[00:05:58.040 --> 00:05:59.340]  而是我們過的生活
[00:05:59.340 --> 00:06:02.540]  我們有沒有這份信心去面對呢?
[00:06:02.540 --> 00:06:05.440]  好心信一個有信心的人
[00:06:05.440 --> 00:06:07.940]  他不單單看到自己的限制
[00:06:07.940 --> 00:06:09.540]  自己的不足
[00:06:09.540 --> 00:06:11.040]  是他看到自己的不足
[00:06:11.040 --> 00:06:13.840]  但是他看到神的無限
[00:06:13.840 --> 00:06:17.740]  神可以賦予他這個力量
[00:06:17.740 --> 00:06:19.640]  有信心的人
[00:06:19.640 --> 00:06:22.640]  不單單看到自己的缺陷
[00:06:22.640 --> 00:06:26.040]  但是他更加看到神的豐富
[00:06:26.040 --> 00:06:28.340]  神可能會透過不同的人
[00:06:28.340 --> 00:06:31.240]  給他有這個供應
[00:06:31.240 --> 00:06:33.340]  給他有這個幫助
[00:06:33.340 --> 00:06:34.240]  有信心的人
[00:06:34.240 --> 00:06:36.440]  不單單看到困難重重
[00:06:36.440 --> 00:06:38.640]  他甚至可以看到這個困難
[00:06:38.640 --> 00:06:41.440]  背後有很大的機會
[00:06:41.440 --> 00:06:42.840]  他更加體會到
[00:06:42.840 --> 00:06:44.240]  雖然有困難
[00:06:44.240 --> 00:06:45.740]  但是靠著神的力量
[00:06:45.740 --> 00:06:48.440]  我可以突破這個困難
[00:06:48.440 --> 00:06:53.440]  所以今天信、愛、望是很重要
[00:06:53.440 --> 00:06:54.940]  要推動我們自己
[00:06:54.940 --> 00:06:57.540]  去面對我們前面的挑戰
[00:06:57.540 --> 00:06:58.740]  不想只講一些理論
[00:06:58.740 --> 00:07:01.140]  很簡單舉一個例
[00:07:01.140 --> 00:07:03.340]  我星期五已經要上來了
[00:07:03.340 --> 00:07:05.540]  因為昨天我就在利物浦
[00:07:05.540 --> 00:07:08.340]  另外一間的教會星期六去港島
[00:07:08.340 --> 00:07:11.740]  但是如果你知道坐火車
[00:07:11.740 --> 00:07:16.940]  去準時到達是不正常的
[00:07:16.940 --> 00:07:19.140]  我在Redding上車
[00:07:19.140 --> 00:07:21.840]  出師未捷身先死
[00:07:21.840 --> 00:07:23.440]  我坐的那輛車
[00:07:23.440 --> 00:07:24.240]  8卡
[00:07:24.240 --> 00:07:26.340]  進了3卡就已經停在那裡了
[00:07:26.340 --> 00:07:27.740]  進不了站
[00:07:27.740 --> 00:07:29.240]  隔了20分鐘
[00:07:29.240 --> 00:07:31.140]  才可以進到站
[00:07:31.140 --> 00:07:33.740]  但是我在伯明翰要轉車20分鐘
[00:07:33.740 --> 00:07:35.240]  那即是怎樣
[00:07:35.240 --> 00:07:37.040]  一定是轉不了
[00:07:37.040 --> 00:07:39.940]  我星期五1點半上車
