
[00:00:00.000 --> 00:00:02.000]  各位大英姐妹 早安
[00:00:02.000 --> 00:00:05.000]  大家好精神
[00:00:05.000 --> 00:00:10.000]  可能因為聖誕節就快要到了
[00:00:10.000 --> 00:00:14.000]  我們再一次的低頭禱告
[00:00:14.000 --> 00:00:21.000]  主啊 我們感謝祢
[00:00:21.000 --> 00:00:29.000]  在天上地下再沒有別的名
[00:00:29.000 --> 00:00:35.000]  沒有別的東西讓祢珍貴
[00:00:35.000 --> 00:00:38.000]  主啊 今天我們來到
[00:00:38.000 --> 00:00:42.000]  殿當中裏面
[00:00:42.000 --> 00:00:47.000]  我們大家一起去敬拜親近祢
[00:00:47.000 --> 00:00:51.000]  主啊 願意祢向我們顯現
[00:00:51.000 --> 00:00:55.000]  向我們說話
[00:00:55.000 --> 00:00:59.000]  是可能天氣有點凍
[00:00:59.000 --> 00:01:05.000]  但是主啊 求祢的愛去溫暖我們
[00:01:05.000 --> 00:01:11.000]  要我們的心能夠容得下祢自己的說話
[00:01:11.000 --> 00:01:16.000]  今天無論是站在這裏說的
[00:01:16.000 --> 00:01:19.000]  和在這裏聽的
[00:01:19.000 --> 00:01:24.000]  我們都是被祢自己的說話所更新、轉化
[00:01:24.000 --> 00:01:28.000]  我們今天禱告 奉求救主耶穌基督的聖名 阿們
[00:01:54.000 --> 00:01:58.000]  我們今天禱告 奉求救主耶穌基督的聖名 阿們
[00:02:24.000 --> 00:02:28.000]  總是這些自我否定的信息
[00:02:28.000 --> 00:02:32.000]  在這些驚恐當中走出來
[00:02:32.000 --> 00:02:34.000]  不過經過一年之後
[00:02:34.000 --> 00:02:37.000]  我不知道你覺得香港人
[00:02:37.000 --> 00:02:40.000]  有沒有自信心好一點
[00:02:40.000 --> 00:02:43.000]  沒有那麼害怕
[00:02:43.000 --> 00:02:46.000]  近來我看到這隻小狼的緣故
[00:02:46.000 --> 00:02:51.000]  都覺得香港人應該更加害怕
[00:02:51.000 --> 00:02:55.000]  本來這隻狼是聯合國兒童基金會
[00:02:55.000 --> 00:02:57.000]  那間傢俬公司
[00:02:57.000 --> 00:03:01.000]  用來幫它籌措一些善款
[00:03:01.000 --> 00:03:04.000]  但是一夜之間就被人搶購一空
[00:03:04.000 --> 00:03:10.000]  就成為了對政府發洩那種不滿
[00:03:10.000 --> 00:03:18.000]  對政制發展那種不安的情緒的一個標記
[00:03:18.000 --> 00:03:21.000]  弟兄姊妹其實你內心當中
[00:03:21.000 --> 00:03:25.000]  有沒有一些東西你是感覺到吃驚
[00:03:25.000 --> 00:03:28.000]  你是心裏面都感覺到不安
[00:03:28.000 --> 00:03:31.000]  感覺到惶恐的呢
[00:03:31.000 --> 00:03:35.000]  登山部分我們已經講到尾聲的部分
[00:03:35.000 --> 00:03:38.000]  方才美華傳道幫我們讀出了
[00:03:38.000 --> 00:03:43.000]  核心的經文七章二十八至二十九節
[00:03:43.000 --> 00:03:47.000]  如果我們拼湊先前我們所讀過的經文的話
[00:03:47.000 --> 00:03:53.000]  你應該發覺二十八至二十九節的表達很不同
[00:03:53.000 --> 00:03:57.000]  因為先前那些都是耶穌用第一身的方法
[00:03:57.000 --> 00:04:00.000]  去教導那班聽眾
[00:04:00.000 --> 00:04:02.000]  但是現在一轉過來
[00:04:02.000 --> 00:04:07.000]  就是馬太福音的作者在解說
[00:04:07.000 --> 00:04:11.000]  他一開始的時候就告訴我們
[00:04:11.000 --> 00:04:17.000]  耶穌講完了這些話眾人都稀奇他的教訓
[00:04:17.000 --> 00:04:23.000]  這一句的句語的格律是馬太福音的特色
[00:04:23.000 --> 00:04:27.000]  就是耶穌講完些什麼然後怎樣怎樣
[00:04:27.000 --> 00:04:32.000]  中共在馬太福音裏面出現了五次
[00:04:32.000 --> 00:04:35.000]  這裏是第一次出現
[00:04:35.000 --> 00:04:38.000]  這個標記的意思是為什麼呢
[00:04:38.000 --> 00:04:42.000]  就是耶穌一連串的講論要終結了
[00:04:42.000 --> 00:04:49.000]  而標記著一個新的篇章要開始啟航
[00:04:49.000 --> 00:04:51.000]  大家不知道還記不記得
[00:04:51.000 --> 00:04:56.000]  登山補訓主要的受眾是些什麼人
[00:04:56.000 --> 00:05:00.000]  即是什麼人聽登山補訓的內容
[00:05:00.000 --> 00:05:02.000]  或者我們溫習一下
[00:05:02.000 --> 00:05:04.000]  如果你手上有聖經的話
[00:05:04.000 --> 00:05:08.000]  你就打開五章揭開一點就可以了
[00:05:08.000 --> 00:05:09.000]  揭開前面
[00:05:09.000 --> 00:05:10.000]  第五章
[00:05:10.000 --> 00:05:14.000]  第五章的一至二節裏面是這樣講的
[00:05:14.000 --> 00:05:20.000]  他說耶穌看見這許多的人就上了山
[00:05:20.000 --> 00:05:25.000]  既已坐下門徒到他跟前來
[00:05:25.000 --> 00:05:28.000]  他就開口教訓他們說
[00:05:28.000 --> 00:05:33.000]  換句話講耶穌和一班很多人在跟從他
[00:05:33.000 --> 00:05:35.000]  但是他現在就退高一點
[00:05:35.000 --> 00:05:37.000]  去到山上面
[00:05:37.000 --> 00:05:38.000]  他坐下了
[00:05:38.000 --> 00:05:42.000]  那些門徒就在他跟前那裏
[00:05:42.000 --> 00:05:44.000]  然後他就開口教訓
[00:05:44.000 --> 00:05:49.000]  但是你會見到七章二十八節裏面講到
[00:05:49.000 --> 00:05:53.000]  眾人都欺其他的教訓
[00:05:53.000 --> 00:05:55.000]  你可能看和合本的話
[00:05:55.000 --> 00:05:57.000]  你會覺得這裡的眾人
[00:05:57.000 --> 00:06:02.000]  這個代名詞一定是指到門徒
[00:06:02.000 --> 00:06:07.000]  但是一般的其他的譯本或者解經家
[00:06:07.000 --> 00:06:13.000]  都支持這裡的眾人是指一個更加大的群體
[00:06:13.000 --> 00:06:19.000]  指到門徒以外那些其他的人
[00:06:19.000 --> 00:06:22.000]  他們的反應是怎樣的呢
[00:06:22.000 --> 00:06:27.000]  是覺得耶穌所講的話令到他們稀奇的
[00:06:27.000 --> 00:06:30.000]  稀奇有什麼意思呢
[00:06:30.000 --> 00:06:33.000]  呂鎮忠譯本譯成驚駭
[00:06:33.000 --> 00:06:36.000]  稀奇即是驚駭
[00:06:36.000 --> 00:06:40.000]  又或者申普及譯本譯成驚訝
[00:06:40.000 --> 00:06:47.000]  又或者史托德牧師認為原文應該翻成黑外了
[00:06:47.000 --> 00:06:49.000]  就更加恰當
[00:06:49.000 --> 00:06:51.000]  換句話講給我們看到
[00:06:51.000 --> 00:06:53.000]  那種強烈的訊息
[00:06:53.000 --> 00:06:58.000]  那班受眾那班眾人聽到耶穌這些教訓的時候
[00:06:58.000 --> 00:07:00.000]  他感覺到很吃驚
[00:07:00.000 --> 00:07:05.000]  甚至乎黑外了
[00:07:05.000 --> 00:07:08.000]  過去這半年以來
[00:07:08.000 --> 00:07:13.000]  我們教會都講述到有關登山補訓的訊息
[00:07:13.000 --> 00:07:16.000]  我記得我曾經應該有三次
[00:07:16.000 --> 00:07:20.000]  我進到楊牧師的辦公室那裡
[00:07:20.000 --> 00:07:23.000]  很正經的坐在那裡跟他聊天
[00:07:23.000 --> 00:07:26.000]  有時候我們也不是很正經的聊天
[00:07:26.000 --> 00:07:28.000]  不過那三次都很正經的
[00:07:28.000 --> 00:07:32.000]  我就告訴他
[00:07:32.000 --> 00:07:36.000]  我在這段時間裡面我覺得很難受
[00:07:36.000 --> 00:07:39.000]  覺得很辛苦
[00:07:39.000 --> 00:07:41.000]  主要是為什麼呢
[00:07:41.000 --> 00:07:46.000]  我覺得登山補訓的訊息很宅心
[00:07:46.000 --> 00:07:50.000]  對我生命有很多的挑動
[00:07:50.000 --> 00:07:55.000]  例如好像我一開始就有份講八福的經文
[00:07:55.000 --> 00:07:59.000]  那些又清心又虛心的人有福
[00:07:59.000 --> 00:08:04.000]  又或者跟著我講到有關論奸淫的經文
[00:08:04.000 --> 00:08:06.000]  或者我們還記得早幾個禮拜之前
[00:08:06.000 --> 00:08:12.000]  楊牧師講到那種奉獻金錢那種心智
[00:08:12.000 --> 00:08:14.000]  江山偉傳道提醒我們
[00:08:14.000 --> 00:08:18.000]  那種侍奉應該逝水長流
[00:08:18.000 --> 00:08:21.000]  堅持不到的一種心態
[00:08:21.000 --> 00:08:25.000]  這些訊息是不是令到我們內心裡面
[00:08:25.000 --> 00:08:28.000]  掀起很多的衝擊呢
[00:08:28.000 --> 00:08:31.000]  所以其實我們感覺到驚訝
[00:08:31.000 --> 00:08:34.000]  感覺到辛苦是不出奇
[00:08:34.000 --> 00:08:36.000]  聖經明明就告訴我們
[00:08:36.000 --> 00:08:39.000]  聖經都是神所默示的
[00:08:39.000 --> 00:08:44.000]  於教訓督責使人歸正教導人學矣
[00:08:44.000 --> 00:08:48.000]  如果我們不需要被教導的話
[00:08:48.000 --> 00:08:50.000]  那我們當然不需要聖經
[00:08:50.000 --> 00:08:53.000]  但是聖經偏偏就告訴我們
[00:08:53.000 --> 00:08:56.000]  祂是要來教導我們學矣的
[00:08:56.000 --> 00:08:58.000]  是督責我們的
[00:08:58.000 --> 00:09:01.000]  所以我們感覺到祂鞭策著我們
[00:09:01.000 --> 00:09:03.000]  是不出奇
[00:09:03.000 --> 00:09:06.000]  群眾感覺到稀奇驚訝
[00:09:06.000 --> 00:09:11.000]  當然不單止來自耶穌的說話很尖銳
