
[00:00:00.000 --> 00:00:05.040]  去年我們開始了一個智慧書的系列
[00:00:05.040 --> 00:00:06.360]  就是《針研》
[00:00:06.360 --> 00:00:10.160]  今年我們又會講另一部智慧書
[00:00:10.160 --> 00:00:11.640]  就是《雅歌》
[00:00:11.640 --> 00:00:13.760]  又叫作《歌中之歌》
[00:00:13.760 --> 00:00:17.880]  我們一起來看看這部書的書名
[00:00:17.880 --> 00:00:21.280]  無論是希臘文、七十字譯本
[00:00:21.280 --> 00:00:23.000]  或者是拉丁文
[00:00:23.000 --> 00:00:27.400]  都是跟着希伯來文來取材這一本書名
[00:00:27.400 --> 00:00:32.920]  就是用《雅歌》第一章第一節的經文
[00:00:32.920 --> 00:00:36.320]  就是說《雅歌》是歌中之歌
[00:00:36.320 --> 00:00:42.120]  很可惜中文的版本是將所羅門的歌放在前面
[00:00:42.120 --> 00:00:47.720]  說是所羅門的歌然後是歌中的雅歌
[00:00:47.720 --> 00:00:55.560]  其實希伯來文是將歌中之歌放在前面
[00:00:55.560 --> 00:01:00.720]  而所有的版本無論是希臘文、七十字譯本
[00:01:00.720 --> 00:01:03.120]  拉丁文或者是希伯來文
[00:01:03.120 --> 00:01:06.720]  都是說歌中之歌開始
[00:01:06.720 --> 00:01:09.960]  尤其是希伯來文是沒有介詞
[00:01:09.960 --> 00:01:13.720]  所以英文是song of songs
[00:01:13.720 --> 00:01:16.280]  中文是歌中之歌
[00:01:16.280 --> 00:01:19.720]  但是在希伯來文就非常簡潔
[00:01:19.720 --> 00:01:23.240]  就是歌、歌兩個字
[00:01:23.240 --> 00:01:25.840]  將兩個歌字重複出現
[00:01:25.840 --> 00:01:29.560]  這就變成了《雅歌》的書名
[00:01:29.560 --> 00:01:31.440]  說起來又要說
[00:01:31.440 --> 00:01:36.560]  其實希伯來文很多時候都是用兩個名詞放在一起
[00:01:36.560 --> 00:01:39.000]  讓我們看到是最好的
[00:01:39.000 --> 00:01:41.720]  例如King of kings
[00:01:41.720 --> 00:01:43.080]  王中之王
[00:01:43.080 --> 00:01:46.440]  這個就是耶穌基督是最尊貴的王
[00:01:46.440 --> 00:01:50.440]  例如至聖所就是holy of holies
[00:01:50.440 --> 00:01:54.000]  聖潔中的聖潔就是最聖潔的
[00:01:54.000 --> 00:01:58.160]  所以今天說這部書《雅歌》就是song of songs
[00:01:58.160 --> 00:01:59.680]  歌中之歌
[00:01:59.680 --> 00:02:03.800]  是所有詩歌當中最好的
[00:02:03.800 --> 00:02:11.760]  《雅歌》的成書日期應該在公元971年至965年
[00:02:11.760 --> 00:02:13.480]  是公元前
[00:02:13.480 --> 00:02:17.040]  應該是在所羅門王在位的時候
[00:02:17.040 --> 00:02:22.680]  在《雅歌》中有五次提到是所羅門王在位的時候
[00:02:22.680 --> 00:02:25.880]  《雅歌》的一章四節、一章十二節
[00:02:25.880 --> 00:02:28.840]  三章九節、三章十一節
[00:02:28.840 --> 00:02:31.960]  和七章五節都是這樣說
[00:02:31.960 --> 00:02:35.320]  我們知道所羅門王在位的時候
[00:02:35.320 --> 00:02:38.160]  正是南北國還未分裂
[00:02:38.160 --> 00:02:40.320]  所羅門王死了之後
[00:02:40.320 --> 00:02:43.920]  以色列就有南國和北國的分裂
[00:02:43.920 --> 00:02:46.640]  所以我們看到在書中
[00:02:46.640 --> 00:02:49.000]  那位女主角蘇拉密
[00:02:49.000 --> 00:02:54.280]  在《雅歌》的六章十三節提到她的名字
[00:02:54.280 --> 00:02:56.080]  稍後我們會見到
[00:02:56.080 --> 00:03:02.080]  蘇拉密的意思就是住在蘇聯這個地方的人
[00:03:02.080 --> 00:03:06.800]  蘇聯這個地方就是在以撒加之派
[00:03:06.800 --> 00:03:08.520]  在以色列的北面
[00:03:08.520 --> 00:03:10.520]  是很近加里裏
[00:03:10.520 --> 00:03:12.200]  而所羅門王呢?
[00:03:12.200 --> 00:03:16.360]  所羅門王是在耶路撒冷的王宮裏面
[00:03:16.360 --> 00:03:18.640]  所以是在南面
[00:03:18.640 --> 00:03:23.240]  我們見到男女主角在書中都能夠
[00:03:23.240 --> 00:03:25.920]  來去自由、通行無阻
[00:03:25.920 --> 00:03:27.680]  這就讓我們見到
[00:03:27.680 --> 00:03:32.320]  當時還未分開南北國
[00:03:32.320 --> 00:03:35.640]  而《雅歌》這個故事裏面
[00:03:35.640 --> 00:03:38.280]  是兩次提到春天
[00:03:38.280 --> 00:03:42.000]  一次是講到在《雅歌》的第二章
[00:03:42.000 --> 00:03:44.920]  另外一次在《雅歌》的第七章
[00:03:44.920 --> 00:03:49.200]  如果兩個春天當中沒有阻隔的話
[00:03:49.200 --> 00:03:52.800]  即是說在《雅歌》所講的故事
[00:03:52.800 --> 00:03:56.160]  所發生的時間是超過一年
[00:03:56.160 --> 00:04:00.600]  但不到兩年的時間
[00:04:00.600 --> 00:04:04.280]  我們也不妨看看《雅歌》的作者
