
[00:00:00.000 --> 00:00:02.920]  今日是五旬節
[00:00:02.920 --> 00:00:06.340]  紀念五旬節 聖靈降臨
[00:00:06.340 --> 00:00:12.000]  但今日同樣是紀念教會群體的開始
[00:00:12.000 --> 00:00:15.880]  五旬節我們想得最多的就是
[00:00:15.880 --> 00:00:19.800]  聖靈彷彿像火一樣
[00:00:19.800 --> 00:00:21.680]  臨到眾使徒
[00:00:21.680 --> 00:00:26.920]  那個時候使徒們都被聖靈充滿
[00:00:26.920 --> 00:00:30.320]  從房間走出街道
[00:00:30.320 --> 00:00:35.840]  告訴許多從世界各地來到耶路撒冷
[00:00:35.840 --> 00:00:37.360]  是敬拜主的人
[00:00:37.360 --> 00:00:39.840]  告訴他們主耶穌基督的事
[00:00:39.840 --> 00:00:41.680]  聽的人覺得很奇怪
[00:00:41.680 --> 00:00:43.920]  為什麼我們可以用自己的鄉下話
[00:00:43.920 --> 00:00:47.240]  去聽到他們說的那些東西呢
[00:00:47.240 --> 00:00:50.400]  接著彼得站起來
[00:00:50.400 --> 00:00:53.400]  就說其實我們不是喝醉酒
[00:00:53.400 --> 00:00:55.720]  我們有話想說
[00:00:55.720 --> 00:00:59.760]  我們一起讀小蘭傳第二章三十二三十三節
[00:00:59.760 --> 00:01:00.760]  只有兩節
[00:01:00.760 --> 00:01:02.760]  我們準備 一二三
[00:01:02.760 --> 00:01:06.440]  這耶穌 神已經使祂復活了
[00:01:06.440 --> 00:01:09.400]  我們都是這世的見證人
[00:01:09.400 --> 00:01:12.880]  祂既被高舉在上帝的右邊
[00:01:12.880 --> 00:01:16.280]  又重複受了所應許的聖靈
[00:01:16.280 --> 00:01:19.800]  就把你們所看見所聽見的
[00:01:19.800 --> 00:01:25.720]  叫冠下來 擲地有聲
[00:01:25.720 --> 00:01:26.840]  彼得直接說
[00:01:26.840 --> 00:01:30.240]  這個耶穌 神已經使祂復活了
[00:01:30.240 --> 00:01:33.640]  我們就是這世的見證人
[00:01:33.640 --> 00:01:35.720]  平時聽就沒什麼
[00:01:35.720 --> 00:01:39.760]  但是從彼得口中說出來就很有意思
[00:01:39.760 --> 00:01:41.760]  彼得是誰
[00:01:41.760 --> 00:01:44.840]  就是三次不認主的那個
[00:01:44.840 --> 00:01:45.720]  彼得是誰
[00:01:45.720 --> 00:01:46.960]  就是主耶穌復活了之後
[00:01:46.960 --> 00:01:50.080]  祂和一群使徒一起困在房間裡
[00:01:50.080 --> 00:01:51.200]  反鎖房間
[00:01:51.200 --> 00:01:53.200]  怕別人來抓祂那個
[00:01:53.200 --> 00:01:55.640]  是不是
[00:01:55.640 --> 00:01:57.280]  彼得是誰
[00:01:57.280 --> 00:01:58.600]  就是主耶穌復活了
[00:01:58.600 --> 00:02:00.480]  站在房間中間跟他們說
[00:02:00.480 --> 00:02:02.480]  願你們平安
[00:02:02.480 --> 00:02:03.880]  然後他們繼續害怕
[00:02:03.880 --> 00:02:05.440]  到後來他們自己心灰意冷
[00:02:05.440 --> 00:02:09.520]  就和自己幾個使徒一起回到加利利
[00:02:09.520 --> 00:02:13.000]  我們回去打魚
[00:02:13.000 --> 00:02:17.440]  我們回老家那個
[00:02:17.440 --> 00:02:20.760]  為什麼突然間祂能夠站出來
[00:02:20.760 --> 00:02:23.120]  那些人還在追捕祂
[00:02:23.120 --> 00:02:26.120]  那些祭司長還在找祂
[00:02:26.120 --> 00:02:28.080]  在找那些使徒 為什麼
[00:02:28.080 --> 00:02:30.120]  要逼他們說耶穌基督沒有復活
[00:02:30.120 --> 00:02:34.240]  逼他們加回耶穌基督的遺體出來
[00:02:34.240 --> 00:02:36.000]  讓人知道
[00:02:36.000 --> 00:02:38.600]  耶穌沒有復活
[00:02:38.600 --> 00:02:42.880]  祂突然間這麼有膽量的
[00:02:42.880 --> 00:02:44.440]  祂平時不敢這樣
[00:02:44.440 --> 00:02:48.760]  祂只是在使徒中間大大聲聲的說話
[00:02:48.760 --> 00:02:50.160]  祂站起來
[00:02:50.160 --> 00:02:52.080]  或者耶穌
[00:02:52.080 --> 00:02:54.040]  神已經使祂復活
[00:02:54.040 --> 00:02:58.400]  我們都是這件事的見證人
[00:02:58.400 --> 00:03:00.160]  我作證
[00:03:00.160 --> 00:03:03.680]  主耶穌基督的確復活
[00:03:03.680 --> 00:03:05.640]  一群使徒和彼得是擇地的聲
[00:03:05.640 --> 00:03:07.000]  突然間說了這句話
[00:03:07.000 --> 00:03:08.400]  我們就是見證人
[00:03:08.400 --> 00:03:10.760]  這是在說什麼
[00:03:10.760 --> 00:03:15.240]  這件事我用我們的生命作出保證
[00:03:15.240 --> 00:03:17.240]  這是真的
[00:03:17.240 --> 00:03:21.840]  這個就是那時候的彼得
[00:03:21.840 --> 00:03:24.480]  在大家都不信的時候
[00:03:24.480 --> 00:03:25.480]  在那時候耶路撒冷
[00:03:25.480 --> 00:03:28.280]  全耶路撒冷的人都不信主耶穌基督復活
[00:03:28.280 --> 00:03:31.960]  都說祂們偷了主耶穌基督的屍體
[00:03:31.960 --> 00:03:33.080]  當所有的人
[00:03:33.080 --> 00:03:35.320]  包括祭司長在追捕祂們的時候
[00:03:35.320 --> 00:03:37.880]  在眾人不信的目光裡
[00:03:37.880 --> 00:03:39.640]  眾人懷疑的目光裡
[00:03:39.640 --> 00:03:43.520]  祂站出來說主耶穌復活
[00:03:43.520 --> 00:03:45.440]  因為這是一件真事
[00:03:45.440 --> 00:03:47.160]  這是一個事實
[00:03:47.160 --> 00:03:48.880]  無論你信也好
[00:03:48.880 --> 00:03:49.720]  你不信也好
[00:03:49.720 --> 00:03:51.000]  你懷疑也好
[00:03:51.000 --> 00:03:52.720]  你不信我所說的話也好
[00:03:52.720 --> 00:03:54.720]  我用我的生命作出保證
[00:03:54.720 --> 00:03:55.800]  我所說的是真的
[00:03:55.800 --> 00:03:58.840]  因為這是事實
[00:03:58.840 --> 00:04:03.120]  彼得說我們就是這個見證人
[00:04:03.120 --> 00:04:05.640]  祂挺身而出
[00:04:05.640 --> 00:04:09.960]  神就是這樣揀選了祂的生命
[00:04:09.960 --> 00:04:13.960]  成就神要拯救萬民的計劃
[00:04:13.960 --> 00:04:15.640]  祂不知道的
[00:04:15.640 --> 00:04:16.840]  那時候聖靈充滿的時候
[00:04:16.840 --> 00:04:18.280]  祂站出來說的時候
[00:04:18.280 --> 00:04:21.320]  祂不知道會發生什麼後果
[00:04:21.320 --> 00:04:25.880]  但即時的後果是什麼呢
