
[00:00:00.000 --> 00:00:03.280]  有些人這樣說,總有人的地方
[00:00:03.280 --> 00:00:06.280]  人際之間的衝突是很難避免的
[00:00:06.280 --> 00:00:08.400]  當我們要面對
[00:00:08.400 --> 00:00:10.400]  討厭
[00:00:10.400 --> 00:00:12.400]  難搞
[00:00:12.400 --> 00:00:15.520]  或者好像經常針對你的人的時候
[00:00:15.520 --> 00:00:17.880]  我們會怎樣呢?
[00:00:17.880 --> 00:00:21.400]  一般人的回應是,你不要理他
[00:00:21.400 --> 00:00:23.760]  但如果那個是你的上司
[00:00:23.760 --> 00:00:26.120]  是你工作的夥伴
[00:00:26.120 --> 00:00:28.120]  甚至是你的客人
[00:00:28.120 --> 00:00:30.120]  你覺得你有沒有可能不理他呢?
[00:00:30.120 --> 00:00:34.120]  一直對著他
[00:00:34.120 --> 00:00:36.120]  在情緒上
[00:00:36.120 --> 00:00:38.120]  會不會已經累積了
[00:00:38.120 --> 00:00:41.120]  一些負能量
[00:00:41.120 --> 00:00:44.120]  當一個人累積到某一個程度的時候
[00:00:44.120 --> 00:00:49.120]  總會有一些離職或者逃避的想法
[00:00:49.120 --> 00:00:52.120]  有專家指,辭職的人
[00:00:52.120 --> 00:00:55.120]  想離開的是人
[00:00:55.120 --> 00:00:57.120]  而不是公司
[00:00:57.120 --> 00:00:59.120]  你同不同意嗎?
[00:00:59.120 --> 00:01:01.120]  戴維的一生
[00:01:01.120 --> 00:01:05.120]  他不斷要逃避訴羅的追擊
[00:01:05.120 --> 00:01:09.120]  可惜訴羅一直都不願意放過他
[00:01:09.120 --> 00:01:13.120]  之後,戴維遇上一個大好的機會
[00:01:13.120 --> 00:01:15.120]  可以對付訴羅
[00:01:15.120 --> 00:01:17.120]  但一個明白神心意的人
[00:01:17.120 --> 00:01:19.120]  他會怎樣抉擇呢?
[00:01:19.120 --> 00:01:21.120]  我們今天主要會看
[00:01:21.120 --> 00:01:25.120]  《撒姆爾記》上26章1至17節
[00:01:25.120 --> 00:01:30.120]  我們會參考23章7至19節
[00:01:30.120 --> 00:01:32.120]  從中我們會思想三方面
[00:01:32.120 --> 00:01:35.120]  第一方面,逃避必由因
[00:01:35.120 --> 00:01:39.120]  我們看第26章1至5節
[00:01:39.120 --> 00:01:42.120]  26章1至5節
[00:01:42.120 --> 00:01:46.120]  《撒姆爾記》上26章1至5節
[00:01:46.120 --> 00:01:50.120]  經文講到訴羅收到一個報告
[00:01:50.120 --> 00:01:52.120]  發現戴維的行蹤
[00:01:52.120 --> 00:01:55.120]  他決定立即追擊戴維
[00:01:55.120 --> 00:01:58.120]  要知道,訴羅追擊戴維
[00:01:58.120 --> 00:02:02.120]  不只是發生在聖經中的那一次
[00:02:02.120 --> 00:02:04.120]  其實之前已經發生過一次
[00:02:04.120 --> 00:02:07.120]  在23章中也發生過一次
[00:02:07.120 --> 00:02:09.120]  當時和今次一樣
[00:02:09.120 --> 00:02:11.120]  有人通風報信
[00:02:11.120 --> 00:02:13.120]  訴羅一知道這麼好的消息
[00:02:13.120 --> 00:02:18.120]  立即領最精銳的部隊去尋索戴維
[00:02:18.120 --> 00:02:23.120]  到底訴羅為什麼要一直咬著戴維不放呢?
[00:02:23.120 --> 00:02:25.120]  是為了什麼呢?
[00:02:25.120 --> 00:02:27.120]  是妒忌
[00:02:27.120 --> 00:02:34.120]  《撒姆爾記》上講述訴羅和戴維不斷爭鬥
[00:02:34.120 --> 00:02:36.120]  起因只在第18章7節
[00:02:36.120 --> 00:02:38.120]  一群婦女的評論
[00:02:38.120 --> 00:02:43.120]  她的評論是訴羅殺千千,戴維殺萬萬
[00:02:43.120 --> 00:02:46.120]  訴羅一聽到這樣的評語
[00:02:46.120 --> 00:02:49.120]  她立即覺得自己受到威脅
[00:02:49.120 --> 00:02:52.120]  因此她在第18章8節這樣說
[00:02:52.120 --> 00:02:55.120]  將萬萬歸給戴維,千千歸給我
[00:02:55.120 --> 00:02:58.120]  剩下的位置也給她吧
[00:02:58.120 --> 00:03:03.120]  在這個時候,23章26節
[00:03:03.120 --> 00:03:07.120]  戴維第一次被訴羅追擊
[00:03:07.120 --> 00:03:09.120]  她知道訴羅會追殺她
[00:03:09.120 --> 00:03:10.120]  所以她急忙地走
[00:03:10.120 --> 00:03:13.120]  走去越遠越好,曠野的地方
[00:03:13.120 --> 00:03:16.120]  所謂有多遠就走多遠
[00:03:16.120 --> 00:03:20.120]  戴維要逃避一個因為妒忌而動殺機的人
[00:03:20.120 --> 00:03:22.120]  這個人是誰呢?
[00:03:22.120 --> 00:03:25.120]  是她的惡婦
[00:03:25.120 --> 00:03:29.120]  其實這個惡婦將她的女兒嫁給戴維
[00:03:29.120 --> 00:03:31.120]  目的只有一個
[00:03:31.120 --> 00:03:34.120]  就是陷阱
[00:03:34.120 --> 00:03:36.120]  在第18章21節
[00:03:36.120 --> 00:03:40.120]  講到她利用女兒作為陷阱
[00:03:40.120 --> 00:03:46.120]  有機會將戴維置於死地
[00:03:46.120 --> 00:03:51.120]  你想想,一個人其實很討厭你
[00:03:51.120 --> 00:03:55.120]  但她偏偏將你放在她的身邊
[00:03:55.120 --> 00:03:57.120]  這是什麼人?
[00:03:57.120 --> 00:04:00.120]  這是一些喜歡操控人的人
[00:04:00.120 --> 00:04:04.120]  很想將你弄在股掌之中
[00:04:04.120 --> 00:04:09.120]  戴維要逃避就是一個這樣的人
[00:04:09.120 --> 00:04:12.120]  我們有時想
[00:04:12.120 --> 00:04:16.120]  我們經常說被避開的是什麼人呢?
[00:04:16.120 --> 00:04:20.120]  是避開一些貶低自己的人?
[00:04:20.120 --> 00:04:24.120]  是避開一些不值得信任的人?
[00:04:24.120 --> 00:04:28.120]  是避開一些無能的人?
[00:04:28.120 --> 00:04:32.120]  還是避開一些毫無安全感的人?
[00:04:32.120 --> 00:04:36.120]  你正在逃避的是什麼人呢?
[00:04:36.120 --> 00:04:38.120]  當我們有意逃避一些人的時候
[00:04:38.120 --> 00:04:43.120]  其實反映了我們內心有壓力
[00:04:43.120 --> 00:04:45.120]  有些人,很多人就這樣說
[00:04:45.120 --> 00:04:49.120]  野呢,就不會激親人的
[00:04:49.120 --> 00:04:53.120]  只有人才會激心的
[00:04:53.120 --> 00:04:56.120]  但是當我們遇到一些人
[00:04:56.120 --> 00:04:59.120]  第一件事就是走人
[00:04:59.120 --> 00:05:02.120]  坦白說,走去哪裡呢?
[00:05:02.120 --> 00:05:04.120]  你有沒有發覺,無論走去哪裡
[00:05:04.120 --> 00:05:07.120]  總有一個在你左近呢?
[00:05:07.120 --> 00:05:11.120]  又走了多少次呢?
[00:05:11.120 --> 00:05:18.120]  會不會將它轉化成為一種屬靈的操練?
[00:05:18.120 --> 00:05:22.120]  其實與神同行,或者結聖靈的果子
[00:05:22.120 --> 00:05:27.120]  不是單單在人際和諧,在那裡經歷得到
[00:05:27.120 --> 00:05:31.120]  其實在衝突當中,更加深切
[00:05:31.120 --> 00:05:34.120]  可以經歷到神那種實在
[00:05:34.120 --> 00:05:39.120]  有一個31歲已經升職做CEO的弟兄
[00:05:39.120 --> 00:05:40.120]  和我這樣分享
[00:05:40.120 --> 00:05:45.120]  他說職場正是一個真實的屬靈操練的地方
[00:05:45.120 --> 00:05:54.120]  神拆毀了他過去年少的任性和自我的態度
[00:05:54.120 --> 00:05:58.120]  建立了他一個較為成熟的品格
[00:05:58.120 --> 00:06:03.120]  他發現聖經不只是做和不做的誡明
[00:06:03.120 --> 00:06:09.120]  其實裡面說了很多處人處事的智慧
[00:06:09.120 --> 00:06:14.120]  在人際衝突當中,他透過祈禱讀經
[00:06:14.120 --> 00:06:18.120]  神給他很多的勇氣和能耐
[00:06:18.120 --> 00:06:22.120]  這些東西,他不是天生就有
[00:06:22.120 --> 00:06:27.120]  但是他是因為這份禱告和讀經
[00:06:27.120 --> 00:06:30.120]  神給他一份能耐
[00:06:30.120 --> 00:06:34.120]  六年後,這個弟兄在一眾年長的同事當中
[00:06:34.120 --> 00:06:37.120]  被提升至一個CEO
[00:06:37.120 --> 00:06:39.120]  但是他最深知的一件事就是
[00:06:39.120 --> 00:06:43.120]  是天父一直給他很多磨練的機會
[00:06:43.120 --> 00:06:45.120]  他才有今天
[00:06:45.120 --> 00:06:49.120]  事實上,能夠在人事衝突
[00:06:49.120 --> 00:06:52.120]  能夠繼續去忍耐
[00:06:52.120 --> 00:06:54.120]  是需要資源的
[00:06:54.120 --> 00:06:57.120]  我們最大的資源是什麼呢?
[00:06:57.120 --> 00:07:01.120]  第二方面,看顧我們的天父
[00:07:01.120 --> 00:07:07.120]  我們看看第26章第4至17節
[00:07:07.120 --> 00:07:10.120]  說到大衛知道索羅尼
[00:07:10.120 --> 00:07:14.120]  他這次第二次見到索羅尼
[00:07:14.120 --> 00:07:17.120]  他先去探軍情
[00:07:17.120 --> 00:07:19.120]  為什麼我說第一第二次呢?
[00:07:19.120 --> 00:07:21.120]  為什麼這麼分呢?
[00:07:21.120 --> 00:07:25.120]  因為其實在23章的26節
[00:07:25.120 --> 00:07:28.120]  大衛見到索羅尼
[00:07:28.120 --> 00:07:30.120]  不是去找人探軍情
[00:07:30.120 --> 00:07:33.120]  他第一個反應是走
[00:07:33.120 --> 00:07:35.120]  但是能走去哪裡呢?
[00:07:35.120 --> 00:07:36.120]  他走不掉
[00:07:36.120 --> 00:07:42.120]  因為已經被索羅尼重重包圍著
[00:07:42.120 --> 00:07:47.120]  頂姐妹當我們有時想走
[00:07:47.120 --> 00:07:50.120]  已經不是想正面看著他
[00:07:50.120 --> 00:07:52.120]  但是你走不掉的時候
[00:07:52.120 --> 00:07:54.120]  你會怎樣呢?
[00:07:54.120 --> 00:07:57.120]  會不會內心感到非常無奈
[00:07:57.120 --> 00:08:01.120]  好像等受靶一樣
[00:08:01.120 --> 00:08:04.120]  那時候我們會不會祈禱呢?
[00:08:04.120 --> 00:08:11.120]  但是那份祈禱是一份嘆息
[00:08:11.120 --> 00:08:13.120]  還是很有信心
[00:08:13.120 --> 00:08:14.120]  上帝就算是這樣
[00:08:14.120 --> 00:08:18.120]  你都可以救我脫離這個困局
[00:08:18.120 --> 00:08:20.120]  在23章的27節
[00:08:20.120 --> 00:08:29.120]  索羅當他正式對大衛不利的時候
[00:08:29.120 --> 00:08:31.120]  索羅收到一個消息
[00:08:31.120 --> 00:08:34.120]  就是他的地方被人突襲
[00:08:34.120 --> 00:08:41.120]  他要趕緊回到自己的地方去迎戰
[00:08:41.120 --> 00:08:45.120]  而不再對大衛做出任何的事
[00:08:45.120 --> 00:08:47.120]  大衛能夠逃過一劫
[00:08:47.120 --> 00:08:50.120]  我很深信是上帝的看顧
[00:08:50.120 --> 00:08:56.120]  其實神不是要先等你祈禱才出手
[00:08:56.120 --> 00:08:58.120]  因為一件事很清楚
[00:08:58.120 --> 00:09:01.120]  就是剛才我說的第23章那裡
[00:09:01.120 --> 00:09:03.120]  沒有記載大衛有沒有祈禱
[00:09:03.120 --> 00:09:06.120]  也沒有記載大衛當時的信心如何
[00:09:06.120 --> 00:09:08.120]  因為主耶穌說了一件事
[00:09:08.120 --> 00:09:10.120]  因為在你們求以先
[00:09:10.120 --> 00:09:14.120]  你們的需要天父早已知道
[00:09:14.120 --> 00:09:18.120]  你們的需要天父早已知道
[00:09:18.120 --> 00:09:20.120]  我有一位中年的弟兄
[00:09:20.120 --> 00:09:23.120]  我有一次見到他跟他聊天
[00:09:23.120 --> 00:09:25.120]  他跟我分享他在工作裡面
[00:09:25.120 --> 00:09:28.120]  他如何經歷到神那份的保守
[00:09:28.120 --> 00:09:33.120]  他負責接待一些外國的領導人
[00:09:33.120 --> 00:09:36.120]  有一次當他送領導人去機場
[00:09:36.120 --> 00:09:39.120]  哇 下到很大雨
[00:09:39.120 --> 00:09:41.120]  差不多大雨到
[00:09:41.120 --> 00:09:44.120]  好像前面的路太遠
[00:09:44.120 --> 00:09:46.120]  開始看不到這樣的情況
[00:09:46.120 --> 00:09:48.120]  他當時很緊張
[00:09:48.120 --> 00:09:50.120]  因為他很怕天氣的緣故
[00:09:50.120 --> 00:09:54.120]  會延誤起飛的時間
[00:09:54.120 --> 00:09:55.120]  如果是這樣的話
[00:09:55.120 --> 00:09:57.120]  當中會帶來很多不同的變數
[00:09:57.120 --> 00:09:59.120]  而這些變數他很擔心
[00:09:59.120 --> 00:10:02.120]  因為他要全負責
[00:10:02.120 --> 00:10:06.120]  他內心有聲也好無聲也好
[00:10:06.120 --> 00:10:09.120]  不斷地祈禱 越祈越迫切
[00:10:09.120 --> 00:10:12.120]  但奇妙的是同時發生
[00:10:12.120 --> 00:10:15.120]  當領導人準備上飛機的時候
[00:10:15.120 --> 00:10:18.120]  天突然停雨
[00:10:18.120 --> 00:10:20.120]  還有太陽
[00:10:20.120 --> 00:10:24.120]  領導人很順利地乘飛機離開
[00:10:24.120 --> 00:10:26.120]  他在我面前說這件事之後
[00:10:26.120 --> 00:10:29.120]  仍然好像當時那樣
[00:10:29.120 --> 00:10:31.120]  然後不斷在我面前唱歌
[00:10:31.120 --> 00:10:33.120]  一個中年人在我面前唱歌
[00:10:33.120 --> 00:10:36.120]  雖然我樣子有點像中年人
