
[00:00:00.000 --> 00:00:09.000]  思想之前我們再一次低頭禱告
[00:00:09.000 --> 00:00:13.000]  求主幫助我們打通我們的心
[00:00:13.000 --> 00:00:18.000]  使我們能夠明白祢的說話
[00:00:18.000 --> 00:00:20.000]  願主施恩
[00:00:20.000 --> 00:00:24.000]  讓祢的話語真在我們的生命裏面
[00:00:24.000 --> 00:00:26.000]  來影響我們
[00:00:26.000 --> 00:00:30.000]  奉耶穌基督的聖名 阿們
[00:00:30.000 --> 00:00:33.000]  剛才我們看的一段經文
[00:00:33.000 --> 00:00:37.000]  簡單來說就是
[00:00:37.000 --> 00:00:42.000]  一班祭司長和百姓的長老
[00:00:42.000 --> 00:00:44.000]  即是一班宗教領袖
[00:00:44.000 --> 00:00:47.000]  來問耶穌一個問題
[00:00:47.000 --> 00:00:49.000]  耶穌沒有回答他們
[00:00:49.000 --> 00:00:53.000]  反而用另一個問題來問他們
[00:00:53.000 --> 00:00:55.000]  結果他們不回答耶穌
[00:00:55.000 --> 00:00:57.000]  耶穌說我都不回答你們
[00:00:57.000 --> 00:01:02.000]  接著耶穌再問他們一個問題
[00:01:02.000 --> 00:01:09.000]  這個問題是從一個比喻裏面引申出來的
[00:01:09.000 --> 00:01:13.000]  他們也回答了耶穌的問題
[00:01:13.000 --> 00:01:17.000]  然後耶穌說了一番話
[00:01:17.000 --> 00:01:22.000]  這個比喻是兩個兒子比喻的一個目的
[00:01:22.000 --> 00:01:26.000]  就是要指出這班宗教領袖
[00:01:26.000 --> 00:01:31.000]  他們在信仰上的偏差
[00:01:31.000 --> 00:01:33.000]  《馬太方案》裏面
[00:01:33.000 --> 00:01:36.000]  其實記載了有幾班的宗教領袖
[00:01:36.000 --> 00:01:38.000]  不同的宗教領袖
[00:01:38.000 --> 00:01:43.000]  其實平時的宗教領袖是有分歧的
[00:01:43.000 --> 00:01:46.000]  但在聖經裏面給我們看到
[00:01:46.000 --> 00:01:49.000]  在這個時候他們是很一致的
[00:01:49.000 --> 00:01:53.000]  因為他們有相同的一個目標就是要消滅耶穌
[00:01:53.000 --> 00:01:54.000]  所以他們是很一致的
[00:01:54.000 --> 00:01:57.000]  所以我們有時見到是祭司長和長老
[00:01:57.000 --> 00:01:59.000]  有時見到是祭司長和文士
[00:01:59.000 --> 00:02:02.000]  有時見到是祭司長和法尼塞人
[00:02:02.000 --> 00:02:07.000]  這個也在《馬太方案》第21章裏面出現
[00:02:07.000 --> 00:02:09.000]  這一班的宗教領袖
[00:02:09.000 --> 00:02:12.000]  無論是哪一班人
[00:02:12.000 --> 00:02:14.000]  在一般人的心目中
[00:02:14.000 --> 00:02:20.000]  他們都是一班比較熟悉靈性的人
[00:02:20.000 --> 00:02:23.000]  在宗教上他們是相信上帝
[00:02:23.000 --> 00:02:26.000]  而且是很忠心侍奉上帝
[00:02:26.000 --> 00:02:32.000]  而且是很熟悉律法、聖經的一班人
[00:02:32.000 --> 00:02:35.000]  如果對照今天的教會
[00:02:35.000 --> 00:02:41.000]  很可能就是一班教務、長執的人
[00:02:41.000 --> 00:02:45.000]  我們都認為他們應該比較熟悉靈性
[00:02:45.000 --> 00:02:48.000]  他們在靈性上是高超一點
[00:02:48.000 --> 00:02:50.000]  但是在聖經裏面
[00:02:50.000 --> 00:02:52.000]  我們經常見到一個情況
[00:02:52.000 --> 00:02:57.000]  就是耶穌指責這一班人
[00:02:57.000 --> 00:03:01.000]  如果宗教領袖耶穌都指責
[00:03:01.000 --> 00:03:04.000]  不知道那些信徒到底是怎樣呢?
[00:03:04.000 --> 00:03:09.000]  如果宗教領袖的信仰都出現問題
[00:03:09.000 --> 00:03:15.000]  那些信徒的信仰又會是怎樣正確呢?
[00:03:15.000 --> 00:03:19.000]  這個都值得我們思考
[00:03:19.000 --> 00:03:22.000]  今天到底在我們的教會裏面
[00:03:22.000 --> 00:03:26.000]  當時一班宗教領袖的錯誤
[00:03:26.000 --> 00:03:31.000]  有沒有浮現在我們今天的教會
[00:03:31.000 --> 00:03:34.000]  或者在我們的信仰裏面
[00:03:34.000 --> 00:03:39.000]  這個也是我今天和大家思考的目的
[00:03:39.000 --> 00:03:42.000]  在經文裏面我們見到
[00:03:42.000 --> 00:03:46.000]  馬太福音21章23節一開始的時候說
[00:03:46.000 --> 00:03:48.000]  耶穌進了聖殿
[00:03:48.000 --> 00:03:50.000]  在教導人的時候
[00:03:50.000 --> 00:03:56.000]  祭司長和百姓的長老來找耶穌
[00:03:56.000 --> 00:03:59.000]  他們為什麼來找耶穌呢?
[00:03:59.000 --> 00:04:04.000]  聖經裏面說到當一班人來找耶穌的時候
[00:04:04.000 --> 00:04:08.000]  其實都有一個不良的動機
[00:04:08.000 --> 00:04:11.000]  他們不是來請教耶穌
[00:04:11.000 --> 00:04:15.000]  神學上的問題 信仰上的問題
[00:04:15.000 --> 00:04:18.000]  他們就算來請教耶穌的問題
[00:04:18.000 --> 00:04:23.000]  這個問題背後都有一些陷阱
[00:04:23.000 --> 00:04:27.000]  所以當他們來問耶穌這一條問題
[00:04:27.000 --> 00:04:30.000]  都有一個目的
[00:04:30.000 --> 00:04:32.000]  什麼目的呢?
[00:04:32.000 --> 00:04:34.000]  就是要消滅耶穌
[00:04:34.000 --> 00:04:36.000]  他們問耶穌什麼問題呢?
[00:04:36.000 --> 00:04:39.000]  耶穌你做這些事情
[00:04:39.000 --> 00:04:43.000]  到底你有什麼權柄
[00:04:43.000 --> 00:04:45.000]  你的權柄從哪裡來
[00:04:45.000 --> 00:04:48.000]  耶穌做了什麼事呢?
[00:04:48.000 --> 00:04:51.000]  我們簡單來說在馬太福音
[00:04:51.000 --> 00:04:54.000]  我們見到耶穌做了三件事
[00:04:54.000 --> 00:04:58.000]  而這三件事很明顯觸動了
[00:04:58.000 --> 00:05:01.000]  一班宗教領袖的神經
[00:05:01.000 --> 00:05:04.000]  所以他們來找耶穌
[00:05:04.000 --> 00:05:06.000]  耶穌做了三件事
[00:05:06.000 --> 00:05:08.000]  第一件事馬太福音21章
[00:05:08.000 --> 00:05:10.000]  一開始是什麼呢?
[00:05:10.000 --> 00:05:13.000]  耶穌騎驢進入耶路撒冷
[00:05:13.000 --> 00:05:15.000]  很多人來迎接耶穌
[00:05:15.000 --> 00:05:19.000]  高聲說「和撒拿歸於大衛的子」
[00:05:19.000 --> 00:05:22.000]  「奉主名利的應當稱重的」
[00:05:22.000 --> 00:05:25.000]  「至高無上,和撒拿」
[00:05:25.000 --> 00:05:27.000]  全城都轟動
[00:05:27.000 --> 00:05:31.000]  轟動完,歡迎完
[00:05:31.000 --> 00:05:34.000]  他們就問這是誰呢?
[00:05:34.000 --> 00:05:36.000]  很奇怪的事情
[00:05:36.000 --> 00:05:39.000]  歡迎完耶穌才問這是誰
[00:05:39.000 --> 00:05:41.000]  有人就告訴他們
[00:05:41.000 --> 00:05:45.000]  這是從加里里的那撒拿來的先知耶穌
[00:05:45.000 --> 00:05:50.000]  耶穌騎驢進耶路撒冷
[00:05:50.000 --> 00:05:57.000]  我們知道耶穌進入了壽蘭州
[00:05:57.000 --> 00:06:00.000]  耶穌快要釘十字架
[00:06:00.000 --> 00:06:03.000]  所以今天我們看的馬太福音21章
[00:06:03.000 --> 00:06:04.000]  這一段經文
[00:06:04.000 --> 00:06:06.000]  就是過幾天
[00:06:06.000 --> 00:06:08.000]  耶穌就會上十字架
[00:06:08.000 --> 00:06:10.000]  發生在這個時候
[00:06:10.000 --> 00:06:13.000]  第二件事是什麼呢?
[00:06:13.000 --> 00:06:15.000]  耶穌進了城之後
[00:06:15.000 --> 00:06:21.000]  耶穌在聖殿趕出那些做買賣的人
[00:06:21.000 --> 00:06:24.000]  耶穌採取清場行動
[00:06:24.000 --> 00:06:28.000]  一個人將那一班人都趕走
[00:06:28.000 --> 00:06:33.000]  香港警方真的要學習一下
[00:06:33.000 --> 00:06:36.000]  為什麼耶穌做得到呢?
[00:06:36.000 --> 00:06:37.000]  不是因為耶穌
[00:06:37.000 --> 00:06:41.000]  而是那班佔領的人的罪咎
[00:06:41.000 --> 00:06:46.000]  其實他們知道自己在那個地方做買賣
[00:06:46.000 --> 00:06:47.000]  對不對?
[00:06:47.000 --> 00:06:48.000]  不對
[00:06:48.000 --> 00:06:52.000]  所以耶穌可以這麼順利地趕走他們
[00:06:52.000 --> 00:06:55.000]  今天那班人佔據一個場地
[00:06:55.000 --> 00:06:57.000]  我相信不是這樣的心態
[00:06:57.000 --> 00:07:01.000]  所以不是一件這麼容易的事
[00:07:01.000 --> 00:07:03.000]  耶穌引聖經說
[00:07:03.000 --> 00:07:06.000]  不要將我的殿變成了賊窩
[00:07:06.000 --> 00:07:10.000]  因為我的殿要是萬國萬民禱告的殿
[00:07:10.000 --> 00:07:14.000]  所以耶穌在那裏醫治了乞子、窮子
[00:07:14.000 --> 00:07:17.000]  然後在一個聖殿那裏
[00:07:17.000 --> 00:07:23.000]  有一班小朋友大聲來讚美耶穌
[00:07:23.000 --> 00:07:26.000]  和珊娜歸於大衛之子
[00:07:26.000 --> 00:07:29.000]  當這班小朋友讚美的時候
[00:07:29.000 --> 00:07:34.000]  聖經記載祭司長和一些領袖
[00:07:34.000 --> 00:07:37.000]  很生氣
[00:07:37.000 --> 00:07:38.000]  很生氣
[00:07:38.000 --> 00:07:40.000]  聽到一些讚美的聲音
[00:07:40.000 --> 00:07:42.000]  生氣
[00:07:42.000 --> 00:07:44.000]  這是第二件事
[00:07:44.000 --> 00:07:46.000]  第三件事就是
[00:07:46.000 --> 00:07:47.000]  在第二天
[00:07:47.000 --> 00:07:50.000]  當耶穌回耶路撒冷的時候
[00:07:50.000 --> 00:07:54.000]  途中經過一棵無花果樹
[00:07:54.000 --> 00:07:58.000]  想在無花果樹找一些果子來吃
[00:07:58.000 --> 00:08:00.000]  不過找不到
[00:08:00.000 --> 00:08:04.000]  這棵無花果樹只有很多的葉
[00:08:04.000 --> 00:08:06.000]  但是沒有果
[00:08:06.000 --> 00:08:09.000]  於是耶穌就在這棵無花果樹
[00:08:09.000 --> 00:08:11.000]  他就枯死了
[00:08:11.000 --> 00:08:12.000]  這三件事
[00:08:12.000 --> 00:08:15.000]  之後就是二十三節
[00:08:15.000 --> 00:08:18.000]  耶穌回到一個地方
[00:08:18.000 --> 00:08:20.000]  我們不知道當時有沒有人在那裏做買賣
[00:08:20.000 --> 00:08:23.000]  不過耶穌照他一貫的做法
[00:08:23.000 --> 00:08:26.000]  就是在那個地方來教導人
[00:08:26.000 --> 00:08:29.000]  當耶穌教導人的時候
[00:08:29.000 --> 00:08:31.000]  這一班宗教領袖
[00:08:31.000 --> 00:08:33.000]  因為前面說他們很生氣
[00:08:33.000 --> 00:08:34.000]  所以他們沉著
[00:08:34.000 --> 00:08:36.000]  他們來找耶穌
[00:08:36.000 --> 00:08:39.000]  為要捉拿耶穌的把柄
[00:08:39.000 --> 00:08:41.000]  來處死耶穌
[00:08:41.000 --> 00:08:43.000]  問耶穌一條問題
[00:08:43.000 --> 00:08:46.000]  你的權柄在哪裏來
[00:08:46.000 --> 00:08:48.000]  耶穌沒有回答他們
[00:08:48.000 --> 00:08:50.000]  因為耶穌不回答
[00:08:50.000 --> 00:08:53.000]  因為他知道他的時候還沒有到
[00:08:53.000 --> 00:08:55.000]  反而耶穌反問他們
[00:08:55.000 --> 00:08:58.000]  耶穌的反問其實就是
[00:08:58.000 --> 00:09:00.000]  他們想要的
[00:09:00.000 --> 00:09:02.000]  問耶穌的答案
[00:09:02.000 --> 00:09:04.000]  耶穌反問他們
[00:09:04.000 --> 00:09:07.000]  約翰的洗禮從哪裏來
[00:09:07.000 --> 00:09:10.000]  從天上來還是從人間來
[00:09:10.000 --> 00:09:13.000]  他們問耶穌只是要問這個問題
[00:09:13.000 --> 00:09:16.000]  耶穌你的權柄從天上來還是從人間來
[00:09:16.000 --> 00:09:18.000]  他們只是想問耶穌這條問題
[00:09:18.000 --> 00:09:20.000]  耶穌反問他們
[00:09:20.000 --> 00:09:21.000]  你們先告訴我
[00:09:21.000 --> 00:09:25.000]  約翰的洗禮從天上來還是從人間來
[00:09:25.000 --> 00:09:29.000]  他們就在開會討論
[00:09:29.000 --> 00:09:33.000]  他們心裏面知道
[00:09:33.000 --> 00:09:35.000]  他們頭腦上知道
[00:09:35.000 --> 00:09:40.000]  約翰的洗禮應該是從天上來
[00:09:40.000 --> 00:09:46.000]  但是他們不承認
[00:09:46.000 --> 00:09:48.000]  他們不相信
[00:09:48.000 --> 00:09:51.000]  所以頭腦和相信之間
[00:09:51.000 --> 00:09:53.000]  還有一段距離
[00:09:53.000 --> 00:09:55.000]  知道不等於相信
[00:09:55.000 --> 00:09:57.000]  因為如果他們表達
[00:09:57.000 --> 00:10:00.000]  相信約翰的洗禮從天上來
[00:10:00.000 --> 00:10:01.000]  意思是甚麼
[00:10:01.000 --> 00:10:04.000]  他們要跟從約翰
[00:10:04.000 --> 00:10:09.000]  有時做領袖都有壓力
[00:10:09.000 --> 00:10:11.000]  壓力是甚麼
[00:10:11.000 --> 00:10:13.000]  你要跟人就不容易
[00:10:13.000 --> 00:10:15.000]  可能他們習慣在前面
[00:10:15.000 --> 00:10:19.000]  不想在後面跟從約翰
[00:10:19.000 --> 00:10:22.000]  所以他們不承認約翰的洗禮
[00:10:22.000 --> 00:10:26.000]  所以他們說如果從天上來
[00:10:26.000 --> 00:10:30.000]  耶穌會問他們為甚麼不相信
[00:10:30.000 --> 00:10:32.000]  你都說是從天上來
[00:10:32.000 --> 00:10:34.000]  為甚麼你不相信
[00:10:34.000 --> 00:10:36.000]  他們就不能說
[00:10:36.000 --> 00:10:38.000]  不過另外一方面
[00:10:38.000 --> 00:10:41.000]  如果他們說從人間來
[00:10:41.000 --> 00:10:45.000]  這班領袖其實膽子都很小
[00:10:45.000 --> 00:10:47.000]  他們怕群眾
[00:10:47.000 --> 00:10:50.000]  我們見到群眾的勢力有多大
[00:10:50.000 --> 00:10:53.000]  我們了解群眾的勢力
[00:10:53.000 --> 00:10:55.000]  他們害怕
[00:10:55.000 --> 00:10:58.000]  如果他們說約翰的洗禮從人來
[00:10:58.000 --> 00:11:00.000]  他們就怕群眾
[00:11:00.000 --> 00:11:04.000]  說他們侮辱上帝派來的先知
[00:11:04.000 --> 00:11:06.000]  將他們處死
[00:11:06.000 --> 00:11:10.000]  其實耶穌給他們一個問題
[00:11:10.000 --> 00:11:13.000]  令他們陷入一個困境
[00:11:13.000 --> 00:11:15.000]  其實就是原本他們想
[00:11:15.000 --> 00:11:18.000]  要耶穌陷入的一個困境
[00:11:18.000 --> 00:11:22.000]  於是他們商量之後
[00:11:22.000 --> 00:11:25.000]  他們回答甚麼呢
[00:11:25.000 --> 00:11:28.000]  我們不知道
[00:11:28.000 --> 00:11:30.000]  是不是不知道
[00:11:30.000 --> 00:11:33.000]  他們不是不知道
[00:11:33.000 --> 00:11:38.000]  只不過是他們不相信約翰的洗禮
[00:11:38.000 --> 00:11:41.000]  不跟從約翰的洗禮
[00:11:41.000 --> 00:11:45.000]  他們明顯是違背自己的良心
[00:11:45.000 --> 00:11:47.000]  說謊
[00:11:47.000 --> 00:11:51.000]  一班領袖在面對一個問題的時候
[00:11:51.000 --> 00:11:55.000]  其實他們的誠信盡失
[00:11:55.000 --> 00:12:01.000]  耶穌就沒有回答他們的問題
[00:12:01.000 --> 00:12:04.000]  耶穌只說我不告訴你
[00:12:04.000 --> 00:12:06.000]  他可以好像耶穌那樣說
