
[00:00:00.000 --> 00:00:03.600]  我們一起向我們的神感恩
[00:00:03.600 --> 00:00:04.880]  一起祈禱
[00:00:04.880 --> 00:00:06.720]  我們多謝全能的天父
[00:00:06.720 --> 00:00:08.880]  祢在各樣的事上
[00:00:08.880 --> 00:00:10.240]  恩待我們
[00:00:10.240 --> 00:00:11.440]  帶領我們
[00:00:11.440 --> 00:00:16.000]  雖然有時我們甚至不懂去數算祢這些恩典
[00:00:16.000 --> 00:00:18.560]  但是我們很清楚
[00:00:18.560 --> 00:00:21.680]  祢是一路帶著我們走
[00:00:21.680 --> 00:00:24.480]  一路與我們同在同行
[00:00:24.480 --> 00:00:27.760]  願主祢繼續看顧我們
[00:00:27.760 --> 00:00:28.640]  侍奉祢
[00:00:28.640 --> 00:00:30.720]  敬拜祢的時間
[00:00:30.720 --> 00:00:31.600]  侍奉祢
[00:00:31.600 --> 00:00:34.240]  敬拜祢的弟兄姊妹
[00:00:34.240 --> 00:00:37.760]  今天我們繼續從《羅馬書》第八章
[00:00:37.760 --> 00:00:40.160]  去學習祢的教導
[00:00:40.160 --> 00:00:41.440]  祢的真理
[00:00:41.440 --> 00:00:45.280]  願主祢在我們每一個人的心裏面
[00:00:45.280 --> 00:00:46.720]  讓我們開放
[00:00:46.720 --> 00:00:49.920]  給聖靈來幫助
[00:00:49.920 --> 00:00:50.880]  教導
[00:00:50.880 --> 00:00:52.400]  為我們禱告
[00:00:52.400 --> 00:00:55.760]  以致我們更深的認識
[00:00:55.760 --> 00:00:56.960]  了解
[00:00:56.960 --> 00:00:58.960]  從心裏體會
[00:00:58.960 --> 00:01:00.960]  又將這些真理
[00:01:00.960 --> 00:01:04.960]  實際上在生活上活出來
[00:01:04.960 --> 00:01:06.960]  願主祢這樣幫助我們
[00:01:06.960 --> 00:01:08.960]  無論我們在現場
[00:01:08.960 --> 00:01:11.760]  或者在家網上的敬拜
[00:01:11.760 --> 00:01:13.760]  和聽道
[00:01:13.760 --> 00:01:15.760]  都得到祢的祝福
[00:01:15.760 --> 00:01:16.960]  仰望感恩
[00:01:16.960 --> 00:01:18.960]  奉靠救主耶穌的名
[00:01:18.960 --> 00:01:20.960]  阿們
[00:01:20.960 --> 00:01:22.960]  在讀經之前
[00:01:22.960 --> 00:01:26.080]  我就交代幾句
[00:01:26.080 --> 00:01:28.080]  自從去年十一月開始
[00:01:28.080 --> 00:01:31.840]  我就已經在《羅馬書》第八章
[00:01:31.840 --> 00:01:33.840]  開始講道
[00:01:33.840 --> 00:01:38.560]  到現在二月已經講到第四次
[00:01:38.560 --> 00:01:42.640]  本來我希望今天可以講完第八章
[00:01:42.640 --> 00:01:44.640]  但是之前在預備的時候
[00:01:44.640 --> 00:01:45.920]  我又發覺
[00:01:45.920 --> 00:01:47.920]  如果我今天要講完
[00:01:47.920 --> 00:01:50.400]  第八章未講完的經文
[00:01:50.400 --> 00:01:56.160]  要講到中堂還未開始
[00:01:56.160 --> 00:01:58.160]  還未講完
[00:01:58.160 --> 00:02:00.160]  所以我最終決定
[00:02:00.160 --> 00:02:02.160]  下個月,三月的時候
[00:02:02.160 --> 00:02:04.160]  就要再講多一次
[00:02:04.160 --> 00:02:06.160]  《羅馬書》第八章
[00:02:06.160 --> 00:02:09.680]  就可以好好地完成
[00:02:09.680 --> 00:02:11.680]  但是我們的目的不是為了
[00:02:11.680 --> 00:02:13.680]  完成它
[00:02:13.680 --> 00:02:15.680]  做完
[00:02:15.680 --> 00:02:17.680]  我們的目的是真的要明白
[00:02:17.680 --> 00:02:19.680]  所以我決定要講多一次
[00:02:19.680 --> 00:02:21.680]  所以下個月
[00:02:21.680 --> 00:02:23.680]  就要講第五次
[00:02:23.680 --> 00:02:25.680]  在十一月的時候
[00:02:25.680 --> 00:02:27.680]  我們所講的
[00:02:27.680 --> 00:02:29.680]  其中一個重點
[00:02:29.680 --> 00:02:31.680]  就是我們在
[00:02:31.680 --> 00:02:33.680]  我們的信仰上面
[00:02:33.680 --> 00:02:35.680]  很多時候
[00:02:35.680 --> 00:02:37.680]  有一些不平衡
[00:02:37.680 --> 00:02:39.680]  以致我們基督徒的生活
[00:02:39.680 --> 00:02:41.680]  都會有時有些不平衡
[00:02:41.680 --> 00:02:43.680]  因為有一種不平衡的了解
[00:02:43.680 --> 00:02:45.680]  變成有一種不平衡的信仰
[00:02:45.680 --> 00:02:47.680]  以致我們有一種
[00:02:47.680 --> 00:02:49.680]  不平衡的基督徒的生活
[00:02:49.680 --> 00:02:51.680]  怎樣不平衡呢?
[00:02:51.680 --> 00:02:53.680]  大家如果
[00:02:53.680 --> 00:02:55.680]  還有少少記憶的話
[00:02:55.680 --> 00:02:57.680]  我們再重溫
[00:02:57.680 --> 00:02:59.680]  大家更加容易明白
[00:02:59.680 --> 00:03:01.680]  今天我們一路講的
[00:03:01.680 --> 00:03:03.680]  因為這個十一月講的
[00:03:03.680 --> 00:03:05.680]  有很多時候
[00:03:05.680 --> 00:03:07.680]  我問自己
[00:03:07.680 --> 00:03:09.680]  上個月我講了些什麼呢?
[00:03:09.680 --> 00:03:11.680]  有時有些都不太記得
[00:03:11.680 --> 00:03:13.680]  所以如果你不記得
[00:03:13.680 --> 00:03:15.680]  不用責怪自己
[00:03:15.680 --> 00:03:17.680]  在八月
[00:03:17.680 --> 00:03:19.680]  在八章一開始的時候
[00:03:19.680 --> 00:03:21.680]  我們就講到
[00:03:21.680 --> 00:03:23.680]  這個不平衡的基督徒的生命
[00:03:23.680 --> 00:03:25.680]  其中一樣就是
[00:03:25.680 --> 00:03:27.680]  我們太過緬懷過去
[00:03:27.680 --> 00:03:29.680]  經常想當年
[00:03:29.680 --> 00:03:31.680]  我們這些年紀開始大的人
[00:03:31.680 --> 00:03:33.680]  就更加時時會想當年
[00:03:33.680 --> 00:03:35.680]  為什麼這麼容易想當年呢?
[00:03:35.680 --> 00:03:37.680]  因為想過去的年日
[00:03:37.680 --> 00:03:39.680]  是多過
[00:03:39.680 --> 00:03:41.680]  想將來的年日
[00:03:41.680 --> 00:03:43.680]  因為過了幾十年
[00:03:43.680 --> 00:03:45.680]  前面沒有那麼多
[00:03:45.680 --> 00:03:47.680]  過幾十年
[00:03:47.680 --> 00:03:49.680]  譬如我這些
[00:03:49.680 --> 00:03:51.680]  六十多歲
[00:03:51.680 --> 00:03:53.680]  有過去的六十多年
[00:03:53.680 --> 00:03:55.680]  讓我去想
[00:03:55.680 --> 00:03:57.680]  但接下來前面
[00:03:57.680 --> 00:03:59.680]  沒有六十多年那麼長命
[00:03:59.680 --> 00:04:01.680]  我估計不會有一百二十歲
[00:04:01.680 --> 00:04:03.680]  所以想過去
[00:04:03.680 --> 00:04:05.680]  一定是多時間
[00:04:05.680 --> 00:04:07.680]  多過想將來
[00:04:07.680 --> 00:04:09.680]  很多時候我們基督徒的生命
[00:04:09.680 --> 00:04:11.680]  我們都是想我已經被稱為
[00:04:11.680 --> 00:04:13.680]  這麼開心
[00:04:13.680 --> 00:04:15.680]  這麼值得去慶祝
[00:04:15.680 --> 00:04:17.680]  去紀念的事
[00:04:17.680 --> 00:04:19.680]  經常去想它
[00:04:19.680 --> 00:04:23.680]  我們一想
[00:04:23.680 --> 00:04:25.680]  就會跳去想
[00:04:25.680 --> 00:04:27.680]  如果我將來
[00:04:27.680 --> 00:04:29.680]  可以去天堂
[00:04:29.680 --> 00:04:31.680]  我就得到榮耀
[00:04:31.680 --> 00:04:33.680]  我們很希望
[00:04:33.680 --> 00:04:35.680]  這一天會很快來
[00:04:35.680 --> 00:04:37.680]  甚至有些基督徒想
[00:04:37.680 --> 00:04:39.680]  如果明天耶穌回來
[00:04:39.680 --> 00:04:41.680]  我今天就預備好
[00:04:41.680 --> 00:04:43.680]  今天我就會
[00:04:43.680 --> 00:04:45.680]  用多些時間來
[00:04:45.680 --> 00:04:47.680]  祈禱認罪
[00:04:47.680 --> 00:04:49.680]  預備見耶穌
[00:04:49.680 --> 00:04:51.680]  但是
[00:04:51.680 --> 00:04:53.680]  我們有時忘記了
[00:04:53.680 --> 00:04:55.680]  現在
[00:04:55.680 --> 00:04:57.680]  這個here and now
[00:04:57.680 --> 00:04:59.680]  這個現在今時今日
[00:04:59.680 --> 00:05:01.680]  我們在
[00:05:01.680 --> 00:05:03.680]  聖經裡面教我們
[00:05:03.680 --> 00:05:05.680]  在世上生活的時候
[00:05:05.680 --> 00:05:07.680]  我們要生活成性
[00:05:07.680 --> 00:05:09.680]  不要只想著過去
[00:05:09.680 --> 00:05:11.680]  或者只想著將來
[00:05:11.680 --> 00:05:13.680]  我們要想
[00:05:13.680 --> 00:05:15.680]  現在神的旨意
[00:05:15.680 --> 00:05:17.680]  是叫我們要
[00:05:17.680 --> 00:05:19.680]  生活成性
[00:05:19.680 --> 00:05:21.680]  這個就是
[00:05:21.680 --> 00:05:23.680]  第八章裡面
[00:05:23.680 --> 00:05:25.680]  我要和大家一起想的
[00:05:25.680 --> 00:05:27.680]  其中一個很重要的主題
[00:05:27.680 --> 00:05:29.680]  亦都是希望
[00:05:29.680 --> 00:05:31.680]  完成了第八章這些
[00:05:31.680 --> 00:05:33.680]  學習之後
[00:05:33.680 --> 00:05:35.680]  我們基督徒的生活
[00:05:35.680 --> 00:05:37.680]  平衡一些
[00:05:37.680 --> 00:05:39.680]  這個是我很想做到
[00:05:39.680 --> 00:05:41.680]  很想見到
[00:05:41.680 --> 00:05:43.680]  大家都有這樣的生命
[00:05:43.680 --> 00:05:45.680]  回憶這些
[00:05:45.680 --> 00:05:47.680]  一點點之後
[00:05:47.680 --> 00:05:49.680]  我們就開始讀
[00:05:49.680 --> 00:05:51.680]  今天的經文
[00:05:51.680 --> 00:05:53.680]  基本上是二十節
[00:05:53.680 --> 00:05:55.680]  到二十七節
[00:05:55.680 --> 00:05:57.680]  亦都是為了幫助大家
[00:05:57.680 --> 00:05:59.680]  有多一點點的
[00:05:59.680 --> 00:06:01.680]  回憶
[00:06:01.680 --> 00:06:03.680]  之前所講過的東西
[00:06:03.680 --> 00:06:05.680]  我們就由第十八節
[00:06:05.680 --> 00:06:07.680]  開始讀
[00:06:07.680 --> 00:06:09.680]  如果大家有
[00:06:09.680 --> 00:06:11.680]  下載了
[00:06:11.680 --> 00:06:13.680]  程序表
[00:06:13.680 --> 00:06:15.680]  那裡就沒有那麼多
[00:06:15.680 --> 00:06:17.680]  程序表那裡仍然是
[00:06:17.680 --> 00:06:19.680]  和合本來的
[00:06:19.680 --> 00:06:21.680]  我現在讀這個
[00:06:21.680 --> 00:06:23.680]  是新漢語譯本
[00:06:23.680 --> 00:06:25.680]  大家如果記得
[00:06:25.680 --> 00:06:27.680]  我很多時候都喜歡用新漢語譯本
[00:06:27.680 --> 00:06:29.680]  因為有一些字眼
[00:06:29.680 --> 00:06:31.680]  真的比起和合本
[00:06:31.680 --> 00:06:33.680]  會清楚一點
[00:06:33.680 --> 00:06:35.680]  和那些用詞
[00:06:35.680 --> 00:06:37.680]  一方面是現代一點
[00:06:37.680 --> 00:06:39.680]  和另外一方面是
[00:06:39.680 --> 00:06:41.680]  按著一些比較
[00:06:41.680 --> 00:06:43.680]  新的語言
[00:06:43.680 --> 00:06:45.680]  的研究
[00:06:45.680 --> 00:06:47.680]  而翻譯出來的
[00:06:47.680 --> 00:06:49.680]  有些地方會比較清楚
[00:06:49.680 --> 00:06:51.680]  所以很多時候我都會用
[00:06:51.680 --> 00:06:55.680]  八章的第十八節
[00:06:55.680 --> 00:06:57.680]  是上一次講的
[00:06:57.680 --> 00:06:59.680]  我們重溫那裡講到
[00:06:59.680 --> 00:07:01.680]  我認為現今所受的苦
[00:07:01.680 --> 00:07:03.680]  與將來要向我們
[00:07:03.680 --> 00:07:05.680]  顯現的榮耀相比
[00:07:05.680 --> 00:07:07.680]  根本算不得什麼
[00:07:07.680 --> 00:07:09.680]  這裡就已經
[00:07:09.680 --> 00:07:11.680]  講了給我們聽
[00:07:11.680 --> 00:07:13.680]  沒錯我們現今在世上生活
[00:07:13.680 --> 00:07:15.680]  是會有苦楚的
[00:07:15.680 --> 00:07:17.680]  是會有些苦難的
[00:07:17.680 --> 00:07:19.680]  是要受一些苦
[00:07:19.680 --> 00:07:21.680]  但是比起我們將來會得到的
[00:07:21.680 --> 00:07:23.680]  榮耀比較之下
[00:07:23.680 --> 00:07:25.680]  那些都不算是什麼
[00:07:25.680 --> 00:07:27.680]  正式所謂
[00:07:27.680 --> 00:07:29.680]  濕濕碎
[00:07:29.680 --> 00:07:31.680]  剛才和鄧小平聊天
[00:07:31.680 --> 00:07:33.680]  我說那些是一塊餅
[00:07:33.680 --> 00:07:35.680]  什麼叫一塊餅
[00:07:35.680 --> 00:07:37.680]  英文是piece of cake
[00:07:37.680 --> 00:07:39.680]  很簡單的事
[00:07:39.680 --> 00:07:41.680]  這個是
[00:07:41.680 --> 00:07:43.680]  十八節的一個
[00:07:43.680 --> 00:07:45.680]  很重要的主題
[00:07:45.680 --> 00:07:47.680]  一直到今天我們所講的經文
[00:07:47.680 --> 00:07:49.680]  仍然有這個主題
[00:07:49.680 --> 00:07:51.680]  然後十九節說
[00:07:51.680 --> 00:07:53.680]  受造之物熱切期待
[00:07:53.680 --> 00:07:55.680]  等候著神的眾子顯現
[00:07:55.680 --> 00:07:57.680]  那一種熱切期待
[00:07:57.680 --> 00:07:59.680]  等候
[00:07:59.680 --> 00:08:01.680]  因為在苦難中
