
[00:00:00.000 --> 00:00:01.500]  今日大家一齊坐在這裏
[00:00:01.500 --> 00:00:03.000]  同一天你要敬拜神
[00:00:03.000 --> 00:00:05.000]  要聽神的道
[00:00:05.000 --> 00:00:09.000]  我不知道這一刻你的感覺是怎樣的呢?
[00:00:09.000 --> 00:00:12.000]  神賜給你有生命氣息
[00:00:12.000 --> 00:00:13.500]  能夠去存活
[00:00:13.500 --> 00:00:18.500]  你認為你應該怎樣來過每天的生活呢?
[00:00:18.500 --> 00:00:24.000]  如果你是一個身體四肢嚴重傷殘的人
[00:00:24.000 --> 00:00:26.000]  當你信了耶穌之後
[00:00:26.000 --> 00:00:29.000]  你每天都仍然會面對困難
[00:00:29.000 --> 00:00:32.000]  你會不會可以說出
[00:00:32.000 --> 00:00:35.000]  困難是人人都有
[00:00:35.000 --> 00:00:38.000]  自乎個人怎樣看神的恩典
[00:00:38.000 --> 00:00:41.000]  在人的困難裏面來顯多呢?
[00:00:41.000 --> 00:00:44.000]  這番說話可不可以說得出呢?
[00:00:44.000 --> 00:00:46.000]  其實說這番說話的人就是
[00:00:46.000 --> 00:00:50.000]  回聲谷相見福音協會創會的會長
[00:00:50.000 --> 00:00:51.000]  林浩德弟兄
[00:00:51.000 --> 00:00:55.000]  他在他的會訊裏面所說的話
[00:00:55.000 --> 00:00:59.000]  其實對弟兄來說
[00:00:59.000 --> 00:01:01.000]  他相信了耶穌之後
[00:01:01.000 --> 00:01:03.000]  他蒙神的拯救
[00:01:03.000 --> 00:01:09.000]  其實他生活面對的困難並沒有減少
[00:01:09.000 --> 00:01:12.000]  假若你好像這位林弟兄一樣
[00:01:12.000 --> 00:01:14.000]  你信了耶穌之後
[00:01:14.000 --> 00:01:15.000]  你的生活
[00:01:15.000 --> 00:01:16.000]  你的人生
[00:01:16.000 --> 00:01:19.000]  可以怎樣呢?
[00:01:19.000 --> 00:01:22.000]  身體的艱難
[00:01:22.000 --> 00:01:27.000]  會不會帶來給人心靈的磨損呢?
[00:01:27.000 --> 00:01:30.000]  我們今天都會從約拿書的訊息
[00:01:30.000 --> 00:01:34.000]  去明白究竟
[00:01:34.000 --> 00:01:36.000]  當蒙神拯救之後
[00:01:36.000 --> 00:01:40.000]  人生應該是怎樣的
[00:01:40.000 --> 00:01:45.000]  我們會用自己得救後又如何的主題
[00:01:45.000 --> 00:01:47.000]  從約拿書第一章十七
[00:01:47.000 --> 00:01:49.000]  去到二章第十節
[00:01:49.000 --> 00:01:52.000]  幫助我們去重新思考
[00:01:52.000 --> 00:01:53.000]  好像約拿一樣
[00:01:53.000 --> 00:01:55.000]  得了神的拯救之後
[00:01:55.000 --> 00:01:56.000]  他的生活
[00:01:56.000 --> 00:01:58.000]  人生應該是怎樣
[00:01:58.000 --> 00:02:00.000]  會不會帶來給我們有的啟示
[00:02:00.000 --> 00:02:02.000]  我們同期來讀出
[00:02:02.000 --> 00:02:05.000]  約拿書第一章十七到二章的十節
[00:02:05.000 --> 00:02:07.000]  預備起
[00:02:07.000 --> 00:02:11.000]  「耶和華安排一條大魚吞了約拿
[00:02:11.000 --> 00:02:14.000]  他在漁福中三日三夜
[00:02:14.000 --> 00:02:18.000]  約拿在漁福中禱告耶和華他的神
[00:02:18.000 --> 00:02:22.000]  說:我遭遇患難求告耶和華
[00:02:22.000 --> 00:02:24.000]  你就應運我
[00:02:24.000 --> 00:02:26.000]  從陰間的深處呼求
[00:02:26.000 --> 00:02:29.000]  你就撫聽我的聲音
[00:02:29.000 --> 00:02:31.000]  你將我投下深淵
[00:02:31.000 --> 00:02:33.000]  就是海的深處
[00:02:33.000 --> 00:02:35.000]  大水環繞我
[00:02:35.000 --> 00:02:38.000]  你的波浪洪濤都漫過我身
[00:02:38.000 --> 00:02:42.000]  我說:我從你眼前雖被驅逐
[00:02:42.000 --> 00:02:45.000]  我仍要仰望你的聖殿
[00:02:45.000 --> 00:02:48.000]  珠水環繞我,幾乎淹沒我
[00:02:48.000 --> 00:02:50.000]  深淵圍住我
[00:02:50.000 --> 00:02:52.000]  海草纏繞我的頭
[00:02:52.000 --> 00:02:54.000]  我下到山根
[00:02:54.000 --> 00:02:57.000]  地的門將我永遠關住
[00:02:57.000 --> 00:02:59.000]  耶和華,我的神啊
[00:02:59.000 --> 00:03:03.000]  我卻將我的性命從坑中救出來
[00:03:03.000 --> 00:03:07.000]  我心在我裏面發昏的時候
[00:03:07.000 --> 00:03:09.000]  我就想念耶和華
[00:03:09.000 --> 00:03:12.000]  我的禱告進入你的聖殿
[00:03:12.000 --> 00:03:15.000]  達到你的面前
[00:03:15.000 --> 00:03:17.000]  那信奉虛無之神的人
[00:03:17.000 --> 00:03:20.000]  離棄憐愛他們的主
[00:03:20.000 --> 00:03:24.000]  但我必用感謝的聲音獻祭於你
[00:03:24.000 --> 00:03:27.000]  我所許的願,我必償還
[00:03:27.000 --> 00:03:29.000]  救恩出於耶和華
[00:03:29.000 --> 00:03:31.000]  耶和華吩咐如
[00:03:31.000 --> 00:03:35.000]  如就將約拿套在罕地上
[00:03:42.000 --> 00:03:45.000]  來到亞瑟斯的首都尼尼美城
[00:03:45.000 --> 00:03:49.000]  原先是叫他去宣講悔改的訊息
[00:03:49.000 --> 00:03:53.000]  但是約拿就逃避神
[00:03:53.000 --> 00:03:56.000]  以致他經歷很大的
[00:03:56.000 --> 00:03:59.000]  在船上的風浪
[00:03:59.000 --> 00:04:02.000]  最終船上的人都知道
[00:04:02.000 --> 00:04:07.000]  他就是帶來風暴的源頭
[00:04:07.000 --> 00:04:14.000]  他要求船員將他拋到海裏
[00:04:14.000 --> 00:04:19.000]  這段經文是說約拿得到拯救之後
[00:04:19.000 --> 00:04:24.000]  神用一條魚將他從海裏吞上
[00:04:24.000 --> 00:04:28.000]  而他在漁服裏三日三夜的故事
[00:04:28.000 --> 00:04:33.000]  當中是說他向神獻上一個感恩的禱告
[00:04:33.000 --> 00:04:37.000]  整段經文裏面
[00:04:37.000 --> 00:04:39.000]  從第二章開始
[00:04:39.000 --> 00:04:43.000]  約拿有少少對神的確認之後
[00:04:43.000 --> 00:04:46.000]  然後他就獻上一個感恩的詩
[00:04:46.000 --> 00:04:51.000]  這個詩就是整段第二章第二節到第九節的內容
[00:04:51.000 --> 00:04:57.000]  當中包括了他怎樣去描述感恩的內容
[00:04:57.000 --> 00:05:00.000]  他自己過去的痛苦經驗
[00:05:00.000 --> 00:05:02.000]  他怎樣祈求神的拯救
[00:05:02.000 --> 00:05:11.000]  以及他怎樣去經歷神的拯救
[00:05:11.000 --> 00:05:13.000]  一首感恩詩
[00:05:13.000 --> 00:05:19.000]  約拿他自己在漁服裏面三日三夜的經歷
[00:05:19.000 --> 00:05:23.000]  帶給我們甚麼提醒呢
[00:05:23.000 --> 00:05:27.000]  其實在約拿他被神差派那條大魚
[00:05:27.000 --> 00:05:30.000]  從海裏拯救了他
[00:05:30.000 --> 00:05:33.000]  他在漁服裏面三日三夜
[00:05:33.000 --> 00:05:38.000]  他的回應給我們有甚麼提醒呢
[00:05:38.000 --> 00:05:40.000]  其實約拿他在漁服裏面
[00:05:40.000 --> 00:05:45.000]  他即時的向神獻上一個感恩和還願的祭
[00:05:45.000 --> 00:05:51.000]  但是除了這個感恩和還願的祭之外
[00:05:51.000 --> 00:05:59.000]  究竟神期望約拿的回應又是甚麼呢
[00:05:59.000 --> 00:06:01.000]  在主耶穌基督降生之前
[00:06:01.000 --> 00:06:04.000]  在出來傳道之先
[00:06:04.000 --> 00:06:05.000]  施浸約翰
[00:06:05.000 --> 00:06:08.000]  他是在傳一個悔改的道
[00:06:08.000 --> 00:06:10.000]  當時所有來到他面前
[00:06:10.000 --> 00:06:14.000]  準備接受他來到施浸的人
[00:06:14.000 --> 00:06:19.000]  約翰是會跟這班人這樣說的
[00:06:19.000 --> 00:06:22.000]  約翰對那出來要受沙浸的眾人
[00:06:22.000 --> 00:06:24.000]  說毒蛇的種類
[00:06:24.000 --> 00:06:28.000]  誰指示你們逃避將來的憤怒呢
[00:06:28.000 --> 00:06:30.000]  你們要結出果之來
[00:06:30.000 --> 00:06:33.000]  與悔改的心相稱
[00:06:33.000 --> 00:06:36.000]  跟著來裏面的經文
[00:06:36.000 --> 00:06:38.000]  在裏面其實我們看到一樣東西
[00:06:38.000 --> 00:06:44.000]  就是當神的拯救臨到人的生命裏面的時候
[00:06:44.000 --> 00:06:48.000]  神期望除了人去感謝神之外
[00:06:48.000 --> 00:06:51.000]  去向神還願之外
[00:06:51.000 --> 00:06:53.000]  更加重要的是
[00:06:53.000 --> 00:06:58.000]  讓人能夠活出一個與悔改的心相稱
[00:06:58.000 --> 00:07:01.000]  結出果之的生命
[00:07:01.000 --> 00:07:03.000]  如何才能夠在生命裏面
[00:07:03.000 --> 00:07:08.000]  活出與悔改的心相稱和結出果之呢
[00:07:08.000 --> 00:07:14.000]  今日會嘗試和四方面和大家分享
[00:07:14.000 --> 00:07:16.000]  第一方面就是
[00:07:16.000 --> 00:07:18.000]  首先我們需要去認定
[00:07:18.000 --> 00:07:21.000]  神是那位掌管萬有的主宰
[00:07:21.000 --> 00:07:23.000]  其實在約書第一章裏面
[00:07:23.000 --> 00:07:26.000]  第四節第九節十五節和十七節
[00:07:26.000 --> 00:07:28.000]  這些經文裏面
[00:07:28.000 --> 00:07:33.000]  無論和當時那個故事的情景
[00:07:33.000 --> 00:07:35.000]  耶和華使海中起大風
[00:07:35.000 --> 00:07:37.000]  風驟狂風大作
[00:07:37.000 --> 00:07:40.000]  甚至到約拿他自己去陳述
[00:07:40.000 --> 00:07:42.000]  他是一個怎樣的人
