
[00:00:00.000 --> 00:00:01.440]  希望姐妹平安
[00:00:01.440 --> 00:00:05.520]  很高興我們又能夠一起來崇拜
[00:00:05.520 --> 00:00:07.960]  我們願意將這段時間交給上帝
[00:00:07.960 --> 00:00:09.280]  讓我們一起禱告
[00:00:09.280 --> 00:00:11.240]  天佛我們來到你跟前
[00:00:11.240 --> 00:00:13.440]  我們實在滿心感謝讚美你
[00:00:13.440 --> 00:00:16.480]  就好像詩歌裡面唱到的
[00:00:16.480 --> 00:00:18.400]  你擔當我們的重擔
[00:00:18.400 --> 00:00:19.400]  你愛我們
[00:00:19.400 --> 00:00:20.880]  你為我們犧牲一切
[00:00:20.880 --> 00:00:23.520]  以致今天我們能夠站在這恩典之中
[00:00:23.520 --> 00:00:27.080]  你又讓我們彼此擁有彼此
[00:00:27.080 --> 00:00:29.560]  成為我們心中最珍貴的角落
[00:00:30.000 --> 00:00:33.360]  主啊叫我們珍惜我們每個人的關係
[00:00:33.360 --> 00:00:37.320]  以致神啊我們的生命能夠滿足你
[00:00:37.320 --> 00:00:40.400]  我們願意今天你將你的話語
[00:00:40.400 --> 00:00:42.000]  大大的賜給我們
[00:00:42.000 --> 00:00:44.320]  以致我們得著你的真理
[00:00:44.320 --> 00:00:45.960]  來建造我們的生命
[00:00:45.960 --> 00:00:47.560]  奉主耶穌的名禱告
[00:00:47.560 --> 00:00:48.560]  阿們
[00:00:48.560 --> 00:00:50.640]  今天呢我們來到
[00:00:50.640 --> 00:00:53.880]  做主門徒講道系列的最後一講了
[00:00:53.880 --> 00:00:57.320]  我們從前面已經有六講
[00:00:57.320 --> 00:00:59.120]  那麼今天呢第七講呢是
[00:00:59.120 --> 00:01:00.880]  做主門徒的根基
[00:01:00.880 --> 00:01:02.600]  這段經文呢
[00:01:02.600 --> 00:01:06.160]  主要呢你可以大概分三個部分
[00:01:06.160 --> 00:01:08.440]  就是生命的兩種道路
[00:01:08.440 --> 00:01:11.080]  生命的兩種虛假
[00:01:11.080 --> 00:01:13.720]  跟生命的兩種根基
[00:01:13.720 --> 00:01:14.960]  當然最後
[00:01:14.960 --> 00:01:16.280]  它有兩節經文
[00:01:16.280 --> 00:01:20.840]  是講到耶穌在整個登山寶訓講完了之後的結論
[00:01:20.840 --> 00:01:22.520]  每個人都很稀奇
[00:01:22.520 --> 00:01:24.360]  覺得他的講道
[00:01:24.360 --> 00:01:25.760]  滿有權柄
[00:01:25.760 --> 00:01:28.440]  不像當時候的宗教老師
[00:01:28.440 --> 00:01:30.000]  是因為耶穌
[00:01:30.000 --> 00:01:31.640]  他本來就是神的兒子
[00:01:31.640 --> 00:01:32.880]  從天上而來
[00:01:32.880 --> 00:01:35.080]  所以他有他講道的權柄
[00:01:35.080 --> 00:01:36.440]  那我們現在呢
[00:01:36.440 --> 00:01:37.440]  要來看
[00:01:37.440 --> 00:01:40.080]  第一部分就是生命的兩種道路
[00:01:40.080 --> 00:01:41.240]  大家很熟悉的
[00:01:41.240 --> 00:01:42.360]  我們一起念好不好
[00:01:42.360 --> 00:01:43.880]  一二齊
[00:01:43.880 --> 00:01:45.960]  你們要進載門
[00:01:45.960 --> 00:01:48.040]  因為引道滅亡
[00:01:48.040 --> 00:01:49.880]  那門是寬的
[00:01:49.880 --> 00:01:51.440]  路是大的
[00:01:51.440 --> 00:01:53.480]  進去的人也多
[00:01:53.480 --> 00:01:55.200]  引道永生
[00:01:55.200 --> 00:01:57.000]  那門是窄的
[00:01:57.000 --> 00:01:58.600]  路是小的
[00:01:58.600 --> 00:02:00.720]  找著的人也少
[00:02:00.720 --> 00:02:01.360]  好
[00:02:01.360 --> 00:02:02.280]  這裡呢
[00:02:02.280 --> 00:02:03.440]  大家很熟悉
[00:02:03.440 --> 00:02:06.000]  讓我們看一看到底有什麼重點呢
[00:02:06.000 --> 00:02:06.800]  讓我們看到
[00:02:06.800 --> 00:02:09.120]  這是生命的兩種道路
[00:02:09.120 --> 00:02:10.080]  在一開始的時候
[00:02:10.080 --> 00:02:11.720]  耶穌就講的
[00:02:11.720 --> 00:02:12.520]  那麼
[00:02:12.520 --> 00:02:13.400]  在這裡
[00:02:13.400 --> 00:02:14.600]  很明顯的
[00:02:14.600 --> 00:02:16.200]  他先點出呢
[00:02:16.200 --> 00:02:17.480]  原來人生
[00:02:17.480 --> 00:02:20.600]  有兩個結局
[00:02:20.600 --> 00:02:22.000]  一個是什麼呢
[00:02:22.000 --> 00:02:23.400]  滅亡
[00:02:23.400 --> 00:02:24.320]  一個呢
[00:02:24.320 --> 00:02:26.760]  是永生
[00:02:26.760 --> 00:02:29.760]  人為什麼會有滅亡的結局呢
[00:02:29.760 --> 00:02:31.680]  我們都知道
[00:02:31.680 --> 00:02:33.360]  這本身就是因為人
[00:02:33.360 --> 00:02:35.880]  首先先違背了上帝的心意
[00:02:35.880 --> 00:02:36.880]  然後導致了
[00:02:36.880 --> 00:02:39.640]  我們要跟上帝離開
[00:02:39.640 --> 00:02:40.440]  這個隔離呢
[00:02:40.440 --> 00:02:44.560]  是因為上帝他本身就不能夠容納任何一丁點的罪
[00:02:44.560 --> 00:02:47.160]  因為神之所以為神
[00:02:47.160 --> 00:02:48.880]  他本身的定義
[00:02:48.880 --> 00:02:51.800]  就是他是完全全然聖潔的
[00:02:51.800 --> 00:02:52.520]  所以
[00:02:52.520 --> 00:02:54.360]  人犯了罪
[00:02:54.360 --> 00:02:56.680]  那麼自然就不能夠與神同在
[00:02:56.680 --> 00:02:57.920]  就一種隔離
[00:02:57.920 --> 00:02:58.760]  那你問
[00:02:58.760 --> 00:03:00.960]  人為什麼會犯罪呢
[00:03:00.960 --> 00:03:01.800]  因為上帝呢
[00:03:01.800 --> 00:03:03.360]  他造人的時候呢
[00:03:03.360 --> 00:03:05.960]  給人的尊貴包括了什麼呢
[00:03:05.960 --> 00:03:09.360]  包括了人的自由意志
[00:03:09.360 --> 00:03:12.040]  這個是上帝給人最尊貴
[00:03:12.040 --> 00:03:14.200]  最重要的生命特質
[00:03:14.200 --> 00:03:16.480]  自由意志到一個地步是什麼呢
[00:03:16.480 --> 00:03:18.120]  到一個地步就是說
[00:03:18.120 --> 00:03:21.840]  上帝也不能夠去有權利
[00:03:21.840 --> 00:03:23.280]  讓他呢
[00:03:23.280 --> 00:03:24.560]  去不犯罪
[00:03:24.560 --> 00:03:28.760]  如果他用他的自由意志去選擇犯罪的話
[00:03:28.760 --> 00:03:32.880]  這就是他的自由意志到最尊貴的一個地步
[00:03:32.880 --> 00:03:35.360]  但是上帝會給他一切的資源
[00:03:35.360 --> 00:03:36.560]  一切的知識
[00:03:36.560 --> 00:03:39.280]  讓他知道怎樣選擇
[00:03:39.280 --> 00:03:41.720]  但是人要選擇
[00:03:41.720 --> 00:03:42.520]  尊崇神呢
[00:03:42.520 --> 00:03:43.680]  還是違背神
[00:03:43.680 --> 00:03:45.040]  當然我們知道
[00:03:45.040 --> 00:03:47.800]  世界上最完美的第一個人
[00:03:47.800 --> 00:03:49.720]  他選擇了犯罪
[00:03:49.720 --> 00:03:51.200]  罪就進入了世界
[00:03:51.200 --> 00:03:54.160]  那滅亡就成了我們的原罪
[00:03:54.160 --> 00:03:55.720]  那麼這就是因為
[00:03:55.720 --> 00:03:57.840]  那條路是引進滅亡的
[00:03:57.840 --> 00:03:59.920]  但是上帝因著他的憐憫
[00:03:59.920 --> 00:04:01.640]  他要來解決這個罪呢
[00:04:01.640 --> 00:04:03.040]  拆敗了耶穌基督
[00:04:03.040 --> 00:04:04.640]  以致他的犧牲
[00:04:04.640 --> 00:04:06.320]  讓我們能夠怎麼樣呢
[00:04:06.320 --> 00:04:09.560]  我們的罪被他擔當在他的自己的身上
[00:04:09.560 --> 00:04:11.560]  我們的罪就可以得赦免
[00:04:11.560 --> 00:04:14.960]  所以上帝是有預備永生給我們的
[00:04:14.960 --> 00:04:16.720]  那永生的概念是什麼呢
[00:04:16.720 --> 00:04:18.000]  永生的概念就是
[00:04:18.000 --> 00:04:19.880]  當我們去相信了耶穌
[00:04:19.880 --> 00:04:23.080]  我們就離開了這個罪的詛咒
[00:04:23.080 --> 00:04:24.640]  我們就能夠進入永生
[00:04:24.640 --> 00:04:26.400]  跟上帝有關係
[00:04:26.400 --> 00:04:28.960]  因為上帝看見我們的罪被潔淨了
[00:04:28.960 --> 00:04:31.120]  我們就已經被稱義
[00:04:31.120 --> 00:04:32.520]  已經能夠跟上帝
[00:04:32.520 --> 00:04:34.040]  這個聖潔無瑕的上帝
[00:04:34.040 --> 00:04:36.040]  神聖的上帝在一起
[00:04:36.040 --> 00:04:37.080]  那麼這就是
[00:04:37.080 --> 00:04:40.640]  這段經文指出了兩條道路的結局
[00:04:40.640 --> 00:04:42.000]  但是裡面還有很多對比的
[00:04:42.000 --> 00:04:43.280]  我不知道你有沒有留意到
[00:04:43.280 --> 00:04:45.720]  如果你仔細地看這幾節經文
[00:04:45.720 --> 00:04:47.080]  裡面有很多的對比
[00:04:47.080 --> 00:04:48.200]  你留意到什麼呢
[00:04:48.200 --> 00:04:50.040]  一個是怎麼樣的門呢
[00:04:50.040 --> 00:04:50.880]  窄門
[00:04:50.880 --> 00:04:53.440]  一個是寬門
[00:04:53.440 --> 00:04:57.120]  它這裡講到一個是寬的
[00:04:57.120 --> 00:04:58.600]  你們那門是寬的
[00:04:58.600 --> 00:04:59.400]  是大的
[00:04:59.400 --> 00:05:00.480]  進去的人也多
[00:05:00.480 --> 00:05:01.640]  引道永生
[00:05:01.640 --> 00:05:02.920]  那門是窄的
[00:05:02.920 --> 00:05:04.120]  是小的
[00:05:04.120 --> 00:05:06.160]  找著的人也少
[00:05:06.160 --> 00:05:11.120]  那麼上帝的路是比較窄的
[00:05:11.120 --> 00:05:15.640]  因為上帝的路是比較難走的
[00:05:15.640 --> 00:05:17.800]  比較難走的意思是因為
[00:05:17.800 --> 00:05:19.040]  人已經犯罪了
[00:05:19.040 --> 00:05:21.920]  已經習慣了在罪裡面生活
[00:05:21.920 --> 00:05:26.240]  用一切的人的角度來看什麼為好
[00:05:26.240 --> 00:05:29.800]  所以很享受自己在犯罪之中
[00:05:29.800 --> 00:05:32.120]  所以每個人都這樣做的時候
[00:05:32.120 --> 00:05:33.240]  每個人都同意
[00:05:33.240 --> 00:05:34.520]  都是這樣做的時候
[00:05:34.520 --> 00:05:36.560]  那條路好像是很寬的
[00:05:36.560 --> 00:05:38.560]  好像走得很自在
[00:05:38.560 --> 00:05:39.200]  很自由
[00:05:39.200 --> 00:05:40.560]  但是大家都知道
[00:05:40.560 --> 00:05:42.480]  那是一個謊言
[00:05:42.480 --> 00:05:43.720]  到頭來
[00:05:43.720 --> 00:05:45.920]  面對結局的時候就發現
[00:05:45.920 --> 00:05:48.240]  不能夠得著永生
[00:05:48.240 --> 00:05:51.360]  但是上帝的路是窄的
[00:05:51.360 --> 00:05:52.920]  是唯有一條道路
[00:05:52.920 --> 00:05:54.400]  耶穌講得很清楚
[00:05:54.400 --> 00:05:56.000]  那條道路是什麼呢
[00:05:56.000 --> 00:05:57.560]  就是耶穌自己
[00:05:57.560 --> 00:05:59.560]  耶穌自己本身
[00:05:59.560 --> 00:06:02.760]  祂要經過耶穌才能夠進到
[00:06:02.760 --> 00:06:03.560]  永生的路
[00:06:03.560 --> 00:06:04.680]  天國的路
[00:06:04.680 --> 00:06:06.080]  這兩道門
[00:06:06.080 --> 00:06:08.520]  你可以把它看成是什麼門呢
[00:06:08.520 --> 00:06:11.080]  如果你想想馬太福音五到七章
[00:06:11.080 --> 00:06:12.840]  就是天國之門
[00:06:12.840 --> 00:06:15.280]  因為五到七章登山寶訓
[00:06:15.280 --> 00:06:17.040]  基本上你如果記得的話
[00:06:17.040 --> 00:06:19.680]  祂是在講天國
[00:06:19.680 --> 00:06:20.880]  我們要成為天國的子民
[00:06:20.880 --> 00:06:22.160]  要怎樣進入天國
[00:06:22.160 --> 00:06:24.040]  天國的價值觀
[00:06:24.040 --> 00:06:26.200]  所以在這裡
[00:06:26.200 --> 00:06:29.680]  上帝是在講那條進入天國之門
[00:06:29.680 --> 00:06:32.080]  是只有藉著耶穌基督
[00:06:32.080 --> 00:06:34.280]  為什麼只有藉著耶穌基督呢
[00:06:34.280 --> 00:06:35.840]  因為全部的世人
[00:06:35.840 --> 00:06:37.680]  都被圈在罪裡面
[00:06:37.680 --> 00:06:41.280]  沒有一個人有資格替另外一個人贖罪
[00:06:41.280 --> 00:06:42.240]  唯有耶穌基督
[00:06:42.240 --> 00:06:44.360]  祂來到世上被試探
[00:06:44.360 --> 00:06:45.520]  沒有犯罪
[00:06:45.520 --> 00:06:49.400]  結果祂有資格為我們上去十字架
[00:06:49.400 --> 00:06:52.320]  所以當時候的歷史不是說
[00:06:52.320 --> 00:06:54.800]  任何一個人只要願意上去十字架
[00:06:54.800 --> 00:06:57.120]  為其他人死就可以了
[00:06:57.120 --> 00:06:58.240]  不是這個意思
[00:06:58.240 --> 00:07:01.560]  因為你我上十字架是沒有意義的
[00:07:01.560 --> 00:07:03.520]  我們根本沒有資格
[00:07:03.520 --> 00:07:05.920]  來代替其他人來贖罪
[00:07:05.920 --> 00:07:08.560]  唯有完全沒有罪的耶穌基督
[00:07:08.560 --> 00:07:11.280]  才能夠為人贖罪
[00:07:11.280 --> 00:07:12.640]  這條路是窄的
[00:07:12.640 --> 00:07:15.320]  只有願意信祂的人才能夠進入
[00:07:15.320 --> 00:07:16.880]  除了這兩個比較
[00:07:16.880 --> 00:07:19.280]  還有一個比較是很有意思的
[00:07:19.280 --> 00:07:23.520]  一個是講祂是進去的
[00:07:23.520 --> 00:07:25.880]  一個是講祂是找著的
[00:07:25.880 --> 00:07:27.560]  哪一個是進去的呢
[00:07:27.560 --> 00:07:30.320]  那個是路很寬的
[00:07:30.320 --> 00:07:32.560]  好像不需要思索的
[00:07:32.560 --> 00:07:34.280]  不需要去想的
[00:07:34.280 --> 00:07:35.600]  就這樣隨波逐流
[00:07:35.600 --> 00:07:37.200]  隨著社會的潮流
[00:07:37.200 --> 00:07:39.560]  隨著每個人在做什麼幹什麼
[00:07:39.560 --> 00:07:41.760]  就這樣的走
[00:07:41.760 --> 00:07:43.040]  不知道自己在選擇什麼
[00:07:43.040 --> 00:07:44.200]  就走進去了
[00:07:44.200 --> 00:07:46.000]  那是寬的進去了
[00:07:46.000 --> 00:07:49.600]  但是耶穌的路是要找的
[00:07:49.600 --> 00:07:52.720]  是要找到就是那一條路
[00:07:52.720 --> 00:07:54.120]  所以上帝說
[00:07:54.120 --> 00:07:55.520]  那些來親近他的
[00:07:55.520 --> 00:07:57.640]  他必也親近他們
[00:07:57.640 --> 00:07:59.480]  上帝因著那恩典
[00:07:59.480 --> 00:08:02.080]  他自己也會引導人去找他
[00:08:02.080 --> 00:08:03.160]  所以在這裡在座
[00:08:03.160 --> 00:08:04.720]  如果你是基督徒
[00:08:04.720 --> 00:08:06.120]  你就會記得
[00:08:06.120 --> 00:08:09.200]  當時候是藉著很多很多不同的事情
[00:08:09.200 --> 00:08:10.400]  或者朋友
[00:08:10.400 --> 00:08:11.480]  或者基督徒
[00:08:11.480 --> 00:08:14.280]  或者鄰居或者佈道會
[00:08:14.280 --> 00:08:16.800]  上帝讓你有很多的機會
[00:08:16.800 --> 00:08:18.560]  好像是你在找上帝
[00:08:18.560 --> 00:08:21.200]  其實他一直在開很多的門
[00:08:21.200 --> 00:08:22.520]  在找你
[00:08:22.520 --> 00:08:24.840]  所以你就突然間找著了
[00:08:24.840 --> 00:08:26.080]  你就認定了
[00:08:26.080 --> 00:08:29.560]  是經過了你一些的思考掙扎
[00:08:29.560 --> 00:08:30.880]  你一定會掙扎的
