
[00:00:00.000 --> 00:00:03.080]  今日我們面對一個
[00:00:03.080 --> 00:00:07.320]  到處有很多衝突的世界
[00:00:07.320 --> 00:00:09.400]  不只是香港 其實全世界
[00:00:09.400 --> 00:00:12.200]  都很多無端端的戰亂
[00:00:12.200 --> 00:00:15.800]  令人都很擔心人類
[00:00:15.800 --> 00:00:17.960]  不只是擔心香港
[00:00:17.960 --> 00:00:22.200]  在香港很多衝突的時期
[00:00:22.200 --> 00:00:25.200]  其實如果我們注意一下世界
[00:00:25.200 --> 00:00:27.480]  在印度和巴基斯坦之間
[00:00:27.480 --> 00:00:30.320]  很多劍拔弩張的危機
[00:00:30.320 --> 00:00:32.920]  在中東繼續打得很厲害
[00:00:32.920 --> 00:00:35.360]  而美軍退出敘利亞
[00:00:35.360 --> 00:00:37.120]  將他們的戰友
[00:00:37.120 --> 00:00:39.240]  是悔得人是不理
[00:00:39.240 --> 00:00:42.040]  這些忠於美國的戰士
[00:00:42.040 --> 00:00:43.600]  打倒ISIS的那些戰士
[00:00:43.600 --> 00:00:46.680]  突然間面對土耳其軍的侵佔
[00:00:46.680 --> 00:00:48.400]  接著他們又容許
[00:00:48.400 --> 00:00:50.440]  他們要叫敘利亞
[00:00:50.440 --> 00:00:53.040]  俄國支持的敘利亞部隊幫他們
[00:00:53.040 --> 00:00:55.160]  很亂 這個世界很亂
[00:00:55.160 --> 00:00:57.120]  但是在很多的亂局當中
[00:00:57.120 --> 00:01:02.360]  有些很細節的新聞我注意
[00:01:02.360 --> 00:01:05.960]  好像在美國打阿富汗的時候
[00:01:05.960 --> 00:01:07.520]  當時911恩爵
[00:01:07.520 --> 00:01:10.160]  911美國被很大的傷害
[00:01:10.160 --> 00:01:12.360]  於是他們就反攻
[00:01:12.360 --> 00:01:15.240]  我們看新聞通常都是幫美國多一點
[00:01:15.240 --> 00:01:17.400]  雖然美國受到攻擊的時候
[00:01:17.400 --> 00:01:20.000]  都會覺得他打得人多
[00:01:20.000 --> 00:01:21.280]  但終歸都是幫他
[00:01:21.280 --> 00:01:23.680]  因為我們看過那些新聞
[00:01:23.680 --> 00:01:28.400]  其中有一幕當阿富汗打到塔利班輸了
[00:01:28.400 --> 00:01:30.440]  就去到北部的山區
[00:01:30.440 --> 00:01:32.560]  塔利波拉這個地方
[00:01:32.560 --> 00:01:36.080]  當時美軍大舉軍鬥
[00:01:36.080 --> 00:01:38.920]  用重磅炸彈炸落那些山洞
[00:01:38.920 --> 00:01:40.760]  他躲在山洞裏面的塔利班
[00:01:40.760 --> 00:01:43.400]  以及阿蓋達的人
[00:01:43.400 --> 00:01:46.280]  這些我們看不到他怎麼死的
[00:01:46.280 --> 00:01:48.000]  很遠的 拍那些鏡頭
[00:01:48.000 --> 00:01:49.000]  因為美國已經定了
[00:01:49.000 --> 00:01:51.160]  不要拍到那些人怎麼慘
[00:01:51.160 --> 00:01:55.240]  但有一個報道我突然間很震撼
[00:01:55.240 --> 00:01:58.160]  就是說當軍戰完之後
[00:01:58.160 --> 00:02:01.760]  有些小朋友在山洞裏面走出來玩
[00:02:01.760 --> 00:02:05.360]  和媽媽一起走出來玩
[00:02:05.360 --> 00:02:07.640]  我回想
[00:02:07.640 --> 00:02:10.960]  美國打塔利班因為他們邪惡
[00:02:10.960 --> 00:02:13.280]  因為為了公義去打他
[00:02:13.280 --> 00:02:14.840]  bring them to justice
[00:02:14.840 --> 00:02:17.320]  當時布希總統這樣說
[00:02:17.320 --> 00:02:19.520]  但那些小朋友
[00:02:19.520 --> 00:02:22.680]  當那些最先進武器的炸彈炸落去的時候
[00:02:22.680 --> 00:02:25.000]  那些小朋友躲在山洞裏面
[00:02:25.000 --> 00:02:26.320]  當然很害怕
[00:02:26.320 --> 00:02:27.840]  他也想玩
[00:02:27.840 --> 00:02:29.120]  但沒機會玩
[00:02:29.120 --> 00:02:31.800]  之後軍戰停止的那段時間
[00:02:31.800 --> 00:02:35.840]  他們走出來捉迷藏玩一下
[00:02:35.840 --> 00:02:39.640]  我回想我心裏很不安
[00:02:39.640 --> 00:02:41.680]  在這次戰亂裏面
[00:02:41.680 --> 00:02:44.280]  小朋友受的傷害有多大
[00:02:44.280 --> 00:02:47.640]  當我們認為一邊是正義
[00:02:47.640 --> 00:02:50.520]  另一邊是邪惡的時候
[00:02:50.520 --> 00:02:53.960]  邪惡那邊的小朋友
[00:02:53.960 --> 00:02:55.920]  他們是不是邪惡
[00:02:55.920 --> 00:02:57.200]  我心裏很震撼
[00:02:57.200 --> 00:02:59.040]  為何我們沒有想
[00:02:59.040 --> 00:03:01.960]  他們都是人
[00:03:01.960 --> 00:03:05.400]  因為我們習慣伊斯蘭教徒可能是恐怖份子
[00:03:05.400 --> 00:03:08.320]  我們沒有想過十幾億人
[00:03:08.320 --> 00:03:11.360]  我們有沒有愛他們
[00:03:11.360 --> 00:03:13.760]  所以一直以來我看這個世界
[00:03:13.760 --> 00:03:15.560]  我總覺得很多暴力
[00:03:15.560 --> 00:03:18.960]  互相傷害之下大家都說自己代表正義的時候
[00:03:18.960 --> 00:03:22.760]  我們有沒有想過很多人的生命
[00:03:22.760 --> 00:03:26.000]  是多麼的寶貴
[00:03:26.000 --> 00:03:32.080]  而在暴力當中我們看到聖經的真實事件
[00:03:32.080 --> 00:03:36.280]  聖經記載猶大帶著那些人
[00:03:36.280 --> 00:03:38.160]  魚浪刺虎的羅馬兵丁
[00:03:38.160 --> 00:03:40.640]  還有那些祭司的僕人
[00:03:40.640 --> 00:03:43.400]  那些祭司保衛的軍隊
[00:03:43.400 --> 00:03:47.320]  拿著刀、棒、火把來捉耶穌
[00:03:47.320 --> 00:03:48.640]  有個暗號
[00:03:48.640 --> 00:03:50.760]  又帶過去出賣耶穌
[00:03:50.760 --> 00:03:54.440]  親嘴的捉住耶穌
[00:03:54.440 --> 00:03:59.040]  聖經的記載那幾句好像是輕描淡寫
[00:03:59.040 --> 00:04:02.200]  但實質當時一定是一個很亂的場合
[00:04:02.200 --> 00:04:04.880]  那些軍隊捉耶穌
[00:04:04.880 --> 00:04:08.040]  而聖經接著又描寫
[00:04:08.040 --> 00:04:16.000]  就是有一個人走出來伸手拔出刀來
[00:04:16.000 --> 00:04:18.560]  或者電影多打幾下
[00:04:18.560 --> 00:04:22.640]  這是彼得拿著刀拔出來
[00:04:22.640 --> 00:04:24.600]  把大祭司的僕人砍了一刀
[00:04:24.600 --> 00:04:26.040]  削掉他的右耳
[00:04:26.040 --> 00:04:28.480]  那個僕人的名字叫馬勒古
[00:04:28.480 --> 00:04:35.880]  或者如果電影多做幾招
[00:04:35.880 --> 00:04:38.480]  戲劇化了
[00:04:38.480 --> 00:04:44.280]  但是照理說應該有戲好看
[00:04:44.280 --> 00:04:47.320]  但耶穌的戲一定不會放進action那裡
[00:04:47.320 --> 00:04:48.720]  不是action的電影
[00:04:48.720 --> 00:04:52.280]  因為耶穌的叫不要打
[00:04:52.280 --> 00:04:55.480]  本來打應該多做一組鏡頭
[00:04:55.480 --> 00:04:58.040]  十一個門徒一起圍著圈圍著
[00:04:58.040 --> 00:05:02.040]  保護師父
[00:05:02.040 --> 00:05:06.400]  但結果第一招被耶穌制止了
[00:05:06.400 --> 00:05:10.640]  你看彼得的暴力抗擊
[00:05:10.640 --> 00:05:14.080]  他用流血來用暴力反抗
[00:05:14.080 --> 00:05:15.520]  是人之常情
[00:05:15.520 --> 00:05:18.200]  因為以暴易暴代表公義
[00:05:18.200 --> 00:05:21.160]  所以彼得認為他要用暴力去保衛耶穌
[00:05:21.160 --> 00:05:22.200]  是一種公義行動
[00:05:22.200 --> 00:05:25.600]  但你看這幅畫畫的彼得表情多凶狠
[00:05:25.600 --> 00:05:30.640]  通常我們看彼得的樣子多數是仁慈善良
[00:05:30.640 --> 00:05:33.000]  一是傻傻的年輕的時候對著耶穌
[00:05:33.000 --> 00:05:36.920]  但讀起這幅很凶狠的彼得
[00:05:36.920 --> 00:05:41.560]  本來迫害人的又變得很無助的被他斬
[00:05:41.560 --> 00:05:46.280]  而耶穌卻給彼得一個奇特的答案
[00:05:46.280 --> 00:05:51.440]  收刀入肆凡動刀的必死在刀下
[00:05:51.440 --> 00:05:55.320]  耶穌為什麼用這樣的方式來回應
[00:05:55.320 --> 00:05:58.560]  暴力對他的攻擊呢
[00:05:58.560 --> 00:06:03.160]  收刀入肆凡動刀的必死在刀下
[00:06:03.160 --> 00:06:06.880]  我一直細心思想這句話
[00:06:06.880 --> 00:06:08.160]  收刀入肆
[00:06:08.160 --> 00:06:11.360]  當我看見世間很多的暴亂
[00:06:11.360 --> 00:06:13.360]  很多的戰爭
[00:06:13.360 --> 00:06:16.360]  很多不同的地方的社會衝突
[00:06:16.360 --> 00:06:18.760]  人都很憤怒
[00:06:18.760 --> 00:06:20.200]  亦很仇恨
[00:06:20.200 --> 00:06:23.520]  不同的看法會非常仇恨
[00:06:23.520 --> 00:06:24.960]  就好像香港很簡單
[00:06:24.960 --> 00:06:25.880]  你幫一邊的話
[00:06:25.880 --> 00:06:28.760]  你跟人談心平氣和 如果他不同意
[00:06:28.760 --> 00:06:31.560]  你就談一談 會生他的氣
[00:06:31.560 --> 00:06:32.760]  這個就是有憤怒
[00:06:32.760 --> 00:06:33.760]  憤怒的時候就有仇恨
[00:06:33.760 --> 00:06:35.760]  仇恨的時候就有暴力
[00:06:35.760 --> 00:06:38.640]  但如果你真的用暴力拔刀出來
[00:06:38.640 --> 00:06:40.800]  對方也會拔刀
[00:06:40.800 --> 00:06:42.120]  大家都拔刀的時候
[00:06:42.120 --> 00:06:43.640]  以刀對刀
[00:06:43.640 --> 00:06:45.600]  那個暴力將會是怎樣
[00:06:45.600 --> 00:06:47.080]  拔刀當然不夠
[00:06:47.080 --> 00:06:48.680]  十一門徒真的一起拔刀
[00:06:48.680 --> 00:06:50.840]  其實趙聖經說只有兩把刀
[00:06:50.840 --> 00:06:52.600]  但當他真的有十一把刀
[00:06:52.600 --> 00:06:54.560]  十一把劍 羅馬劍拔出來
[00:06:54.560 --> 00:06:55.960]  對方又拔劍
[00:06:55.960 --> 00:06:58.480]  接著你拔劍 我用長矛
[00:06:58.480 --> 00:07:00.960]  再用盾牌攻過來
[00:07:00.960 --> 00:07:02.600]  這邊 這樣嗎
[00:07:02.600 --> 00:07:06.520]  我斬下那棵樹 燒著它 扔過去
[00:07:06.520 --> 00:07:10.680]  於是大家打著打著就出彈石機
[00:07:10.680 --> 00:07:11.920]  出攻城器具
[00:07:11.920 --> 00:07:14.080]  退去城那裡守住
[00:07:14.080 --> 00:07:15.760]  人類就是這樣衝突
[00:07:15.760 --> 00:07:16.600]  歷史無數
[00:07:16.600 --> 00:07:18.000]  我熟讀人類歷史
[00:07:18.000 --> 00:07:21.280]  人類的殺戮是多麼殘忍
[00:07:21.280 --> 00:07:23.080]  而殺對方的時候都很過癮
[00:07:23.080 --> 00:07:25.080]  因為他是蟻人
[00:07:25.080 --> 00:07:29.160]  看電影都是 蟻人被殺是很開心的
[00:07:29.160 --> 00:07:30.680]  但蟻人當然有個寶寶
[00:07:30.680 --> 00:07:32.960]  你又殺不殺
[00:07:32.960 --> 00:07:35.320]  忽然之間想起
[00:07:35.320 --> 00:07:39.400]  為什麼耶穌說收刀入朝
[00:07:39.400 --> 00:07:42.480]  當你用槍 大家對
[00:07:42.480 --> 00:07:45.560]  我就用巡航導彈
[00:07:45.560 --> 00:07:47.400]  你用飛彈
[00:07:47.400 --> 00:07:50.880]  飛彈我用核子武器
[00:07:50.880 --> 00:07:52.760]  耶穌說收刀入朝
[00:07:52.760 --> 00:07:56.800]  凡動刀的必死在刀下
[00:07:56.800 --> 00:07:58.640]  就是之後收刀入朝
[00:07:58.640 --> 00:08:00.000]  大家不是用暴力
[00:08:00.000 --> 00:08:01.040]  你拔刀他又拔刀
[00:08:01.040 --> 00:08:03.080]  暴力就永無止境
[00:08:03.080 --> 00:08:05.880]  人類的仇恨衝突就越來越厲害
[00:08:05.880 --> 00:08:07.240]  死的人就越來越多
[00:08:07.240 --> 00:08:09.640]  無辜的人因此有很多
[00:08:09.640 --> 00:08:13.160]  在這種衝突中死亡 受傷
[00:08:13.160 --> 00:08:14.520]  見過這些景象的人
[00:08:14.520 --> 00:08:17.000]  一生的心都傷害
[00:08:17.000 --> 00:08:19.440]  我記得我年輕時
[00:08:19.440 --> 00:08:21.280]  有個柬埔寨的伯伯
[00:08:21.280 --> 00:08:25.600]  帶他的女兒來見我
