
[00:00:00.000 --> 00:00:02.540]  羅馬書第三十三講
[00:00:02.540 --> 00:00:06.300]  羅馬書十二章九至到二十一節
[00:00:06.300 --> 00:00:09.900]  記得我第一次講羅馬書十二章的時候
[00:00:09.900 --> 00:00:12.260]  我是講了兩節的經文
[00:00:12.260 --> 00:00:14.060]  很少經文
[00:00:14.060 --> 00:00:16.700]  然後第二次講羅馬書十二章
[00:00:16.700 --> 00:00:18.400]  變成六節了
[00:00:18.400 --> 00:00:21.200]  今天是要講十二節的經文
[00:00:21.200 --> 00:00:24.840]  所以我控制時間要控制得好一點
[00:00:24.840 --> 00:00:26.300]  今天的題目叫做
[00:00:26.300 --> 00:00:32.300]  心裡火熱常常侍奉主
[00:00:32.300 --> 00:00:36.900]  我們都說我們首先要把自己獻上當作活祭
[00:00:36.900 --> 00:00:41.200]  然後我們要用我們的恩賜來侍奉神
[00:00:41.200 --> 00:00:43.600]  那你說怎樣侍奉?
[00:00:43.600 --> 00:00:45.600]  就是今天所講的
[00:00:45.600 --> 00:00:49.300]  要心裡火熱常常侍奉主
[00:00:49.300 --> 00:00:51.100]  有一個人說
[00:00:51.100 --> 00:00:53.900]  做基督徒也不是很難
[00:00:53.900 --> 00:00:57.900]  只需要我們百分之百的投入就可以了
[00:00:57.900 --> 00:01:00.700]  喂 百分之百的投入
[00:01:00.700 --> 00:01:02.300]  另外又有人說
[00:01:02.300 --> 00:01:05.100]  做基督徒是免費的
[00:01:05.100 --> 00:01:07.300]  我們的救恩是免費的
[00:01:07.300 --> 00:01:10.100]  但是每年的會員費
[00:01:10.100 --> 00:01:12.900]  是要你全部的身家呢?
[00:01:12.900 --> 00:01:15.100]  耶穌基督也講過
[00:01:15.100 --> 00:01:18.200]  祂說進入天國的門是窄的
[00:01:18.200 --> 00:01:21.200]  那裡闊的門是會引導滅亡
[00:01:21.200 --> 00:01:24.200]  馬太福音七章十三節
[00:01:24.200 --> 00:01:26.400]  我們今天所講的經文
[00:01:26.400 --> 00:01:29.600]  羅馬書十二章九至二十一節
[00:01:29.600 --> 00:01:31.600]  絕對不是容易做的
[00:01:31.600 --> 00:01:34.700]  是需要很有紀律
[00:01:34.700 --> 00:01:36.900]  其實今天的經文
[00:01:36.900 --> 00:01:40.200]  可以用兩個不同的方法來分析
[00:01:40.200 --> 00:01:44.300]  第一個就是我平時很喜歡的首尾結構
[00:01:44.300 --> 00:01:46.500]  我們都講過首尾結構
[00:01:46.500 --> 00:01:49.300]  就是前面的經文和後面的經文
[00:01:49.300 --> 00:01:51.200]  是有連帶的關係
[00:01:51.200 --> 00:01:54.300]  一層一層地抽絲剝繭
[00:01:54.300 --> 00:01:58.100]  去到最中心的經文就是最重要
[00:01:58.100 --> 00:02:01.700]  今天羅馬書十二章二至二十一節
[00:02:01.700 --> 00:02:04.900]  一共有四層的首尾結構
[00:02:04.900 --> 00:02:06.600]  第一層是告訴我們
[00:02:06.600 --> 00:02:10.400]  甚麼是良善 甚麼是善良
[00:02:10.400 --> 00:02:13.300]  正如羅馬書十二章二節說
[00:02:13.300 --> 00:02:16.700]  測驗何為神的善良
[00:02:16.700 --> 00:02:19.000]  而在羅馬書十二章二十一節
[00:02:19.000 --> 00:02:22.100]  又說我們要以善成惡
[00:02:22.100 --> 00:02:24.800]  所以很明顯告訴我們第一層
[00:02:24.800 --> 00:02:26.600]  甚麼是善良
[00:02:26.600 --> 00:02:30.300]  第二層是講到謙卑的態度
[00:02:30.300 --> 00:02:32.300]  羅馬書十二章三節
[00:02:32.300 --> 00:02:35.600]  說不要看自己過於當漢迪
[00:02:35.600 --> 00:02:37.100]  就是我們崇靈的恩賜
[00:02:37.100 --> 00:02:38.600]  你不要看你自己
[00:02:38.600 --> 00:02:41.100]  是高於你自己的恩賜
[00:02:41.100 --> 00:02:42.800]  神給你的恩賜
[00:02:42.800 --> 00:02:46.000]  還有羅馬書十二章十六節說
[00:02:46.000 --> 00:02:48.700]  不要志氣高大
[00:02:48.700 --> 00:02:51.200]  所以第二層的首尾結構
[00:02:51.200 --> 00:02:53.600]  就是叫我們要謙虛
[00:02:53.600 --> 00:02:57.500]  第三層就是講出侍奉的態度
[00:02:57.500 --> 00:02:59.900]  羅馬書十二章八節說
[00:02:59.900 --> 00:03:02.600]  要殷勤 要甘心
[00:03:02.600 --> 00:03:05.000]  羅馬書十二章十一節說
[00:03:05.000 --> 00:03:06.800]  殷勤不可難度
[00:03:06.800 --> 00:03:07.800]  有沒有看到?
[00:03:07.800 --> 00:03:11.700]  是告訴我們侍奉的態度是要殷勤
[00:03:11.700 --> 00:03:15.800]  然後整個首尾結構最中心的地方
[00:03:15.800 --> 00:03:18.500]  就是羅馬書十二章九節
[00:03:18.500 --> 00:03:20.800]  說愛人不可虛假
[00:03:20.800 --> 00:03:25.200]  惡要厭惡 善要親近
[00:03:25.200 --> 00:03:28.500]  這就是首尾結構
[00:03:28.500 --> 00:03:29.400]  讓我們看到
[00:03:29.400 --> 00:03:32.000]  首先我們要知道甚麼是善良
[00:03:32.000 --> 00:03:33.700]  然後要謙卑地
[00:03:33.700 --> 00:03:36.000]  殷勤地侍奉神
[00:03:36.000 --> 00:03:38.400]  是出於我們的愛心
[00:03:38.400 --> 00:03:43.700]  由於我們已經講了羅馬書十二章二節到八節
[00:03:43.700 --> 00:03:45.400]  有關因此的經文
[00:03:45.400 --> 00:03:48.400]  就是這個首尾結構的上半部分
[00:03:48.400 --> 00:03:50.700]  所以今天我們是用另外一個方式
[00:03:50.700 --> 00:03:53.300]  來分析我們今天的經文
[00:03:53.300 --> 00:03:57.900]  這個方式就是用到侍奉的範圍
[00:03:57.900 --> 00:04:00.500]  一層一層地擴展出去
[00:04:00.500 --> 00:04:02.800]  首先是由我們自己做起
[00:04:02.800 --> 00:04:04.900]  由個人的範圍
[00:04:04.900 --> 00:04:08.200]  這就是羅馬書十二章第九節
[00:04:08.200 --> 00:04:10.600]  說愛人不可虛假
[00:04:10.600 --> 00:04:14.700]  所以我們首先是出於自己要有愛心
[00:04:14.700 --> 00:04:18.500]  然後第二個範圍比較廣泛一些
[00:04:18.500 --> 00:04:21.300]  是包括了主內的弟兄姊妹
[00:04:21.300 --> 00:04:25.100]  羅馬書十二章十節到十三節
[00:04:25.100 --> 00:04:27.000]  然後第三個範圍
[00:04:27.000 --> 00:04:31.200]  再擴張一些是包括教外的人
