
[00:00:00.000 --> 00:00:02.000]  今日揀一段經文
[00:00:02.000 --> 00:00:04.000]  詩篇四十六篇
[00:00:04.000 --> 00:00:07.000]  即係佢哋嗰首回應詩嘅時候
[00:00:07.000 --> 00:00:09.000]  就取材自呢篇嘅詩篇
[00:00:09.000 --> 00:00:11.000]  我分三點同頂姐妹分享
[00:00:11.000 --> 00:00:13.000]  其實喺好幾年前
[00:00:13.000 --> 00:00:15.000]  我喺崇拜入面講一次
[00:00:15.000 --> 00:00:17.000]  不過今日即係短講
[00:00:17.000 --> 00:00:20.000]  回應弟兄嘅見證
[00:00:20.000 --> 00:00:21.000]  並且幫助我哋頂姐妹
[00:00:21.000 --> 00:00:22.000]  喺新嘅一年
[00:00:22.000 --> 00:00:25.000]  都有系統嘅將神自己嘅說話
[00:00:25.000 --> 00:00:27.000]  藏喺心裏面
[00:00:27.000 --> 00:00:29.000]  頭三節頂姐妹同我一齊讀
[00:00:29.000 --> 00:00:31.000]  一二三
[00:00:31.000 --> 00:00:33.000]  神是我哋嘅避難所
[00:00:33.000 --> 00:00:35.000]  是我哋嘅力量
[00:00:35.000 --> 00:00:38.000]  是我哋喺患難中隨時嘅幫助
[00:00:38.000 --> 00:00:41.000]  所以地需改變
[00:00:41.000 --> 00:00:43.000]  山需搖動到海深
[00:00:43.000 --> 00:00:47.000]  其中嘅水需攀均翻騰
[00:00:47.000 --> 00:00:50.000]  山需因海漲而戰鬥
[00:00:50.000 --> 00:00:52.000]  我哋也不害怕
[00:00:52.000 --> 00:00:54.000]  即係喺呢度一開始就係宣告
[00:00:54.000 --> 00:00:57.000]  神係佢最穩妥嘅保護
[00:00:57.000 --> 00:00:59.000]  避難所我哋知道
[00:00:59.000 --> 00:01:01.000]  係一個外在嘅保護
[00:01:01.000 --> 00:01:04.000]  使人喺生活同埋生命受到威脅嘅時候
[00:01:04.000 --> 00:01:06.000]  可以得到隱蔽
[00:01:06.000 --> 00:01:09.000]  神係佢喺患難中
[00:01:09.000 --> 00:01:11.000]  神係佢嘅力量
[00:01:11.000 --> 00:01:13.000]  力量係可以指導動力
[00:01:13.000 --> 00:01:15.000]  或者內在嘅幫助
[00:01:15.000 --> 00:01:17.000]  我諗人面對患難嘅時候
[00:01:17.000 --> 00:01:19.000]  需要嘅幫助唔只係外在
[00:01:19.000 --> 00:01:21.000]  而係裏面
[00:01:21.000 --> 00:01:23.000]  裏面有一份嘅力量
[00:01:23.000 --> 00:01:25.000]  叫人唔放棄
[00:01:25.000 --> 00:01:27.000]  叫人唔恐懼
[00:01:27.000 --> 00:01:30.000]  面對一朝半日嘅困難
[00:01:30.000 --> 00:01:32.000]  或者我哋有機會捱得過
[00:01:32.000 --> 00:01:34.000]  但如果呢個嘅困難係長期
[00:01:34.000 --> 00:01:36.000]  就好似弟兄嘅太太
[00:01:36.000 --> 00:01:39.000]  每日都要打針喺懷孕嘅時候
[00:01:39.000 --> 00:01:41.000]  或者依家小朋友
[00:01:41.000 --> 00:01:44.000]  每個星期都需要嚟到去打針
[00:01:44.000 --> 00:01:45.000]  好漫長
[00:01:45.000 --> 00:01:47.000]  點樣捱得過佢呢
[00:01:47.000 --> 00:01:50.000]  心裏嘅力量好重要
[00:01:50.000 --> 00:01:55.000]  詩人又話神係佢喺患難入面隨時嘅幫助
[00:01:55.000 --> 00:01:58.000]  隨時嘅幫助嘅意思係講到
[00:01:58.000 --> 00:02:00.000]  你一定搵到上帝
[00:02:00.000 --> 00:02:03.000]  即係神一定喺度
[00:02:03.000 --> 00:02:07.000]  我哋冇辦法廿四小時陪伴身邊嘅人
[00:02:07.000 --> 00:02:08.000]  冇辦法
[00:02:08.000 --> 00:02:12.000]  尋晚我哋有會友嘅爸爸病危
[00:02:12.000 --> 00:02:14.000]  所以我去咗醫院
[00:02:14.000 --> 00:02:15.000]  兩點幾鐘
[00:02:15.000 --> 00:02:16.000]  今朝六點幾返屋企
[00:02:16.000 --> 00:02:18.000]  頭先都即係匆匆忙忙
[00:02:18.000 --> 00:02:22.000]  再問底下原來係十點幾嘅時候就返天父度
[00:02:22.000 --> 00:02:24.000]  跟住收到另一個嘅消息
[00:02:24.000 --> 00:02:26.000]  就係我哋另一位嘅會友爸爸
[00:02:26.000 --> 00:02:27.000]  之前都病危咗一次
[00:02:27.000 --> 00:02:28.000]  我哋去咗醫院
[00:02:28.000 --> 00:02:30.000]  呢幾日又再越嚟越差
[00:02:30.000 --> 00:02:33.000]  同樣頭先同公園趕上去醫院
[00:02:33.000 --> 00:02:37.000]  我其間同佢講係我哋冇辦法廿四小時陪伴
[00:02:37.000 --> 00:02:39.000]  只有上帝
[00:02:39.000 --> 00:02:42.000]  當我哋想搵佢嘅時候
[00:02:42.000 --> 00:02:44.000]  唔係佢搵佢嘅時候出現
[00:02:44.000 --> 00:02:46.000]  其實佢不嬲都喺度
[00:02:46.000 --> 00:02:49.000]  不過當我哋意識我哋要搵佢嘅時候
[00:02:49.000 --> 00:02:50.000]  佢就喺度
[00:02:50.000 --> 00:02:52.000]  佢一定係被搵到
[00:02:52.000 --> 00:02:55.000]  唔會有任何嘅閃失
[00:02:55.000 --> 00:02:58.000]  詩人宣告
[00:02:58.000 --> 00:03:00.000]  喺一個劇變入面
[00:03:00.000 --> 00:03:02.000]  有上帝嘅保護
[00:03:02.000 --> 00:03:05.000]  以至佢帶住一個嘅信心
[00:03:05.000 --> 00:03:08.000]  個信心係第二節
[00:03:08.000 --> 00:03:10.000]  第三節
[00:03:10.000 --> 00:03:12.000]  講到一啲係
[00:03:12.000 --> 00:03:14.000]  講到一啲係劇變入面
[00:03:14.000 --> 00:03:15.000]  佢點樣唔需要害怕
[00:03:15.000 --> 00:03:17.000]  第二第三節
[00:03:17.000 --> 00:03:20.000]  佢地需改變山需搖動到海深
[00:03:20.000 --> 00:03:23.000]  其中嘅水需攀崑翻騰
[00:03:23.000 --> 00:03:26.000]  山需因海漲而戰鬥
[00:03:26.000 --> 00:03:29.000]  一幅嘅圖畫係乜嘢嘅圖畫呢
[00:03:29.000 --> 00:03:32.000]  係一幅劇變同埋混亂嘅圖畫
[00:03:32.000 --> 00:03:34.000]  係令人感受到威嚇
[00:03:34.000 --> 00:03:37.000]  同埋即係生命受到威脅
[00:03:37.000 --> 00:03:41.000]  地山海本來係大自然入面
[00:03:41.000 --> 00:03:44.000]  覺得好穩固嘅事物
