
[00:00:00.000 --> 00:00:04.000]  今天我們就這五節《聖經》
[00:00:04.000 --> 00:00:12.000]  我們一起來學習看到新生命的必要特徵
[00:00:12.000 --> 00:00:14.000]  必要的特徵意思就是
[00:00:14.000 --> 00:00:16.000]  如果是有新生命的話
[00:00:16.000 --> 00:00:20.000]  必定有這些情形出現
[00:00:20.000 --> 00:00:22.000]  那麼這就讓我們看見
[00:00:22.000 --> 00:00:25.000]  什麼樣新生命必須有的
[00:00:25.000 --> 00:00:30.000]  這樣的表現是什麼
[00:00:30.000 --> 00:00:34.000]  那麼我們可以在跟
[00:00:34.000 --> 00:00:38.000]  有些基督徒見面
[00:00:38.000 --> 00:00:40.000]  或者跟一些朋友見面
[00:00:40.000 --> 00:00:45.000]  我們都聽到有人說他已經是信主的
[00:00:45.000 --> 00:00:48.000]  有人說他已經是認罪了
[00:00:48.000 --> 00:00:51.000]  已經相信耶穌做他救主了
[00:00:51.000 --> 00:00:53.000]  那麼他說我已經得救了
[00:00:53.000 --> 00:00:57.000]  將來我知道我一定可以上天堂
[00:00:57.000 --> 00:01:00.000]  那麼有人說我們他信主了沒有
[00:01:00.000 --> 00:01:02.000]  他說已經信主了
[00:01:02.000 --> 00:01:04.000]  他是基督徒了
[00:01:04.000 --> 00:01:07.000]  他說我在哪個佈道會上
[00:01:07.000 --> 00:01:10.000]  在哪個福音聚會上
[00:01:10.000 --> 00:01:16.000]  我聽了講的福音以後
[00:01:16.000 --> 00:01:18.000]  我就舉手覺智了
[00:01:18.000 --> 00:01:21.000]  我已經是基督徒了
[00:01:21.000 --> 00:01:23.000]  我已經得救了
[00:01:23.000 --> 00:01:27.000]  那麼這些都是很好
[00:01:27.000 --> 00:01:31.000]  有這樣的對福音有這樣的態度都是很好
[00:01:31.000 --> 00:01:35.000]  但是不夠準確
[00:01:35.000 --> 00:01:37.000]  就是到底你有沒有得救
[00:01:37.000 --> 00:01:39.000]  到底你有沒有重生
[00:01:39.000 --> 00:01:43.000]  不是剛纔說的那一些情形
[00:01:43.000 --> 00:01:48.000]  就能夠確定你是已經重生得救的
[00:01:48.000 --> 00:01:50.000]  如果是按照這樣的標準的話
[00:01:50.000 --> 00:01:55.000]  那是基督徒很多很多了
[00:01:55.000 --> 00:01:58.000]  如果按照標準有人說的話
[00:01:58.000 --> 00:02:04.000]  美國的話有三分之一的人都是基督徒
[00:02:04.000 --> 00:02:06.000]  按照這麼個說法
[00:02:06.000 --> 00:02:08.000]  有人說我去禮拜堂了
[00:02:08.000 --> 00:02:10.000]  那麼他也算基督徒了
[00:02:10.000 --> 00:02:12.000]  但是不是的
[00:02:12.000 --> 00:02:18.000]  真的按照表面這樣的現象還不是
[00:02:18.000 --> 00:02:22.000]  因爲基督徒不是單單接受一個信仰
[00:02:22.000 --> 00:02:26.000]  說神很好耶穌很好
[00:02:26.000 --> 00:02:28.000]  那我信他
[00:02:28.000 --> 00:02:29.000]  不是的
[00:02:29.000 --> 00:02:34.000]  基督徒最重要的就是有一個新生命
[00:02:34.000 --> 00:02:37.000]  是有生命還是沒有生命
[00:02:37.000 --> 00:02:39.000]  你重生了沒有
[00:02:39.000 --> 00:02:41.000]  如果你沒有重生的話
[00:02:41.000 --> 00:02:44.000]  你不論你怎麼樣的表現
[00:02:44.000 --> 00:02:50.000]  你還不是一個真正的得救的基督徒
[00:02:50.000 --> 00:02:56.000]  所以使徒約翰在約翰一書快要結束的時候
[00:02:56.000 --> 00:02:59.000]  最後一章的話就講到
[00:02:59.000 --> 00:03:05.000]  真的基督徒他的新生命有三方面
[00:03:05.000 --> 00:03:09.000]  三個必要的跡象表現
[00:03:09.000 --> 00:03:11.000]  有這種情況出現
[00:03:11.000 --> 00:03:16.000]  第一個他說是信耶穌是基督
[00:03:16.000 --> 00:03:19.000]  那麼第二個他是愛神
[00:03:19.000 --> 00:03:21.000]  愛神的兒女
[00:03:21.000 --> 00:03:24.000]  第三個他是順服神的誡命
[00:03:24.000 --> 00:03:29.000]  那如果一個人他真是信耶穌是基督
[00:03:29.000 --> 00:03:32.000]  不是信耶穌有跟沒有
[00:03:32.000 --> 00:03:34.000]  耶穌好跟不好
[00:03:34.000 --> 00:03:37.000]  而是信耶穌是救主
[00:03:37.000 --> 00:03:39.000]  他是基督
[00:03:39.000 --> 00:03:42.000]  這是第一個生命的跡象
[00:03:42.000 --> 00:03:45.000]  第二個他愛神
[00:03:45.000 --> 00:03:48.000]  而且他也愛神的兒女
[00:03:48.000 --> 00:03:50.000]  這是第二個跡象
[00:03:50.000 --> 00:03:54.000]  第三個跡象就是他順服神的誡命
[00:03:54.000 --> 00:03:56.000]  就是聖經上說的話
[00:03:56.000 --> 00:04:00.000]  他接受而且也願意按照這個去行的
[00:04:00.000 --> 00:04:02.000]  這個三方面的話
[00:04:02.000 --> 00:04:05.000]  那這個是必要的
[00:04:05.000 --> 00:04:10.000]  而其他的呢他說每個禮拜都去禮拜堂
[00:04:10.000 --> 00:04:13.000]  每天讀聖經每天讀禱告
[00:04:13.000 --> 00:04:15.000]  這也是很好的
[00:04:15.000 --> 00:04:19.000]  但是還不能算是必要的跡象
[00:04:19.000 --> 00:04:22.000]  最必要的跡象就是三個
[00:04:22.000 --> 00:04:26.000]  三個裏面還不能缺一
[00:04:26.000 --> 00:04:28.000]  不能說我只有一樣
[00:04:28.000 --> 00:04:31.000]  我是信耶穌基督
[00:04:31.000 --> 00:04:34.000]  但是呢我不愛神
[00:04:34.000 --> 00:04:36.000]  我也不是愛神的兒女
[00:04:36.000 --> 00:04:38.000]  我也不聽神的話
[00:04:38.000 --> 00:04:40.000]  這個的話還不算
[00:04:40.000 --> 00:04:43.000]  三個裏頭必須都要齊備
[00:04:43.000 --> 00:04:47.000]  那麼你缺一個就不可以
[00:04:47.000 --> 00:04:51.000]  缺一個的話就說明你的生命還有問題
[00:04:51.000 --> 00:04:54.000]  你說你信了
[00:04:54.000 --> 00:04:57.000]  你還不一定是真的相信
[00:04:57.000 --> 00:04:59.000]  但是你多了有沒有用呢
[00:04:59.000 --> 00:05:02.000]  那麼你加上其他的有沒有必要呢
[00:05:02.000 --> 00:05:05.000]  你說基督徒每天要禱告
[00:05:05.000 --> 00:05:06.000]  每天要讀聖經
[00:05:06.000 --> 00:05:09.000]  如果你沒有禱告沒有讀聖經
[00:05:09.000 --> 00:05:11.000]  你不是基督徒
[00:05:11.000 --> 00:05:12.000]  那這個也沒有必要
[00:05:12.000 --> 00:05:15.000]  你加上一些其他的一些表現
[00:05:15.000 --> 00:05:19.000]  一些條件要求也沒有必要
[00:05:19.000 --> 00:05:22.000]  所以這個三個呢是必須的
[00:05:22.000 --> 00:05:23.000]  缺一不可
[00:05:23.000 --> 00:05:27.000]  多一個呢也沒有必要
[00:05:27.000 --> 00:05:30.000]  那麼下面呢我們就要看看了
[00:05:30.000 --> 00:05:32.000]  從這五節聖經裏頭
[00:05:32.000 --> 00:05:33.000]  我們要看到
[00:05:33.000 --> 00:05:35.000]  這個重生呢
[00:05:35.000 --> 00:05:40.000]  是基督徒生命的一個新的開始
[00:05:40.000 --> 00:05:42.000]  這第一節
[00:05:42.000 --> 00:05:45.000]  從神而生
[00:05:45.000 --> 00:05:47.000]  還有第四節說
[00:05:47.000 --> 00:05:49.000]  凡從神生的
[00:05:49.000 --> 00:05:51.000]  從神而生
[00:05:51.000 --> 00:05:53.000]  這句話的話
[00:05:53.000 --> 00:05:59.000]  就是人跟神的生命接觸的一個起點
[00:05:59.000 --> 00:06:01.000]  人跟神的關係
[00:06:01.000 --> 00:06:05.000]  一開始的一個起點
[00:06:05.000 --> 00:06:08.000]  所以在約翰福音第三章
[00:06:08.000 --> 00:06:12.000]  尼各迪姆跟耶穌夜裏的談話
[00:06:12.000 --> 00:06:15.000]  也說明這一點
[00:06:15.000 --> 00:06:17.000]  那麼尼各迪姆呢
[00:06:17.000 --> 00:06:21.000]  他是一個猶太人一個老師
[00:06:21.000 --> 00:06:23.000]  他很有學問的
[00:06:23.000 --> 00:06:24.000]  那麼他就
[00:06:24.000 --> 00:06:27.000]  耶穌就跟他講到重生的道理
[00:06:27.000 --> 00:06:29.000]  所以耶穌在跟他說話裏頭
[00:06:29.000 --> 00:06:31.000]  最重要的就是說
[00:06:31.000 --> 00:06:33.000]  人若不重生
[00:06:33.000 --> 00:06:35.000]  就不能進聖的國
[00:06:35.000 --> 00:06:37.000]  他就跟他講到一個
[00:06:37.000 --> 00:06:39.000]  信主一個基督徒
[00:06:39.000 --> 00:06:41.000]  最開始的
[00:06:41.000 --> 00:06:45.000]  最基本的一個條件
[00:06:45.000 --> 00:06:47.000]  就是要重生
[00:06:47.000 --> 00:06:49.000]  重生是什麼呢
[00:06:49.000 --> 00:06:52.000]  就是一個新生命的開始
[00:06:52.000 --> 00:06:54.000]  就好像我們人
[00:06:54.000 --> 00:06:57.000]  我們生到世界裏
[00:06:57.000 --> 00:06:59.000]  從母胎一出來的話
[00:06:59.000 --> 00:07:01.000]  就是生下來了
[00:07:01.000 --> 00:07:06.000]  那麼這個就是一個生命的開始
[00:07:06.000 --> 00:07:07.000]  基督徒呢
[00:07:07.000 --> 00:07:09.000]  什麼時候開始是基督徒呢
[00:07:09.000 --> 00:07:11.000]  是得到一個新生命
[00:07:11.000 --> 00:07:13.000]  有個重生
[00:07:13.000 --> 00:07:16.000]  重生就是基督徒生命的開始
[00:07:16.000 --> 00:07:19.000]  從你信了耶穌
[00:07:19.000 --> 00:07:21.000]  接受耶穌做救主
[00:07:21.000 --> 00:07:23.000]  你被重生了
[00:07:23.000 --> 00:07:26.000]  那麼這個就是一個基督徒的開始
[00:07:26.000 --> 00:07:30.000]  這是不能夠缺少的
[00:07:30.000 --> 00:07:33.000]  那麼重生呢
[00:07:33.000 --> 00:07:35.000]  也是神的能力
[00:07:35.000 --> 00:07:38.000]  表現是神的能力
[00:07:38.000 --> 00:07:40.000]  神救人
[00:07:40.000 --> 00:07:43.000]  神救一個願意悔改
[00:07:43.000 --> 00:07:45.000]  相信耶穌做救主的人
