
[00:00:00.000 --> 00:00:02.820]  我們都是軟弱的人
[00:00:02.820 --> 00:00:06.400]  常常都會犯罪、得罪神
[00:00:06.400 --> 00:00:07.940]  翻開聖經
[00:00:07.940 --> 00:00:12.160]  犯罪跌倒的例子真的比比皆是
[00:00:12.160 --> 00:00:16.000]  人類的子祖亞當和夏娃犯罪
[00:00:16.000 --> 00:00:17.920]  罪若入了世界
[00:00:17.920 --> 00:00:22.800]  可以說這是後果最嚴重的犯罪
[00:00:22.800 --> 00:00:26.620]  人類的第二代該人被罪控制
[00:00:26.620 --> 00:00:28.420]  殺了弟弟阿伯
[00:00:28.420 --> 00:00:29.960]  也是跌倒
[00:00:29.960 --> 00:00:34.300]  罪就代代相傳下去
[00:00:34.300 --> 00:00:36.100]  直到羅亞時代
[00:00:36.100 --> 00:00:37.900]  除了羅亞一家
[00:00:37.900 --> 00:00:40.200]  全人類都敗壞
[00:00:40.200 --> 00:00:43.280]  被洪水覆滅
[00:00:43.280 --> 00:00:46.080]  信心之父阿伯拉罕
[00:00:46.080 --> 00:00:47.100]  他很怕死
[00:00:47.100 --> 00:00:49.420]  兩次說了半個謊話
[00:00:49.420 --> 00:00:53.760]  就謊稱太太撒拉是自己的妹妹
[00:00:53.760 --> 00:00:58.880]  瓦國第四子猶大是耶穌育身的祖先
[00:00:58.880 --> 00:01:01.700]  他嫖妓
[00:01:01.700 --> 00:01:04.760]  約瑟的哥哥出賣兄弟
[00:01:04.760 --> 00:01:08.600]  以色列第一位君王索羅勉強獻祭
[00:01:08.600 --> 00:01:11.420]  他沒有遵守神所吩咐的命令
[00:01:11.420 --> 00:01:13.480]  結果被廢
[00:01:13.480 --> 00:01:18.600]  他繼任人大衛被譽為合神心意的人
[00:01:18.600 --> 00:01:24.480]  但是大衛與下屬烏利亞的太太拔士巴行淫
[00:01:24.480 --> 00:01:27.040]  又設計殺了烏利亞
[00:01:27.040 --> 00:01:28.840]  淫淫妻子
[00:01:28.840 --> 00:01:30.380]  殺人丈夫
[00:01:30.380 --> 00:01:33.440]  大大的得罪神
[00:01:33.440 --> 00:01:36.520]  索羅門做了以色列王之後
[00:01:36.520 --> 00:01:40.880]  他集智慧財富權力榮耀於一身
[00:01:40.880 --> 00:01:42.400]  但是晚節不保
[00:01:42.400 --> 00:01:44.720]  他就跟隨外邦的妻妾
[00:01:44.720 --> 00:01:48.040]  去敬拜其他的神明
[00:01:48.040 --> 00:01:50.080]  大大的野神發怒
[00:01:50.080 --> 00:01:52.380]  以致國家被撕裂
[00:01:52.380 --> 00:01:55.460]  分了南北兩國
[00:01:55.460 --> 00:01:58.020]  北角以色列諸王
[00:01:58.020 --> 00:02:02.620]  行神眼中看為惡的事
[00:02:02.620 --> 00:02:06.220]  南角猶大諸王其實都好唔得幾多
[00:02:06.220 --> 00:02:08.000]  國君跌倒
[00:02:08.000 --> 00:02:10.820]  禍國殃民
[00:02:10.820 --> 00:02:14.660]  整個舊約很多的屬靈偉人
[00:02:14.660 --> 00:02:16.960]  個個都軟弱
[00:02:16.960 --> 00:02:18.240]  在新約又怎樣呢
[00:02:18.240 --> 00:02:20.540]  猶大跟隨耶穌三年
[00:02:20.540 --> 00:02:22.840]  看耶穌行了三十幾個神蹟
[00:02:22.840 --> 00:02:25.400]  聽耶穌很多篇講道
[00:02:25.400 --> 00:02:27.200]  他最後犯罪
[00:02:27.200 --> 00:02:30.280]  為了錢出賣耶穌
[00:02:30.280 --> 00:02:31.820]  彼得雖然好勇
[00:02:31.820 --> 00:02:33.860]  三次不認主
[00:02:33.860 --> 00:02:35.660]  保羅信主前
[00:02:35.660 --> 00:02:39.240]  都是一些逼迫基督徒的領袖
[00:02:39.240 --> 00:02:42.300]  彼得和保羅跌倒之後悔改
[00:02:42.300 --> 00:02:45.900]  他們爬起來重新出發
[00:02:45.900 --> 00:02:48.720]  去抱出更豐盛的人生
[00:02:48.720 --> 00:02:52.040]  這個跟猶大是最大的分別
[00:02:52.040 --> 00:02:56.140]  聖經告訴我們很多的屬靈偉人
[00:02:56.140 --> 00:02:58.960]  都有軟弱的一面
[00:02:58.960 --> 00:03:02.280]  我們應該這樣看自己
[00:03:02.280 --> 00:03:05.100]  如果我問大家在過往一個月
[00:03:05.100 --> 00:03:07.160]  有沒有人是沒有犯過罪
[00:03:07.160 --> 00:03:09.440]  你很清楚你沒有犯過罪
[00:03:09.440 --> 00:03:13.540]  可不可以你舉手示一示二
[00:03:13.540 --> 00:03:15.840]  我想有人認同
[00:03:15.840 --> 00:03:21.220]  你一舉手朱牧師會找你談話
[00:03:21.220 --> 00:03:23.780]  我們不可能不犯罪
[00:03:23.780 --> 00:03:25.440]  當罪入到這個世界
[00:03:25.440 --> 00:03:28.140]  我們不可能不犯罪
[00:03:28.140 --> 00:03:30.940]  已故英國作家Joseph Kipling
[00:03:30.940 --> 00:03:32.480]  亦叫吉卜寧
[00:03:32.480 --> 00:03:35.820]  有一首詩叫《遺願》
[00:03:35.820 --> 00:03:40.940]  他說遺願你能同時遭逢勝利和慘敗
[00:03:40.940 --> 00:03:44.780]  並且對這兩個騙局一視同仁
[00:03:44.780 --> 00:03:47.340]  後面那句先精警
[00:03:47.340 --> 00:03:50.160]  勝利和慘敗都是騙局
[00:03:50.160 --> 00:03:53.980]  你見到的勝利與慘敗可能是假象
[00:03:53.980 --> 00:03:55.520]  為什麼這樣說呢
[00:03:55.520 --> 00:03:58.860]  我們從以色列的歷史去看一看
[00:03:58.860 --> 00:04:00.380]  大家會很熟悉
[00:04:00.380 --> 00:04:01.940]  一路看以色列的歷史
[00:04:01.940 --> 00:04:03.980]  你會很熟悉這段歷史
[00:04:03.980 --> 00:04:06.280]  在公元前586年
[00:04:06.280 --> 00:04:08.580]  巴比倫滅了猶大國
[00:04:08.580 --> 00:04:10.880]  猶大亡國
[00:04:10.880 --> 00:04:15.480]  幾十年後波斯興起取代了巴比倫
[00:04:15.480 --> 00:04:18.560]  容許猶太人回歸故土
[00:04:18.560 --> 00:04:21.380]  在公元前的538年
[00:04:21.380 --> 00:04:26.240]  所羅巴伯率領第一批的以色列人回歸故土
[00:04:26.240 --> 00:04:28.280]  重建聖殿
[00:04:28.280 --> 00:04:30.340]  是以色列記的一到六章
[00:04:30.340 --> 00:04:33.140]  大家都聽過的講道
[00:04:33.140 --> 00:04:34.680]  80年後
[00:04:34.680 --> 00:04:36.480]  公元前458年
[00:04:36.480 --> 00:04:41.080]  以色列率領第二批猶太人回歸
[00:04:41.080 --> 00:04:44.920]  重建屬於神子民的生活
[00:04:44.920 --> 00:04:49.020]  是以色列記七到十章的內容
[00:04:49.020 --> 00:04:50.040]  十幾年後
[00:04:50.040 --> 00:04:53.380]  尼西米率領第三批猶太人回歸
[00:04:53.380 --> 00:04:55.160]  重建城牆
[00:04:55.160 --> 00:04:58.500]  這是尼西米記的內容
[00:04:58.500 --> 00:05:04.120]  以色列人似乎從一個亡國的谷底反彈
[00:05:04.120 --> 00:05:07.700]  可以回歸故土可以重建聖殿
[00:05:07.700 --> 00:05:11.040]  重建聖文重建城牆
[00:05:11.040 --> 00:05:12.820]  這個是勝利來的
[00:05:12.820 --> 00:05:16.160]  信仰好像上帝帶你
[00:05:16.160 --> 00:05:17.940]  向上行
[00:05:17.940 --> 00:05:21.280]  但是這個勝利是假象來的
[00:05:21.280 --> 00:05:23.060]  好像吉卜寧說的
[00:05:23.060 --> 00:05:25.120]  是一個騙局來的
[00:05:25.120 --> 00:05:29.200]  以為自己很淑靈上帝帶領我們回去了
[00:05:29.200 --> 00:05:30.480]  可能是假象來的
[00:05:30.480 --> 00:05:33.560]  他們一回到故土又怎樣?
[00:05:33.560 --> 00:05:34.840]  又跌倒
[00:05:34.840 --> 00:05:38.680]  他不理會上帝的誡命與外族通婚
[00:05:38.680 --> 00:05:40.720]  連宗教領袖都是這樣
[00:05:40.720 --> 00:05:42.260]  都跌倒
[00:05:42.260 --> 00:05:43.800]  聖袍底下
[00:05:43.800 --> 00:05:45.080]  其實都是罪人
[00:05:45.080 --> 00:05:46.880]  都是軟弱的人
[00:05:46.880 --> 00:05:49.680]  無論你是什麼的崗位
[00:05:49.680 --> 00:05:52.500]  什麼性別什麼的種族
[00:05:52.500 --> 00:05:55.060]  其實我們都是軟弱的人
[00:05:55.060 --> 00:05:57.880]  我們軟弱犯罪有什麼出路呢?
[00:05:57.880 --> 00:05:59.160]  在第九章
[00:05:59.160 --> 00:06:04.540]  以色列人知道與外族通婚得罪神的問題
[00:06:04.540 --> 00:06:07.100]  他先回到神那裡
[00:06:07.100 --> 00:06:09.400]  去祈禱認罪
[00:06:09.400 --> 00:06:12.220]  在第十章他就去處理這個問題
[00:06:12.220 --> 00:06:15.280]  所以下個星期的講道就會講
[00:06:15.280 --> 00:06:19.120]  他怎樣處理與外族通婚的問題
[00:06:19.120 --> 00:06:22.200]  上個星期Sam就講到
[00:06:22.200 --> 00:06:24.000]  靠著神的恩手
[00:06:24.000 --> 00:06:26.800]  以色列人第二次回歸
[00:06:26.800 --> 00:06:30.900]  在猶太曆法正月初一在巴比倫啟程
[00:06:30.900 --> 00:06:32.960]  就走了四個月
[00:06:32.960 --> 00:06:37.560]  在五月初一就抵達耶路撒冷
[00:06:37.560 --> 00:06:41.400]  回到耶路撒冷可能以色列要忙於做很多事情
[00:06:41.400 --> 00:06:45.240]  他忙於將金銀、器皿要過程
[00:06:45.240 --> 00:06:47.020]  然後要記錄重量
