
[00:00:00.000 --> 00:00:02.160]  要改變香港的社會
[00:00:02.160 --> 00:00:05.120]  我相信我們不單只需要好的母親
[00:00:05.120 --> 00:00:08.920]  我們更加需要耶穌基督十字架的福音
[00:00:08.920 --> 00:00:13.040]  教會是75週年
[00:00:13.040 --> 00:00:15.040]  這幾天我們有報道會
[00:00:15.040 --> 00:00:17.680]  我們盼望大家謹記
[00:00:17.680 --> 00:00:19.480]  今天社會要改變
[00:00:19.480 --> 00:00:23.680]  我們何等需要耶穌基督十字架的福音
[00:00:23.680 --> 00:00:28.080]  我們上個月跟大家思想到
[00:00:28.080 --> 00:00:30.880]  加略山上六個神蹟
[00:00:30.880 --> 00:00:32.280]  其中兩個
[00:00:32.280 --> 00:00:34.120]  第一個就是遍地的黑暗
[00:00:34.120 --> 00:00:37.520]  當耶穌被釘在十字架上的時候
[00:00:37.520 --> 00:00:40.160]  第一個神蹟就是遍地的黑暗
[00:00:40.160 --> 00:00:44.640]  這是代表十字架克服了罪惡的黑暗
[00:00:44.640 --> 00:00:46.440]  然後第二個神蹟
[00:00:46.440 --> 00:00:52.240]  就是聖殿裡的萬子從上至下裂開
[00:00:52.240 --> 00:00:57.240]  這是代表神人之間的阻隔已經被除去
[00:00:57.240 --> 00:01:03.320]  講到十字架是克服了神人之間的阻隔
[00:01:03.320 --> 00:01:09.120]  而且講到十字架是克服了屬靈的死亡
[00:01:09.120 --> 00:01:12.600]  因為屬靈的死亡就是人離開了神
[00:01:12.600 --> 00:01:16.600]  神做人的時候叫我們能夠和祂在一起
[00:01:16.600 --> 00:01:19.200]  所以神常常在伊甸園裡面
[00:01:19.200 --> 00:01:23.520]  和亞當夏娃有來往
[00:01:23.520 --> 00:01:25.800]  自從人類墮落犯罪之後
[00:01:25.800 --> 00:01:29.760]  人被驅逐離開了伊甸園
[00:01:29.760 --> 00:01:33.000]  離開了神
[00:01:33.000 --> 00:01:38.080]  所以十字架是克服了神人之間的阻隔
[00:01:38.080 --> 00:01:39.640]  這個屬靈的死亡
[00:01:39.640 --> 00:01:44.360]  今天我們開始講第三至第六個神蹟
[00:01:44.360 --> 00:01:52.240]  第三個神蹟就是耶穌被釘在十字架上的時候
[00:01:52.240 --> 00:01:57.000]  我們看見地震
[00:01:57.000 --> 00:02:02.720]  而且石頭都是崩裂的
[00:02:02.720 --> 00:02:06.000]  馬太福音第27章51節
[00:02:06.000 --> 00:02:10.280]  講到耶穌基督在十字架上面
[00:02:10.280 --> 00:02:12.760]  大聲說「成了」的時候
[00:02:12.760 --> 00:02:17.360]  忽然電裡的孟子從上到下裂為兩半
[00:02:17.360 --> 00:02:22.840]  地也震動,盤石也崩裂
[00:02:22.840 --> 00:02:25.000]  這是第三個神蹟
[00:02:25.000 --> 00:02:26.800]  耶穌死的時候
[00:02:26.800 --> 00:02:30.080]  地震、石崩
[00:02:30.080 --> 00:02:36.440]  耶穌的死是石破天驚的
[00:02:36.440 --> 00:02:40.080]  天地之間一件偉大的事蹟
[00:02:40.080 --> 00:02:46.720]  就是神的兒子在十字架上面為我們的罪而死
[00:02:46.720 --> 00:02:51.200]  這個地震、石崩
[00:02:51.200 --> 00:02:54.200]  在聖經裡面有特別的意思在那裡
[00:02:54.200 --> 00:03:00.400]  特別和神的震怒是有關係的
[00:03:00.400 --> 00:03:04.280]  地震和盤石的崩裂
[00:03:04.280 --> 00:03:06.840]  在舊約裡面往往是講到
[00:03:06.840 --> 00:03:12.160]  神因為人的罪而震怒的
[00:03:12.160 --> 00:03:14.320]  在耶穌被釘十字架
[00:03:14.320 --> 00:03:17.760]  有地震、石崩的神蹟裡面
[00:03:17.760 --> 00:03:20.440]  我們看到有什麼神蹟呢?
[00:03:20.440 --> 00:03:24.160]  就說十字架在伽略山樹
[00:03:24.160 --> 00:03:31.080]  在地震、石崩的境況裡面是握立不動的
[00:03:31.080 --> 00:03:35.320]  本來十字架就是這樣動得站在山上
[00:03:35.320 --> 00:03:37.280]  如果是地震
[00:03:37.280 --> 00:03:40.320]  連石頭都崩裂的時候
[00:03:40.320 --> 00:03:45.000]  這個十字架必定是倒塌在地上
[00:03:45.000 --> 00:03:47.840]  但是竟然是握立不動
[00:03:47.840 --> 00:03:50.480]  這個就是神告訴我們
[00:03:50.480 --> 00:03:54.320]  十字架上面的主耶穌基督
[00:03:54.320 --> 00:03:58.400]  為我們的罪而死
[00:03:58.400 --> 00:04:05.200]  這是一件石破天驚的大事
[00:04:05.200 --> 00:04:08.560]  在十五號記下第二十二章第七、第八節那裡
[00:04:08.560 --> 00:04:11.520]  講到大衛寫了一篇詩
[00:04:11.520 --> 00:04:15.600]  那篇詩也是講到神的震怒
[00:04:15.600 --> 00:04:18.440]  「我在急難之中求告耶和華
[00:04:18.440 --> 00:04:20.160]  向我的神呼求
[00:04:20.160 --> 00:04:22.960]  祂從殿中聽了我的聲音
[00:04:22.960 --> 00:04:25.960]  我的呼求入了祂的耳中
[00:04:25.960 --> 00:04:28.160]  那時因祂發怒
[00:04:28.160 --> 00:04:31.800]  地就搖撼顫抖
[00:04:31.800 --> 00:04:37.360]  天的根基也震動搖撼」
[00:04:37.360 --> 00:04:40.560]  當神發怒的時候
[00:04:40.560 --> 00:04:47.560]  大自然會回應神的震怒
[00:04:47.560 --> 00:04:51.440]  洪書第一章第六節也講到
[00:04:51.440 --> 00:04:55.040]  「祂發憤恨誰能立得住呢?
[00:04:55.040 --> 00:04:58.160]  祂發烈怒誰能擋得起呢?
[00:04:58.160 --> 00:05:06.360]  祂的憤怒如火傾倒盤石因祂崩裂」
[00:05:06.360 --> 00:05:09.360]  所以舊約的時候往往講到神的震怒
[00:05:09.360 --> 00:05:13.560]  發作的時候
[00:05:13.560 --> 00:05:16.360]  就有這個盤石崩裂的情況
[00:05:16.360 --> 00:05:18.960]  地震的情況
[00:05:18.960 --> 00:05:21.360]  來回應神的震怒
[00:05:21.360 --> 00:05:26.960]  聖經說我們的神是不會永遠懷怒的神
[00:05:26.960 --> 00:05:29.560]  不會輕易發怒的神
[00:05:29.560 --> 00:05:34.560]  當神面對人的罪惡的時候
[00:05:34.560 --> 00:05:38.360]  我們的神因為祂是聖潔的
[00:05:38.360 --> 00:05:42.360]  祂會大大的發怒
[00:05:42.360 --> 00:05:44.760]  神的憤怒因為祂的聖潔
[00:05:44.760 --> 00:05:48.160]  不能夠容忍人的污穢
[00:05:48.160 --> 00:05:53.560]  罪惡的人因此不能夠親近神
[00:05:53.560 --> 00:05:54.760]  所以神在舊約的時候
[00:05:54.760 --> 00:05:57.560]  因為祂的子民不斷地犯罪
[00:05:57.560 --> 00:06:00.760]  神就在西乃山那裡
[00:06:00.760 --> 00:06:05.960]  為祂的子民頒佈神的律例
[00:06:05.960 --> 00:06:08.360]  就是告訴人
[00:06:08.360 --> 00:06:11.360]  你在犯罪的境況裡面
[00:06:11.360 --> 00:06:14.160]  你需要回到我的面前
[00:06:14.160 --> 00:06:15.760]  你回到我的面前
[00:06:15.760 --> 00:06:17.560]  你需要聖潔
[00:06:17.560 --> 00:06:21.760]  你要遵行我這些的律例、典章
[00:06:21.760 --> 00:06:26.160]  然後我的恩典會臨到你
[00:06:26.160 --> 00:06:28.560]  所以神用律法告訴人
[00:06:28.560 --> 00:06:31.160]  你是有罪的罪人
[00:06:31.160 --> 00:06:33.360]  你需要回到我的面前
[00:06:33.360 --> 00:06:35.160]  你要親近我
[00:06:35.160 --> 00:06:37.760]  所以我們看見在《春間及記》第十九章
[00:06:37.760 --> 00:06:40.960]  描述到神降臨在西乃山
[00:06:40.960 --> 00:06:43.760]  要頒佈祂律法的時候的情況
[00:06:43.760 --> 00:06:47.760]  吩咐摩西說你不准
[00:06:47.760 --> 00:06:50.360]  我的子民走近這個山
[00:06:50.360 --> 00:06:54.160]  他們只能夠在山下
[00:06:54.160 --> 00:06:55.560]  然後聖經形容到
[00:06:55.560 --> 00:06:57.760]  神降臨在西乃山的時候
[00:06:57.760 --> 00:07:00.760]  說到了第三天的早晨
[00:07:00.760 --> 00:07:05.960]  在山上有雷轟、閃電和蜜雲
[00:07:05.960 --> 00:07:07.760]  並且覺星甚大
[00:07:07.760 --> 00:07:11.360]  營中的百姓盡刀發箭
[00:07:11.360 --> 00:07:14.760]  摩西率領百姓出營迎接神
[00:07:14.760 --> 00:07:17.960]  都站在山下
[00:07:17.960 --> 00:07:19.960]  山下全山無煙
[00:07:19.960 --> 00:07:23.960]  因為耶和華在火中降於山上
[00:07:23.960 --> 00:07:28.160]  山的煙氣上騰如熱搖一般
[00:07:28.160 --> 00:07:31.760]  這山大大地震動
[00:07:31.760 --> 00:07:34.560]  大大的震動
[00:07:34.560 --> 00:07:37.160]  所以在加勒山那裡
[00:07:37.160 --> 00:07:40.160]  當耶穌死在十字架上的時候
[00:07:40.160 --> 00:07:44.560]  為人類的罪死在十字架上的時候
[00:07:44.560 --> 00:07:48.160]  神的震怒再一次的發作
[00:07:48.160 --> 00:07:52.560]  被人知道我們原來是污穢的
[00:07:52.560 --> 00:07:55.360]  但神不僅拯救我們脫離罪
[00:07:55.360 --> 00:08:01.560]  神拯救我們脫離這個律法的捆綁
[00:08:01.560 --> 00:08:02.560]  在舊約的時候
[00:08:02.560 --> 00:08:05.560]  神頒佈律法給過他的子民
[00:08:05.560 --> 00:08:07.360]  那個用意是什麼呢?
[00:08:07.360 --> 00:08:11.360]  讓人知道我們有罪
[00:08:11.360 --> 00:08:13.360]  如果沒有律法
[00:08:13.360 --> 00:08:15.960]  我們不知道有罪的
[00:08:15.960 --> 00:08:17.160]  是律法告訴他
[00:08:17.160 --> 00:08:18.960]  這件事是錯的
[00:08:18.960 --> 00:08:20.160]  所以我們做的時候
[00:08:20.160 --> 00:08:21.560]  我們是犯罪
[00:08:21.560 --> 00:08:23.560]  所以羅馬書第五章十三字說
[00:08:23.560 --> 00:08:25.160]  沒有律法之先
[00:08:25.160 --> 00:08:27.160]  罪已經在世上
[00:08:27.160 --> 00:08:28.360]  但沒有律法
[00:08:28.360 --> 00:08:31.160]  罪也不算罪
[00:08:31.160 --> 00:08:31.960]  沒有律法
[00:08:31.960 --> 00:08:34.360]  罪不是罪
[00:08:34.360 --> 00:08:35.560]  因為我們都認識的
[00:08:35.560 --> 00:08:38.360]  在香港有很多律法
[00:08:38.360 --> 00:08:39.960]  很多的法例告訴我們
[00:08:39.960 --> 00:08:41.760]  什麼什麼不應該做的
[00:08:41.760 --> 00:08:44.160]  讓你坐車的時候
[00:08:44.160 --> 00:08:48.160]  有安全帶
[00:08:48.160 --> 00:08:52.160]  以前沒有法律告訴你
[00:08:52.160 --> 00:08:53.360]  你一定要綁安全帶
[00:08:53.360 --> 00:08:56.560]  你為了安全你都綁安全帶
[00:08:56.560 --> 00:08:57.560]  但你不綁安全帶
[00:08:57.560 --> 00:09:00.760]  你都不覺得有什麼犯法
[00:09:00.760 --> 00:09:02.960]  有罪
[00:09:02.960 --> 00:09:07.760]  政府頒佈法令
[00:09:07.760 --> 00:09:10.160]  我們坐車一定要綁安全帶
[00:09:10.160 --> 00:09:11.960]  不綁安全帶是犯法
[00:09:11.960 --> 00:09:14.560]  我們都要綁安全帶
[00:09:14.560 --> 00:09:18.360]  就算有些老人家不喜歡綁安全帶
[00:09:18.360 --> 00:09:19.360]  覺得很麻煩
[00:09:19.360 --> 00:09:23.360]  經常都綁不到
[00:09:23.360 --> 00:09:26.360]  以前我們有一位女童工
[00:09:26.360 --> 00:09:30.360]  她知道有這樣的法例
[00:09:30.360 --> 00:09:31.760]  但她又不喜歡綁安全帶
[00:09:31.760 --> 00:09:35.760]  她就拿著安全帶放在她的身上
[00:09:35.760 --> 00:09:38.560]  這就算合法了
[00:09:38.560 --> 00:09:42.360]  當然這個不是真的合法
[00:09:42.360 --> 00:09:45.960]  所以沒有法律我們不知道什麼是不對的
[00:09:45.960 --> 00:09:48.360]  有了法律我們知道什麼是不對的
[00:09:48.360 --> 00:09:50.560]  所以神頒佈法例
[00:09:50.560 --> 00:09:54.160]  叫我們要遵守
[00:09:54.160 --> 00:09:57.160]  這些律法
[00:09:57.160 --> 00:10:02.160]  道德的律例告訴我們什麼是罪
[00:10:02.160 --> 00:10:05.560]  當我們認識神的話語的時候
[00:10:05.560 --> 00:10:06.960]  我們知道我們是一個罪人
[00:10:06.960 --> 00:10:10.960]  我們犯很多的罪
[00:10:10.960 --> 00:10:13.960]  有時我們在律法裡面
[00:10:13.960 --> 00:10:14.960]  我們有很多
[00:10:14.960 --> 00:10:15.960]  好像猶太人一樣
[00:10:15.960 --> 00:10:22.960]  我們會做很多的事來走法律
[00:10:22.960 --> 00:10:24.960]  好像以前
[00:10:24.960 --> 00:10:25.960]  我有一個學生
[00:10:25.960 --> 00:10:27.960]  他現在做了牧師
[00:10:27.960 --> 00:10:31.960]  他說他在工作的時候很忙
[00:10:31.960 --> 00:10:32.960]  忙到不得了的時候
[00:10:32.960 --> 00:10:39.960]  他晚上坐地鐵回家
[00:10:39.960 --> 00:10:42.960]  他找到座位的時候很歡喜
[00:10:42.960 --> 00:10:44.960]  但是他害怕
[00:10:44.960 --> 00:10:46.960]  有個老人家在他前面
[00:10:46.960 --> 00:10:48.960]  他不好意思要起床
[00:10:48.960 --> 00:10:49.960]  讓位
[00:10:49.960 --> 00:10:53.960]  他就不知道怎麼辦
[00:10:53.960 --> 00:10:55.960]  他想到一個辦法
[00:10:55.960 --> 00:10:57.960]  有個位子坐下的時候
[00:10:57.960 --> 00:10:59.960]  閉上眼睛睡覺
[00:10:59.960 --> 00:11:01.960]  有什麼老人家
[00:11:01.960 --> 00:11:03.960]  有需要的人他都看不到
[00:11:03.960 --> 00:11:08.960]  他就很安然地坐地鐵回家
[00:11:08.960 --> 00:11:11.960]  當然他知道這個是不對的
[00:11:11.960 --> 00:11:13.960]  所以我們都是這樣
[00:11:13.960 --> 00:11:16.960]  所以我們很明知
[00:11:16.960 --> 00:11:17.960]  讀聖經的時候
[00:11:17.960 --> 00:11:19.960]  有很多神的律例
[00:11:19.960 --> 00:11:21.960]  但是我們可以閉上眼睛
[00:11:21.960 --> 00:11:23.960]  我們可以做很多其他的事
[00:11:23.960 --> 00:11:27.960]  來忘記這些律例
[00:11:27.960 --> 00:11:28.960]  但是無論如何
[00:11:28.960 --> 00:11:29.960]  聖經告訴我們
[00:11:29.960 --> 00:11:31.960]  沒有律法之先
[00:11:31.960 --> 00:11:33.960]  罪已經在這個世界上
[00:11:33.960 --> 00:11:34.960]  但是沒有律法
[00:11:34.960 --> 00:11:36.960]  罪不算罪
[00:11:36.960 --> 00:11:41.960]  今天我們知道神的律例典章
[00:11:41.960 --> 00:11:43.960]  我們不遵守的時候
[00:11:43.960 --> 00:11:44.960]  我們知道這個罪
[00:11:44.960 --> 00:11:49.960]  所以神頒佈這個律法
[00:11:49.960 --> 00:11:51.960]  不讓我們知道原來我們是一個罪人
[00:11:51.960 --> 00:11:58.960]  污穢的罪人
[00:11:58.960 --> 00:12:03.960]  所以神要求我們遵守祂的律法
[00:12:03.960 --> 00:12:06.960]  如果我們能夠完全遵守祂的律法
