
[00:00:00.000 --> 00:00:03.000]  鄧前輩,大家好!聖誕快樂!
[00:00:03.000 --> 00:00:06.000]  很高興能夠在今天這個主日崇拜的時間,
[00:00:06.000 --> 00:00:09.000]  跟大家一起再次透過神的說話,
[00:00:09.000 --> 00:00:13.000]  一起來思想聖誕的意義。
[00:00:13.000 --> 00:00:15.000]  讓我們再次同心低頭禱告,
[00:00:15.000 --> 00:00:17.000]  預備我們心思意念,
[00:00:17.000 --> 00:00:19.000]  來領受主的教導,
[00:00:19.000 --> 00:00:22.000]  讓我們一起同心低頭禱告。
[00:00:22.000 --> 00:00:24.000]  慈悲的天父,多謝你,
[00:00:24.000 --> 00:00:26.000]  讓我們能夠再次回來,
[00:00:26.000 --> 00:00:28.000]  在你寶貴的說話的面前,
[00:00:28.000 --> 00:00:31.000]  在這個聖誕節的節期期間,
[00:00:31.000 --> 00:00:34.000]  讓我們能夠眾大兄姊妹聚在一起,
[00:00:34.000 --> 00:00:36.000]  再次以你的說話,
[00:00:36.000 --> 00:00:39.000]  來提醒我們聖誕的意義。
[00:00:39.000 --> 00:00:41.000]  其實每一個聖誕,
[00:00:41.000 --> 00:00:45.000]  都能夠讓我們再思索到上帝你的大愛,
[00:00:45.000 --> 00:00:47.000]  讓我們能夠在今天,
[00:00:47.000 --> 00:00:51.000]  同樣在這個講道的時間,
[00:00:51.000 --> 00:00:53.000]  讓我們眾大兄姊妹能夠一起同心,
[00:00:53.000 --> 00:00:55.000]  在你的真道當中,
[00:00:55.000 --> 00:00:58.000]  能夠再次去思索到,
[00:00:58.000 --> 00:01:00.000]  上帝你對我們的恩典,
[00:01:00.000 --> 00:01:02.000]  是何等的深,何等的闊。
[00:01:02.000 --> 00:01:05.000]  也讓我們帶著這份心思意念,
[00:01:05.000 --> 00:01:07.000]  這份領受感恩的心,
[00:01:07.000 --> 00:01:09.000]  能夠繼續在我們面前的人生路上,
[00:01:09.000 --> 00:01:11.000]  帶領更多的人,
[00:01:11.000 --> 00:01:15.000]  去在上帝這份長闊高深的恩典當中,
[00:01:15.000 --> 00:01:18.000]  同樣蒙受主你的祝福。
[00:01:18.000 --> 00:01:19.000]  我們的禱告,
[00:01:19.000 --> 00:01:22.000]  奉靠主耶穌基督德性的名字以求。
[00:01:22.000 --> 00:01:24.000]  阿們!
[00:01:24.000 --> 00:01:26.000]  好!今天跟大家一起,
[00:01:26.000 --> 00:01:30.000]  在聖誕節期當中的主日,
[00:01:30.000 --> 00:01:31.000]  去分享的經文,
[00:01:31.000 --> 00:01:35.000]  是出自於《約翰福音》。
[00:01:35.000 --> 00:01:36.000]  如果大家有《約翰福音》的,
[00:01:36.000 --> 00:01:37.000]  有聖經的,
[00:01:37.000 --> 00:01:38.000]  請跟我一起打開,
[00:01:38.000 --> 00:01:41.000]  《約翰福音》的第一章,
[00:01:41.000 --> 00:01:44.000]  從第十四節至到第十八節。
[00:01:44.000 --> 00:01:46.000]  我今天給了一個講題,
[00:01:46.000 --> 00:01:48.000]  叫做《終於看見那位,
[00:01:48.000 --> 00:01:52.000]  我們所看不見的。》
[00:01:52.000 --> 00:01:54.000]  不知道大家有沒有試過,
[00:01:54.000 --> 00:01:57.000]  去很掛念一個人,
[00:01:57.000 --> 00:01:58.000]  說他這個人,
[00:01:58.000 --> 00:02:02.000]  是你遠在家鄉裏面的父母,
[00:02:02.000 --> 00:02:04.000]  或者你的兄弟姊妹,
[00:02:04.000 --> 00:02:06.000]  或者是因為某種原因,
[00:02:06.000 --> 00:02:08.000]  你和你的配偶,
[00:02:08.000 --> 00:02:11.000]  暫時是分開兩地,
[00:02:11.000 --> 00:02:13.000]  甚至可能你所掛念的,
[00:02:13.000 --> 00:02:15.000]  是你一個很好的朋友,
[00:02:15.000 --> 00:02:18.000]  你很希望和他去見面,
[00:02:18.000 --> 00:02:20.000]  不過種種的原因,
[00:02:20.000 --> 00:02:23.000]  大家因為地域而分隔了。
[00:02:23.000 --> 00:02:25.000]  講到掛念這件事,
[00:02:25.000 --> 00:02:28.000]  其實是一個很重要的課題,
[00:02:28.000 --> 00:02:30.000]  當然談到掛念,
[00:02:30.000 --> 00:02:31.000]  當然是那個人,
[00:02:31.000 --> 00:02:33.000]  不能夠和你在場,
[00:02:33.000 --> 00:02:35.000]  一起的生活,
[00:02:35.000 --> 00:02:38.000]  但是你也很想見到他一面,
[00:02:38.000 --> 00:02:42.000]  於是乎掛念這個事情,
[00:02:42.000 --> 00:02:45.000]  就成為了我們很多時候,
[00:02:45.000 --> 00:02:46.000]  去希望和那個人,
[00:02:46.000 --> 00:02:50.000]  有一個更緊密的關係的一個期盼,
[00:02:50.000 --> 00:02:54.000]  於是乎無論只是一張很簡單的照片,
[00:02:54.000 --> 00:02:57.000]  或者是關乎於那個人一件,
[00:02:57.000 --> 00:03:00.000]  很平平無奇的一件物件,
[00:03:00.000 --> 00:03:02.000]  甚至可能是那個人,
[00:03:02.000 --> 00:03:05.000]  做過一些小小的事情,
[00:03:05.000 --> 00:03:08.000]  留在你的腦海裏面,
[00:03:08.000 --> 00:03:10.000]  每一個這些片段,
[00:03:10.000 --> 00:03:15.000]  都成為一個很重要的一件事情,
[00:03:15.000 --> 00:03:17.000]  不能夠讓你和那個人,
[00:03:17.000 --> 00:03:19.000]  維持一份的關係,
[00:03:19.000 --> 00:03:21.000]  來到今時今日,
[00:03:21.000 --> 00:03:24.000]  我們在這個資訊發達的世界裏面,
[00:03:24.000 --> 00:03:28.000]  我們每人都手上有一部手機,
[00:03:28.000 --> 00:03:30.000]  所以其實很多時候很容易,
[00:03:30.000 --> 00:03:31.000]  在我們的手機上面,
[00:03:31.000 --> 00:03:33.000]  都可以留下很多,
[00:03:33.000 --> 00:03:37.000]  我和某一些我很掛念的人的一些事情,
[00:03:37.000 --> 00:03:38.000]  或者經歷,
[00:03:38.000 --> 00:03:40.000]  或者可以開出來,
[00:03:40.000 --> 00:03:42.000]  可以給我們去看一下,
[00:03:42.000 --> 00:03:45.000]  過去我們曾經經歷過的事情,
[00:03:45.000 --> 00:03:48.000]  不過其中一個我很掛念的一個人物,
[00:03:48.000 --> 00:03:50.000]  就是我在法國的時候,
[00:03:50.000 --> 00:03:52.000]  認識的一位姓羅的弟兄,
[00:03:52.000 --> 00:03:54.000]  他已經不在世了,
[00:03:54.000 --> 00:03:55.000]  已經離開了,
[00:03:55.000 --> 00:03:59.000]  但是當每逢聖誕節期間的時候,
[00:03:59.000 --> 00:04:02.000]  很多時候我都會想起這位弟兄,
[00:04:02.000 --> 00:04:05.000]  因為當年當我在法國一起去,
