
[00:00:00.000 --> 00:00:07.000]  今天我們的題目是「為神,只是為自己」
[00:00:07.000 --> 00:00:10.000]  不知道大家有沒有經歷過一些事
[00:00:10.000 --> 00:00:16.000]  有一些人好像是主角,但實際上又不是呢?
[00:00:16.000 --> 00:00:20.000]  通常我們在聖誕節的時候就會問這條問題
[00:00:20.000 --> 00:00:23.000]  因為當我們開很多聖誕派對的時候
[00:00:23.000 --> 00:00:27.000]  我們都會問究竟聖誕節真正的主角是誰呢?
[00:00:27.000 --> 00:00:31.000]  是聖誕老人嗎?還是耶穌?
[00:00:31.000 --> 00:00:34.000]  我曾經認識過一位朋友
[00:00:34.000 --> 00:00:40.000]  他跟我說他小時候家裡每一年都會跟他辦生日會
[00:00:40.000 --> 00:00:45.000]  但他說每一年辦生日會他都覺得自己不是主角
[00:00:45.000 --> 00:00:47.000]  我說為什麼會這樣?
[00:00:47.000 --> 00:00:52.000]  他說我小時候每一年家裡都會幫我辦生日會
[00:00:52.000 --> 00:00:59.000]  但每一次都會請他的親戚、大人的朋友
[00:00:59.000 --> 00:01:02.000]  甚至家裡的生意拍檔都會邀請
[00:01:02.000 --> 00:01:07.000]  但他說永遠都不會邀請跟我同年齡的同學或朋友
[00:01:07.000 --> 00:01:10.000]  我說那生日派對會是怎樣的?
[00:01:10.000 --> 00:01:15.000]  他說通常那些大人就會一起來家裡一起吃東西
[00:01:15.000 --> 00:01:17.000]  但那些大人不理我的
[00:01:17.000 --> 00:01:20.000]  他們會自己圍在一起吃東西聊天
[00:01:20.000 --> 00:01:22.000]  我說你做什麼的?
[00:01:22.000 --> 00:01:24.000]  他說我進房間玩
[00:01:24.000 --> 00:01:26.000]  原來是這樣的
[00:01:26.000 --> 00:01:28.000]  接著會發生什麼事呢?
[00:01:28.000 --> 00:01:33.000]  他說到一定時間他們就會叫我出來切蛋糕
[00:01:33.000 --> 00:01:35.000]  切蛋糕幾分鐘
[00:01:35.000 --> 00:01:37.000]  我說幾分鐘之後會怎樣?
[00:01:37.000 --> 00:01:40.000]  那些大人就會繼續喝酒玩啤牌
[00:01:40.000 --> 00:01:42.000]  我說那你做什麼的?
[00:01:42.000 --> 00:01:44.000]  他說我進房間睡
[00:01:44.000 --> 00:01:50.000]  我說那好像你不是主角
[00:01:50.000 --> 00:01:53.000]  有一年他們喝酒玩啤牌
[00:01:53.000 --> 00:01:56.000]  連蛋糕都忘了叫我出來切
[00:01:56.000 --> 00:01:59.000]  我說那好像你不是主角
[00:01:59.000 --> 00:02:04.000]  當我記起這個朋友的經歷
[00:02:04.000 --> 00:02:06.000]  我們突然想
[00:02:06.000 --> 00:02:11.000]  其實我們的生命是否真的跟隨耶穌呢?
[00:02:11.000 --> 00:02:14.000]  當我們去看回我們過去的生命
[00:02:14.000 --> 00:02:19.000]  其實耶穌是不是我們生命真正的主角呢?
[00:02:19.000 --> 00:02:21.000]  或者我們今天問自己
[00:02:21.000 --> 00:02:24.000]  我們的生命是為神而活
[00:02:24.000 --> 00:02:27.000]  還是我們是為自己而活呢?
[00:02:27.000 --> 00:02:31.000]  我們都聽了《釋師記》好幾堂的講道
[00:02:31.000 --> 00:02:35.000]  如果大家記得《釋師記》裡面說有一個循環
[00:02:35.000 --> 00:02:37.000]  就是以色列人背若
[00:02:37.000 --> 00:02:40.000]  然後行神叛為惡的事
[00:02:40.000 --> 00:02:46.000]  然後神用愛邦人的手去督責和懲罰他們
[00:02:46.000 --> 00:02:49.000]  然後他們就會哀求神
[00:02:49.000 --> 00:02:50.000]  哀求神之後
[00:02:50.000 --> 00:02:53.000]  神有他的慈愛和憐憫
[00:02:53.000 --> 00:02:57.000]  興起釋師成為他們的拯救
[00:02:57.000 --> 00:03:00.000]  然後他們的生命迴轉
[00:03:00.000 --> 00:03:02.000]  我們很多時候都聽到一句話
[00:03:02.000 --> 00:03:05.000]  就是國中太平一段時間
[00:03:05.000 --> 00:03:07.000]  但是當過了一段時間之後
[00:03:07.000 --> 00:03:11.000]  他們又行耶和華叛為惡的事
[00:03:11.000 --> 00:03:15.000]  所以今天當我們去到《釋師記》第十章的時候
[00:03:15.000 --> 00:03:18.000]  我們發現這個循環又再出現了
[00:03:18.000 --> 00:03:23.000]  我們今天的引言在第十章的六到第十八節
[00:03:23.000 --> 00:03:24.000]  那裡第六節告訴我們
[00:03:24.000 --> 00:03:29.000]  以色列人又行耶和華眼中叛為惡的事
[00:03:29.000 --> 00:03:34.000]  這次他們如何去侍奉朱巴力和阿斯他祿
[00:03:34.000 --> 00:03:37.000]  朱就是不止一個的意思
[00:03:37.000 --> 00:03:41.000]  並且他們去侍奉亞蘭的神
[00:03:41.000 --> 00:03:42.000]  西敦的神
[00:03:42.000 --> 00:03:43.000]  摩亞的神
[00:03:43.000 --> 00:03:45.000]  阿門人的神
[00:03:45.000 --> 00:03:46.000]  菲利士人的神
[00:03:46.000 --> 00:03:48.000]  離棄耶和華
[00:03:48.000 --> 00:03:50.000]  不侍奉他
[00:03:50.000 --> 00:03:51.000]  如果我們這樣看
[00:03:51.000 --> 00:03:56.000]  這次以色列人他們行耶和華眼中叛為惡的事
[00:03:56.000 --> 00:03:59.000]  都可以說是幾全方位
[00:03:59.000 --> 00:04:01.000]  附近所有的神
[00:04:01.000 --> 00:04:02.000]  亞蘭人的神
[00:04:02.000 --> 00:04:03.000]  西敦人的神
[00:04:03.000 --> 00:04:04.000]  摩亞的神
[00:04:04.000 --> 00:04:05.000]  阿門人的神
[00:04:05.000 --> 00:04:06.000]  菲利士人的神
[00:04:06.000 --> 00:04:07.000]  他都拜完了
[00:04:07.000 --> 00:04:09.000]  唯獨是離棄耶和華
[00:04:09.000 --> 00:04:11.000]  不侍奉他
[00:04:11.000 --> 00:04:14.000]  可以去到第七節聖經告訴我們
[00:04:14.000 --> 00:04:18.000]  耶和華的怒氣向以色列人發作
[00:04:18.000 --> 00:04:24.000]  將他們交在菲利士人和阿門人的手中
[00:04:24.000 --> 00:04:26.000]  第八節告訴我們
[00:04:26.000 --> 00:04:27.000]  從那年起
[00:04:27.000 --> 00:04:33.000]  他們就要害欺壓以色列人共有十八年
[00:04:33.000 --> 00:04:36.000]  如果我們記得那個循環
[00:04:36.000 --> 00:04:39.000]  我們應該大概知道現在會發生什麼事
[00:04:39.000 --> 00:04:42.000]  我們一起讀第十節
[00:04:42.000 --> 00:04:43.000]  我們一起讀
[00:04:43.000 --> 00:04:44.000]  一二三
[00:04:44.000 --> 00:04:47.000]  以色列人哀求耶和華說
[00:04:47.000 --> 00:04:49.000]  我們得罪了你
[00:04:49.000 --> 00:04:51.000]  因為你棄了我們神
[00:04:51.000 --> 00:04:54.000]  去侍奉朱巴力
[00:04:54.000 --> 00:04:55.000]  我們又看到那個循環
[00:04:55.000 --> 00:04:57.000]  當他們離開神
[00:04:57.000 --> 00:04:59.000]  神藉著愛邦人的手去管教
[00:04:59.000 --> 00:05:00.000]  去懲罰他們的時候
[00:05:00.000 --> 00:05:03.000]  他們又回來哀求耶和華說
[00:05:03.000 --> 00:05:06.000]  神啊我們得罪了你
[00:05:06.000 --> 00:05:08.000]  我們離棄了我們的神
[00:05:08.000 --> 00:05:10.000]  去侍奉朱巴力
[00:05:10.000 --> 00:05:14.000]  今次神的回應又是怎樣呢?
[00:05:14.000 --> 00:05:18.000]  不如我們首先一起讀第十一至第十四節
[00:05:18.000 --> 00:05:19.000]  我們一起讀
[00:05:19.000 --> 00:05:20.000]  一二三
[00:05:20.000 --> 00:05:22.000]  耶和華對以色列人說
[00:05:22.000 --> 00:05:26.000]  我豈沒有救過你們脫離埃及人
[00:05:26.000 --> 00:05:27.000]  阿摩利人
[00:05:27.000 --> 00:05:28.000]  阿摩人
[00:05:28.000 --> 00:05:30.000]  和菲利士人嗎?
[00:05:30.000 --> 00:05:31.000]  西頓人
[00:05:31.000 --> 00:05:32.000]  阿瑪力人
[00:05:32.000 --> 00:05:33.000]  馬雲人
[00:05:33.000 --> 00:05:35.000]  也都欺壓你們
[00:05:35.000 --> 00:05:37.000]  你們哀求我
[00:05:37.000 --> 00:05:40.000]  我也請救你們脫離他們的手
[00:05:40.000 --> 00:05:42.000]  你們竟離棄我
[00:05:42.000 --> 00:05:44.000]  侍奉別神
[00:05:44.000 --> 00:05:46.000]  所以我不再救你們了
[00:05:46.000 --> 00:05:49.000]  你們去哀求所選擇的神
[00:05:49.000 --> 00:05:51.000]  你們遭遇急難的時候
[00:05:51.000 --> 00:05:54.000]  讓祂救你們吧
[00:05:54.000 --> 00:05:56.000]  這裡神的回應是什麼呢?
[00:05:56.000 --> 00:05:57.000]  神說
[00:05:57.000 --> 00:06:00.000]  我以前不是救過你們嗎?
[00:06:00.000 --> 00:06:04.000]  我以前不是救你們脫離那些欺壓你們的人的手嗎?
[00:06:04.000 --> 00:06:05.000]  無論西頓人
[00:06:05.000 --> 00:06:06.000]  阿瑪力人
[00:06:06.000 --> 00:06:07.000]  馬雲人
[00:06:07.000 --> 00:06:08.000]  欺壓你們的時候
[00:06:08.000 --> 00:06:11.000]  我都救你們脫離他們的手
[00:06:11.000 --> 00:06:12.000]  但是怎樣?
[00:06:12.000 --> 00:06:14.000]  你們竟然離棄我
[00:06:14.000 --> 00:06:15.000]  所以神說
[00:06:15.000 --> 00:06:16.000]  我不再救了
[00:06:16.000 --> 00:06:18.000]  你們有苦難的時候
[00:06:18.000 --> 00:06:22.000]  你們去哀求你們選擇的神
[00:06:22.000 --> 00:06:25.000]  其實這裡神讓以色列人知道
[00:06:25.000 --> 00:06:28.000]  祂不是人的工具
[00:06:28.000 --> 00:06:33.000]  神不是我們脫離受敵限制的工具
[00:06:33.000 --> 00:06:35.000]  我們不要將神降格
[00:06:35.000 --> 00:06:39.000]  成為我們拜那麼多個神中間的一位
[00:06:39.000 --> 00:06:42.000]  我們更加不要將神降格成為
[00:06:42.000 --> 00:06:46.000]  只是為人類求福祉的媒介
[00:06:46.000 --> 00:06:48.000]  今天我們要問我們自己
[00:06:48.000 --> 00:06:54.000]  究竟我們是怎樣去看神在我們生命之中的位置
[00:06:54.000 --> 00:06:57.000]  我喜歡有一個聖經學者這樣說
[00:06:57.000 --> 00:07:00.000]  人如果不肯對上帝認真
[00:07:00.000 --> 00:07:04.000]  就不要期待上帝對人認真
[00:07:04.000 --> 00:07:05.000]  我們要問自己
[00:07:05.000 --> 00:07:08.000]  今天當我們說我們的生命跟從神
[00:07:08.000 --> 00:07:13.000]  其實我們真的希望我們的生命是被神得著
[00:07:13.000 --> 00:07:17.000]  因為我們只是希望神不斷滿足
[00:07:17.000 --> 00:07:21.000]  我們自己生命的慾望和目的
[00:07:21.000 --> 00:07:23.000]  當神這樣回應的時候
[00:07:23.000 --> 00:07:25.000]  以色列人又怎樣呢?
[00:07:25.000 --> 00:07:27.000]  我們看第十五和第十六節
[00:07:27.000 --> 00:07:28.000]  我們一起讀
[00:07:28.000 --> 00:07:29.000]  一二三
[00:07:29.000 --> 00:07:31.000]  以色列的人對耶和華說
[00:07:31.000 --> 00:07:33.000]  我們犯罪了
[00:07:33.000 --> 00:07:37.000]  任憑祢隨意待我們吧
