
[00:00:00.000 --> 00:00:02.000]  各位弟子平安
[00:00:02.000 --> 00:00:05.400]  邀請大家在聆聽上帝的說話前
[00:00:05.400 --> 00:00:09.000]  我們一起低頭祈禱
[00:00:09.000 --> 00:00:11.500]  真主我們感謝祢
[00:00:11.500 --> 00:00:14.600]  感謝祢讓我們有父母親
[00:00:14.600 --> 00:00:16.800]  求天父祢教導我們
[00:00:16.800 --> 00:00:19.400]  教導我們如何孝順他們
[00:00:19.400 --> 00:00:21.800]  也感謝祢讓我們今天有機會
[00:00:21.800 --> 00:00:24.200]  回到祢的電子祭的敬拜
[00:00:24.200 --> 00:00:26.000]  我們懇求聖靈
[00:00:26.000 --> 00:00:28.600]  開我們的眼睛
[00:00:28.600 --> 00:00:31.100]  讓我們能夠明白祢話語中的奧秘
[00:00:31.100 --> 00:00:33.100]  並且切實的遵行
[00:00:33.100 --> 00:00:35.500]  有願說的和聽的都同夢離愿
[00:00:35.500 --> 00:00:37.600]  祈禱奉主耶穌基督的名求
[00:00:37.600 --> 00:00:39.900]  阿們
[00:00:39.900 --> 00:00:43.600]  首先在此恭祝各位媽媽
[00:00:43.600 --> 00:00:47.700]  現在看下去
[00:00:47.700 --> 00:00:48.900]  對了
[00:00:48.900 --> 00:00:50.800]  起碼有五位
[00:00:50.800 --> 00:00:53.800]  恭祝各位媽媽
[00:00:53.800 --> 00:00:56.200]  不僅是母親節快樂
[00:00:56.200 --> 00:00:59.100]  天天都這麼喜樂
[00:00:59.100 --> 00:01:01.000]  剛才Pakka 孫家師
[00:01:01.000 --> 00:01:02.900]  跟我們讀出這段經文
[00:01:02.900 --> 00:01:05.400]  相信大家都會明白
[00:01:05.400 --> 00:01:07.100]  裡面說了些什麼
[00:01:07.100 --> 00:01:11.400]  我再略為挑起大家的記憶
[00:01:11.400 --> 00:01:12.700]  在約帕這個地方
[00:01:12.700 --> 00:01:15.800]  有一位女信徒叫多加
[00:01:15.800 --> 00:01:18.600]  多加
[00:01:18.600 --> 00:01:20.600]  她經常做善事
[00:01:20.600 --> 00:01:23.000]  幫助一些很貧困的人
[00:01:23.000 --> 00:01:25.800]  特別是那些無依無靠的寡婦
[00:01:25.800 --> 00:01:30.100]  為他們縫製內衣和外衣
[00:01:30.100 --> 00:01:31.300]  她生病
[00:01:31.300 --> 00:01:33.000]  病得死了
[00:01:33.000 --> 00:01:35.900]  那些門徒非常哀傷
[00:01:35.900 --> 00:01:41.000]  曾經受她恩惠的寡婦更加哀傷
[00:01:41.000 --> 00:01:43.600]  那些門徒就知道
[00:01:43.600 --> 00:01:45.700]  彼得好像在附近
[00:01:45.700 --> 00:01:47.800]  於是立即去找人
[00:01:47.800 --> 00:01:49.200]  去找彼得
[00:01:49.200 --> 00:01:50.400]  叫他不要耽誤
[00:01:50.400 --> 00:01:53.200]  你快點過來我們那裡
[00:01:53.200 --> 00:01:54.800]  為什麼找彼得呢
[00:01:54.800 --> 00:01:57.400]  如果你有機會看《少林寺》
[00:01:57.400 --> 00:02:00.300]  就知道彼得得到上帝很多的
[00:02:00.300 --> 00:02:02.600]  聖靈給予他很多的能力
[00:02:02.600 --> 00:02:05.300]  甚至上帝可以醫病
[00:02:05.300 --> 00:02:06.600]  醫到一個第二步
[00:02:06.600 --> 00:02:10.400]  就是有病的人放在地上
[00:02:10.400 --> 00:02:14.800]  期望彼得的影子能夠覆蓋
[00:02:14.800 --> 00:02:16.800]  那些有病的人都能夠醫好
[00:02:16.800 --> 00:02:19.600]  所以彼得是上帝很大的恩賜
[00:02:19.600 --> 00:02:20.800]  給他有這個能力
[00:02:20.800 --> 00:02:22.400]  於是門徒知道他在附近
[00:02:22.400 --> 00:02:26.600]  於是立即去邀請他快點來到約帕
[00:02:26.600 --> 00:02:28.600]  叫他不要耽誤
[00:02:28.600 --> 00:02:33.600]  來到的時候彼得去為多家祈禱
[00:02:33.600 --> 00:02:36.200]  上帝應允他的禱告
[00:02:36.200 --> 00:02:38.400]  多家就復活
[00:02:38.400 --> 00:02:43.200]  彼得會不會這樣把多家交給
[00:02:43.200 --> 00:02:45.600]  他身邊的弟兄姊妹
[00:02:45.600 --> 00:02:47.000]  這件事傳開了
[00:02:47.000 --> 00:02:49.000]  所以經文告訴我們
[00:02:49.000 --> 00:02:52.200]  很多人因為這樣去信耶穌
[00:02:52.200 --> 00:02:54.000]  經文特別提到
[00:02:54.000 --> 00:02:57.600]  彼得住在一個皮革帳
[00:02:57.600 --> 00:02:59.800]  西門的家
[00:02:59.800 --> 00:03:03.200]  特別提到這件事是有意思的
[00:03:03.200 --> 00:03:05.600]  首先我們看看多家
[00:03:05.600 --> 00:03:08.800]  多家是一個怎樣的女信徒
[00:03:08.800 --> 00:03:11.800]  聖經形容她很關心貧窮的人
[00:03:11.800 --> 00:03:15.000]  特別是那些無依無靠的寡婦
[00:03:15.000 --> 00:03:19.900]  為他們奉祭內衣和外衣
[00:03:19.900 --> 00:03:22.500]  聖經說上帝給我們每一個人
[00:03:22.500 --> 00:03:26.500]  都有不同的才幹
