
[00:00:00.000 --> 00:00:05.200]  最近一個月去過西洋菜南街的有多少個?舉手
[00:00:05.200 --> 00:00:08.780]  是不是很多人走來走去?是不是?
[00:00:08.780 --> 00:00:12.000]  我有時在車裏面坐着,但現在天氣熱
[00:00:12.000 --> 00:00:14.300]  我又不可以開着車的冷氣
[00:00:14.300 --> 00:00:20.200]  站在那些貼着人家公司門口的冷氣出來的,是不是?
[00:00:20.200 --> 00:00:22.200]  我又不想阻礙人家做生意
[00:00:22.200 --> 00:00:25.700]  所以站在一邊,總之有些冷氣滲出來
[00:00:25.700 --> 00:00:27.700]  我可以站久一點都頂得住
[00:00:27.700 --> 00:00:31.700]  當我看見那麼多人走來走去的時候
[00:00:31.700 --> 00:00:35.200]  你知不知道,今天有人跟我說不准再踩在這裏
[00:00:35.200 --> 00:00:37.200]  他說怕我跌了下來
[00:00:37.200 --> 00:00:41.200]  其實怎會呢?不過我不再做這些危險動作
[00:00:41.200 --> 00:00:44.200]  你知不知道我心裏面有什麼感受?
[00:00:44.200 --> 00:00:48.200]  我心裏面感受,這些人走來走去
[00:00:48.200 --> 00:00:51.200]  有多少個是基督徒來的呢?
[00:00:51.200 --> 00:00:54.200]  我相信大家不會說一半吧
[00:00:54.200 --> 00:00:59.200]  那麼多?你猜有沒有10%呢?有沒有10%是嗎?
[00:00:59.200 --> 00:01:01.200]  可能都沒有
[00:01:01.200 --> 00:01:05.200]  很感謝主,那裏有一間教會
[00:01:05.200 --> 00:01:09.200]  定時定期有班人在那裏派福袋
[00:01:09.200 --> 00:01:11.200]  又藍又紅地派福袋
[00:01:11.200 --> 00:01:13.700]  我都派過給他,我都跟他聊過天
[00:01:13.700 --> 00:01:15.700]  不過我不知道這個教會的背景
[00:01:15.700 --> 00:01:18.200]  我回來查過,上網查,沒什麼找到一些東西
[00:01:18.200 --> 00:01:22.700]  不過我收到的那些東西似乎都是挺正常的
[00:01:22.700 --> 00:01:26.700]  我心裏面,當我時不時去到的時候
[00:01:26.700 --> 00:01:29.700]  我就見到那麼多人走來走去
[00:01:29.700 --> 00:01:34.700]  我心裏面真是有一種很難過的感受
[00:01:34.700 --> 00:01:38.700]  讓我回想起很多很多年前
[00:01:38.700 --> 00:01:41.700]  因為很多很多年前,我都忘記了
[00:01:41.700 --> 00:01:44.700]  名字叫什麼呢?叫阿方
[00:01:44.700 --> 00:01:47.700]  大家記不記得工業方傳契
[00:01:47.700 --> 00:01:49.700]  劉達方,記不記得?
[00:01:49.700 --> 00:01:51.700]  有沒有人聽過劉達方這個名字?
[00:01:51.700 --> 00:01:53.700]  聽過舉手?
[00:01:53.700 --> 00:01:55.700]  有吧?
[00:01:55.700 --> 00:01:57.700]  成熟一點的就有了
[00:01:57.700 --> 00:02:00.700]  劉達方姐妹,如果我沒有記錯
[00:02:00.700 --> 00:02:05.700]  她在UCLA畢業之後
[00:02:05.700 --> 00:02:07.700]  但這個是說很多很多年前
[00:02:07.700 --> 00:02:09.700]  應該是七幾年了
[00:02:09.700 --> 00:02:12.700]  她畢業之後,她本來那時候回來香港
[00:02:12.700 --> 00:02:17.700]  她可以做教書之類的,是不是?
[00:02:17.700 --> 00:02:20.700]  但是她去到西環那邊
[00:02:20.700 --> 00:02:22.700]  很多時候去那邊
[00:02:22.700 --> 00:02:24.700]  因為我那時候,七三年我去加拿大讀書
[00:02:24.700 --> 00:02:26.700]  七三年之前,我經常去西環那邊
[00:02:26.700 --> 00:02:28.700]  是因為我去那邊有讀書室
[00:02:28.700 --> 00:02:31.700]  我未信主席,讀書室,study room
[00:02:31.700 --> 00:02:33.700]  若望23世青年服務中心
[00:02:33.700 --> 00:02:35.700]  那裏有library,有study room
[00:02:35.700 --> 00:02:37.700]  我就去那裏讀書
[00:02:37.700 --> 00:02:40.700]  我就會坐電車,然後就穿過那條不知道什麼路
[00:02:40.700 --> 00:02:42.700]  總之那裏是有觀龍樓的
[00:02:42.700 --> 00:02:44.700]  那裏有一堆觀龍樓的
[00:02:44.700 --> 00:02:46.700]  我見到那時候工廠區
[00:02:46.700 --> 00:02:48.700]  工廠區怎樣?
[00:02:48.700 --> 00:02:50.700]  不是放監獄,是放下午的時候
[00:02:50.700 --> 00:02:52.700]  那些工廠的姐姐
[00:02:52.700 --> 00:02:54.700]  穿著花布衫,花布褲
[00:02:54.700 --> 00:02:56.700]  個個一模一樣,差不多
[00:02:56.700 --> 00:02:59.700]  拿著一個棒,這樣走出去吃飯還是怎樣?
[00:02:59.700 --> 00:03:02.700]  劉達芳姐妹,她就是見到這個情景
[00:03:02.700 --> 00:03:04.700]  她一直在流淚
[00:03:04.700 --> 00:03:07.700]  她說為何滅亡?
[00:03:07.700 --> 00:03:09.700]  什麼叫為何滅亡?
[00:03:09.700 --> 00:03:11.700]  當時她的心境就是
[00:03:11.700 --> 00:03:13.700]  很多人在那裏,但是他們
[00:03:13.700 --> 00:03:15.700]  不認識耶穌基督
[00:03:15.700 --> 00:03:19.700]  於是,劉達芳姐妹做了一件什麼事?
[00:03:19.700 --> 00:03:21.700]  她走去工廠打工
[00:03:21.700 --> 00:03:24.700]  去做工廠妹
[00:03:24.700 --> 00:03:28.700]  一個UCLA畢業的
[00:03:28.700 --> 00:03:30.700]  走去工廠打工
[00:03:30.700 --> 00:03:32.700]  做工廠妹
[00:03:32.700 --> 00:03:34.700]  我不是貶低她,是她自己稱呼
[00:03:34.700 --> 00:03:36.700]  為了什麼?你說她為了什麼?
[00:03:36.700 --> 00:03:38.700]  你告訴我為了什麼?
[00:03:38.700 --> 00:03:39.700]  為了什麼?
[00:03:39.700 --> 00:03:41.700]  找份工作?
[00:03:41.700 --> 00:03:43.700]  她用不用?
[00:03:43.700 --> 00:03:45.700]  她隨便去教書
[00:03:45.700 --> 00:03:47.700]  都可以的,是不是?
[00:03:47.700 --> 00:03:49.700]  教書都不差的,是不是?
[00:03:49.700 --> 00:03:51.700]  她就為了能夠
[00:03:51.700 --> 00:03:53.700]  可以和那些人傳福音
[00:03:53.700 --> 00:03:56.700]  所以她弄了一個叫工業福音傳契出來
[00:03:56.700 --> 00:03:58.700]  我很多年前就
[00:03:58.700 --> 00:04:00.700]  有機會,那時候我還在加拿大
[00:04:00.700 --> 00:04:03.700]  我就聽到她在那裏分享
[00:04:03.700 --> 00:04:06.700]  當我在西人菜南街
[00:04:06.700 --> 00:04:08.700]  站在那裏見到那些人走來走去
[00:04:08.700 --> 00:04:10.700]  有些人拖著一個行李箱
[00:04:10.700 --> 00:04:11.700]  你明白我的意思吧
[00:04:11.700 --> 00:04:13.700]  有些就是年輕人
[00:04:13.700 --> 00:04:14.700]  買雪糕吃
[00:04:14.700 --> 00:04:18.700]  那裏有一輛雪糕車,你們有沒有見過?
[00:04:18.700 --> 00:04:21.700]  有一天我就站在那裏
[00:04:21.700 --> 00:04:23.700]  我祈禱
[00:04:23.700 --> 00:04:25.700]  我說神啊
[00:04:25.700 --> 00:04:26.700]  我祈禱
[00:04:26.700 --> 00:04:28.700]  我祈禱之後,我睜大眼睛
[00:04:28.700 --> 00:04:33.700]  有人會走過來問我關於信仰問題
[00:04:33.700 --> 00:04:35.700]  你知道我笑什麼嗎?
[00:04:35.700 --> 00:04:37.700]  我這樣祈禱,我跟神說
[00:04:37.700 --> 00:04:40.700]  神啊,我現在閉上眼睛祈禱
[00:04:40.700 --> 00:04:42.700]  祈禱你要找個人來給我
[00:04:42.700 --> 00:04:43.700]  來到我面前
[00:04:43.700 --> 00:04:46.700]  問我福音的問題
[00:04:46.700 --> 00:04:48.700]  你說我是不是離譜?
[00:04:48.700 --> 00:04:50.700]  是不是離譜?
[00:04:50.700 --> 00:04:52.700]  這樣祈禱?
[00:04:52.700 --> 00:04:54.700]  為什麼不是說神啊
[00:04:54.700 --> 00:04:56.700]  我現在就出去找一個人
[00:04:56.700 --> 00:04:58.700]  隨便找一個人跟祂說,行不行?
[00:04:58.700 --> 00:05:01.700]  整條街都是人來的,是不是?
[00:05:01.700 --> 00:05:03.700]  我祈禱之後,睜大眼睛
[00:05:03.700 --> 00:05:05.700]  結果有什麼?有沒有人走過來?
[00:05:05.700 --> 00:05:06.700]  有沒有人問我
[00:05:06.700 --> 00:05:07.700]  先生你為什麼閉上眼睛?
[00:05:07.700 --> 00:05:08.700]  你是不是有點不舒服?
[00:05:08.700 --> 00:05:10.700]  有沒有人這麼關心我?沒有啊
[00:05:10.700 --> 00:05:13.700]  那什麼事發生?沒有啊
[00:05:13.700 --> 00:05:15.700]  過了一天
[00:05:15.700 --> 00:05:17.700]  過了一天
[00:05:17.700 --> 00:05:22.700]  我呢
[00:05:22.700 --> 00:05:24.700]  不要說冰淇淋了
[00:05:24.700 --> 00:05:25.700]  去買魚蛋啊
[00:05:25.700 --> 00:05:28.700]  你知道牧師不喜歡說話說得那麼真
[00:05:28.700 --> 00:05:31.700]  是真的,不過要稍微改一改
[00:05:31.700 --> 00:05:34.700]  那我買魚蛋的魚蛋佬呢
[00:05:35.700 --> 00:05:38.700]  我就去買一串魚蛋吃
[00:05:38.700 --> 00:05:41.700]  前幾天我已經買了一串
[00:05:41.700 --> 00:05:43.700]  接著那天我去買
[00:05:43.700 --> 00:05:45.700]  我看著那個魚蛋佬說
[00:05:45.700 --> 00:05:47.700]  你認不認得我啊?
[00:05:47.700 --> 00:05:49.700]  我前一兩天來買過魚蛋的
[00:05:49.700 --> 00:05:51.700]  他看不著我
[00:05:51.700 --> 00:05:53.700]  沒有表情
[00:05:53.700 --> 00:05:55.700]  可能他是傻的
[00:05:55.700 --> 00:05:57.700]  我每天這麼多人買魚蛋
[00:05:57.700 --> 00:05:59.700]  我怎麼認得你啊?可能啊
[00:05:59.700 --> 00:06:02.700]  我問他為什麼沒有表情?
[00:06:02.700 --> 00:06:05.700]  好像不是很開心啊
[00:06:05.700 --> 00:06:09.700]  你知道牧師跟著我說的那句是什麼嗎?
[00:06:09.700 --> 00:06:11.700]  知道跟著我說的那句是什麼嗎?
[00:06:11.700 --> 00:06:14.700]  你猜不猜得到我跟著說什麼?
[00:06:14.700 --> 00:06:16.700]  我經常都是這樣的
[00:06:16.700 --> 00:06:18.700]  你為他祈禱?
