
[00:00:00.000 --> 00:00:03.400]  我們一起在神的話語面前做一個簡短的禱告
[00:00:03.400 --> 00:00:04.400]  天父我們感謝祢
[00:00:04.400 --> 00:00:07.200]  祢帶領我們在接近聖誕節的日子裏面
[00:00:07.200 --> 00:00:09.200]  再次思想祢自己的說話
[00:00:09.200 --> 00:00:11.400]  不單止讓我們思想主祢的降生
[00:00:11.400 --> 00:00:14.400]  更加思想祢降生之前
[00:00:14.400 --> 00:00:18.000]  祢為我們記載的這一段的記載
[00:00:18.000 --> 00:00:20.000]  讓我們再次思想到
[00:00:20.000 --> 00:00:22.800]  我們人生無論在甚麼的絕境裏面
[00:00:22.800 --> 00:00:26.000]  主祢都會在當中讓我們有盼望
[00:00:26.000 --> 00:00:28.000]  又帶領我們在聽道的時間
[00:00:28.000 --> 00:00:29.000]  聽我們禱告
[00:00:29.000 --> 00:00:31.000]  奉耶穌祢的聖名祈禱
[00:00:31.000 --> 00:00:32.000]  Amen
[00:00:59.000 --> 00:01:02.000]  我想到為甚麼路加要記載得那麼仔細
[00:01:02.000 --> 00:01:04.000]  關於約翰的出生
[00:01:04.000 --> 00:01:06.000]  不單止約翰是
[00:01:06.000 --> 00:01:10.000]  好像耶穌侍奉的一個開路先鋒一樣
[00:01:10.000 --> 00:01:13.000]  記載到他是伊利亞
[00:01:13.000 --> 00:01:16.000]  在尼塞雅尼之先為他開路
[00:01:16.000 --> 00:01:19.000]  更加約翰的出生和他的侍奉
[00:01:19.000 --> 00:01:21.000]  和他的離世
[00:01:21.000 --> 00:01:24.000]  其實都是一個耶穌基督的影子
[00:01:24.000 --> 00:01:25.000]  一個寫照
[00:01:25.000 --> 00:01:28.800]  但是在我思想這段經文裏面的時候
[00:01:28.800 --> 00:01:33.000]  我自己覺得很重要一個訊息帶給我們
[00:01:33.000 --> 00:01:38.000]  就是人生我們當面對絕境面對盼望的時候
[00:01:38.000 --> 00:01:42.000]  我們經常說耶穌基督是唯一給我們帶來盼望
[00:01:42.000 --> 00:01:44.000]  這個是正確的
[00:01:44.000 --> 00:01:45.000]  因為耶穌到時來到的時候
[00:01:45.000 --> 00:01:48.000]  我們能夠親自看到摸到觸摸到
[00:01:48.000 --> 00:01:52.000]  經歷到一位道成肉身的上帝
[00:01:52.000 --> 00:01:54.000]  但是上帝想藉著
[00:01:54.000 --> 00:01:59.000]  耶穌未出世之先約翰的出生的記載
[00:01:59.000 --> 00:02:00.000]  再一次提醒我們
[00:02:00.000 --> 00:02:03.000]  就算耶穌已經離開
[00:02:03.000 --> 00:02:05.000]  升天離開了我們
[00:02:05.000 --> 00:02:08.000]  就算耶穌未降生在地上
[00:02:08.000 --> 00:02:13.000]  上帝的盼望仍然是在這裏
[00:02:13.000 --> 00:02:17.000]  其實自從人類離開了上帝之後
[00:02:17.000 --> 00:02:23.000]  神一直都是給盼望我們在困境裏面去仰望他
[00:02:23.000 --> 00:02:25.000]  不單止耶穌
[00:02:25.000 --> 00:02:28.000]  因為今天晚上在座的弟兄姊妹
[00:02:28.000 --> 00:02:33.000]  不會個個都馬上死亡上天堂
[00:02:33.000 --> 00:02:35.000]  我不是預言家
[00:02:35.000 --> 00:02:36.000]  我相信不會的
[00:02:36.000 --> 00:02:38.000]  除非這裏倒塌了
[00:02:38.000 --> 00:02:40.000]  但是大部分人明天起床
[00:02:40.000 --> 00:02:41.000]  我們都要面對生活
[00:02:41.000 --> 00:02:46.000]  所以我們不只是思想到耶穌降生在地上
[00:02:46.000 --> 00:02:48.000]  為我們預備救恩的基督徒
[00:02:48.000 --> 00:02:50.000]  我們更要思想的是
[00:02:50.000 --> 00:02:55.000]  上帝給了我們今生有百倍
[00:02:55.000 --> 00:02:57.000]  我們來生亦能有永生
[00:02:57.000 --> 00:02:59.000]  其中一樣上帝給了我們
[00:02:59.000 --> 00:03:02.000]  就是人生的盼望
[00:03:02.000 --> 00:03:03.000]  我想作為一個牧者
[00:03:03.000 --> 00:03:06.000]  和一些參與侍奉的弟兄姊妹
[00:03:06.000 --> 00:03:12.000]  我想我們每一個都會經歷過很多絕境或困境的情況
[00:03:12.000 --> 00:03:14.000]  作為牧者做了很久
[00:03:14.000 --> 00:03:16.000]  我想和節目史一樣
[00:03:16.000 --> 00:03:19.000]  我們見過不少人問以下的問題
[00:03:19.000 --> 00:03:21.000]  有些人在床邊
[00:03:21.000 --> 00:03:24.000]  面對患病的親友
[00:03:24.000 --> 00:03:26.000]  離世的親友
[00:03:26.000 --> 00:03:27.000]  他們會問一個問題
[00:03:27.000 --> 00:03:29.000]  盼望在哪裏
[00:03:29.000 --> 00:03:31.000]  我曾經接過電話
[00:03:31.000 --> 00:03:36.000]  有一個年長的患病很久的老人家
[00:03:36.000 --> 00:03:37.000]  他兒女打電話來說
[00:03:37.000 --> 00:03:39.000]  爸爸快要跳樓了
[00:03:39.000 --> 00:03:41.000]  牧師你來
[00:03:41.000 --> 00:03:43.000]  在他們說的時候說
[00:03:43.000 --> 00:03:46.000]  究竟盼望在哪裏
[00:03:46.000 --> 00:03:48.000]  當我坐的士去的時候
[00:03:48.000 --> 00:03:50.000]  在車上已經接到消息
[00:03:50.000 --> 00:03:53.000]  說他爸爸已經跳樓了
[00:03:53.000 --> 00:03:56.000]  究竟盼望在哪裏
[00:03:56.000 --> 00:03:58.000]  很多學生
[00:03:58.000 --> 00:03:59.000]  當考試
[00:03:59.000 --> 00:04:01.000]  香港公開考試考得不好的時候
[00:04:01.000 --> 00:04:02.000]  很想去讀書
[00:04:02.000 --> 00:04:04.000]  但沒有機會
[00:04:04.000 --> 00:04:06.000]  他們都會問我牧師
[00:04:06.000 --> 00:04:10.000]  我盼望在哪裏
[00:04:10.000 --> 00:04:11.000]  有很多當對著子女
[00:04:11.000 --> 00:04:14.000]  子女一路離開上帝
[00:04:14.000 --> 00:04:15.000]  從小回教會
[00:04:15.000 --> 00:04:18.000]  到年輕的時候不再肯回教會
[00:04:18.000 --> 00:04:20.000]  父母
[00:04:20.000 --> 00:04:22.000]  他們跟我說的時候
[00:04:22.000 --> 00:04:24.000]  他們的眼神會告訴我
[00:04:24.000 --> 00:04:27.000]  究竟盼望在哪裏
[00:04:27.000 --> 00:04:29.000]  或者你找了很久
[00:04:29.000 --> 00:04:31.000]  一直都找不到
[00:04:31.000 --> 00:04:33.000]  你也會問究竟盼望在哪裏
[00:04:33.000 --> 00:04:35.000]  我想今天在座當中
[00:04:35.000 --> 00:04:37.000]  我們每一個人都會面對
[00:04:37.000 --> 00:04:39.000]  人生裏面不如意事
[00:04:39.000 --> 00:04:41.000]  十常八九的情況
[00:04:41.000 --> 00:04:44.000]  我們都會問究竟盼望在哪裏
[00:04:44.000 --> 00:04:46.000]  其實當我們問這個問題的時候
[00:04:46.000 --> 00:04:51.000]  我們是在問究竟上帝在哪裏
[00:04:51.000 --> 00:04:53.000]  如果上帝是有愛我們的
[00:04:53.000 --> 00:04:54.000]  他有能力的
[00:04:54.000 --> 00:04:59.000]  為甚麼他不去帶我們離開這個絕境
[00:04:59.000 --> 00:05:02.000]  希望從這篇信息裏面看看
[00:05:02.000 --> 00:05:05.000]  究竟撒加利亞和以利沙伯
[00:05:05.000 --> 00:05:06.000]  在有人出生之前
[00:05:06.000 --> 00:05:09.000]  他們在面對甚麼的絕境
[00:05:09.000 --> 00:05:11.000]  之後我們也看看上帝怎樣回應
[00:05:11.000 --> 00:05:16.000]  帶我們去看今天在聖誕我們迎接耶穌生日的日子的時候
[00:05:16.000 --> 00:05:20.000]  我們又應該怎樣活我們這一生
[00:05:20.000 --> 00:05:23.000]  不是只知道我們可以上天堂
[00:05:23.000 --> 00:05:25.000]  其實上帝給了我們一件很重要的東西
[00:05:25.000 --> 00:05:27.000]  就是盼望
[00:05:27.000 --> 00:05:30.000]  今天有很多人想找盼望
[00:05:30.000 --> 00:05:32.000]  有些去看相
[00:05:32.000 --> 00:05:34.000]  看三世書
[00:05:34.000 --> 00:05:37.000]  我有個親戚去算命
[00:05:37.000 --> 00:05:39.000]  他凡事都不信你
[00:05:39.000 --> 00:05:41.000]  算命佬告訴他
[00:05:41.000 --> 00:05:44.000]  你負貴命不應該做工
[00:05:44.000 --> 00:05:47.000]  你一做工就不行
[00:05:47.000 --> 00:05:50.000]  所以一定要找個有錢的老公嫁了他
[00:05:50.000 --> 00:05:53.000]  然後不需要工作
[00:05:53.000 --> 00:05:56.000]  結果他真的相信不用工作
[00:05:56.000 --> 00:05:59.000]  老公叫女生
[00:05:59.000 --> 00:06:02.000]  心想我也想找個算命佬
[00:06:02.000 --> 00:06:06.000]  告訴我一生不需要工作就多好
[00:06:06.000 --> 00:06:09.000]  有些人把盼望放在水晶
[00:06:09.000 --> 00:06:12.000]  我做牧師第一次經歷過
[00:06:12.000 --> 00:06:15.000]  去一個信主的弟兄家裡
[00:06:15.000 --> 00:06:17.000]  放滿水晶
[00:06:17.000 --> 00:06:19.000]  他進去的時候
[00:06:19.000 --> 00:06:22.000]  他說牧師這裡全部水晶加起來
[00:06:22.000 --> 00:06:24.000]  有三百多萬
[00:06:24.000 --> 00:06:26.000]  港幣當然三百多萬
[00:06:26.000 --> 00:06:27.000]  都不少錢
[00:06:27.000 --> 00:06:29.000]  幾十萬美金
[00:06:29.000 --> 00:06:31.000]  然後他信主之後
[00:06:31.000 --> 00:06:32.000]  要全部打開
[00:06:32.000 --> 00:06:34.000]  我們上去幫他打開
[00:06:34.000 --> 00:06:36.000]  拿個錘給我
[00:06:36.000 --> 00:06:39.000]  第一個牧師最貴重的那件給你
[00:06:39.000 --> 00:06:41.000]  二十多萬港幣的那一件
[00:06:41.000 --> 00:06:43.000]  拿著錘子打下去
[00:06:43.000 --> 00:06:44.000]  二十多萬
[00:06:44.000 --> 00:06:47.000]  第一次做這些毀滅性的事
[00:06:47.000 --> 00:06:48.000]  一件東西
[00:06:48.000 --> 00:06:49.000]  三百多萬
[00:06:49.000 --> 00:06:53.000]  我們把盼望放在石頭上
[00:06:53.000 --> 00:06:55.000]  水晶不就是石頭嗎
[00:06:55.000 --> 00:06:58.000]  現在有時聽新聞都一樣
[00:06:58.000 --> 00:07:00.000]  Bay Area有些叫祈福黨
[00:07:00.000 --> 00:07:02.000]  香港都很流行
