
[00:00:00.000 --> 00:00:05.400]  上個月我和大家嘗試去建構一個聆聽神學的基礎
[00:00:05.400 --> 00:00:08.600]  上個月我和大家建構一個聆聽的神學
[00:00:08.600 --> 00:00:12.800]  我相信神今天仍然和我們說話
[00:00:12.800 --> 00:00:16.300]  我相信今天神仍然和我們說話
[00:00:16.300 --> 00:00:17.800]  如果你們不太羨慕
[00:00:17.800 --> 00:00:21.100]  上個月我就講了有幾方面
[00:00:21.100 --> 00:00:22.600]  如果大家不健忘的話
[00:00:22.600 --> 00:00:24.800]  我相信大家記得上一次我和大家分享
[00:00:24.800 --> 00:00:28.400]  今早我想嘗試建基在聖經裏面
[00:00:28.400 --> 00:00:33.000]  和大家分享幾個可能我們忽略神會和我們說話的方法
[00:00:33.000 --> 00:00:35.100]  今天早上我嘗試在聖經的基礎下
[00:00:35.100 --> 00:00:39.000]  和大家分享一些大家忽略神向人說話的方法
[00:00:39.000 --> 00:00:41.200]  第一個是直覺
[00:00:41.200 --> 00:00:42.800]  一個叫直覺
[00:00:42.800 --> 00:00:45.800]  聚會所的創辦人是托星先生
[00:00:45.800 --> 00:00:49.400]  聚會所的創辦人是倪拓生先生
[00:00:49.400 --> 00:00:52.600]  在一本書叫《屬靈人》裏面有一段這樣的說話
[00:00:52.600 --> 00:00:56.000]  在他寫的一本著作《屬靈人》裏面他有一句話
[00:00:56.000 --> 00:00:58.200]  他說人的靈有三種功能
[00:00:58.200 --> 00:00:59.800]  人的靈有三種功能
[00:00:59.800 --> 00:01:01.000]  直覺
[00:01:01.000 --> 00:01:01.800]  直覺
[00:01:01.800 --> 00:01:03.400]  交通良心
[00:01:03.400 --> 00:01:04.800]  交通和良心
[00:01:04.800 --> 00:01:07.000]  他認為直覺是來自神的恩高
[00:01:07.000 --> 00:01:09.600]  而有一種屬靈的辨識的能力
[00:01:09.600 --> 00:01:11.600]  他認為直覺來自神的恩高
[00:01:11.600 --> 00:01:13.600]  而有一種鑑別的能力
[00:01:13.600 --> 00:01:18.200]  如果看英文這個直覺這個字是來自拉丁語的
[00:01:18.200 --> 00:01:20.000]  如果我們從英文看
[00:01:20.000 --> 00:01:22.000]  直覺這個是來自拉丁語
[00:01:22.000 --> 00:01:24.400]  他的意思是向裏面看
[00:01:24.400 --> 00:01:26.200]  或者脈觀一種的直觀
[00:01:26.200 --> 00:01:28.000]  意思是往裏面看
[00:01:28.000 --> 00:01:29.000]  脈觀
[00:01:29.000 --> 00:01:30.200]  或者稱為直觀
[00:01:30.200 --> 00:01:35.200]  通常是描述一種我們不是經過太多的理性的思考
[00:01:35.200 --> 00:01:38.800]  通常一般是描述一種我們不需要經過太多的思考
[00:01:38.800 --> 00:01:41.600]  而是一種很直接的反應
[00:01:41.600 --> 00:01:43.400]  而就能得出一個直接的反應
[00:01:43.400 --> 00:01:45.200]  可能你突然有一個意念
[00:01:45.200 --> 00:01:46.800]  可能突然我們產生某種意念
[00:01:46.800 --> 00:01:48.400]  你不知道是什麼原因
[00:01:48.400 --> 00:01:49.600]  我們不知道什麼原因
[00:01:49.600 --> 00:01:52.000]  你是一種這樣的感覺
[00:01:52.000 --> 00:01:53.400]  我們就得出這種感覺
[00:01:53.400 --> 00:01:56.400]  我們嘗試有兩段經文可以給大家參考一下
[00:01:56.400 --> 00:01:58.200]  下面我提出了兩個經文
[00:01:58.200 --> 00:02:00.000]  給大家參考一下
[00:02:00.000 --> 00:02:06.400]  第一段是記載史圖行傳十四章八到十一節
[00:02:06.400 --> 00:02:09.400]  路斯德城裏坐著一個兩腳無力的人
[00:02:09.400 --> 00:02:11.200]  生來是瘸腿的
[00:02:11.200 --> 00:02:12.600]  從來沒有走過
[00:02:12.600 --> 00:02:14.000]  他聽保羅講道
[00:02:14.000 --> 00:02:16.000]  保羅定勁看他
[00:02:16.000 --> 00:02:17.400]  見他有信心
[00:02:17.400 --> 00:02:18.800]  可得痊癒
[00:02:18.800 --> 00:02:19.800]  就大聲說
[00:02:19.800 --> 00:02:20.600]  你起來
[00:02:20.600 --> 00:02:22.000]  兩腳站直
[00:02:22.000 --> 00:02:23.600]  那人就跳起來
[00:02:23.600 --> 00:02:25.000]  而且行走
[00:02:25.000 --> 00:02:27.200]  眾人看見保羅所做的事
[00:02:27.200 --> 00:02:29.400]  就用呂高尼的話大聲說
[00:02:29.400 --> 00:02:33.000]  有神借著人形降臨在我們中間了
[00:02:33.000 --> 00:02:34.400]  留意在這段經文裏面
[00:02:34.400 --> 00:02:36.600]  保羅說定勁看他
[00:02:36.600 --> 00:02:37.800]  見他有信心
[00:02:37.800 --> 00:02:40.200]  大家注意保羅在這段經文裏面提到
[00:02:40.200 --> 00:02:42.200]  保羅是定勁看他
[00:02:42.200 --> 00:02:43.200]  發現他有信心
[00:02:43.200 --> 00:02:46.200]  很明顯那個人的額頭上不會刻著
[00:02:46.200 --> 00:02:47.200]  我有信心
[00:02:47.200 --> 00:02:48.200]  快來醫我
[00:02:48.200 --> 00:02:50.600]  當然明顯那個人的額頭上不會刻著
[00:02:50.600 --> 00:02:51.600]  我有信心
[00:02:51.600 --> 00:02:52.600]  快來醫我
[00:02:52.600 --> 00:02:57.600]  換句話說保羅所說的所謂看見
[00:02:57.600 --> 00:02:59.200]  不是一種肉眼的看見
[00:02:59.200 --> 00:03:01.000]  絕不是一種肉眼的看見
[00:03:01.000 --> 00:03:02.200]  是一種屬靈的看見
[00:03:02.200 --> 00:03:05.000]  是一種屬靈的直覺
[00:03:05.000 --> 00:03:06.800]  或稱為一種屬靈的直覺
[00:03:06.800 --> 00:03:08.000]  另一段經文
[00:03:08.000 --> 00:03:10.000]  另外一段經文記載在
[00:03:10.000 --> 00:03:12.000]  馬可福音二章八節
[00:03:12.000 --> 00:03:15.200]  耶穌心中知道他們心裏這樣議論
[00:03:15.200 --> 00:03:18.000]  就說你們心裏為甚麼這樣議論呢
[00:03:18.000 --> 00:03:20.800]  耶穌當時在加白龍要一個毯子
[00:03:20.800 --> 00:03:24.000]  耶穌當時在加白龍看到醫好的一個毯子
[00:03:24.000 --> 00:03:26.800]  祂就對這個人說小子你的罪已經赦了
[00:03:26.800 --> 00:03:29.200]  祂對那個人說小子你的罪赦免了
[00:03:29.200 --> 00:03:32.400]  當時在身邊的文士心裏議論
[00:03:32.400 --> 00:03:34.800]  當時身邊的文士心裏議論
[00:03:34.800 --> 00:03:36.800]  他說為甚麼這個人說這樣的說話呢
[00:03:36.800 --> 00:03:39.600]  他說你們這個人為甚麼會這樣說呢
[00:03:39.600 --> 00:03:41.600]  說一些僭越的說話
[00:03:41.600 --> 00:03:43.000]  他說健忘的話
[00:03:43.000 --> 00:03:44.600]  除了神以外
[00:03:44.600 --> 00:03:45.400]  除了神以外
[00:03:45.400 --> 00:03:47.000]  誰能夠赦免別人的罪呢
[00:03:47.000 --> 00:03:48.000]  又有誰能赦免
[00:03:48.000 --> 00:03:52.200]  這裏的文士是沒有說出口的
[00:03:52.200 --> 00:03:53.200]  大家注意
